spec_id	model	kind	cohort	rho	p	n	c	c_prime	a	b	partial_ols
pct_gt0|pct_gt0|identity	identity	rho_xy	GSE123902	-0.32417582417582413	0.27988186889314004	13					
pct_gt0|pct_gt0|identity	identity	rho_xy	GSE131907	-0.15064935064935067	0.5145138644694079	21					
pct_gt0|pct_gt0|identity	identity	rho_xy	GSE205335	0.20835686053077357	0.3521105235596147	22					
pct_gt0|pct_gt0|identity	identity	rho_xy	GSE189357	-0.48333333333333334	0.18746985521554216	9					
pct_gt0|pct_gt0|identity	identity	rho_my	GSE123902	-0.6593406593406593	0.0142255785114567	13					
pct_gt0|pct_gt0|identity	identity	rho_my	GSE131907	-0.5220779220779221	0.015195754492505785	21					
pct_gt0|pct_gt0|identity	identity	rho_my	GSE205335	-0.43534726143421804	0.042861326301676765	22					
pct_gt0|pct_gt0|identity	identity	rho_my	GSE189357	-0.6	0.08762282904140249	9					
pct_gt0|pct_gt0|identity	identity	rho_xm	GSE123902	0.3021978021978022	0.3156083662499548	13					
pct_gt0|pct_gt0|identity	identity	rho_xm	GSE131907	0.6714285714285714	0.0008603119868966404	21					
pct_gt0|pct_gt0|identity	identity	rho_xm	GSE205335	0.2173913043478261	0.3311374194883425	22					
pct_gt0|pct_gt0|identity	identity	rho_xm	GSE189357	0.8499999999999999	0.0037047773275858125	9					
pct_gt0|pct_gt0|identity	identity	partial_xy	GSE123902	-0.17430712374383492		13					
pct_gt0|pct_gt0|identity	identity	partial_xy	GSE131907	0.31625136388308556		21					
pct_gt0|pct_gt0|identity	identity	partial_xy	GSE205335	0.3448121025793574		22					
pct_gt0|pct_gt0|identity	identity	partial_xy	GSE189357	0.06327719971683299		9					
pct_gt0|pct_gt0|identity	identity	partial_my	GSE123902	-0.6225282613783556		13					
pct_gt0|pct_gt0|identity	identity	partial_my	GSE131907	-0.5745576738650092		21					
pct_gt0|pct_gt0|identity	identity	partial_my	GSE205335	-0.5034683362854748		22					
pct_gt0|pct_gt0|identity	identity	partial_my	GSE189357	-0.41019325762280845		9					
pct_gt0|pct_gt0|identity	identity	ols	GSE123902	0.6626093516973453		13	-0.4076874306742632	-0.13754992654003312	0.47569265384205234	-0.5678824382768913	True
pct_gt0|pct_gt0|identity	identity	ols	GSE131907	1.8250207118683723		21	-0.16097429008282252	0.13280712339663697	0.777234995643006	-0.3779827402604452	False
pct_gt0|pct_gt0|identity	identity	ols	GSE205335	-0.058422631214762204		22	0.2588244246523589	0.2739456285631965	0.031575747676721985	-0.47888664634805467	False
pct_gt0|pct_gt0|identity	identity	ols	GSE189357	1.3381358787689799		9	-0.6966200972703244	0.2355522487586343	1.088160488487029	-0.8566496908236797	False
pct_gt0|pct_gt0|z	z	rho_xy	GSE123902	-0.32417582417582413	0.27988186889314004	13					
pct_gt0|pct_gt0|z	z	rho_xy	GSE131907	-0.15064935064935067	0.5145138644694079	21					
pct_gt0|pct_gt0|z	z	rho_xy	GSE205335	0.20835686053077357	0.3521105235596147	22					
pct_gt0|pct_gt0|z	z	rho_xy	GSE189357	-0.48333333333333334	0.18746985521554216	9					
pct_gt0|pct_gt0|z	z	rho_my	GSE123902	-0.6593406593406593	0.0142255785114567	13					
pct_gt0|pct_gt0|z	z	rho_my	GSE131907	-0.5220779220779221	0.015195754492505785	21					
pct_gt0|pct_gt0|z	z	rho_my	GSE205335	-0.43534726143421804	0.042861326301676765	22					
pct_gt0|pct_gt0|z	z	rho_my	GSE189357	-0.6	0.08762282904140249	9					
pct_gt0|pct_gt0|z	z	rho_xm	GSE123902	0.3021978021978022	0.3156083662499548	13					
pct_gt0|pct_gt0|z	z	rho_xm	GSE131907	0.6714285714285714	0.0008603119868966404	21					
pct_gt0|pct_gt0|z	z	rho_xm	GSE205335	0.2173913043478261	0.3311374194883425	22					
pct_gt0|pct_gt0|z	z	rho_xm	GSE189357	0.8499999999999999	0.0037047773275858125	9					
pct_gt0|pct_gt0|z	z	partial_xy	GSE123902	-0.17430712374383492		13					
pct_gt0|pct_gt0|z	z	partial_xy	GSE131907	0.31625136388308556		21					
pct_gt0|pct_gt0|z	z	partial_xy	GSE205335	0.3448121025793574		22					
pct_gt0|pct_gt0|z	z	partial_xy	GSE189357	0.06327719971683299		9					
pct_gt0|pct_gt0|z	z	partial_my	GSE123902	-0.6225282613783556		13					
pct_gt0|pct_gt0|z	z	partial_my	GSE131907	-0.5745576738650092		21					
pct_gt0|pct_gt0|z	z	partial_my	GSE205335	-0.5034683362854748		22					
pct_gt0|pct_gt0|z	z	partial_my	GSE189357	-0.41019325762280845		9					
pct_gt0|pct_gt0|z	z	ols	GSE123902	0.6626093516973455		13	-0.3407198639006655	-0.11495569577103765	0.4436414193889546	-0.5088888418952899	True
