accession	contrast	class	organ	species	perturbation	module	cldn4_log2FC	n_in_set	n_observed	coverage	n_up	n_down	median_log2FC	mean_log2FC	resample_p2_5	resample_p97_5	resample_sd	signed_balance	median_sign	thesis	thesis_sign_match	locked_direction_call	call_vs_thesis	wilcoxon_p_greater	wilcoxon_p_less	sign_p_greater	mapping_gate	note
GSE50927	baseline KO vs WT	non-cancer	lung	mouse	germline Cldn4 KO	IFN_ISG	-6.061296179	39	37	0.9487179487	34	3	0.442283218	0.7161583003	0.286246407	0.57577684	0.06571624819	0.8378378378	1	up_after_CLDN4_loss	yes	up	concordant	5.5442797020077705e-09	0.9999999953433871	6.165646482259035e-08	pass	Author edgeR naive KO vs WT (GSM1232581 vs GSM1232580). GEO lists one library per arm. VILI arms are excluded. Not a tumor.
GSE50927	baseline KO vs WT	non-cancer	lung	mouse	germline Cldn4 KO	MHC_APM	-6.061296179	18	16	0.8888888889	14	2	0.2782370525	0.3339417166	0.1791381285	0.479744714	0.08205449016	0.75	1	up_after_CLDN4_loss	yes	up	concordant	7.62939453125e-05	0.9999542236328125	0.0020904541015625	pass	Author edgeR naive KO vs WT (GSM1232581 vs GSM1232580). GEO lists one library per arm. VILI arms are excluded. Not a tumor.
GSE207704	T47D KO vs WT	cancer	breast	human	CRISPR CLDN4 KO	IFN_ISG	-1.058646094	39	21	0.5384615385	7	14	-0.3478015085	-0.6590019837	-0.6171259297	0.01549078211	0.2311304616	-0.3333333333	-1	up_after_CLDN4_loss	no	down	discordant	0.9936542510986328	0.007082939147949219	0.9608230590820312	pass	Deposited condition-mean FPKM. Many MHC-I/APM genes are absent from the file. No replicate-level SE.
GSE207704	T47D KO vs WT	cancer	breast	human	CRISPR CLDN4 KO	MHC_APM	-1.058646094	18	8	0.4444444444	2	6	-0.2195128472	-0.190731417	-0.4119432531	0.02775065207	0.1060793907	-0.5	-1	up_after_CLDN4_loss	no	down	discordant	0.98046875	0.02734375	0.96484375	pass	Deposited condition-mean FPKM. Many MHC-I/APM genes are absent from the file. No replicate-level SE.
GSE207704	MCF-7 KO vs WT	cancer	breast	human	CRISPR CLDN4 KO	IFN_ISG	-0.7217067786	39	17	0.4358974359	6	11	-0.2810909808	-0.1963480898	-0.4681281505	0.1050375898	0.1994466193	-0.2941176471	-1	up_after_CLDN4_loss	no	weak_down	unsigned	0.9049530029296875	0.10344696044921875	0.9282684326171875	pass	Deposited condition-mean FPKM. Panel coverage is incomplete. No replicate-level SE.
GSE207704	MCF-7 KO vs WT	cancer	breast	human	CRISPR CLDN4 KO	MHC_APM	-0.7217067786	18	8	0.4444444444	2	6	-0.1014057097	0.038018891	-0.4146749875	0.3574125557	0.157909722	-0.5	-1	up_after_CLDN4_loss	no	weak_down	unsigned	0.76953125	0.2734375	0.96484375	pass	Deposited condition-mean FPKM. Panel coverage is incomplete. No replicate-level SE.
GSE22493	SKOV-3 KD	cancer	ovary	human	lentiviral CLDN4 siRNA	IFN_ISG	-1.22505	39	27	0.6923076923	12	15	-0.01366666667	-0.0740845679	-0.4742166667	0.3254	0.1888005725	-0.1111111111	-1	up_after_CLDN4_loss	no	weak_down	unsigned	0.7190337404608727	0.2890304923057556	0.7789658308029175	pass_mapped	Included because GPL10555 probes map to symbols (median-collapsed; G1P2 read as ISG15). Control is CLDN4 overexpression, not scramble. Three two-colour arrays.
GSE22493	SKOV-3 KD	cancer	ovary	human	lentiviral CLDN4 siRNA	MHC_APM	-1.22505	18	14	0.7777777778	4	10	-0.4536083333	-0.2558964286	-0.8122	0.1378833333	0.198242995	-0.4285714286	-1	up_after_CLDN4_loss	no	down	discordant	0.96075439453125	0.0452880859375	0.9713134765625	pass_mapped	Included because GPL10555 probes map to symbols (median-collapsed; G1P2 read as ISG15). Control is CLDN4 overexpression, not scramble. Three two-colour arrays.
