dataset	compartment	gene	n_segments	median_raw_count	min_raw_count	max_raw_count	outcome_test	honest_reason
GSE292098	CK	TACSTD2	81	245.0000000000001	1.0	4372.999999999997	not_performed	GEO has no per-ROI ICI outcome key
GSE292098	CK	CLDN4	81	198.99999999999997	3.0000000000000004	2062.9999999999995	not_performed	GEO has no per-ROI ICI outcome key
GSE292098	CD45	TACSTD2	72	10.000000000000002	1.0	77.00000000000001	not_performed	GEO has no per-ROI ICI outcome key
GSE292098	CD45	CLDN4	72	10.000000000000002	1.0	69.00000000000001	not_performed	GEO has no per-ROI ICI outcome key
GSE292098	CD68	TACSTD2	81	11.000000000000002	1.0	341.9999999999999	not_performed	GEO has no per-ROI ICI outcome key
GSE292098	CD68	CLDN4	81	10.000000000000002	1.0	69.00000000000001	not_performed	GEO has no per-ROI ICI outcome key
