accession	file	url	bytes	sha256
GSE233203	GSE233203_series_matrix.txt.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233203/matrix/GSE233203_series_matrix.txt.gz	2443	2772e071e6889a122b145c8c01cddfbf3ec6b7f76dff2a0f7fbdbb7e986ca18a
GSE233203	GSE233203_RAW.tar	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233203/suppl/GSE233203_RAW.tar	544634880	c93b56fe673495fcd9271bd6a4502a590a4630826808fb47ffdd33490b4031a5
GSE291670	GSE291670_series_matrix.txt.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE291nnn/GSE291670/matrix/GSE291670_series_matrix.txt.gz	2959	856c6f29f07831e80f4649a1f9c2a32289c1ea3cf9b9c8f9313d9666f3d19f72
GSE291670	GSE291670_RAW.tar	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE291nnn/GSE291670/suppl/GSE291670_RAW.tar	127979520	d4e81f313330ac55c7c42be269def90254111314657a7f290d506b2a20e67db1
GSE292098	GSE292098_CK_0_filter_Greek.xlsx	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292098/suppl/GSE292098_CK_0_filter_Greek.xlsx	12553636	bdb4ab8cb3b038d181a318dbf9ba8b3a42eb47252fd73b780eeb61e1626ee928
GSE292098	GSE292098_CD45_0_filter_Greek.xlsx	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292098/suppl/GSE292098_CD45_0_filter_Greek.xlsx	10541329	422f822cc21dbd90c0b4b4ee3dfc5d3cc2ef8a326a0f0639417f577d8bed2cb3
GSE292098	GSE292098_CD68_0_filter_Greek.xlsx	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292098/suppl/GSE292098_CD68_0_filter_Greek.xlsx	10811675	476b3c02526acb99bd80bf3962f0773b81cea8ff9bc6305d5735d202ee80662d
