gene	logFC	AveExpr	t	P.Value	method	contrast	adj.P.Val
MRPS5	1.428214050405041	-0.2228829383886256	7.3227074192014685	4.956176205316768e-12	limma	Tumor-NAT	2.3824380493235572e-11
PCBD2	-1.5417339513951394	0.36171184834123216	-7.32156215726944	4.990071255432955e-12	limma	Tumor-NAT	2.3974692962440343e-11
DENND4B	-1.2617495589558958	0.295132701421801	-7.32147491454976	4.992662640638757e-12	limma	Tumor-NAT	2.3974692962440343e-11
ROCK2	-1.2809518091809182	0.26386066350710896	-7.3198750570314814	5.0404196934279736e-12	limma	Tumor-NAT	2.419138245550731e-11
CMPK1	1.4533638613861384	-0.213036018957346	7.316194763278817	5.151997859348216e-12	limma	Tumor-NAT	2.470573327532007e-11
MRPL40	1.4291778487848785	-0.22898246445497628	7.316163245982008	5.152963843845999e-12	limma	Tumor-NAT	2.470573327532007e-11
VSIG2	-2.7124931863186315	-0.1288236966824645	-7.315564041179459	5.171363124351272e-12	limma	Tumor-NAT	2.4781021103186935e-11
PHF14	1.2766091449144912	-0.14463649289099534	7.311974520376417	5.282949102273696e-12	limma	Tumor-NAT	2.5302545700363493e-11
ATP2A2	1.4261354635463543	-0.22256161137440753	7.310060142524967	5.343428890046271e-12	limma	Tumor-NAT	2.557888277521629e-11
STX5	1.3292411881188118	-0.08921184834123223	7.306802357074708	5.4479250192136355e-12	limma	Tumor-NAT	2.606552777282276e-11
YTHDC1	1.2238801620162016	-0.06606018957345973	7.30613020658434	5.469734481783893e-12	limma	Tumor-NAT	2.615625890846814e-11
PDLIM4	1.8534126642664261	-0.3350540284360189	7.303040207387676	5.571110407658649e-12	limma	Tumor-NAT	2.6627184480910374e-11
MSRA	-1.3338951665166516	0.2861786729857819	-7.302423766311188	5.591555221436338e-12	limma	Tumor-NAT	2.671101041591548e-11
NDUFAF8	1.9439893789378935	-0.2970715639810426	7.301996920640305	5.605755308709332e-12	limma	Tumor-NAT	2.676493352849219e-11
C1S	-1.583981962196219	0.28594028436018953	-7.299961647589284	5.673954719064565e-12	limma	Tumor-NAT	2.7076489004632616e-11
CELF1	1.3764961116111616	-0.28314786729857816	7.2973135311606	5.763916893217933e-12	limma	Tumor-NAT	2.748908954197153e-11
CNTNAP2	-2.0702137623762376	-0.0196845971563982	-7.297241075018736	5.76639806733991e-12	limma	Tumor-NAT	2.748908954197153e-11
TNS3	-1.3149630873087308	0.24035639810426543	-7.294262764339685	5.869304100838551e-12	limma	Tumor-NAT	2.7965149813793217e-11
ZNF503	-1.5422570207020703	0.2391322274881517	-7.291090960381796	5.9808888902849206e-12	limma	Tumor-NAT	2.8482046523631455e-11
TPX2	2.146043294329432	-0.9141165876777252	7.288560050838674	6.071426489669907e-12	limma	Tumor-NAT	2.8898229345704877e-11
BRK1	-1.3114632853285328	0.19656113744075837	-7.286614671831038	6.141936251824472e-12	limma	Tumor-NAT	2.921870398059975e-11
CMC1	1.6719712151215118	-0.31767109004739336	7.2753079442631705	6.568034389088292e-12	limma	Tumor-NAT	3.122959341443895e-11
MATN2	-1.860858712871287	0.10901279620853073	-7.273953630117737	6.620989353503524e-12	limma	Tumor-NAT	3.146510504035724e-11
ADGRF5	-1.868374392439244	-0.05719146919431276	-7.269542572893911	6.796403838874354e-12	limma	Tumor-NAT	3.228204014630191e-11
GNPDA2	-1.2502132313231322	0.2847251184834123	-7.261751271401585	7.1175146278030165e-12	limma	Tumor-NAT	3.378981247114542e-11
ZNF330	1.3267262736273626	-0.13909620853080568	7.2605917985740245	7.166563808160021e-12	limma	Tumor-NAT	3.400510478100091e-11
DERA	-1.3012138433843388	0.3692668246445498	-7.257245838419989	7.309985796156492e-12	limma	Tumor-NAT	3.466773965555951e-11
AP2A2	-1.3538673402340236	0.24812654028436015	-7.256247842251405	7.35330988985351e-12	limma	Tumor-NAT	3.4855219802807435e-11
UNC13D	-1.5018514491449144	0.16121753554502372	-7.254358980982641	7.436002118050013e-12	limma	Tumor-NAT	3.522333383736684e-11
PRPF3	1.2265539423942395	-0.1610791469194313	7.254299189732136	7.438634640227292e-12	limma	Tumor-NAT	3.522333383736684e-11
PTS	1.9634964806480655	-0.48625545023696676	7.252788097604843	7.505472003900632e-12	limma	Tumor-NAT	3.552152069405289e-11
HEATR1	1.311740828082808	-0.23615308056872045	7.25164317826553	7.556507386564426e-12	limma	Tumor-NAT	3.574465228508165e-11
PAIP1	1.5197992664266429	-0.3222563981042655	7.249777061469209	7.640425396143221e-12	limma	Tumor-NAT	3.612301945265039e-11
NFATC1	-1.31811300630063	0.22051327014218017	-7.248539979053785	7.69656233479948e-12	limma	Tumor-NAT	3.636971949570284e-11
PHF5A	1.2426350855085506	-0.07135402843601897	7.2469834998528855	7.767771487841098e-12	limma	Tumor-NAT	3.668735238681785e-11
DIP2C	-1.3239872547254723	0.19898056872037914	-7.245873091426471	7.818969771076673e-12	limma	Tumor-NAT	3.691019577091202e-11
PRIM1	1.6612007290729063	-0.46688009478672976	7.244921809935582	7.863095804664196e-12	limma	Tumor-NAT	3.709944226933708e-11
PLEKHO2	-1.326172520252025	0.28610568720379137	-7.242734852418372	7.965473687028915e-12	limma	Tumor-NAT	3.7563195822207674e-11
CMPK2	-1.5526198919891991	0.10264265402843603	-7.237282477542122	8.226477605679462e-12	limma	Tumor-NAT	3.87741311147692e-11
ZDHHC7	1.6973830153015301	-0.13703412322274885	7.233567172801182	8.40914417658866e-12	limma	Tumor-NAT	3.961478427833233e-11
FAF2	1.3873602610261027	-0.2698236966824645	7.2320365259991055	8.48555869522813e-12	limma	Tumor-NAT	3.995428789336155e-11
TAF4B	-2.1532661026102593	0.46985213270142184	-7.230103661416193	8.58303260499294e-12	limma	Tumor-NAT	4.0380251256205614e-11
MACC1	1.8431767146714677	-0.5658398104265403	7.230068570165322	8.584812420261752e-12	limma	Tumor-NAT	4.0380251256205614e-11
ALDOA	1.3295337623762373	-0.15600189573459713	7.227780787553986	8.701637058146077e-12	limma	Tumor-NAT	4.0908821586404404e-11
SOAT1	1.6906630333033301	-0.42312654028436036	7.224715882586457	8.860606590871198e-12	limma	Tumor-NAT	4.163488505966113e-11
TAX1BP1	1.651084662466246	-0.4458241706161137	7.2234296960414355	8.928168519302109e-12	limma	Tumor-NAT	4.1930913061270155e-11
NUCKS1	1.5799572367236723	-0.2693473933649289	7.2233020790486355	8.934899748884931e-12	limma	Tumor-NAT	4.1941094786517574e-11
CXorf56	1.3254621962196218	-0.15377203791469185	7.222558796960964	8.974204200353947e-12	limma	Tumor-NAT	4.21040892319822e-11
ACTN1	-1.4651762601260128	0.16450165876777245	-7.222174405547948	8.99459753118838e-12	limma	Tumor-NAT	4.2178237708751226e-11
KCTD5	1.4374618631863187	-0.20193507109004738	7.222045225412963	9.001461255909546e-12	limma	Tumor-NAT	4.218889872670303e-11
GRP	-3.470887947794781	-1.331426066350711	-7.220356749476714	9.09165161241893e-12	limma	Tumor-NAT	4.2589892950939034e-11
CSTF3	1.209276777677768	-0.11432085308056875	7.218911499413802	9.16955773843266e-12	limma	Tumor-NAT	4.2932962391204574e-11
KIAA1191	-1.390917146714671	0.11605355450236969	-7.209940877735473	9.668063074629201e-12	limma	Tumor-NAT	4.5243975416963844e-11
WWP1	-1.5328488298829874	0.15709241706161145	-7.206849457935179	9.845976243463728e-12	limma	Tumor-NAT	4.605311330975833e-11
MED12L	1.6533261656165619	-0.050196208530805725	7.203358524076707	1.0050766722519493e-11	limma	Tumor-NAT	4.698707881316208e-11
SART1	1.1864604680468047	-0.08598293838862564	7.200861126511442	1.0199845616037222e-11	limma	Tumor-NAT	4.7659776846465734e-11
CANT1	1.5160760036003598	-0.16134644549763022	7.199242291127865	1.0297642976851484e-11	limma	Tumor-NAT	4.809229502044816e-11
BTN2A1	-1.4634652475247523	0.13713127962085303	-7.198678088552323	1.0331944593439341e-11	limma	Tumor-NAT	4.822798514895936e-11
ABI3	-1.3514926372637264	0.22698483412322273	-7.196095539299677	1.0490399189325853e-11	limma	Tumor-NAT	4.893986736064024e-11
SH3YL1	-1.9761804230423032	0.2558578199052131	-7.196019487447291	1.0495101574129248e-11	limma	Tumor-NAT	4.893986736064024e-11
NCKIPSD	-1.2611271557155717	0.28336113744075836	-7.193148219851073	1.0674165124176441e-11	limma	Tumor-NAT	4.974962051536799e-11
SND1	1.2224862466246622	-0.08960568720379142	7.192192165639116	1.0734454652231216e-11	limma	Tumor-NAT	5.000525732826006e-11
LMBRD2	1.5476647884788484	-0.3128635071090047	7.189792355834047	1.0887272374000433e-11	limma	Tumor-NAT	5.069144903213677e-11
NARF	1.668042421242124	-0.3350895734597155	7.186685758857999	1.108828861152051e-11	limma	Tumor-NAT	5.160124588784051e-11
PUM1	1.19108097209721	-0.1356691943127962	7.186194058541431	1.1120438528462166e-11	limma	Tumor-NAT	5.1724671313307574e-11
LACTB2	1.6179263096309635	-0.42726398104265395	7.1858040627550555	1.1146003850796502e-11	limma	Tumor-NAT	5.181736034024818e-11
PRRC2A	1.205948874887489	-0.17953696682464446	7.183362465936641	1.130738019932324e-11	limma	Tumor-NAT	5.254101689179975e-11
TBL1XR1	1.251338244824482	-0.12135545023696673	7.181517598056109	1.1430842610286457e-11	limma	Tumor-NAT	5.308785974287157e-11
GORASP2	1.2599017821782184	-0.04910094786729862	7.1773051401068315	1.1717755518988323e-11	limma	Tumor-NAT	5.439287422980893e-11
PIK3CA	-1.2336105400540054	0.2627587677725118	-7.176234756691254	1.1791784595179828e-11	limma	Tumor-NAT	5.470888047162937e-11
MCTS1	1.2482902160216023	-0.10430189573459722	7.175835429392221	1.1819520574491881e-11	limma	Tumor-NAT	5.4809895862843025e-11
MACO1	1.3677121152115213	-0.12504502369668244	7.174368220976946	1.192198180389412e-11	limma	Tumor-NAT	5.525715318184108e-11
SERF2	1.5560905580558055	-0.1176303317535546	7.168118602413802	1.2368321514239648e-11	limma	Tumor-NAT	5.729699749867772e-11
MYL1	-3.0968756075607557	-0.363427488151659	-7.166914480773918	1.2456192894894384e-11	limma	Tumor-NAT	5.767499692542785e-11
TUBG2	-1.524266345634563	0.26916966824644556	-7.165162996400835	1.2585108635551131e-11	limma	Tumor-NAT	5.824256468748763e-11
RBM19	1.3012176867686769	-0.21978957345971567	7.163925242731091	1.2677004607999815e-11	limma	Tumor-NAT	5.863832378063729e-11
MAP3K11	-1.3058475697569754	0.22809668246445494	-7.162781782014517	1.2762487855078163e-11	limma	Tumor-NAT	5.900403716097757e-11
CEP128	-1.3644924482448242	0.10957203791469194	-7.160248205485317	1.2953924540503605e-11	limma	Tumor-NAT	5.985898464141209e-11
FHL3	1.4325256705670557	-0.07415497630331758	7.1585079527677875	1.3087055793352011e-11	limma	Tumor-NAT	6.044378381743635e-11
RPS28	1.282591350135014	-0.051733649289099515	7.154781272211709	1.3376706798045368e-11	limma	Tumor-NAT	6.175053349112756e-11
HERC5	-1.5894128712871285	-0.06419099526066353	-7.149830678978745	1.3771283276552316e-11	limma	Tumor-NAT	6.354009266806845e-11
ADCY7	-1.3884852115211521	0.21994218009478683	-7.149425016302943	1.3804119998960625e-11	limma	Tumor-NAT	6.365964220293383e-11
CYP51A1	-1.6979493879387935	0.007483412322274783	-7.146836864659166	1.4015445714658376e-11	limma	Tumor-NAT	6.460178614013296e-11
GCLC	-1.872836849684968	-0.033454502369668355	-7.14601313954597	1.4083370822198066e-11	limma	Tumor-NAT	6.488233645454758e-11
IFT52	-1.4141991269126912	0.151018009478673	-7.142632839007589	1.4365529678969911e-11	limma	Tumor-NAT	6.614908981934492e-11
POC5	-1.4110133753375336	0.15170853080568728	-7.138839130052292	1.4688839403476377e-11	limma	Tumor-NAT	6.760396742982043e-11
CD44	-1.3874537623762373	0.17770663507109005	-7.1383765444646965	1.4728749740914905e-11	limma	Tumor-NAT	6.775372315753198e-11
PRKAR2A	-1.2514523222322231	0.2527791469194313	-7.13717607338346	1.4832821932425547e-11	limma	Tumor-NAT	6.819833235663993e-11
MRPL55	1.5734348694869484	-0.32282985781990514	7.132543647357147	1.5241262563445663e-11	limma	Tumor-NAT	7.004122211031454e-11
MKI67	2.078913150315031	-1.1226004739336493	7.131860984198424	1.5302383218290518e-11	limma	Tumor-NAT	7.02869586003539e-11
ZNF581	1.9469811881188104	-0.6110672985781991	7.12943873388612	1.5521210557877872e-11	limma	Tumor-NAT	7.125646665207569e-11
UBE2C	2.7042240189018907	-1.742058530805687	7.1270150082299	1.5743259376003817e-11	limma	Tumor-NAT	7.223978877925666e-11
CR1	-1.7390640999099911	0.14302345971563984	-7.126345714094709	1.5805126559437473e-11	limma	Tumor-NAT	7.248748413562365e-11
MAPK12	-1.5057895139513953	0.10028530805687205	-7.125957011170067	1.5841166872917533e-11	limma	Tumor-NAT	7.261654101196263e-11
UTP6	1.2739799009900987	-0.1576497630331754	7.124799403970442	1.594898031720606e-11	limma	Tumor-NAT	7.307431609942218e-11
PACRG	-2.50219714671467	-0.1526867298578198	-7.124180940142329	1.6006877017456327e-11	limma	Tumor-NAT	7.33030426843254e-11
TK1	2.166103204320432	-0.9959132701421801	7.123220359553582	1.609721172989084e-11	limma	Tumor-NAT	7.368001643895754e-11
DAPK1	-1.27427498649865	0.1583691943127961	-7.122198194401774	1.61938900992859e-11	limma	Tumor-NAT	7.408563658662852e-11
PRTN3	-2.388418559855986	-0.4612758293838863	-7.1212761696474	1.6281588051153104e-11	limma	Tumor-NAT	7.444978894435233e-11
PDLIM3	-1.476844068406841	0.2030199052132701	-7.119051537452996	1.649511572694973e-11	limma	Tumor-NAT	7.538866665658626e-11
POLR1B	1.3247698199819984	-0.289970616113744	7.115022842890436	1.6888854833574583e-11	limma	Tumor-NAT	7.714983338736779e-11
USP53	-1.3554238523852384	0.15875023696682466	-7.112294116536483	1.716079306351284e-11	limma	Tumor-NAT	7.835312918367935e-11
NUDT1	1.4171816921692169	-0.17096113744075828	7.111821378847286	1.7208341780384378e-11	limma	Tumor-NAT	7.853121613878492e-11
PRPF6	1.2039998109810983	-0.10748672985781996	7.111617949457469	1.7228842993996423e-11	limma	Tumor-NAT	7.858575481777722e-11
ELOF1	1.859531080108011	-0.35602274881516605	7.109467811199515	1.74470076552085e-11	limma	Tumor-NAT	7.954139253919708e-11
PHACTR2	-1.4217958325832578	0.17145071090047392	-7.108387290419879	1.7557669312204404e-11	limma	Tumor-NAT	8.000621648412032e-11
METTL1	1.4458749234923491	-0.3224976303317535	7.108170508785104	1.7579954241161582e-11	limma	Tumor-NAT	8.006806711125673e-11
LXN	-1.4701502430243023	0.18377393364928904	-7.104259280780596	1.79868491998916e-11	limma	Tumor-NAT	8.18806988589419e-11
PPP4R2	1.1774962466246623	-0.09056018957345963	7.1038927709202815	1.802545066635452e-11	limma	Tumor-NAT	8.201580053191307e-11
PTGS1	-1.469878478847884	0.23078293838862568	-7.101297489874413	1.8301137212912462e-11	limma	Tumor-NAT	8.322897185743614e-11
NOL6	1.2800439513951398	-0.24073791469194308	7.100396839683201	1.839777817413859e-11	limma	Tumor-NAT	8.36270915917447e-11
OSCP1	-1.5471973627362732	0.18354976303317533	-7.095469042478193	1.893551333447559e-11	limma	Tumor-NAT	8.602882009746176e-11
COL14A1	-2.3173363276327636	-0.06306824644549763	-7.094062388163696	1.9091834491545715e-11	limma	Tumor-NAT	8.669617134970191e-11
LYPLA2	1.2816927902790272	-0.055230805687203725	7.0920004932843055	1.9323274498992194e-11	limma	Tumor-NAT	8.770381033098136e-11
KANK1	-1.3548787668766873	0.14866113744075826	-7.091859179437239	1.9339237357453432e-11	limma	Tumor-NAT	8.773293709395583e-11
KIAA1671	-1.3569154545454545	0.19090331753554493	-7.090537702271625	1.9489142538972845e-11	limma	Tumor-NAT	8.83693680689193e-11
SDCBP	-1.3152118496849687	0.25435047393364923	-7.090214747770699	1.9525951577218058e-11	limma	Tumor-NAT	8.849261387880236e-11
CARNMT1	1.5118536813681371	-0.23435260663507101	7.08717612024548	1.9875655690628725e-11	limma	Tumor-NAT	9.003309583665285e-11
SNRPC	1.1948438793879383	-0.0004985781990521157	7.08601084812408	2.0011394315300412e-11	limma	Tumor-NAT	9.060331288272221e-11
LRRC8C	-1.383981656165616	0.15079099526066353	-7.084773908399547	2.015648132957054e-11	limma	Tumor-NAT	9.121527321520573e-11
APC	-1.2658252655265525	0.19425545023696691	-7.081436665670874	2.0553117518804464e-11	limma	Tumor-NAT	9.296442082447432e-11
TGOLN2	1.4440012511251124	-0.11699620853080575	7.079000380154363	2.084752331881497e-11	limma	Tumor-NAT	9.424967379401297e-11
C1QC	-1.5338341134113418	0.2013322274881517	-7.075784250009148	2.1242542291190762e-11	limma	Tumor-NAT	9.598830196574941e-11
OSTC	-3.009574752475247	-0.5142478672985782	-7.0752617964991025	2.130740529039009e-11	limma	Tumor-NAT	9.6234084532666e-11
SLC12A7	1.541616840684068	-0.41587488151658764	7.069284110527941	2.2063581160815057e-11	limma	Tumor-NAT	9.960038037772652e-11
THBS1	2.7074616741674165	-1.2619142180094787	7.069181148914543	2.2076834867495364e-11	limma	Tumor-NAT	9.96112858454344e-11
UTP23	1.4846269306930693	-0.3059308056872038	7.0688741699711	2.211639725590056e-11	limma	Tumor-NAT	9.974082786014821e-11
NOP56	1.2413729612961295	-0.07249715639810417	7.067825112636747	2.225212443077686e-11	limma	Tumor-NAT	1.0030371537188333e-10
DLGAP5	2.232193028802881	-1.0863400473933646	7.063132050539068	2.286943598337869e-11	limma	Tumor-NAT	1.0303577751138899e-10
PPP1R12A	-1.2522054095409538	0.2586687203791469	-7.061822970204141	2.3044619530204316e-11	limma	Tumor-NAT	1.0377417839397739e-10
APOE	-1.847354374437444	0.1093777251184834	-7.060624544873497	2.3206154553318143e-11	limma	Tumor-NAT	1.0445042433866163e-10
ALMS1	-1.291478325832583	0.03643033175355446	-7.059549480582055	2.3352011310160124e-11	limma	Tumor-NAT	1.050554752577982e-10
SLTM	1.1869897209720968	-0.10610900473933647	7.057463626220949	2.3637587033976953e-11	limma	Tumor-NAT	1.0628819101236897e-10
PTX3	-1.902484635463547	0.03572890995260668	-7.053418194113194	2.4201298182913916e-11	limma	Tumor-NAT	1.0874298578872808e-10
EIF3J	1.226868595859586	0.01435023696682459	7.053376507977618	2.4207175380669963e-11	limma	Tumor-NAT	1.0874298578872808e-10
LYST	-1.2195569666966697	0.1779971563981042	-7.051257549005605	2.450778147060505e-11	limma	Tumor-NAT	1.1003957962693259e-10
MRPL22	1.4585277587758774	-0.31773601895734593	7.048550330613748	2.489719999417749e-11	limma	Tumor-NAT	1.1173347907543228e-10
WDR13	-1.2783498919891987	0.17822701421800943	-7.047490950753355	2.5051240884581123e-11	limma	Tumor-NAT	1.1236991457793319e-10
CDK11B	1.237110576057606	-0.08791232227488142	7.04615651206637	2.524661478069408e-11	limma	Tumor-NAT	1.1319104217041917e-10
AMOTL2	-1.4275421512151218	0.25273222748815166	-7.04579301109278	2.5300094403512793e-11	limma	Tumor-NAT	1.1337550836796006e-10
NR2F2	-1.4057635913591358	0.24971469194312798	-7.044085535539001	2.555280259797266e-11	limma	Tumor-NAT	1.1445214847854128e-10
CHMP4B	1.2113131413141311	0.008240758293838784	7.040522080480591	2.6088239595690927e-11	limma	Tumor-NAT	1.1679347789770839e-10
THOC3	1.2496169756975695	-0.14317061611374401	7.039113852424711	2.630287241197331e-11	limma	Tumor-NAT	1.1769703034977932e-10
VDAC1	1.5514774077407743	-0.1835412322274882	7.038023270344601	2.647028681743617e-11	limma	Tumor-NAT	1.1838851880246027e-10
KRT8	1.7403568676867673	-0.5085000000000001	7.037682358589937	2.6522835074791597e-11	limma	Tumor-NAT	1.1856584492821477e-10
BMS1	1.2441817731773182	-0.14995165876777247	7.035336951862693	2.6887154539855374e-11	limma	Tumor-NAT	1.201360415050125e-10
USO1	1.2916079432943297	-0.1792191943127961	7.034778860927563	2.6974568503432718e-11	limma	Tumor-NAT	1.204680559353985e-10
ZMAT2	1.2459996489648963	-0.05518909952606638	7.033105448552777	2.723835833184512e-11	limma	Tumor-NAT	1.215870575172358e-10
SENP8	-1.7225230963096312	0.07392890995260672	-7.029880064026402	2.775398819246424e-11	limma	Tumor-NAT	1.2382859489171787e-10
PGS1	-1.496411224122412	0.16333981042654028	-7.02969732924891	2.7783487557601142e-11	limma	Tumor-NAT	1.23900065085838e-10
ATRNL1	-2.2503272097209717	-0.08806824644549767	-7.028909023111742	2.7911100561296567e-11	limma	Tumor-NAT	1.2440879013524576e-10
SERPINB9	-1.4268975157515749	0.2117227488151659	-7.027537850979247	2.8134447232553482e-11	limma	Tumor-NAT	1.2534353102976202e-10
UBE2E1	1.698093645364537	-0.49538246445497636	7.026918683264658	2.823587830478167e-11	limma	Tumor-NAT	1.2573447553258155e-10
PLIN3	1.3994009450945097	0.06841729857819906	7.024798220787289	2.8585987559061906e-11	limma	Tumor-NAT	1.2723187005101113e-10
CILP	2.7250771557155713	-1.4675644549763034	7.022005956096518	2.9053552041261764e-11	limma	Tumor-NAT	1.2925033727552608e-10
ACTB	-1.165504698469847	0.3548483412322275	-7.021830365431666	2.9083205292534398e-11	limma	Tumor-NAT	1.2931966126931962e-10
COMP	2.385574383438344	-1.4592336492890998	7.020864033455412	2.924693127844472e-11	limma	Tumor-NAT	1.299847898356796e-10
