gene	logFC	AveExpr	t	P.Value	method	contrast	adj.P.Val
EPCAM	1.4527413591359135	-0.4616744075829385	5.710451378110042	3.766376119257964e-08	limma	Tumor-NAT	1.1762406697961247e-07
TACSTD2	-1.274152520252025	0.0745251184834122	-5.247599311064558	3.722399018053538e-07	limma	Tumor-NAT	1.0354893878610795e-06
KRT7	0.6080744284428443	-0.3374151658767773	2.2406740822326765	0.0260819328992815	limma	Tumor-NAT	0.037206122191106
NAPSA	-0.0449787128712864	-0.94071990521327	-0.123432649933002	0.9018811887316328	limma	Tumor-NAT	0.9150226300510472
