sample_id	ensembl	symbol	counts	tpm	fpkm	fpkm_uq	found	histology	file_id	s3_uri
C3N-02145	ENSG00000184292	TACSTD2	10017	374.217	139.6049	126.3033	True	LUAD	61dc31d4-aebb-4094-adf8-7577a9f1f2ed	s3://gdc-cptac-phs001287-2-open/61dc31d4-aebb-4094-adf8-7577a9f1f2ed/b650ad4a-1ba7-41eb-b6bb-9ba630694b5e.rna_seq.augmented_star_gene_counts.tsv
C3N-02145	ENSG00000189143	CLDN4	18105	261.8021	97.6675	88.3618	True	LUAD	61dc31d4-aebb-4094-adf8-7577a9f1f2ed	s3://gdc-cptac-phs001287-2-open/61dc31d4-aebb-4094-adf8-7577a9f1f2ed/b650ad4a-1ba7-41eb-b6bb-9ba630694b5e.rna_seq.augmented_star_gene_counts.tsv
C3N-02451	ENSG00000184292	TACSTD2	3921	250.8513	91.0752	80.1958	True	LUAD	e9f19a31-6ca2-4d51-a3f7-804dec4d4b41	s3://gdc-cptac-phs001287-2-open/e9f19a31-6ca2-4d51-a3f7-804dec4d4b41/6bd7dba2-4167-4e4a-9a1b-966ec4753c32.rna_seq.augmented_star_gene_counts.tsv
C3N-02451	ENSG00000189143	CLDN4	10623	263.0604	95.5079	84.099	True	LUAD	e9f19a31-6ca2-4d51-a3f7-804dec4d4b41	s3://gdc-cptac-phs001287-2-open/e9f19a31-6ca2-4d51-a3f7-804dec4d4b41/6bd7dba2-4167-4e4a-9a1b-966ec4753c32.rna_seq.augmented_star_gene_counts.tsv
C3N-01892	ENSG00000184292	TACSTD2	3959	152.1795	55.6369	52.3175	True	LSCC	7dfdb736-2140-4a97-9125-0a673a9d4352	s3://gdc-cptac-phs001287-2-open/7dfdb736-2140-4a97-9125-0a673a9d4352/2b8c2922-5a46-4a85-aebd-46a67a7981e8.rna_seq.augmented_star_gene_counts.tsv
C3N-01892	ENSG00000189143	CLDN4	2887	42.9543	15.7041	14.7672	True	LSCC	7dfdb736-2140-4a97-9125-0a673a9d4352	s3://gdc-cptac-phs001287-2-open/7dfdb736-2140-4a97-9125-0a673a9d4352/2b8c2922-5a46-4a85-aebd-46a67a7981e8.rna_seq.augmented_star_gene_counts.tsv
C3L-02625	ENSG00000184292	TACSTD2	10120	347.2522	180.7513	158.917	True	LSCC	b40f823a-6abd-4e98-8cca-16d2544513d1	s3://gdc-cptac-phs001287-2-open/b40f823a-6abd-4e98-8cca-16d2544513d1/4037f4eb-2a7d-4736-83a3-a95f27a4617c.rna_seq.augmented_star_gene_counts.tsv
C3L-02625	ENSG00000189143	CLDN4	4443	59.0105	30.7161	27.0057	True	LSCC	b40f823a-6abd-4e98-8cca-16d2544513d1	s3://gdc-cptac-phs001287-2-open/b40f823a-6abd-4e98-8cca-16d2544513d1/4037f4eb-2a7d-4736-83a3-a95f27a4617c.rna_seq.augmented_star_gene_counts.tsv
