cohort	gene	metric	immune	n	rho	p
GSE241934_IIT	TACSTD2	TACSTD2_log1p_cp10k	frac_tnk	11	-0.07272727272727274	0.831716405381337
GSE241934_IIT	TACSTD2	TACSTD2_log1p_cp10k	frac_cd8	11	-0.13636363636363638	0.6893090205863619
GSE241934_IIT	TACSTD2	TACSTD2_pct_pos	frac_tnk	11	-0.13636363636363638	0.6893090205863619
GSE241934_IIT	TACSTD2	TACSTD2_pct_pos	frac_cd8	11	0.018181818181818184	0.9576852410216187
GSE241934_IIT	CLDN4	CLDN4_log1p_cp10k	frac_tnk	11	-0.06363636363636364	0.8525390725425217
GSE241934_IIT	CLDN4	CLDN4_log1p_cp10k	frac_cd8	11	-0.10909090909090911	0.7495085962341481
GSE241934_IIT	CLDN4	CLDN4_pct_pos	frac_tnk	11	0.05454545454545456	0.8734465775233149
GSE241934_IIT	CLDN4	CLDN4_pct_pos	frac_cd8	11	0.18181818181818182	0.5926152128455
