label	n	rho	p	ci_low	ci_high	family	kind	score	q
delta Cldn4 vs IFN_gamma	64	-0.02770178230243651	0.827983845761401	-0.29491211202519985	0.25359651502999875	primary	delta	IFN_gamma	0.827983845761401
delta Cldn4 vs NHEJ_GO	64	0.05249602216486522	0.6803575888164394	-0.18992299667801213	0.2968224559982172	primary	delta	NHEJ_GO	0.827983845761401
baseline Cldn4 vs IFN_gamma	64	0.393926913324347	0.0012792282546557519	0.13294370997534208	0.5979237033928376	primary	baseline	IFN_gamma	0.007675369527934512
baseline Cldn4 vs NHEJ_GO	64	0.11266831842551953	0.3753973210032877	-0.1458337385433383	0.3581453300812851	primary	baseline	NHEJ_GO	0.7507946420065754
icb Cldn4 vs IFN_gamma	64	0.16826196914705	0.18382698999896638	-0.09651863839476459	0.41332957918277347	primary	icb	IFN_gamma	0.5514809699968991
icb Cldn4 vs NHEJ_GO	64	0.03998168183597567	0.7537680026224196	-0.2355987991836675	0.29786483317850393	primary	icb	NHEJ_GO	0.827983845761401
