stem	cell_line	gse_id	cancer_type	cancer_group	is_lung	is_llc	n_baseline	n_icb	Tacstd2_mean_naive	Tacstd2_mean_icb	Tacstd2_delta_mean	Tacstd2_delta_median	treatments	Cldn4_mean_naive	Cldn4_mean_icb	Cldn4_delta_mean	Cldn4_delta_median	IFN_gamma_mean_naive	IFN_gamma_mean_icb	IFN_gamma_delta_mean	IFN_gamma_delta_median	IFN_alpha_mean_naive	IFN_alpha_mean_icb	IFN_alpha_delta_mean	IFN_alpha_delta_median	NHEJ_GO_mean_naive	NHEJ_GO_mean_icb	NHEJ_GO_delta_mean	NHEJ_GO_delta_median	NHEJ_Reactome_mean_naive	NHEJ_Reactome_mean_icb	NHEJ_Reactome_delta_mean	NHEJ_Reactome_delta_median	NHEJ_Reactome_no_histone_mean_naive	NHEJ_Reactome_no_histone_mean_icb	NHEJ_Reactome_no_histone_delta_mean	NHEJ_Reactome_no_histone_delta_median	NHEJ_WP_mean_naive	NHEJ_WP_mean_icb	NHEJ_WP_delta_mean	NHEJ_WP_delta_median	NHEJ_core_mean_naive	NHEJ_core_mean_icb	NHEJ_core_delta_mean	NHEJ_core_delta_median
B16_GSE109485_intracranial_antiCTLA4&antiPD1	B16	GSE109485	Melanoma	Melanoma	False	False	3	3	0.0023855947572956667	0.019042874566411766	0.016657279809116098	0.0231154673072444	antiPD1; antiCTLA4; intracranial;;isotype; intracranial;	0.0006103877145249666	0.0	-0.0006103877145249666	0.0	-0.8363970534164761	-0.8759871622205725	-0.03959010880409641	0.16696828837876887	-0.7993735052792882	-0.8860833891035029	-0.08670988382421474	0.15279801385084046	-0.01924393659108786	0.18997623459900193	0.2092201711900898	0.17207433058848445	0.05965146991015199	0.2767648968733086	0.21711342696315658	0.24818701312491392	0.46319796143435576	0.6375864970757604	0.17438853564140466	0.1667689544740989	0.8160672436436406	1.1582793892986067	0.34221214565496616	0.4932252678790513	0.4449526317089754	0.5104376288170123	0.06548499710803685	0.09155416151225648
B16_GSE149825_antiCTLA4&antiPD1	B16	GSE149825	Melanoma	Melanoma	False	False	3	3	0.077101880865998	0.079864880532896	0.002762999666898011	0.0	antiPD1; antiCTLA4;;vehicle	0.0	0.017317774064741366	0.017317774064741366	0.0	-1.265705018750092	-0.6470056154905085	0.6186994032595835	0.6309096811097347	-1.3633053367293426	-0.5018726564892527	0.8614326802400899	0.8733808669993872	0.06356974341084747	0.059727772250059624	-0.003841971160787841	0.01700166705488772	0.22039549262357297	0.1841410468636974	-0.036254445759875575	-0.05846917037898808	0.33948964601109904	0.3611342324758832	0.021644586464784177	0.05536292266523596	0.4333094593768507	0.5463840258752278	0.1130745664983771	0.13954285573917852	0.29119284554942576	0.37831613166619144	0.08712328611676567	0.12927782465512663
B16_GSE149825_birinapant_antiCTLA4&antiPD1	B16	GSE149825	Melanoma	Melanoma	False	False	3	3	0.09546354910708764	2.6038286331590035	2.508365084051916	2.7967174485066515	antiPD1; antiCTLA4; birinapant;birinapant	0.034774497839035766	1.5004604337252934	1.4656859358862575	1.1725636637936623	-1.0524132492162026	-0.6781939798785102	0.37421926933769245	0.6079515807139593	-1.0496726040366822	-0.604831626901125	0.44484097713555715	0.8211143699529502	0.13157628743286529	0.03149636842051469	-0.1000799190123506	-0.10055574464870554	0.2526033639872764	0.16645361155519922	-0.08614975243207718	-0.13775916903851845	0.4219688150438183	0.34142628368808686	-0.08054253135573142	-0.04970910005196261	0.44693105190002047	0.37609229969148156	-0.07083875220853891	-0.020459708934745635	0.2992290745705028	0.15281528965041102	-0.14641378492009177	-0.07167713393627587
B16_GSE150401_MDK_knockdown_antiPD1	B16	GSE150401	Melanoma	Melanoma	False	False	4	4	0.0	0.21215404398300575	0.21215404398300575	0.1621063958169895	antiPD1;isotype	0.0	0.07422023008169075	0.07422023008169075	0.0	-0.4572350478130838	-0.2066648391052828	0.250570208707801	0.25549700585568047	-0.258609954901338	-0.04400934175375677	0.21460061314758122	0.23200178886452855	0.28432216482790146	0.007429983487596804	-0.27689218134030463	-0.31429459373798785	0.4978499151559418	0.20931949661014845	-0.2885304185457933	-0.16828906540980393	0.07200294072587238	-0.14593079546449816	-0.21793373619037054	-0.28935034855162295	0.23696042690760896	-0.19566772141129185	-0.43262814831890084	-0.5552159223694452	0.15756167234450655	-0.06584815341984566	-0.2234098257643522	-0.29069299812984256
B16_GSE150401_antiPD1	B16	GSE150401	Melanoma	Melanoma	False	False	4	4	0.0	0.0574797835081895	0.0574797835081895	0.0	antiPD1;isotype	0.0	0.0	0.0	0.0	-0.7568158291913926	-0.6503572229381771	0.10645860625321546	0.09165206916866242	-0.5317402749061735	-0.45651520331292494	0.07522507159324854	0.04723848598283398	0.14756415246630195	0.1065685254127345	-0.04099562705356745	-0.058359599342414	0.3762919659833045	0.27416425908285813	-0.10212770690044637	-0.08212259959951462	-0.11425353614871446	-0.08745779118075185	0.02679574496796261	0.005303677202513263	0.22520253945559005	0.3597974057316663	0.13459486627607625	0.15466332542252065	0.21378913867240368	0.23382898036084987	0.02003984168844619	-0.004123710600384495
B16_GSE151829_Aire_KO_antiCTLA4	B16	GSE151829	Melanoma	Melanoma	False	False	5	6	0.6228288226342723	1.0310100854793471	0.40818126284507483	-0.04606814170892004	antiCTLA4;isotype	0.3067418052196312	0.13393350758353934	-0.17280829763609185	-0.14522500703580699	-0.1879329459305398	0.49723855448303533	0.6851715004135751	0.8306395229968997	-0.2783658733545737	0.388593205055805	0.6669590784103787	0.8692905448372752	-0.15314079847266673	-0.14707314110152878	0.006067657371137958	-0.0009670398306260986	0.1142246693843123	0.14963287636971653	0.03540820698540423	0.05007087492325814	0.19921144732109594	0.11247498865208287	-0.08673645866901307	-0.01718813666043703	0.8160120555781685	0.5377350030758968	-0.27827705250227164	-0.08982272308256467	-0.020860430460318775	-0.04115052490650957	-0.020290094446190794	-0.0585476463685045
B16_GSE151829_antiCTLA4	B16	GSE151829	Melanoma	Melanoma	False	False	3	6	0.14111845486978783	0.3469097694364616	0.2057913145666738	0.20577400863729997	antiCTLA4;isotype	0.04129928145875606	0.10388464706408813	0.06258536560533207	0.047140490553991304	-0.40201708971895544	-0.1495884988806068	0.2524285908383487	0.3009330698045771	-0.5549991778164837	-0.24127383558046192	0.3137253422360218	0.4773038606253047	-0.1741179008714754	-0.13460285049933304	0.03951505037214237	0.04043104103164272	0.18315171458176904	0.16606830388468918	-0.01708341069707986	-0.016426451762641292	0.19649786947408646	0.2052808679975804	0.008782998523493957	-0.04598534915412392	0.6517504197297309	0.5997525121763552	-0.051997907553375744	-0.19587926762694202	-0.13439150061603042	-0.06431471207896049	0.07007678853706993	0.0036721420269931193
B16_GSE152925_Man2a1_KO_antiPDL1	B16	GSE152925	Melanoma	Melanoma	False	False	3	3	0.0	0.020458133410393733	0.020458133410393733	0.0	antiPDL1;isotype	0.0	0.0	0.0	0.0	-1.1060913992568375	-0.7482108916938682	0.3578805075629693	0.4377022840901007	-1.103580424726297	-0.6464515762009394	0.4571288485253576	0.5827264848869451	0.14945452479294433	0.08464964036581872	-0.0648048844271256	-0.03727960121038104	0.12402818051876864	0.04127777872086726	-0.08275040179790139	-0.0413253790565586	0.5099306587852874	0.41743498191942957	-0.09249567686585786	-0.10093910316292265	0.49233160287359984	0.37691916681607635	-0.1154124360575235	-0.1068588937173382	0.5635910471940991	0.39171733380989765	-0.1718737133842015	-0.18116729517449953
B16_GSE152925_antiPDL1	B16	GSE152925	Melanoma	Melanoma	False	False	6	6	0.0	0.013112900419935384	0.013112900419935384	0.0	antiPDL1;isotype;isotype; PBS	0.021235350504255197	0.0030393653574435665	-0.01819598514681163	0.0	-1.0837384211733507	-0.9775068437354496	0.10623157743790113	0.018857682951642918	-1.0887635712135777	-0.9541216080354425	0.13464196317813515	0.01377701673769649	0.15125745493404777	0.17072563100816873	0.019468176074120963	0.029060763243183185	0.0975859070400668	0.13369638808423476	0.03611048104416796	0.05261568994033651	0.44326906006043254	0.46516685342295006	0.021897793362517515	0.038266953900808476	0.4644369414110825	0.5074473402294575	0.043010398818374984	0.03444838088814528	0.43575209226723816	0.46865768423872284	0.03290559197148468	-0.007648171998439035
B16_GSE152925_swainsonine_antiPDL1	B16	GSE152925	Melanoma	Melanoma	False	False	3	3	0.07951813931059483	0.06640259869642899	-0.013115540614165838	-0.0622149948141085	antiPDL1; swainsonine;swainsonine	0.07334788101872633	0.15290240243163725	0.07955452141291092	0.0450009312387138	-0.9308029449244805	-0.26611783101223496	0.6646851139122455	0.8279712765055467	-0.915274000561182	-0.0432051248339874	0.8720688757271946	1.102159873732812	0.1048917081026655	0.09031557637157352	-0.014576131731091985	-0.047819313583024256	0.05985558350009385	-0.03895311761708219	-0.09880870111717605	-0.14798330291071743	0.3408395605838763	0.26775953999302554	-0.07308002059085078	-0.10509178847893658	0.41571365501794283	0.14216371079521709	-0.2735499442227257	-0.27597335109062526	0.43688895221557916	0.3760510061681277	-0.06083794604745146	-0.09173955746918022
BNL-MEA_GSE148947_antiPD1	BNL-MEA	GSE148947	Hepatocellular carcinoma	Liver	False	False	3	3	0.14660126103697393	0.09458129715921816	-0.05201996387775577	-0.10248291843767549	antiPD1;vehicle	0.671056938695246	1.0991225739881736	0.4280656352929276	0.755613095618735	-0.6261873487442234	-0.8852323130648198	-0.2590449643205963	-0.481068588469054	-0.7197185226596368	-0.9232385028377127	-0.20351998017807593	-0.39303928127259447	-0.8038376081900491	-0.9615076147967915	-0.15767000660674235	-0.18642626446794652	-0.6270664343306874	-0.718359191383099	-0.09129275705241158	-0.10515764098273295	-0.7252845128718398	-0.8527525659617546	-0.12746805308991482	-0.2278019811026457	-0.5568047351694344	-0.7826729318856819	-0.22586819671624747	-0.13536939297490658	-0.7868934436147312	-0.9050491463561108	-0.11815570274137954	-0.24223395012173943
BNL-MEA_GSE148947_regorafenib_5_antiPD1	BNL-MEA	GSE148947	Hepatocellular carcinoma	Liver	False	False	3	3	0.05333403157349123	0.0856724437193928	0.032338412145901566	0.015507368279815699	antiPD1; regorafenib_5;;regorafenib_5	0.3894955993823317	0.7123454113447806	0.3228498119624489	0.4769828279541479	-0.6250367306317333	-0.34199946305931944	0.2830372675724138	0.05755523519370437	-0.6530678754042122	-0.36604558209500215	0.28702229330921003	0.0819042959298436	-0.6706543216366994	-0.607396855290919	0.06325746634578033	-0.10573998364351478	-0.44159612845624957	-0.4814240090816378	-0.03982788062538822	-0.18975893293839458	-0.35845938637891317	-0.4452401733033146	-0.08678078692440144	-0.2661167148698645	-0.05313314673206765	-0.1907218538766667	-0.13758870714459906	-0.30796332100036733	-0.6441585994941514	-0.5884599226498936	0.05569867684425789	-0.13333954523357855
CT26_ERP114266_day14_antiCTLA4&antiPDL1	CT26	ERP114266	Colorectal carcinoma	Colorectal	False	False	5	5	0.24323700806081897	0.655811996830405	0.4125749887695861	0.06707373205433198	antiPDL1; antiCTL4;;isotype	0.08374363448948113	0.43952350563367426	0.3557798711441931	0.06481112708833771	0.02505443851765528	0.31230445644836197	0.2872500179307067	0.4125606645017413	0.08901699052213602	0.40663133717640376	0.31761434665426774	0.48426113109690916	0.20008853329689527	0.0657802363942461	-0.13430829690264917	-0.09627470751264697	-0.06917149097482858	-0.184433240172774	-0.1152617491979454	-0.11713959590910686	0.4060862735192415	0.25174648750156847	-0.154339786017673	-0.10198633233735777	0.5108715611367026	0.13420966197829207	-0.37666189915841053	-0.2306666475732938	0.30619844503554805	0.15117693718853906	-0.155021507847009	-0.1271639123433088
CT26_ERP114266_day7_antiCTLA4&antiPDL1	CT26	ERP114266	Colorectal carcinoma	Colorectal	False	False	5	5	1.2147556112925646	1.532631748140728	0.3178761368481633	-0.12246963579842801	antiPDL1; antiCTL4;;isotype	0.8635409095247837	0.72875129346322	-0.1347896160615637	-0.293005428989824	0.19562743600633561	0.4386466407428207	0.2430192047364851	0.3337793699103677	0.25590842984561357	0.5047263403482335	0.24881791050261992	0.33861875524547114	0.15320908791255694	-0.1017379404294366	-0.25494702834199356	-0.3283151155135271	-0.1278173960292349	-0.31253764040379656	-0.18472024437456167	-0.25272120397536785	0.3967218497050839	0.0779018700806373	-0.3188199796244466	-0.4114354009853382	0.6738736622340511	0.07250353078421337	-0.6013701314498378	-0.8209932307825218	0.15436095547562842	0.01810286401785402	-0.1362580914577744	-0.03415812433807329
CT26_GSE139475_antiPD1	CT26	GSE139475	Colorectal carcinoma	Colorectal	False	False	5	9	1.629370250589023	1.3127072172063134	-0.3166630333827096	-0.44895868245946	antiPD1;isotype	1.074877193479072	0.7196925791129607	-0.35518461436611126	-0.37376918173097107	0.05909876189944861	0.2407067547718661	0.18160799287241747	0.15021301490219968	0.08302287372323869	0.27721930415926355	0.19419643043602486	0.14835620624647672	0.07588458190892036	0.028884843905430526	-0.04699973800348983	-0.030906054106138784	-0.007260498408890964	-0.0010132212943949961	0.006247277114495968	-0.002939314377519108	0.09953009949080585	-0.000704246662112544	-0.1002343461529184	-0.04216602243847682	0.4647350209276325	0.34946011771250785	-0.11527490321512468	0.03639323209725037	0.13810956335960373	0.12919121696497868	-0.008918346394625049	-0.05402979230558462
CT26_GSE153239_FcS_antiGARP:TGFb_FcD_antiPD1	CT26	GSE153239	Colorectal carcinoma	Colorectal	False	False	5	5	0.261835637001249	0.6199550142686848	0.3581193772674358	0.24665377659055598	antiGARP:TGFb FcD;antiGARP:TGFb FcD; antiPD1 FcS;	0.4301268946357755	0.9795424785165496	0.5494155838807742	-0.29377626697511505	0.2568104086179025	0.5823120972731242	0.32550168865522167	0.2816458441825182	0.3058683011109539	0.5870562888593149	0.281187987748361	0.22563127113881692	0.0956673707561942	-0.07630916561048845	-0.17197653636668264	-0.1562434833754984	-0.22420836557863436	-0.3513951657759506	-0.12718680019731624	-0.07425628129368067	0.01695335525349661	-0.142344036438284	-0.15929739169178062	-0.1752908383183901	0.08216485163185198	-0.27549271115647755	-0.35765756278832955	-0.423954805135756	0.04083016118028971	-0.24538135601519998	-0.2862115171954897	-0.3130453642870333
CT26_GSE153239_FcS_antiGARP:TGFb_WT_antiPD1	CT26	GSE153239	Colorectal carcinoma	Colorectal	False	False	5	5	0.18921112023409634	0.46568846243586465	0.27647734220176834	0.045762225124862	antiGARP:TGFb WT;antiGARP:TGFb WT; antiPD1 FcS;	0.46691004130120745	0.8992465962764014	0.4323365549751939	0.625653939354105	0.310147339307273	0.5740624620261329	0.26391512271885986	0.20431476375512908	0.36777837617989506	0.6183555125512971	0.250577136371402	0.234054771422546	0.04972305159691851	-0.04213106303345769	-0.09185411463037621	-0.05484231891115568	-0.25755742766104683	-0.2743940812626758	-0.016836653601628948	0.02948973939049751	-0.057730857757374944	-0.1376297565618992	-0.07989889880452428	-0.03847559641992822	-0.05120880016018138	-0.3201440939437089	-0.26893529378352754	-0.2724226739484037	0.02826509387077202	-0.2489700768124826	-0.2772351706832546	-0.3024401520936085
CT26_GSE153239_FcS_antiPD1	CT26	GSE153239	Colorectal carcinoma	Colorectal	False	False	5	5	0.2201852447206285	0.3752578004740946	0.15507255575346612	0.30609865466332603	antiPD1_FcS;isotype	0.2936265918777111	0.47664327082002866	0.18301667894231755	-0.06005009628880098	0.32967421547947884	0.3023668076442877	-0.027307407835191144	0.11275450550490057	0.39192093874281114	0.342799046793687	-0.04912189194912414	0.09688750305060612	0.05871616436306668	0.029662043590132182	-0.0290541207729345	-0.016824926621218074	-0.23242294008914074	-0.23548170726555231	-0.00305876717641157	-0.03184649443173021	-0.0036630711223577445	-0.06073221387765089	-0.057069142755293144	-0.0966530821060266	-0.0057823309554090405	-0.07095563134194159	-0.06517330038653255	0.0021822779117838115	-0.006018712076439456	-0.049443028353009275	-0.04342431627656982	-6.595306394285155e-05
CT26_GSE153239_FcS_antiTGFb_antiPD1	CT26	GSE153239	Colorectal carcinoma	Colorectal	False	False	5	5	0.2696775919165601	0.5547914329982613	0.2851138410817012	0.013217346453805012	antiTGFb;antiTGFb; antiPD1 FcS;	0.40726674503123766	0.6708006399438482	0.26353389491261053	0.1472540432929824	0.42479621079143426	0.5143737956193591	0.08957758482792488	0.1311137360644276	0.49192212115050327	0.5908599164086047	0.09893779525810142	0.08388609940495972	0.033477676528819854	0.04344647079397166	0.009968794265151806	-0.0004302880625020253	-0.25024689510619164	-0.2643081658222888	-0.01406127071609714	0.017690730852403774	-0.053306389005004916	-0.09404225510032974	-0.04073586609532482	-0.060151093213012645	-0.10779718964270288	-0.08807976714680052	0.01971742249590236	-0.05157459185376935	-0.07715693011985902	-0.0453066038664115	0.031850326253447525	-0.053243957056264696
D3UV2_GSE159344_antiPD1	D3UV2	GSE159344	Melanoma	Melanoma	False	False	3	3	0.24713071252132446	1.0959844052158763	0.8488536926945518	0.09309238566132802	antiPD1;isotype	0.10005597973651033	0.5758237067181168	0.47576772698160646	-0.0560692448009075	1.0721483475864821	1.1076708781927147	0.03552253060623256	0.15346880901775295	1.1409841794207314	1.038523109076315	-0.10246107034441643	-0.03999592312575917	0.489897625859701	0.2523933686364786	-0.23750425722322238	-0.3154034442303957	0.11411507354409685	-0.14713792116786753	-0.2612529947119644	-0.30939781886297846	0.30340490278236976	-0.08281277051804382	-0.38621767330041357	-0.5671210128102655	0.2845317727928864	-0.2799861815526981	-0.5645179543455845	-0.8019206999321817	0.45045120896642193	0.2663400965578357	-0.18411111240858624	-0.2601865294652976
D4M.3A.3_GSE159344_antiPD1	D4M.3A.3	GSE159344	Melanoma	Melanoma	False	False	3	3	0.049577902420543996	0.21097662239110068	0.1613987199705567	0.191002897726662	antiPD1;isotype	0.09632113449793633	0.0	-0.09632113449793633	-0.141725747302057	0.5379750198421432	0.6913356307268472	0.15336061088470399	0.11712004524045194	0.4614494138688235	0.5703229398306167	0.10887352596179317	0.1277929570868821	0.5331819988213424	0.6016104808749843	0.06842848205364183	0.03880052009041146	0.264930651513203	0.27574311620267206	0.010812464689469059	0.026914579898819402	0.5260122979653618	0.5896415267299743	0.06362922876461252	0.0105713911048132	0.5178637140777426	0.48151977830361714	-0.036343935774125424	-0.0632855165731715	0.6147828309335137	0.6381625141438065	0.023379683210292823	-0.043259035099159626
