stem	cell_line	gse_id	cancer_type	cancer_group	is_lung	is_llc	n_baseline	n_icb	Tacstd2_mean_naive	Tacstd2_mean_icb	Tacstd2_delta_mean	Tacstd2_delta_median	treatments	Cldn4_mean_naive	Cldn4_mean_icb	Cldn4_delta_mean	Cldn4_delta_median	IFN_gamma_mean_naive	IFN_gamma_mean_icb	IFN_gamma_delta_mean	IFN_gamma_delta_median	IFN_alpha_mean_naive	IFN_alpha_mean_icb	IFN_alpha_delta_mean	IFN_alpha_delta_median	NHEJ_GO_mean_naive	NHEJ_GO_mean_icb	NHEJ_GO_delta_mean	NHEJ_GO_delta_median	NHEJ_Reactome_mean_naive	NHEJ_Reactome_mean_icb	NHEJ_Reactome_delta_mean	NHEJ_Reactome_delta_median	NHEJ_Reactome_no_histone_mean_naive	NHEJ_Reactome_no_histone_mean_icb	NHEJ_Reactome_no_histone_delta_mean	NHEJ_Reactome_no_histone_delta_median	NHEJ_WP_mean_naive	NHEJ_WP_mean_icb	NHEJ_WP_delta_mean	NHEJ_WP_delta_median	NHEJ_core_mean_naive	NHEJ_core_mean_icb	NHEJ_core_delta_mean	NHEJ_core_delta_median
402230_GSE148856_antiPD1	402230	GSE148856	Sarcoma	Sarcoma	False	False	4	4	0.35402865800400896	0.5920764417419231	0.23804778373791413	0.32515281045090444	antiPD1;isotype	0.062426122840972154	0.16170368606383562	0.09927756322286346	0.12018949304256545	0.40349022802374146	0.8099308339275495	0.40644060590380804	0.4062016368997796	0.33752964943437	0.7508168826255149	0.4132872331911449	0.42328812894239554	0.2690280132704968	0.3495183350689979	0.08049032179850107	0.053162746251841086	0.33883408060241166	0.410522344091377	0.07168826348896534	0.09953458959341971	0.02674436569498044	0.13787443852017403	0.11113007282519359	0.10619625685675763	-0.19857313150633132	-0.047336290182782244	0.1512368413235491	0.17237820864574357	-0.01713941326243181	0.12052607342203064	0.13766548668446246	0.14211169165794657
402230_GSE148856_radiation_antiPD1	402230	GSE148856	Sarcoma	Sarcoma	False	False	4	4	0.7853871758966535	0.9710154722618483	0.18562829636519473	0.2589354026985835	antiPD1; radiation;;isotype; radiation;	0.23825551047153581	0.15458144114316524	-0.08367406932837057	-0.1549655184573305	1.349377529817858	1.2867708156241988	-0.06260671419365926	-0.1125358552127862	1.4396745865866618	1.3141371295546989	-0.12553745703196295	-0.08412395668540662	0.47981674519768985	0.09971389598254533	-0.38010284921514453	-0.5307307417338888	0.634573109670182	0.23441881917644705	-0.40015429049373497	-0.45975694922337473	0.17502953465058443	-0.1986462830451715	-0.373675817695756	-0.46313056195994984	-0.023492821988140372	-0.39612719362209947	-0.37263437163395907	-0.45617835968302295	0.1968601910020826	-0.024794187043193867	-0.22165437804527646	-0.3323028964257163
4T1_GSE130472_old_antiCTLA4	4T1	GSE130472	Mammary carcinoma	Mammary	False	False	7	8	2.514297489980687	2.101033994252919	-0.4132634957277683	-0.5730247659236147	antiCTLA4; old;;isotype; old;	6.069634781563109	6.056395227828862	-0.013239553734247345	0.006145505000709761	0.016434554704746022	0.08355398763364191	0.06711943292889588	0.09469836165217421	0.04248030113298975	0.09008685873115829	0.04760655759816854	0.05698695419504916	-0.27015138199797484	-0.3269108699486163	-0.05675948795064145	-0.05918590605459145	-0.04124662059797116	-0.21204429685651194	-0.17079767625854078	-0.13665356831956318	-0.19346385113461392	-0.28129077783768053	-0.0878269267030666	-0.09483714353805744	-0.09075227188469262	-0.19817830473319972	-0.1074260328485071	-0.18281563910193901	-0.027658738989804716	-0.20702380069228177	-0.17936506170247704	-0.1683246891726698
4T1_GSE130472_old_antiPDL1	4T1	GSE130472	Mammary carcinoma	Mammary	False	False	7	8	2.514297489980687	1.9181712442543726	-0.5961262457263146	-0.5917225682123748	antiPDL1; old;;isotype; old;	6.069634781563109	5.909861270494183	-0.15977351106892623	-0.45088725781007977	0.016434554704746022	0.02573619558268765	0.009301640877941629	0.06688198644006765	0.04248030113298975	0.0526779865838514	0.010197685450861652	0.11718384330370402	-0.27015138199797484	-0.30882694544139194	-0.038675563443417105	-0.051207504195460385	-0.04124662059797116	-0.17130047349496708	-0.13005385289699592	-0.056212492632807594	-0.19346385113461392	-0.28223465964630456	-0.08877080851169064	-0.06033016985060599	-0.09075227188469262	-0.19770096917090257	-0.10694869728620995	-0.15211964450042784	-0.027658738989804716	-0.18203866154244114	-0.1543799225526364	-0.10070923266147858
4T1_GSE130472_young_antiCTLA4	4T1	GSE130472	Mammary carcinoma	Mammary	False	False	7	12	1.828002337047947	2.022329043801921	0.1943267067539738	0.03791517945817491	antiCTLA4; young;;isotype; young;	5.477910590715585	5.0625940085278485	-0.4153165821877369	-0.35321508031567994	0.18192603372712407	0.4077916895334533	0.22586565580632922	0.2553923725876941	0.1987508386189793	0.3710002125276846	0.17224937390870532	0.20178876784379815	-0.30300530045491636	-0.4299722752041811	-0.12696697474926472	-0.1061699232875562	-0.06967964040556676	-0.34371721207227873	-0.27403757166671194	-0.2519130869916386	-0.3055692209812845	-0.553106562585663	-0.24753734160437857	-0.2912579365083153	-0.3958542687422638	-0.6329067472154407	-0.2370524784731769	-0.3318374940615136	-0.16749965676982576	-0.31983112813744957	-0.15233147136762382	-0.1336059501125512
4T1_GSE130472_young_antiPDL1	4T1	GSE130472	Mammary carcinoma	Mammary	False	False	7	10	1.828002337047947	1.513979847296362	-0.3140224897515851	-0.5349758056815102	antiPDL1; young;;isotype; young;	5.477910590715585	5.608436736607783	0.13052614589219758	0.17048104745352965	0.18192603372712407	0.2475079406548238	0.06558190692769972	0.0532510774773893	0.1987508386189793	0.25446679523769533	0.055715956618716034	0.08162349039721925	-0.30300530045491636	-0.3391929478490272	-0.036187647394110845	0.012943287591293984	-0.06967964040556676	-0.27008995959584203	-0.20041031919027527	-0.1464571601918113	-0.3055692209812845	-0.4155335249613916	-0.10996430398010715	-0.08605177259655589	-0.3958542687422638	-0.4363411669688982	-0.04048689822663437	-0.08072437194393822	-0.16749965676982576	-0.23337661203260024	-0.06587695526277448	-0.05281516828791519
4T1_GSE132529_antiPD1	4T1	GSE132529	Mammary carcinoma	Mammary	False	False	3	3	4.60635116464027	4.618043517048983	0.011692352408712914	-0.21045925304261992	antiPD1;vehicle	6.870862547908357	6.8577733306809465	-0.013089217227410188	0.26615196327848967	0.04971470130319821	0.1280098922998426	0.07829519099664439	0.13114989721895218	0.3083774848343664	0.388484576546186	0.08010709171181962	0.1111771175553018	-0.28111658199820017	-0.2555656026300969	0.025550979368103244	-0.006320251727835208	0.06679269553062234	0.12237348103907224	0.0555807855084499	0.044281929303365546	-0.2183697410627905	-0.21464441033867634	0.0037253307241141564	-0.004791628757956634	-0.3165984593681271	-0.31251219614008746	0.004086263228039622	-0.07102013061545198	-0.0863439868817756	-0.16763812651996446	-0.08129413963818886	-0.021161561865510076
4T1_GSE137818_Brca1_KO_antiPD1	4T1	GSE137818	Mammary carcinoma	Mammary	False	False	5	5	4.13363209798346	4.004876780464524	-0.12875531751893554	-0.0015989862217500317	antiPD1;no_treatment	8.041262329779764	7.962424593227169	-0.07883773655259496	-0.02934200885176974	0.10515326593092908	0.11313114721273791	0.007977881281808832	-0.014609946036983554	0.28716552299506526	0.2422794350519145	-0.04488608794315077	-0.06915637577900122	-0.12347629116838484	-0.17221066722184694	-0.048734376053462106	-0.05535358099340207	-0.19929554559341556	-0.2594115028037241	-0.060115957210308546	-0.010851991482833584	-0.07654714427774427	-0.21009076721400347	-0.1335436229362592	-0.051265658139639764	-0.13554883113294186	-0.32967424161079867	-0.1941254104778568	-0.11212463428459693	-0.31090157578736666	-0.2804203392374016	0.03048123654996504	0.04803284763041438
4T1_GSE137818_Brca2_KO_antiPD1	4T1	GSE137818	Mammary carcinoma	Mammary	False	False	5	3	4.16174288745599	4.219715199100553	0.05797231164456296	0.3304956326994999	antiPD1;no_treatment	7.650635802905315	7.725200165328396	0.0745643624230814	0.12474512013041039	0.4125151637050859	0.4698927547669703	0.05737759106188439	0.11598064677210207	0.5952823583528859	0.6808319174173237	0.08554955906443784	0.1392220212688413	-0.2168766449951597	-0.2062643331645739	0.010612311830585808	-0.005249945992603783	-0.29935940231343017	-0.27612266199003843	0.023236740323391736	0.01889516952287268	-0.23051796600958566	-0.20084226661121507	0.029675699398370586	0.049420012603029806	-0.2699370909344833	-0.26740488650252536	0.0025322044319579518	0.012196128624758606	-0.27412205449974103	-0.29988321084669695	-0.025761156346955916	-0.05196022700686942
B16_GSE109485_intra&extracranial_antiCTLA4&antiPD1	B16	GSE109485	Melanoma	Melanoma	False	False	3	3	0.004121673363300867	0.0076217986493453335	0.0035001252860444665	0.0077528188424745	antiPD1; antiCTLA4; intra&extracranial;;isotype; intra&extracranial;	0.0	0.0005918980905810334	0.0005918980905810334	0.0005535795256006	-0.793108945251464	0.008347872673675408	0.8014568179251395	0.7885605308030122	-0.6870420468506406	0.28179057766431886	0.9688326245149594	0.8636593324202473	0.0076060664847985154	-0.46579866373633627	-0.4734047302211348	-0.4194988827069511	0.11127149856038758	-0.24522823294503338	-0.35649973150542097	-0.32543429321069245	0.5592386219805313	0.09453996034325407	-0.46469866163727724	-0.5349111191032154	0.9439577316944133	0.11672815996726942	-0.827229571727144	-0.8404027663647708	0.4906596697129599	0.13164292438578515	-0.35901674532717476	-0.3962163880153402
