group	n	ifn_rho	ifn_p	nhej_rho	nhej_p
Colorectal	10	0.5878787878787878	0.07387770688865808	0.4787878787878787	0.16152292801745594
Mammary	29	0.11138491867915232	0.5651315256762514	-0.08871365204534254	0.6472201618576272
Melanoma	14	0.6585932777285565	0.010431447787301895	0.1146356899800559	0.6963681778902949
