kind	unit	n	ifn_rho	ifn_p	nhej_rho	nhej_p
baseline	64 slices	64	0.393926913324347	0.0012792282546557519	0.11266831842551953	0.3753973210032877
baseline	cell-line means	17	0.07598039215686275	0.7719448512425435	0.16911764705882354	0.5164176230839818
after ICB	64 slices	64	0.16826196914705	0.18382698999896638	0.03998168183597567	0.7537680026224196
after ICB	cell-line means	17	-0.26470588235294124	0.3045422200057607	0.10784313725490197	0.6803504180481621
