regulon	n	k	rho	p	I2	n_GSE131907	rho_GSE131907	p_GSE131907	n_GSE205335	rho_GSE205335	p_GSE205335	note
IFN	53	2	-0.25962522065758575	0.06851691984772258	60.91153022930491	31	-0.07338709677419356	0.6948065369338481	22	-0.4997176736307172	0.01788138711838158	between-patient Spearman CLDN4 %pos vs mean program AUCell; companion only
IFN_IFNA	53	2	-0.14724179035934362	0.30923422611299234	63.89809712238056	31	0.05161290322580646	0.7827454610710353	22	-0.41614906832298143	0.0540548911416164	between-patient Spearman CLDN4 %pos vs mean program AUCell; companion only
IFN_IFNG	53	2	-0.3016403100237255	0.03281628605258092	36.759095124695065	31	-0.15887096774193551	0.3933008105079191	22	-0.4884246188594016	0.021089248085960247	between-patient Spearman CLDN4 %pos vs mean program AUCell; companion only
MHC_I	53	2	-0.05957892965172255	0.6825859811755619	73.15241918537261	31	0.17056451612903226	0.3589410837099464	22	-0.3811405985319029	0.08009881431156599	between-patient Spearman CLDN4 %pos vs mean program AUCell; companion only
TJ	53	2	0.15241952732119624	0.2922758179100686	62.5645569217816	31	-0.04274193548387097	0.8194117265731521	22	0.41614906832298143	0.0540548911416164	between-patient Spearman CLDN4 %pos vs mean program AUCell; companion only
keratin	53	2	0.06312202657943165	0.6647830886407196	22.61220539173807	31	0.19717741935483873	0.28768919837016604	22	-0.13721061547148505	0.5425912609634095	between-patient Spearman CLDN4 %pos vs mean program AUCell; companion only
APICAL_JUNCTION	53	2	-0.21008059609954263	0.14373924695955567	0.0	31	-0.21048387096774193	0.2557243839630785	22	-0.20948616600790515	0.3494473524394893	between-patient Spearman CLDN4 %pos vs mean program AUCell; companion only
