k	n_total	Q	I2	tau2	rho_fe	p_fe	ci_fe_lo	ci_fe_hi	rho_re	p_re	ci_re_lo	ci_re_hi	subset	contrast
6	81	15.781505590398647	68.31734480997831	0.23967355405614488	0.05278012236728183	0.6749830894069568	-0.19170591754887298	0.2910984595340396	0.17561601656722586	0.4877317556393651	-0.3129143465729001	0.5906631756197547	primary_all_six	TACSTD2 vs T/NK cytotoxicity
6	81	7.043181727072596	29.00935693905227	0.04542005956442254	-0.16973684768538025	0.1736998576195986	-0.3955247079992483	0.07539773334952847	-0.18163779971182495	0.2661318822871981	-0.46793005427130036	0.13915629467707544	primary_all_six	TACSTD2 vs T/NK exhaustion
6	81	7.726119928503704	35.28446301288082	0.06060181915869206	0.0476657589085259	0.7049684694520302	-0.1966398976143558	0.2863986578385195	0.0877059470167486	0.6155700306978034	-0.24988771482626845	0.4062876112061788	primary_all_six	CLDN4 vs T/NK cytotoxicity
6	81	2.5215442763355687	0.0	0.0	-0.14317928501596922	0.25249379308474085	-0.3723139072723891	0.10240663087455593	-0.14317928501596922	0.25249379308474085	-0.3723139072723891	0.10240663087455593	primary_all_six	CLDN4 vs T/NK exhaustion
5	75	15.423232133104385	74.06509890093393	0.2770387744487724	0.03595121097382276	0.7805541520568554	-0.21372193764751346	0.2812156486693488	0.1565098257771728	0.5810978159121081	-0.38229384512203707	0.6158906175019184	named_only_drop_GSE233203	TACSTD2 vs T/NK cytotoxicity
5	75	5.8464493380165266	31.582405512521817	0.04478050132618899	-0.13965830585794503	0.2761956553839804	-0.37446990056421414	0.11198615408588625	-0.13595896207222316	0.4236407179665316	-0.43975771252325274	0.1957584837424963	named_only_drop_GSE233203	TACSTD2 vs T/NK exhaustion
5	75	5.459992205094861	26.739822150890696	0.03540805671208231	0.0052929666710804695	0.9672962734121086	-0.2427948400002945	0.25273092343343584	0.01223036335084615	0.9404177373726341	-0.2990685276508394	0.3211764027942295	named_only_drop_GSE233203	CLDN4 vs T/NK cytotoxicity
5	75	2.477029559289704	0.0	0.0	-0.13735241301840256	0.28430679075177423	-0.3724468029918316	0.11430705000257456	-0.13735241301840256	0.28430679075177423	-0.3724468029918316	0.11430705000257456	named_only_drop_GSE233203	CLDN4 vs T/NK exhaustion
5	75	6.5668083699739626	39.08760885593103	0.062250809296054053	-0.032676699504595855	0.800111524435198	-0.27819376020341424	0.21684836387797937	-0.028794801382845448	0.8752598887319858	-0.3699993794454414	0.3192545649796049	drop_GSE291670	TACSTD2 vs T/NK cytotoxicity
5	75	6.266075357212108	36.16418935345084	0.0549573651708676	-0.1937496671373362	0.12851290337962723	-0.42129471116050726	0.05674372592294518	-0.22386297071379385	0.20186566091708324	-0.5208005689864901	0.12139754750131487	drop_GSE291670	TACSTD2 vs T/NK exhaustion
5	75	4.724616873654016	15.33705045365081	0.01757357009670208	-0.0011053178030234596	0.993168788639441	-0.24880657563897202	0.24673165007666886	-0.0004462206376075419	0.9975933999671177	-0.2825105882334939	0.28168916775244474	drop_GSE291670	CLDN4 vs T/NK cytotoxicity
5	75	2.510858046203154	0.0	0.0	-0.14603062506720277	0.2545808051527563	-0.3800491153922486	0.10555806538215232	-0.14603062506720277	0.2545808051527563	-0.3800491153922486	0.10555806538215232	drop_GSE291670	CLDN4 vs T/NK exhaustion
4	53	11.790252228825262	74.55525173019213	0.3934501543469823	-0.1307897796636877	0.3996267486290901	-0.4116895433207645	0.1728056938591886	0.10681470400613968	0.7739631981010905	-0.5542806810351897	0.6852720474923794	named_neoadjuvant	TACSTD2 vs T/NK cytotoxicity
4	53	1.9948389452053084	0.0	0.0	-0.30321266483635767	0.04501415801619711	-0.5505389540459702	-0.006953077565461317	-0.30321266483635767	0.04501415801619711	-0.5505389540459702	-0.006953077565461317	named_neoadjuvant	TACSTD2 vs T/NK exhaustion
4	53	3.6371532635697252	17.517910777957812	0.028518868784234427	0.12331643786903039	0.4273992658655017	-0.1801650597589249	0.4053613102239419	0.12534463083391245	0.5064640362086481	-0.24091386696742076	0.46035268547715613	named_neoadjuvant	CLDN4 vs T/NK cytotoxicity
4	53	2.3874683639862493	0.0	0.0	-0.11146021688387223	0.4735769142138364	-0.3952659998933524	0.1917711673298386	-0.11146021688387223	0.4735769142138364	-0.3952659998933524	0.1917711673298386	named_neoadjuvant	CLDN4 vs T/NK exhaustion
