layer,cohort,x,y,covariates,kind,family,primary,n,rho,p,fisher_ci95_low,fisher_ci95_high,boot_ci95_low,boot_ci95_high,boot_n,attenuation_call,note,q_bh,q_bh_unadjusted,rho_ratio_partial_over_unadj
rna,lung,TACSTD2,IFNG,none,spearman,rna_lung_primary,True,214,0.4823113152138456,7.23326022552598e-14,0.3722757570252093,0.5789762579370982,0.3622293027548497,0.583725305618612,5000,,,,2.169978067657794e-13,
rna,lung,TACSTD2,IFNG,CLDN4,partial,rna_lung_primary,True,214,0.40685325060461713,6.744741163175442e-10,0.2881834879342851,0.5132151416744436,0.28273481095883574,0.5172738862378662,5000,retained,,2.0234223489526325e-09,,0.8435490476192288
rna,lung,CLDN4,IFNG,none,spearman,rna_lung_primary,True,214,0.28383681675869826,2.4992591084219392e-05,0.15564523375465336,0.40262650953696155,0.15673415216071387,0.4050963415947369,5000,,,,3.748888662632909e-05,
rna,lung,CLDN4,IFNG,TACSTD2,partial,rna_lung_primary,True,214,-0.01316931803413194,0.848465138298217,-0.14734012898672372,0.12147740028349463,-0.14491728418335725,0.12597307960096882,5000,attenuated,,0.848465138298217,,0.04639749763445147
rna,lung,TACSTD2,MHC1,none,spearman,rna_lung_primary,True,214,0.31358277470066,2.8826177924410538e-06,0.18734532630587736,0.42963052084498593,0.18036215761472535,0.4372923464144533,5000,,,,5.7652355848821075e-06,
rna,lung,TACSTD2,MHC1,CLDN4,partial,rna_lung_primary,True,214,0.23427543381740304,0.0005666061548842096,0.10309051203392648,0.3574495627570531,0.10271174099390601,0.36005926173133784,5000,retained,,0.0011332123097684192,,0.747092802023446
rna,lung,CLDN4,MHC1,none,spearman,rna_lung_primary,True,214,0.2171770479639236,0.0013902907873530287,0.08555237110714466,0.3413510661306108,0.07814892021534935,0.34834375067156353,5000,,,,0.0016683489448236343,
rna,lung,CLDN4,MHC1,TACSTD2,partial,rna_lung_primary,True,214,0.035369646208185196,0.6077232433965319,-0.09953528214620432,0.16899775363521727,-0.10278555323724413,0.17020006596791706,5000,attenuated,,0.7292678920758384,,0.16286088488531547
rna,lung,TACSTD2,IMMUNE,none,spearman,rna_lung_primary,True,214,0.5496698718901494,2.7116276842692488e-18,0.4486259376802493,0.6368387860428415,0.44386091462555977,0.6407791475733883,5000,,,,1.6269766105615494e-17,
rna,lung,TACSTD2,IMMUNE,CLDN4,partial,rna_lung_primary,True,214,0.5506443347981312,2.7615411498908026e-18,0.44948539778847596,0.6378590916741584,0.44622094124052275,0.640965088878388,5000,retained,,1.6569246899344815e-17,,1.0017728148436278
rna,lung,CLDN4,IMMUNE,none,spearman,rna_lung_primary,True,214,0.19926237668016913,0.0034192158649863596,0.06693459853491524,0.32470149301352474,0.07383163686103097,0.3227416575370683,5000,,,,0.0034192158649863596,
rna,lung,CLDN4,IMMUNE,TACSTD2,partial,rna_lung_primary,True,214,-0.20293081791373527,0.002927312626584747,-0.3284035206858919,-0.07042024726086817,-0.3261636022407269,-0.06872237451294194,5000,sign_reversed,,0.00439096893987712,,1.0184101047808651
rna,lung,TACSTD2,CD274_score,none,spearman,,False,214,0.5367998751713104,2.272397007122597e-17,0.4339230615596563,0.6258585334634383,,,0,,,,,
rna,lung,TACSTD2,CD274_score,CLDN4,partial,,False,214,0.4484527134272773,6.1972345723376175e-12,0.33416671056169117,0.5497424642800918,,,0,retained,,,,0.8354188109379894
rna,lung,CLDN4,CD274_score,none,spearman,,False,214,0.3301344492867098,7.797070175619519e-07,0.2050989483231922,0.44456713744277804,,,0,,,,,
rna,lung,CLDN4,CD274_score,TACSTD2,partial,,False,214,0.006017273558033116,0.9304304803393819,-0.1285183444575898,0.14033541252701132,,,0,attenuated,,,,0.018226736322228924
rna,lung,TACSTD2,ISG,none,spearman,,False,214,0.4492397008503634,5.023370453784641e-12,0.3353267351832153,0.5502060816430975,,,0,,,,,
rna,lung,TACSTD2,ISG,CLDN4,partial,,False,214,0.41263132387155077,3.651096348376324e-10,0.294537892815131,0.5183118537630866,,,0,retained,,,,0.9185103700551914
rna,lung,CLDN4,ISG,none,spearman,,False,214,0.21225711021619623,0.001793066487337893,0.08043016727050933,0.3367863129432295,,,0,,,,,
rna,lung,CLDN4,ISG,TACSTD2,partial,,False,214,-0.08546712604557105,0.2141310569753193,-0.21740095843725055,0.0495336481604016,,,0,attenuated,,,,0.40265848318823244
rna,lung,TACSTD2,IFNG,CLDN4+nsclc_indicator,partial,,False,214,0.29542884461022734,1.2193051509781241e-05,0.1673415158274596,0.41370861066169634,0.16011915242979777,0.4226312784706328,5000,retained,,,,0.6125272936614415
rna,lung,CLDN4,IFNG,TACSTD2+nsclc_indicator,partial,,False,214,0.004283296070931449,0.9505649885872884,-0.13054103134068273,0.13895208020001748,-0.13238264892197446,0.1420058261482004,5000,attenuated,,,,0.015090699366787435
rna,lung,TACSTD2,MHC1,CLDN4+nsclc_indicator,partial,,False,214,0.11328251635173285,0.09997684078703348,-0.02179922544140604,0.2443022972002006,-0.01746525681441593,0.24543484291545628,5000,attenuated,,,,0.3612523566062267
rna,lung,CLDN4,MHC1,TACSTD2+nsclc_indicator,partial,,False,214,0.05595514482562531,0.4176312516735799,-0.07939244928445836,0.18927699847207366,-0.07037950594976336,0.18260357605570487,5000,attenuated,,,,0.2576475983545016
rna,lung,TACSTD2,IMMUNE,CLDN4+nsclc_indicator,partial,,False,214,0.43831014318364825,2.301240647781441e-11,0.32261542253534736,0.5411007188912961,0.31070582389456874,0.5437772097207042,5000,retained,,,,0.7974061624961024
