atlas,outcome,n_samples,spearman_rho,bootstrap_ci_low,bootstrap_ci_high,permutation_p,asymptotic_p,partial_spearman_rho,bh_q_within_atlas
GSE131907,cd8_score,18,0.04956118368264596,-0.46531476959702456,0.545850154917459,0.8436015639843601,0.8451628984602153,0.37286461665815473,0.8917710822891771
GSE131907,tls_score,18,-0.0340733137818191,-0.5188285157479647,0.4795406761421531,0.8917710822891771,0.8932280086145878,-0.04814525791738626,0.8917710822891771
GSE131907,lcam_score,18,0.09292721940496118,-0.42899275236723494,0.5874378102704607,0.7099629003709963,0.7138071553532817,0.48285364564874234,0.8917710822891771
GSE148071,cd8_score,25,-0.25230769230769234,-0.6168738828259207,0.1871688883057966,0.22149778502214978,0.22369644195570546,-0.3136376774145812,0.3322466775332247
GSE148071,tls_score,25,-0.1946153846153846,-0.551148179647039,0.22875085583279253,0.3501564984350157,0.3512253671120399,-0.15353254414799505,0.3501564984350157
GSE148071,lcam_score,25,-0.46153846153846156,-0.7070935898592815,-0.07942657884540875,0.021119788802111978,0.020210948364049016,-0.07223690239021469,0.06335936640633594
