outcome,n_atlases,n_samples_total,fixed_effect_rho,ci_low,ci_high,two_sided_p,heterogeneity_q,heterogeneity_p
cd8_score,3,62,0.1257130526124126,-0.1418813488404821,0.37618504513137063,0.3575349755624585,9.103248954127746,0.010550052138188621
lcam_score,3,62,-0.05977382871340063,-0.3176865697119424,0.20637445083717626,0.6630693407894424,7.995572805298779,0.01835622724501837
tls_score,3,62,-0.07753879735921758,-0.3336425152496795,0.18922373098094297,0.5716478088225627,0.5857552034804965,0.7461134580974105
