score	tf	axis	kind	family	elf3_given	nes	n_targets	n_patients	delta_median_high_minus_low	direction	n_patients_delta_pos	n_patients_delta_neg	p_patient	n_samples	delta_median_samples	p_sample	n_patients_tLung	delta_median_tLung	direction_tLung	p_tLung	kd_like_expectation	vs_kd_like	vs_GSE207704	vs_GSE50927	fdr_patient
NR2F2(+)	NR2F2	other	cistarget_regulon	cistarget_as_returned	False	3.467444927087606	4	29	0.0	no difference	14	13	0.32461181114807214	29	0.0	0.32461181114807214	10	-0.0015070805980957774	higher in CLDN4-low	0.30078125	unspecified	NA	NA	NA	
NR3C1(+)	NR3C1	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	3.9978511419679057	68	29	0.00102071015835924	higher in CLDN4-high	19	10	0.07236024364829063	29	0.0010207109153270721	0.07236024364829063	10	0.0015021012690138742	higher in CLDN4-high	0.009765625	lower_in_high	OPPOSITE	SAME	OPPOSITE	
NR3C1(+)|CLDN4out	NR3C1	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	3.9978511419679057	68	29	0.00102071015835924	higher in CLDN4-high	19	10	0.07236024364829063	29	0.0010207109153270721	0.07236024364829063	10	0.0015021012690138742	higher in CLDN4-high	0.009765625	lower_in_high	OPPOSITE	SAME	OPPOSITE	0.12015783578294133
NR4A1(+)	NR4A1	other	cistarget_regulon	cistarget_as_returned	False	3.163294788070247	11	29	0.017595219526788414	higher in CLDN4-high	25	4	4.0978193283081055e-07	29	0.01759522780776024	4.0978193283081055e-07	10	0.010108614751733143	higher in CLDN4-high	0.048828125	unspecified	NA	NA	NA	
NR4A1(+)|CLDN4out	NR4A1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.163294788070247	11	29	0.017595219526788414	higher in CLDN4-high	25	4	4.0978193283081055e-07	29	0.01759522780776024	4.0978193283081055e-07	10	0.010108614751733143	higher in CLDN4-high	0.048828125	unspecified	NA	NA	NA	3.903712096967195e-06
OVOL2(+)	OVOL2	TJ	cistarget_regulon	cistarget_as_returned	False	3.855376654037605	24	29	-0.0001240769458069951	higher in CLDN4-low	13	16	0.4946499206125736	29	-0.00012407684698700905	0.4946499206125736	10	0.0022184065695186658	higher in CLDN4-high	0.02734375	higher_in_high	OPPOSITE	NA	NA	
OVOL2(+)|CLDN4out	OVOL2	TJ	cistarget_regulon	cistarget_CLDN4_held_out	False	3.855376654037605	24	29	-0.0001240769458069951	higher in CLDN4-low	13	16	0.4946499206125736	29	-0.00012407684698700905	0.4946499206125736	10	0.0022184065695186658	higher in CLDN4-high	0.02734375	higher_in_high	OPPOSITE	NA	NA	0.5560971157197256
PATZ1(+)	PATZ1	other	cistarget_regulon	cistarget_as_returned	False	4.33288915223997	39	29	-0.000679976843566671	higher in CLDN4-low	7	22	0.0001742914319038391	29	-0.0006799763068556786	0.0001742914319038391	10	-0.000493419643333522	higher in CLDN4-low	0.083984375	unspecified	NA	NA	NA	
PATZ1(+)|CLDN4out	PATZ1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.33288915223997	39	29	-0.000679976843566671	higher in CLDN4-low	7	22	0.0001742914319038391	29	-0.0006799763068556786	0.0001742914319038391	10	-0.000493419643333522	higher in CLDN4-low	0.083984375	unspecified	NA	NA	NA	0.0007010388705465529
PBX1(+)	PBX1	other	cistarget_regulon	cistarget_as_returned	False	3.9074127363440714	52	29	0.0063339523190524445	higher in CLDN4-high	23	6	1.8388032913208008e-05	29	0.006333949044346809	1.8388032913208008e-05	10	0.006897140047318815	higher in CLDN4-high	0.01953125	unspecified	NA	NA	NA	
PBX1(+)|CLDN4out	PBX1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.9074127363440714	52	29	0.0063339523190524445	higher in CLDN4-high	23	6	1.8388032913208008e-05	29	0.006333949044346809	1.8388032913208008e-05	10	0.006897140047318815	higher in CLDN4-high	0.01953125	unspecified	NA	NA	NA	9.788923403796027e-05
PHF20(+)	PHF20	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	5.60693075325122	117	29	-0.0006753319922540024	higher in CLDN4-low	13	16	0.9321278370916843	29	-0.0006753318011760712	0.9321278370916843	10	-0.0006798946901368438	higher in CLDN4-low	0.845703125	lower_in_high	SAME	OPPOSITE	SAME	
PHF20(+)|CLDN4out	PHF20	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	5.60693075325122	117	29	-0.0006753319922540024	higher in CLDN4-low	13	16	0.9321278370916843	29	-0.0006753318011760712	0.9321278370916843	10	-0.0006798946901368438	higher in CLDN4-low	0.845703125	lower_in_high	SAME	OPPOSITE	SAME	0.9531928729581631
PITX1(+)	PITX1	other	cistarget_regulon	cistarget_as_returned	False	4.465044957385931	74	29	-0.0012199338629493434	higher in CLDN4-low	14	15	0.8147765882313251	29	-0.0012199319899082184	0.8147765882313251	10	-0.0015513148167083726	higher in CLDN4-low	1.0	unspecified	NA	NA	NA	
PITX1(+)|CLDN4out	PITX1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.465044957385931	74	29	-0.0012199338629493434	higher in CLDN4-low	14	15	0.8147765882313251	29	-0.0012199319899082184	0.8147765882313251	10	-0.0015513148167083726	higher in CLDN4-low	1.0	unspecified	NA	NA	NA	0.8524541183229472
PLAGL2(+)	PLAGL2	other	cistarget_regulon	cistarget_as_returned	False	3.313203954534514	4	29	0.0012716319637849482	higher in CLDN4-high	18	11	0.2652079239487648	29	0.0012716315686702728	0.2652079239487648	10	-0.00024292905973162613	higher in CLDN4-low	0.6953125	unspecified	NA	NA	NA	
POU2F1(+)	POU2F1	other	cistarget_regulon	cistarget_as_returned	False	3.3358670527738843	12	29	0.0013369605893628032	higher in CLDN4-high	20	9	0.05622555688023567	29	0.0013369619846343994	0.05622555688023567	10	0.000972101239518343	higher in CLDN4-high	0.556640625	unspecified	NA	NA	NA	
POU2F1(+)|CLDN4out	POU2F1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.3358670527738843	12	29	0.0013369605893628032	higher in CLDN4-high	20	9	0.05622555688023567	29	0.0013369619846343994	0.05622555688023567	10	0.000972101239518343	higher in CLDN4-high	0.556640625	unspecified	NA	NA	NA	0.09785409418579477
PPARG(+)	PPARG	other	cistarget_regulon	cistarget_as_returned	False	4.694754891225534	31	29	0.0030762281053835633	higher in CLDN4-high	22	7	0.0004079751670360565	29	0.0030762292444705963	0.0004079751670360565	10	0.0056986971215232	higher in CLDN4-high	0.00390625	unspecified	NA	NA	NA	
PPARG(+)|CLDN4out	PPARG	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.694754891225534	31	29	0.0030762281053835633	higher in CLDN4-high	22	7	0.0004079751670360565	29	0.0030762292444705963	0.0004079751670360565	10	0.0056986971215232	higher in CLDN4-high	0.00390625	unspecified	NA	NA	NA	0.001420067408337043
PRDM1(+)	PRDM1	other	cistarget_regulon	cistarget_as_returned	False	4.073231538648114	10	29	0.006319381553183581	higher in CLDN4-high	25	4	1.1436641216278076e-06	29	0.006319383159279823	1.1436641216278076e-06	10	0.008411719237464605	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	
PRDM1(+)|CLDN4out	PRDM1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.073231538648114	10	29	0.006319381553183581	higher in CLDN4-high	25	4	1.1436641216278076e-06	29	0.006319383159279823	1.1436641216278076e-06	10	0.008411719237464605	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	9.409236637028782e-06
PROGRAM::CTRL_RIBO		CTRL	program_AUCell_not_cistarget	program_AUCell	False		19	29	0.0013703986083505315	higher in CLDN4-high	17	12	0.7172092758119106	29	0.0013704299926757812	0.7172092758119106	10	-0.0018612643429800624	higher in CLDN4-low	0.845703125	null	NA	NA	NA	0.7172092758119106
PROGRAM::HALLMARK_INTERFERON_ALPHA_RESPONSE		IFN	program_AUCell_not_cistarget	program_AUCell	False		93	29	0.004886395587746353	higher in CLDN4-high	23	6	0.00015582889318466187	29	0.00488639622926712	0.00015582889318466187	10	0.004923882802352814	higher in CLDN4-high	0.083984375	lower_in_high	OPPOSITE	SAME	OPPOSITE	0.0001818003753821055
PROGRAM::HALLMARK_INTERFERON_GAMMA_RESPONSE		IFN	program_AUCell_not_cistarget	program_AUCell	False		179	29	0.0035939652070000397	higher in CLDN4-high	24	5	1.5951693058013916e-05	29	0.003593970090150833	1.5951693058013916e-05	10	0.003379391735163814	higher in CLDN4-high	0.048828125	lower_in_high	OPPOSITE	SAME	OPPOSITE	2.2332370281219483e-05
PROGRAM::IFN_UNION		IFN	program_AUCell_not_cistarget	program_AUCell	False		202	29	0.0036394362681889322	higher in CLDN4-high	26	3	4.697591066360474e-06	29	0.0036394335329532623	4.697591066360474e-06	10	0.0036072731080779574	higher in CLDN4-high	0.02734375	lower_in_high	OPPOSITE	SAME	OPPOSITE	1.0961045821507772e-05
PROGRAM::KERATIN		KERATIN	program_AUCell_not_cistarget	program_AUCell	False		10	29	0.02997990275936009	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.029979899525642395	3.725290298461914e-09	10	0.030479371547934432	higher in CLDN4-high	0.001953125	higher_in_high	SAME	NA	NA	1.30385160446167e-08
PROGRAM::MHC1_APM		MHC	program_AUCell_not_cistarget	program_AUCell	False		21	29	0.015882210351663574	higher in CLDN4-high	24	5	1.5951693058013916e-05	29	0.015882208943367004	1.5951693058013916e-05	10	0.004257785520832003	higher in CLDN4-high	0.275390625	lower_in_high	OPPOSITE	SAME	OPPOSITE	2.2332370281219483e-05
PROGRAM::TJ_STRUCT		TJ	program_AUCell_not_cistarget	program_AUCell	False		17	29	0.02885745357413659	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.028857462108135223	3.725290298461914e-09	10	0.025669601927037364	higher in CLDN4-high	0.001953125	higher_in_high	SAME	NA	NA	1.30385160446167e-08
PRRX2(+)	PRRX2	other	cistarget_regulon	cistarget_as_returned	False	3.230919559490879	12	29	0.001656463872641331	higher in CLDN4-high	19	10	0.04551969841122627	29	0.001656465232372284	0.04551969841122627	10	0.0014301641607662174	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	
PRRX2(+)|CLDN4out	PRRX2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.230919559490879	12	29	0.001656463872641331	higher in CLDN4-high	19	10	0.04551969841122627	29	0.001656465232372284	0.04551969841122627	10	0.0014301641607662174	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	0.08239065412431955
PURA(+)	PURA	other	cistarget_regulon	cistarget_as_returned	False	3.9030647176897846	32	29	-0.0008539476541695804	higher in CLDN4-low	10	19	0.1260332576930523	29	-0.0008539501577615738	0.1260332576930523	10	-0.0005527995417905981	higher in CLDN4-low	0.556640625	unspecified	NA	NA	NA	
PURA(+)|CLDN4out	PURA	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.9030647176897846	32	29	-0.0008539476541695804	higher in CLDN4-low	10	19	0.1260332576930523	29	-0.0008539501577615738	0.1260332576930523	10	-0.0005527995417905981	higher in CLDN4-low	0.556640625	unspecified	NA	NA	NA	0.19665534174519367
RARA(+)	RARA	other	cistarget_regulon	cistarget_as_returned	False	4.550274566466141	17	29	0.010188985327769795	higher in CLDN4-high	28	1	2.60770320892334e-08	29	0.010188981890678406	2.60770320892334e-08	10	0.008206399531656007	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	
RARA(+)|CLDN4out	RARA	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.550274566466141	17	29	0.010188985327769795	higher in CLDN4-high	28	1	2.60770320892334e-08	29	0.010188981890678406	2.60770320892334e-08	10	0.008206399531656007	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	3.371387720108032e-07
REL(+)	REL	other	cistarget_regulon	cistarget_as_returned	False	3.090396407422836	17	29	0.0022528201240945567	higher in CLDN4-high	20	9	0.009877141565084457	29	0.0022528208792209625	0.009877141565084457	10	0.003958377214301345	higher in CLDN4-high	0.064453125	unspecified	NA	NA	NA	
REL(+)|CLDN4out	REL	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.090396407422836	17	29	0.0022528201240945567	higher in CLDN4-high	20	9	0.009877141565084457	29	0.0022528208792209625	0.009877141565084457	10	0.003958377214301345	higher in CLDN4-high	0.064453125	unspecified	NA	NA	NA	0.0226299066238011
RELA(+)	RELA	other	cistarget_regulon	cistarget_as_returned	False	4.018579138342354	3	29	-0.002373287798240975	higher in CLDN4-low	8	21	0.001666329801082611	29	-0.002373289316892624	0.001666329801082611	10	9.602792044910609e-06	higher in CLDN4-high	0.625	unspecified	NA	NA	NA	
RELB(+)	RELB	other	cistarget_regulon	cistarget_as_returned	False	5.668309237161	29	29	-0.0006030269953891231	higher in CLDN4-low	12	17	0.35785307362675667	29	-0.0006030267104506493	0.35785307362675667	10	0.0013949092914971317	higher in CLDN4-high	0.064453125	unspecified	NA	NA	NA	
RELB(+)|CLDN4out	RELB	other	cistarget_regulon	cistarget_CLDN4_held_out	False	5.668309237161	29	29	-0.0006030269953891231	higher in CLDN4-low	12	17	0.35785307362675667	29	-0.0006030267104506493	0.35785307362675667	10	0.0013949092914971317	higher in CLDN4-high	0.064453125	unspecified	NA	NA	NA	0.4261276732002826
REST(+)	REST	other	cistarget_regulon	cistarget_as_returned	False	3.052808716986159	5	29	-0.00013454072665378515	higher in CLDN4-low	12	15	0.3740434083783506	29	-0.00013454060535877943	0.3740434083783506	10	9.399155864665571e-05	higher in CLDN4-high	0.734375	unspecified	NA	NA	NA	
RFX2(+)	RFX2	other	cistarget_regulon	cistarget_as_returned	False	3.4132588397654704	4	29	-3.298628629409871e-05	higher in CLDN4-low	12	16	0.6163913111006432	29	-3.298628143966198e-05	0.6163913111006432	10	0.00010517787645988245	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	
RFX5(+)	RFX5	MHC	cistarget_regulon	cistarget_as_returned	False	3.660293158961722	12	29	0.001099553168973119	higher in CLDN4-high	19	10	0.09633177518844604	29	0.00109955295920372	0.09633177518844604	10	0.0021206933025841165	higher in CLDN4-high	0.083984375	lower_in_high	OPPOSITE	SAME	OPPOSITE	
RFX5(+)|CLDN4out	RFX5	MHC	cistarget_regulon	cistarget_CLDN4_held_out	False	3.660293158961722	12	29	0.001099553168973119	higher in CLDN4-high	19	10	0.09633177518844604	29	0.00109955295920372	0.09633177518844604	10	0.0021206933025841165	higher in CLDN4-high	0.083984375	lower_in_high	OPPOSITE	SAME	OPPOSITE	0.15294781850095382
RFXANK(+)	RFXANK	MHC	cistarget_regulon	cistarget_as_returned	False	4.251145295830152	38	29	-0.0059091361729840045	higher in CLDN4-low	2	27	7.711350917816162e-07	29	-0.005909141153097153	7.711350917816162e-07	10	-0.006267130612177704	higher in CLDN4-low	0.01953125	lower_in_high	SAME	OPPOSITE	SAME	
RFXANK(+)|CLDN4out	RFXANK	MHC	cistarget_regulon	cistarget_CLDN4_held_out	False	4.251145295830152	38	29	-0.0059091361729840045	higher in CLDN4-low	2	27	7.711350917816162e-07	29	-0.005909141153097153	7.711350917816162e-07	10	-0.006267130612177704	higher in CLDN4-low	0.01953125	lower_in_high	SAME	OPPOSITE	SAME	6.646450076784406e-06
RXRA(+)	RXRA	other	cistarget_regulon	cistarget_as_returned	False	3.6543158732567496	23	29	0.0007920220130893602	higher in CLDN4-high	23	6	0.0032424964010715485	29	0.0007920218631625175	0.0032424964010715485	10	0.0009182217351283808	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	
RXRA(+)|CLDN4out	RXRA	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.6543158732567496	23	29	0.0007920220130893602	higher in CLDN4-high	23	6	0.0032424964010715485	29	0.0007920218631625175	0.0032424964010715485	10	0.0009182217351283808	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	0.008759579829760451
RXRB(+)	RXRB	other	cistarget_regulon	cistarget_as_returned	False	3.757320990073073	23	29	0.002465304245542293	higher in CLDN4-high	23	6	0.00021718069911003113	29	0.002465303987264633	0.00021718069911003113	10	0.002599856516975316	higher in CLDN4-high	0.01953125	unspecified	NA	NA	NA	
RXRB(+)|CLDN4out	RXRB	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.757320990073073	23	29	0.002465304245542293	higher in CLDN4-high	23	6	0.00021718069911003113	29	0.002465303987264633	0.00021718069911003113	10	0.002599856516975316	higher in CLDN4-high	0.01953125	unspecified	NA	NA	NA	0.0008363767348705454
SIRT6(+)	SIRT6	other	cistarget_regulon	cistarget_as_returned	False	3.561288358081837	6	29	-0.0006479554838415003	higher in CLDN4-low	11	17	0.11612964862663322	29	-0.0006479555740952492	0.11612964862663322	10	-0.000765960896401457	higher in CLDN4-low	0.30078125	unspecified	NA	NA	NA	
SIX5(+)	SIX5	other	cistarget_regulon	cistarget_as_returned	False	3.2757763568012868	19	29	-0.00029702879973691554	higher in CLDN4-low	9	20	0.03080105036497116	29	-0.0002970285713672638	0.03080105036497116	10	-4.364260576219267e-05	higher in CLDN4-low	0.921875	unspecified	NA	NA	NA	
SIX5(+)|CLDN4out	SIX5	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.2757763568012868	19	29	-0.00029702879973691554	higher in CLDN4-low	9	20	0.03080105036497116	29	-0.0002970285713672638	0.03080105036497116	10	-4.364260576219267e-05	higher in CLDN4-low	0.921875	unspecified	NA	NA	NA	0.05807281370895604
SMAD1(+)	SMAD1	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	3.892035754864877	57	29	0.0016047284022804274	higher in CLDN4-high	19	10	0.05622555688023567	29	0.001604730263352394	0.05622555688023567	10	0.001264720966618409	higher in CLDN4-high	0.76953125	lower_in_high	OPPOSITE	SAME	OPPOSITE	
SMAD1(+)|CLDN4out	SMAD1	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	3.892035754864877	57	29	0.0016047284022804274	higher in CLDN4-high	19	10	0.05622555688023567	29	0.001604730263352394	0.05622555688023567	10	0.001264720966618409	higher in CLDN4-high	0.76953125	lower_in_high	OPPOSITE	SAME	OPPOSITE	0.09785409418579477
SOX11(+)	SOX11	other	cistarget_regulon	cistarget_as_returned	False	3.82318055166252	21	29	0.006553651022803551	higher in CLDN4-high	20	9	0.0027591250836849213	29	0.00655364990234375	0.0027591250836849213	10	0.0034456496102187057	higher in CLDN4-high	0.10546875	unspecified	NA	NA	NA	
SOX11(+)|CLDN4out	SOX11	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.82318055166252	21	29	0.006553651022803551	higher in CLDN4-high	20	9	0.0027591250836849213	29	0.00655364990234375	0.0027591250836849213	10	0.0034456496102187057	higher in CLDN4-high	0.10546875	unspecified	NA	NA	NA	0.007683102156107242
SOX4(+)	SOX4	other	cistarget_regulon	cistarget_as_returned	False	3.472410882684947	52	29	0.009977872942611848	higher in CLDN4-high	28	1	1.1175870895385742e-08	29	0.009977877140045166	1.1175870895385742e-08	10	0.010805544522558524	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	
SOX4(+)|CLDN4out	SOX4	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.472410882684947	52	29	0.009977872942611848	higher in CLDN4-high	28	1	1.1175870895385742e-08	29	0.009977877140045166	1.1175870895385742e-08	10	0.010805544522558524	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	1.685693860054016e-07
SOX9(+)	SOX9	other	cistarget_regulon	cistarget_as_returned	False	4.446479612302881	36	29	0.008535521505298543	higher in CLDN4-high	26	3	2.0489096641540527e-07	29	0.008535526692867279	2.0489096641540527e-07	10	0.007022987939949404	higher in CLDN4-high	0.00390625	unspecified	NA	NA	NA	
SOX9(+)|CLDN4out	SOX9	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.446479612302881	36	29	0.008535521505298543	higher in CLDN4-high	26	3	2.0489096641540527e-07	29	0.008535526692867279	2.0489096641540527e-07	10	0.007022987939949404	higher in CLDN4-high	0.00390625	unspecified	NA	NA	NA	2.1814861718346092e-06
SP3(+)	SP3	other	cistarget_regulon	cistarget_as_returned	False	4.277919435512473	20	29	-0.0018788823348224633	higher in CLDN4-low	8	21	0.0015273615717887878	29	-0.0018788818269968033	0.0015273615717887878	10	-0.00044182873312081233	higher in CLDN4-low	0.556640625	unspecified	NA	NA	NA	
SP3(+)|CLDN4out	SP3	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.277919435512473	20	29	-0.0018788823348224633	higher in CLDN4-low	8	21	0.0015273615717887878	29	-0.0018788818269968033	0.0015273615717887878	10	-0.00044182873312081233	higher in CLDN4-low	0.556640625	unspecified	NA	NA	NA	0.0044589103950608165
SP4(+)	SP4	other	cistarget_regulon	cistarget_as_returned	False	3.173779086606784	9	29	0.0006097389920777241	higher in CLDN4-high	16	13	0.346684567630291	29	0.000609738752245903	0.346684567630291	10	-0.0008535593609112261	higher in CLDN4-low	0.845703125	unspecified	NA	NA	NA	
SP5(+)	SP5	other	cistarget_regulon	cistarget_as_returned	False	3.690115195079287	12	29	-0.00018646938818901943	higher in CLDN4-low	12	17	0.2842625416815281	29	-0.00018646917305886745	0.2842625416815281	10	-0.0004999906352493042	higher in CLDN4-low	0.193359375	unspecified	NA	NA	NA	
SP5(+)|CLDN4out	SP5	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.690115195079287	12	29	-0.00018646938818901943	higher in CLDN4-low	12	17	0.2842625416815281	29	-0.00018646917305886745	0.2842625416815281	10	-0.0004999906352493042	higher in CLDN4-low	0.193359375	unspecified	NA	NA	NA	0.36751085745968987
SPDEF(+)	SPDEF	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	5.347981353692434	75	29	0.00426083667122798	higher in CLDN4-high	19	10	0.06551516801118851	29	0.004260823130607605	0.06551516801118851	10	-0.00023963896238236165	higher in CLDN4-low	0.921875	lower_in_high	OPPOSITE	SAME	OPPOSITE	
SPDEF(+)|CLDN4out	SPDEF	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	5.347981353692434	75	29	0.00426083667122798	higher in CLDN4-high	19	10	0.06551516801118851	29	0.004260823130607605	0.06551516801118851	10	-0.00023963896238236165	higher in CLDN4-low	0.921875	lower_in_high	OPPOSITE	SAME	OPPOSITE	0.1097985686113437
SREBF1(+)	SREBF1	other	cistarget_regulon	cistarget_as_returned	False	3.801697803878036	5	29	-0.0019299288011766016	higher in CLDN4-low	5	24	1.5951693058013916e-05	29	-0.0019299285486340523	1.5951693058013916e-05	10	-0.0016456312632622937	higher in CLDN4-low	0.00390625	unspecified	NA	NA	NA	
SRF(+)	SRF	other	cistarget_regulon	cistarget_as_returned	False	3.615625156028736	14	29	-0.0008757708513563688	higher in CLDN4-low	5	24	0.0011698119342327118	29	-0.0008757703471928835	0.0011698119342327118	10	-0.0009327794143435871	higher in CLDN4-low	0.01953125	unspecified	NA	NA	NA	
SRF(+)|CLDN4out	SRF	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.615625156028736	14	29	-0.0008757708513563688	higher in CLDN4-low	5	24	0.0011698119342327118	29	-0.0008757703471928835	0.0011698119342327118	10	-0.0009327794143435871	higher in CLDN4-low	0.01953125	unspecified	NA	NA	NA	0.0036506200016572557
STAT1(+)	STAT1	IFN	cistarget_regulon	cistarget_as_returned	False	15.217770213115031	207	29	0.004809549393448454	higher in CLDN4-high	25	4	7.577240467071533e-06	29	0.004809545353055	7.577240467071533e-06	10	0.003927602220106116	higher in CLDN4-high	0.048828125	lower_in_high	OPPOSITE	SAME	OPPOSITE	
STAT1(+)|CLDN4out	STAT1	IFN	cistarget_regulon	cistarget_CLDN4_held_out	False	15.217770213115031	207	29	0.004809549393448454	higher in CLDN4-high	25	4	7.577240467071533e-06	29	0.004809545353055	7.577240467071533e-06	10	0.003927602220106116	higher in CLDN4-high	0.048828125	lower_in_high	OPPOSITE	SAME	OPPOSITE	4.4241307243224113e-05
STAT2(+)	STAT2	IFN	cistarget_regulon	cistarget_as_returned	False	7.355528230324945	79	29	0.0015015609240078484	higher in CLDN4-high	21	8	0.0012797452509403229	29	0.0015015611425042152	0.0012797452509403229	10	0.0007909623056921479	higher in CLDN4-high	0.232421875	lower_in_high	OPPOSITE	SAME	OPPOSITE	
STAT2(+)|CLDN4out	STAT2	IFN	cistarget_regulon	cistarget_CLDN4_held_out	False	7.355528230324945	79	29	0.0015015609240078484	higher in CLDN4-high	21	8	0.0012797452509403229	29	0.0015015611425042152	0.0012797452509403229	10	0.0007909623056921479	higher in CLDN4-high	0.232421875	lower_in_high	OPPOSITE	SAME	OPPOSITE	0.0038605648403366405
STAT3(+)	STAT3	other	cistarget_regulon	cistarget_as_returned	False	4.0557178265247344	16	29	0.0037158867649240424	higher in CLDN4-high	25	4	7.73109495639801e-05	29	0.003715887665748596	7.73109495639801e-05	10	0.0032185876443885583	higher in CLDN4-high	0.322265625	unspecified	NA	NA	NA	
STAT3(+)|CLDN4out	STAT3	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.0557178265247344	16	29	0.0037158867649240424	higher in CLDN4-high	25	4	7.73109495639801e-05	29	0.003715887665748596	7.73109495639801e-05	10	0.0032185876443885583	higher in CLDN4-high	0.322265625	unspecified	NA	NA	NA	0.00037819680732649723
STAT6(+)	STAT6	other	cistarget_regulon	cistarget_as_returned	False	3.1267167378564555	21	29	-0.00027285684205326666	higher in CLDN4-low	12	17	0.2297072820365429	29	-0.00027285702526569366	0.2297072820365429	10	-0.0011168158752240202	higher in CLDN4-low	0.322265625	unspecified	NA	NA	NA	
STAT6(+)|CLDN4out	STAT6	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.1267167378564555	21	29	-0.00027285684205326666	higher in CLDN4-low	12	17	0.2297072820365429	29	-0.00027285702526569366	0.2297072820365429	10	-0.0011168158752240202	higher in CLDN4-low	0.322265625	unspecified	NA	NA	NA	0.3102762540941363
TAF1(+)	TAF1	other	cistarget_regulon	cistarget_as_returned	False	3.774336595052073	13	29	0.0031483807296301854	higher in CLDN4-high	23	6	4.13358211517334e-05	29	0.003148379735648632	4.13358211517334e-05	10	0.0037852811483609864	higher in CLDN4-high	0.00390625	unspecified	NA	NA	NA	
TAF1(+)|CLDN4out	TAF1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.774336595052073	13	29	0.0031483807296301854	higher in CLDN4-high	23	6	4.13358211517334e-05	29	0.003148379735648632	4.13358211517334e-05	10	0.0037852811483609864	higher in CLDN4-high	0.00390625	unspecified	NA	NA	NA	0.0002078273230128818
TAF6(+)	TAF6	other	cistarget_regulon	cistarget_as_returned	False	3.384154526471048	9	29	-0.003963438666242113	higher in CLDN4-low	6	23	3.982335329055786e-06	29	-0.00396343506872654	3.982335329055786e-06	10	-0.002737938384162109	higher in CLDN4-low	0.083984375	unspecified	NA	NA	NA	
TBL1XR1(+)	TBL1XR1	other	cistarget_regulon	cistarget_as_returned	False	3.792471799663018	38	29	0.0043926725197689295	higher in CLDN4-high	22	7	0.0008089840412139893	29	0.004392668604850769	0.0008089840412139893	10	0.005144051941994323	higher in CLDN4-high	0.064453125	unspecified	NA	NA	NA	
TBL1XR1(+)|CLDN4out	TBL1XR1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.792471799663018	38	29	0.0043926725197689295	higher in CLDN4-high	22	7	0.0008089840412139893	29	0.004392668604850769	0.0008089840412139893	10	0.005144051941994323	higher in CLDN4-high	0.064453125	unspecified	NA	NA	NA	0.0025688791484163517
TBP(+)	TBP	other	cistarget_regulon	cistarget_as_returned	False	3.4629693236104533	14	29	-0.0005180919342212108	higher in CLDN4-low	8	21	0.025833535939455032	29	-0.0005180919542908669	0.025833535939455032	10	-7.369904985709197e-05	higher in CLDN4-low	0.6953125	unspecified	NA	NA	NA	
