layer,cohort,x,y,covariates,kind,family,primary,n,rho,p,fisher_ci95_low,fisher_ci95_high,boot_ci95_low,boot_ci95_high,boot_n,note,q_bh,q_bh_unadjusted,rho_ratio_partial_over_unadj,attenuation_call
rna,lung,TACSTD2,CLDN4,none,spearman,rna_exploratory,False,214,0.6074923026927191,5.636455165585778e-23,0.515364987738,0.6857384751753088,,,0,,,,,
rna,lung,TACSTD2,CLDN4,EPCAM,partial,rna_partials,False,214,0.5055051434166073,3.231108864303085e-15,0.3981286757441818,0.5992165075935415,,,0,,,,0.8321177752803581,retained
rna,lung,TACSTD2,CLDN4,KRT8+KRT18+KRT19,partial,rna_partials,False,214,0.08651743594351086,0.210707969806592,-0.04912519648126883,0.2190265049702599,,,0,,,,0.14241733691113612,attenuated
rna,lung,TACSTD2,CLDN4,IFNG,partial,rna_partials,False,214,0.5602501449287351,5.330236195744786e-19,0.4605013067455945,0.6460261160755038,,,0,,,,0.9222341459231954,retained
rna,lung,TACSTD2,CLDN4,IMMUNE,partial,rna_partials,False,214,0.6082896604506495,6.039627457383062e-23,0.5160577966994049,0.686577546602276,,,0,,,,1.0013125396888092,retained
rna,lung,TACSTD2,TJ_EPITHELIAL,none,spearman,rna_exploratory,False,214,0.505788267464433,2.6688980281484807e-15,0.39871861494065186,0.5992546418984449,,,0,,,,,
rna,lung,TACSTD2,TJ_EPITHELIAL,EPCAM,partial,rna_partials,False,214,0.35455426495385284,1.0498811722876498e-07,0.23113948151296118,0.46673956668943206,,,0,,,,0.7009934546945281,retained
rna,lung,TACSTD2,TJ_EPITHELIAL,KRT8+KRT18+KRT19,partial,rna_partials,False,214,0.06860120407683769,0.32132467069213494,-0.06708899951130207,0.2017999189099464,,,0,,,,0.1356322565976913,attenuated
rna,lung,TACSTD2,TJ_EPITHELIAL,IFNG,partial,rna_partials,False,214,0.4767117235488554,1.746725440468879e-13,0.3657170998105235,0.5743369156444141,,,0,,,,0.9425124191564561,retained
rna,lung,TACSTD2,TJ_EPITHELIAL,IMMUNE,partial,rna_partials,False,214,0.5574154769867246,8.708990465183703e-19,0.45724732086913134,0.6436180736714172,,,0,,,,1.1020727700567354,retained
rna,lung,TACSTD2,TJ_TISMO,none,spearman,rna_exploratory,False,214,0.550568051286462,2.32973915166071e-18,0.44965407699744686,0.6376037650921966,,,0,,,,,
rna,lung,TACSTD2,TJ_TISMO,EPCAM,partial,rna_partials,False,214,0.4412684860595956,1.45894969085763e-11,0.3261863505492792,0.5434617464027305,,,0,,,,0.8014785547917717,retained
rna,lung,TACSTD2,TJ_TISMO,KRT8+KRT18+KRT19,partial,rna_partials,False,214,0.10519685085163902,0.12770250164036825,-0.030302273615048277,0.23689936395539365,,,0,,,,0.19106966088176594,attenuated
rna,lung,TACSTD2,TJ_TISMO,IFNG,partial,rna_partials,False,214,0.5393430023464624,1.7898293761255545e-17,0.4365643434374047,0.6282253250915472,,,0,,,,0.9796118773805144,retained
rna,lung,TACSTD2,TJ_TISMO,IMMUNE,partial,rna_partials,False,214,0.6086566499339845,5.600952086313303e-23,0.5164852187308777,0.6868854687505981,,,0,,,,1.1055066644564504,retained
rna,lung,TACSTD2,CLDN4_TJ_EDGE,none,spearman,rna_exploratory,False,214,0.5644638110538197,2.0974987240023054e-19,0.4655945954478834,0.6494169489655301,,,0,,,,,
rna,lung,TACSTD2,CLDN4_TJ_EDGE,EPCAM,partial,rna_partials,False,214,0.45747134363178926,2.0555318879663147e-12,0.3442080069297421,0.5576107064204988,,,0,,,,0.8104529195197084,retained
rna,lung,TACSTD2,CLDN4_TJ_EDGE,KRT8+KRT18+KRT19,partial,rna_partials,False,214,0.12150123415969802,0.07824636186962979,-0.013793700109262879,0.2524272176260328,,,0,,,,0.21525070656498346,attenuated
rna,lung,TACSTD2,CLDN4_TJ_EDGE,IFNG,partial,rna_partials,False,214,0.5092772371128711,1.862260586167887e-15,0.4023947223118637,0.602462514020293,,,0,,,,0.9022318652493972,retained
rna,lung,TACSTD2,CLDN4_TJ_EDGE,IMMUNE,partial,rna_partials,False,214,0.5740682538878414,4.5459340049320705e-20,0.4764019374584313,0.6577401648744337,,,0,,,,1.0170151613725082,retained
rna,lung,TACSTD2,TJ_EPITHELIAL_noCLDN4,none,spearman,rna_exploratory,False,214,0.4849972818202696,5.022071243036201e-14,0.3752920262587094,0.5813023547283223,,,0,,,,,
rna,lung,TACSTD2,TJ_TISMO_noCLDN4,none,spearman,rna_exploratory,False,214,0.514650059272361,7.181545834034609e-16,0.40874644062531196,0.6068780223957533,,,0,,,,,
rna,lung,TACSTD2,CLDN4_TJ_EDGE_noCLDN4,none,spearman,rna_exploratory,False,214,0.5408056310586459,1.1839874981830239e-17,0.43849343092779836,0.6292798991756258,,,0,,,,,
rna,lung,TACSTD2,CLDN1,none,spearman,rna_exploratory,False,214,0.4669611859380081,5.480139911560395e-13,0.35508245213500494,0.5656525008979271,,,0,,,,,
rna,lung,TACSTD2,CLDN7,none,spearman,rna_exploratory,False,214,0.5947691792090892,7.289729573166664e-22,0.5005833471146606,0.6750389659328021,,,0,,,,,
rna,lung,TACSTD2,OCLN,none,spearman,rna_exploratory,False,214,0.42594410107637276,7.659392005243236e-11,0.3095085729909107,0.5297954839807044,,,0,,,,,
rna,lung,TACSTD2,TJP1,none,spearman,rna_exploratory,False,214,0.3568547907357717,7.982106366442456e-08,0.2339343573130367,0.46854664747329583,,,0,,,,,
rna,lung,TACSTD2,F11R,none,spearman,rna_exploratory,False,214,0.43657239369187323,2.2674103571651863e-11,0.32126649336543756,0.5391224797458796,,,0,,,,,
rna,lung,TACSTD2,CDH1,none,spearman,rna_exploratory,False,214,0.5675224922901326,1.2159036496775821e-19,0.46911199689474076,0.6520117271218289,,,0,,,,,
rna,lung,TACSTD2,EPCAM,none,spearman,rna_exploratory,False,214,0.39055203169827596,3.2891440990444576e-09,0.27060987666848707,0.4985545590114651,,,0,,,,,
rna,lung,TACSTD2,IFNG,none,spearman,rna_exploratory,False,214,0.4823113152138456,7.23326022552598e-14,0.3722757570252093,0.5789762579370982,,,0,,,,,
rna,lung,TACSTD2,IFNG,CLDN4,partial,rna_partials,False,214,0.40685325060461713,6.744741163175442e-10,0.2881834879342851,0.5132151416744436,,,0,,,,0.8435490476192288,retained
rna,lung,TACSTD2,IFNG,TJ_EPITHELIAL,partial,rna_partials,False,214,0.45073937760551414,4.699013809811863e-12,0.3367102179834568,0.5517391510694355,,,0,,,,0.9345403339867048,retained
rna,lung,TACSTD2,IFNG,TJ_TISMO,partial,rna_partials,False,214,0.46813693268016116,5.341707565749695e-13,0.3561165525917861,0.5668926613206536,,,0,,,,0.9706115488345948,retained
rna,lung,TACSTD2,IFNG,CLDN4_TJ_EDGE,partial,rna_partials,False,214,0.40729542772842087,6.437941225445983e-10,0.28866940081727527,0.5136054417005711,,,0,,,,0.8444658354072319,retained
rna,lung,TACSTD2,IFNG,EPCAM,partial,rna_partials,False,214,0.5412892124391294,1.3037727053124548e-17,0.43878646892751205,0.6298863074612718,,,0,,,,1.1222818029867998,retained
rna,lung,TACSTD2,MHC1,none,spearman,rna_exploratory,False,214,0.31358277470066,2.8826177924410538e-06,0.18734532630587736,0.42963052084498593,,,0,,,,,
rna,lung,TACSTD2,MHC1,CLDN4,partial,rna_partials,False,214,0.23427543381740304,0.0005666061548842096,0.10309051203392648,0.3574495627570531,,,0,,,,0.747092802023446,retained
rna,lung,TACSTD2,MHC1,TJ_EPITHELIAL,partial,rna_partials,False,214,0.2822972341322676,2.9009520715608937e-05,0.15369838134750757,0.4014923825695973,,,0,,,,0.9002319543914459,retained
rna,lung,TACSTD2,MHC1,TJ_TISMO,partial,rna_partials,False,214,0.298915497248336,9.04770074056505e-06,0.17137012601366408,0.41660636748225605,,,0,,,,0.953226775717113,retained
rna,lung,TACSTD2,MHC1,CLDN4_TJ_EDGE,partial,rna_partials,False,214,0.24064199643265033,0.0003946975235216017,0.10976109932383164,0.3633202787926433,,,0,,,,0.76739545615145,retained
rna,lung,TACSTD2,MHC1,EPCAM,partial,rna_partials,False,214,0.3536494190436984,1.1369674135035438e-07,0.2301599513014303,0.4659299838755061,,,0,,,,1.1277705523885528,retained
rna,lung,TACSTD2,IMMUNE,none,spearman,rna_exploratory,False,214,0.5496698718901494,2.7116276842692488e-18,0.4486259376802493,0.6368387860428415,,,0,,,,,
rna,lung,TACSTD2,IMMUNE,CLDN4,partial,rna_partials,False,214,0.5506443347981312,2.7615411498908026e-18,0.44948539778847596,0.6378590916741584,,,0,,,,1.0017728148436278,retained
rna,lung,TACSTD2,IMMUNE,TJ_EPITHELIAL,partial,rna_partials,False,214,0.5946520184386006,9.299959982656383e-22,0.5002069309094636,0.6751149490686752,,,0,,,,1.081834840963306,retained
rna,lung,TACSTD2,IMMUNE,TJ_TISMO,partial,rna_partials,False,214,0.6079228532458864,6.511780517265628e-23,0.5156306328553831,0.6862697493282499,,,0,,,,1.1059781231149208,retained
rna,lung,TACSTD2,IMMUNE,CLDN4_TJ_EDGE,partial,rna_partials,False,214,0.5597646365069183,5.799765748533649e-19,0.45994378921861184,0.645613799176765,,,0,,,,1.01836514084728,retained
rna,lung,TACSTD2,IMMUNE,EPCAM,partial,rna_partials,False,214,0.6503736321992106,5.352462594251669e-27,0.5653729902721817,0.721705956899526,,,0,,,,1.1832077133184893,retained
rna,lung,TACSTD2,ISG,none,spearman,rna_exploratory,False,214,0.4492397008503634,5.023370453784641e-12,0.3353267351832153,0.5502060816430975,,,0,,,,,
rna,lung,TACSTD2,CD274,none,spearman,rna_exploratory,False,214,0.5367998751713104,2.272397007122597e-17,0.4339230615596563,0.6258585334634383,,,0,,,,,
rna,lung,TJ_EPITHELIAL,IFNG,none,spearman,rna_tj_vs_immune,False,214,0.2004126475873279,0.003234288362148905,0.06812725240079037,0.32577287479530787,,,0,,,,,
rna,lung,TJ_EPITHELIAL,MHC1,none,spearman,rna_tj_vs_immune,False,214,0.14349299448068545,0.035932090429278744,0.009560418555196985,0.2723678963687681,,,0,,,,,
rna,lung,TJ_EPITHELIAL,IMMUNE,none,spearman,rna_tj_vs_immune,False,214,0.07542695862197747,0.27198429580468686,-0.05928937713398782,0.20744500812713013,,,0,,,,,
