layer,cohort,x,y,covariates,kind,family,primary,n,rho,p,fisher_ci95_low,fisher_ci95_high,boot_ci95_low,boot_ci95_high,boot_n,note,q_bh,q_bh_unadjusted,rho_ratio_partial_over_unadj,attenuation_call
rna,lung,TJ_TISMO,IFNG,none,spearman,rna_tj_vs_immune,False,214,0.17748927820345237,0.009270113725049075,0.04443034519628731,0.30436076202292484,,,0,,,,,
rna,lung,TJ_TISMO,MHC1,none,spearman,rna_tj_vs_immune,False,214,0.11958882178093556,0.08090539387923891,-0.014764548628083844,0.24970047942024318,,,0,,,,,
rna,lung,TJ_TISMO,IMMUNE,none,spearman,rna_tj_vs_immune,False,214,0.07953506739196316,0.2466520937847661,-0.05516999341899534,0.2113966696139085,,,0,,,,,
rna,lung,CLDN4,IFNG,none,spearman,rna_tj_vs_immune,False,214,0.28383681675869826,2.4992591084219392e-05,0.15564523375465336,0.40262650953696155,,,0,,,,,
rna,lung,CLDN4,MHC1,none,spearman,rna_tj_vs_immune,False,214,0.2171770479639236,0.0013902907873530287,0.08555237110714466,0.3413510661306108,,,0,,,,,
rna,lung,CLDN4,IMMUNE,none,spearman,rna_tj_vs_immune,False,214,0.19926237668016913,0.0034192158649863596,0.06693459853491524,0.32470149301352474,,,0,,,,,
rna,lung,CLDN4_TJ_EDGE,IFNG,none,spearman,rna_tj_vs_immune,False,214,0.2832299163378445,2.6054453816862217e-05,0.15500120039032042,0.40207339169805156,,,0,,,,,
rna,lung,CLDN4_TJ_EDGE,MHC1,none,spearman,rna_tj_vs_immune,False,214,0.2116006624401921,0.0018541998687804835,0.07974725799331285,0.33617681309925757,,,0,,,,,
rna,lung,CLDN4_TJ_EDGE,IMMUNE,none,spearman,rna_tj_vs_immune,False,214,0.16665268726027102,0.014657495987560176,0.033279959691445496,0.29419376026329197,,,0,,,,,
rna,NSCLC,TACSTD2,CLDN4,none,spearman,rna_nsclc_primary,True,143,0.667437179146622,8.811122112650595e-20,0.5652126618336732,0.7494742111746636,0.5630975566304146,0.7529621467003763,2000,,,2.0559284929518053e-19,,
rna,NSCLC,TACSTD2,CLDN4,EPCAM,partial,rna_partials,False,143,0.4735425650932794,2.6518412197866543e-09,0.3349426151445048,0.5920840970185965,0.31914831202636557,0.6065564557614529,2000,,,,0.7094938368562953,retained
rna,NSCLC,TACSTD2,CLDN4,KRT8+KRT18+KRT19,partial,rna_partials,False,143,0.24176021372081974,0.004005676573861721,0.07902659594128678,0.3919431212279928,0.0430040791749965,0.4278130093119188,2000,,,,0.36222167609831346,reduced_but_still_associated
rna,NSCLC,TACSTD2,CLDN4,IFNG,partial,rna_nsclc_primary,True,143,0.642410578228879,6.865711200463416e-18,0.5342153285693313,0.729898171663681,0.5328682062310425,0.7350171648260236,2000,,1.2014994600810979e-17,,0.9625034359791858,retained
rna,NSCLC,TACSTD2,CLDN4,IMMUNE,partial,rna_partials,False,143,0.6452598087583988,4.408796739079367e-18,0.5376839804824023,0.7321639893743095,0.534917647974091,0.733680556210166,2000,,,,0.9667723478986008,retained
rna,NSCLC,TACSTD2,TJ_EPITHELIAL,none,spearman,rna_nsclc_primary,True,143,0.6684176723331081,7.447457753270117e-20,0.5664161730720807,0.7502490625271071,0.5508658873580203,0.7599100886815277,2000,,,2.0559284929518053e-19,,
rna,NSCLC,TACSTD2,TJ_EPITHELIAL,EPCAM,partial,rna_partials,False,143,0.4408223940418474,4.01028694931035e-08,0.2977137432621684,0.5645542925041424,0.2601341782219471,0.5915688006137532,2000,,,,0.659501405016955,retained
rna,NSCLC,TACSTD2,TJ_EPITHELIAL,KRT8+KRT18+KRT19,partial,rna_partials,False,143,0.3041992178217341,0.000258133728726247,0.14564636671579084,0.4475173503179081,0.08373714622827023,0.4819358182623181,2000,,,,0.4551034935385961,reduced_but_still_associated
rna,NSCLC,TACSTD2,TJ_EPITHELIAL,IFNG,partial,rna_nsclc_primary,True,143,0.6500833279618925,2.0605506373290163e-18,0.5435644424790509,0.735995458161722,0.5190773430851013,0.7548801327553761,2000,,4.807951487101038e-18,,0.972570527186662,retained
rna,NSCLC,TACSTD2,TJ_EPITHELIAL,IMMUNE,partial,rna_partials,False,143,0.6681324677179791,1.0548589812570221e-19,0.5656617184596386,0.7502837793277862,0.5422355228624861,0.7682808236340579,2000,,,,0.9995733137723102,retained
rna,NSCLC,TACSTD2,TJ_TISMO,none,spearman,rna_nsclc_primary,True,143,0.6631051486070441,1.8381559507700125e-19,0.5599004927533214,0.7460480582969138,0.5506362488113988,0.7554311734904807,2000,,,3.2167729138475216e-19,,
rna,NSCLC,TACSTD2,TJ_TISMO,EPCAM,partial,rna_partials,False,143,0.4291586745253523,9.875411963089173e-08,0.28454722060643606,0.5546737650091983,0.27406386004620426,0.5628942136217169,2000,,,,0.6471955095309803,retained
rna,NSCLC,TACSTD2,TJ_TISMO,KRT8+KRT18+KRT19,partial,rna_partials,False,143,0.29506974577473466,0.0004014227353622389,0.13581502317559022,0.43946011823537645,0.08938122937350496,0.4822986094252687,2000,,,,0.44498183492403093,reduced_but_still_associated
rna,NSCLC,TACSTD2,TJ_TISMO,IFNG,partial,rna_nsclc_primary,True,143,0.657094342407131,6.653768166655058e-19,0.55213041488568,0.7415547249510406,0.5439652601114191,0.7473997018304537,2000,,2.3288188583292703e-18,,0.9909353649077531,retained
rna,NSCLC,TACSTD2,TJ_TISMO,IMMUNE,partial,rna_partials,False,143,0.6769710288904022,2.2786566356076575e-20,0.5765365716987505,0.7572528079087983,0.5698848564295872,0.7668434581679588,2000,,,,1.0209105302718362,retained
rna,NSCLC,TACSTD2,CLDN4_TJ_EDGE,none,spearman,rna_nsclc_primary,True,143,0.6960739854964489,4.917271395813042e-22,0.6005432108470137,0.7720127299114542,0.5862807089968972,0.7819873541988844,2000,,,3.4420899770691295e-21,,
rna,NSCLC,TACSTD2,CLDN4_TJ_EDGE,EPCAM,partial,rna_partials,False,143,0.499283679974682,2.5367021720497115e-10,0.36453807235428043,0.6135492074530527,0.3398940506381839,0.6211992576426242,2000,,,,0.7172853610074027,retained
rna,NSCLC,TACSTD2,CLDN4_TJ_EDGE,KRT8+KRT18+KRT19,partial,rna_partials,False,143,0.34092388255621014,3.7579357726969e-05,0.18551330694982937,0.4796954038576888,0.14964855203747462,0.5170503601912277,2000,,,,0.4897811003711895,reduced_but_still_associated
rna,NSCLC,TACSTD2,CLDN4_TJ_EDGE,IFNG,partial,rna_nsclc_primary,True,143,0.6685040131346409,9.900937645783252e-20,0.566118146710254,0.75057710352048,0.5588351065202208,0.7589036772747727,2000,,6.930656352048277e-19,,0.9603921810953117,retained
rna,NSCLC,TACSTD2,CLDN4_TJ_EDGE,IMMUNE,partial,rna_partials,False,143,0.6797306634723072,1.3967621641077164e-20,0.5799392960122072,0.7594249859765944,0.5738425024467559,0.7749534339937264,2000,,,,0.9765207113544323,retained
rna,NSCLC,TACSTD2,TJ_EPITHELIAL_noCLDN4,none,spearman,rna_exploratory,False,143,0.6569020743606591,5.158799154533144e-19,0.5523086931499549,0.7411344604056205,,,0,,,,,
rna,NSCLC,TACSTD2,TJ_TISMO_noCLDN4,none,spearman,rna_exploratory,False,143,0.6357237980467518,1.4667194355164878e-17,0.5265191607974709,0.7242903843913778,,,0,,,,,
rna,NSCLC,TACSTD2,CLDN4_TJ_EDGE_noCLDN4,none,spearman,rna_exploratory,False,143,0.6788888228059178,1.187222403262881e-20,0.5792962293178084,0.7585100711181003,,,0,,,,,
rna,NSCLC,TACSTD2,CLDN1,none,spearman,rna_exploratory,False,143,0.2400974683930902,0.00387303096288995,0.07906497796287978,0.38891813268557,,,0,,,,,
rna,NSCLC,TACSTD2,CLDN7,none,spearman,rna_exploratory,False,143,0.6671673458892021,9.227389173502131e-20,0.564881529996731,0.7492609314259475,,,0,,,,,
rna,NSCLC,TACSTD2,OCLN,none,spearman,rna_exploratory,False,143,0.4084869315518177,4.0916945357099436e-07,0.26189937971510735,0.5366516443667734,,,0,,,,,
rna,NSCLC,TACSTD2,TJP1,none,spearman,rna_exploratory,False,143,0.27237330932331194,0.000998410169361226,0.11328989311245741,0.4178403682533986,,,0,,,,,
rna,NSCLC,TACSTD2,F11R,none,spearman,rna_exploratory,False,143,0.5869636813266237,1.3167181147925446e-14,0.4678965952679228,0.6851030849607803,,,0,,,,,
rna,NSCLC,TACSTD2,CDH1,none,spearman,rna_exploratory,False,143,0.6731649211278515,3.2696390288401e-20,0.572249366379601,0.7539974800410048,,,0,,,,,
rna,NSCLC,TACSTD2,EPCAM,none,spearman,rna_exploratory,False,143,0.559777239047664,3.6470926682585057e-13,0.4356599978601792,0.6630045540837693,,,0,,,,,
rna,NSCLC,TACSTD2,IFNG,none,spearman,rna_nsclc_primary,True,143,0.33934899527578155,3.381533405737102e-05,0.1855354239682553,0.47693078073000694,0.17813927759279852,0.4782359183155707,2000,,,3.945122306693286e-05,,
rna,NSCLC,TACSTD2,IFNG,CLDN4,partial,rna_partials,False,143,0.25069916499466,0.002619118238580436,0.08967520647841046,0.3989509655194487,0.0847598912047036,0.40339067497440123,2000,,,,0.7387650132599398,retained
rna,NSCLC,TACSTD2,IFNG,TJ_EPITHELIAL,partial,rna_nsclc_primary,True,143,0.27657360737782627,0.000862669189861337,0.11718519858025558,0.42207162924810554,0.11269655336445876,0.4279206105086124,2000,,0.00100644738817156,,0.8150123065873848,retained
rna,NSCLC,TACSTD2,IFNG,TJ_TISMO,partial,rna_partials,False,143,0.3203523600060162,0.00010164265847524139,0.1642950625177589,0.4607647247826506,0.14948281294441387,0.45871091674056624,2000,,,,0.9440203579965598,retained
rna,NSCLC,TACSTD2,IFNG,CLDN4_TJ_EDGE,partial,rna_partials,False,143,0.22489831247139414,0.00712708683895868,0.062485947614829444,0.3757068193726624,0.045584969698139036,0.37822742781535607,2000,,,,0.6627345759153469,retained
rna,NSCLC,TACSTD2,IFNG,EPCAM,partial,rna_partials,False,143,0.4413370837469463,3.850914621549874e-08,0.2982960047165041,0.5649894791764896,0.3093340795099207,0.5578144919444133,2000,,,,1.3005404167714751,retained
rna,NSCLC,TACSTD2,MHC1,none,spearman,rna_nsclc_primary,True,143,0.15356456184286266,0.06708188910072438,-0.010857704898976679,0.3099013262393914,-0.032003064549875955,0.31248031130719683,2000,,,0.06708188910072438,,
rna,NSCLC,TACSTD2,MHC1,CLDN4,partial,rna_partials,False,143,0.058193285200286764,0.49151128338206057,-0.10756511088062044,0.2208039286824246,-0.10145854686162074,0.21932029341503045,2000,,,,0.3789499641188958,no_unadjusted_association
rna,NSCLC,TACSTD2,MHC1,TJ_EPITHELIAL,partial,rna_nsclc_primary,True,143,0.0810292455358682,0.33775125969513875,-0.08483032105220346,0.24251943699102005,-0.08092870901030831,0.24383180087166673,2000,,0.33775125969513875,,0.5276558898971928,no_unadjusted_association
rna,NSCLC,TACSTD2,MHC1,TJ_TISMO,partial,rna_partials,False,143,0.1305406661369681,0.12151252169507569,-0.03493789940151183,0.28905227393945643,-0.030955133361470558,0.3062679919556662,2000,,,,0.8500702542982924,no_unadjusted_association
rna,NSCLC,TACSTD2,MHC1,CLDN4_TJ_EDGE,partial,rna_partials,False,143,0.03892618964975011,0.6455639020868472,-0.12661295321852883,0.20235591664207458,-0.12209824340168879,0.19717972966416006,2000,,,,0.253484197021849,no_unadjusted_association
rna,NSCLC,TACSTD2,MHC1,EPCAM,partial,rna_partials,False,143,0.19564795977283025,0.01962687861405304,0.03195040037532638,0.34912348878196764,0.016734255093807857,0.3629434009044123,2000,,,,1.274043681855649,no_unadjusted_association
rna,NSCLC,TACSTD2,IMMUNE,none,spearman,rna_nsclc_primary,True,143,0.40541594251721846,5.089332672628287e-07,0.25846801565183897,0.534025918578819,0.25705608002066305,0.5340804076555287,2000,,,7.125065741679602e-07,,
rna,NSCLC,TACSTD2,IMMUNE,CLDN4,partial,rna_partials,False,143,0.3471194292346223,2.314117280404767e-05,0.19345385318462752,0.4841622861697519,0.19710578055056482,0.48435183356430855,2000,,,,0.8562056713393301,retained
rna,NSCLC,TACSTD2,IMMUNE,TJ_EPITHELIAL,partial,rna_nsclc_primary,True,143,0.40470519750892464,5.871435610322137e-07,0.2571190150700457,0.5338432841898737,0.25120294269072807,0.5386038054429086,2000,,8.220009854450991e-07,,0.9982468745459766,retained
rna,NSCLC,TACSTD2,IMMUNE,TJ_TISMO,partial,rna_partials,False,143,0.4382635319443021,4.9011993537626605e-08,0.29482051709478885,0.5623896707678642,0.28544975470766715,0.560931711205794,2000,,,,1.081021948034736,retained
rna,NSCLC,TACSTD2,IMMUNE,CLDN4_TJ_EDGE,partial,rna_partials,False,143,0.35764740029278214,1.2446752192860706e-05,0.20499740020191762,0.493311577757413,0.20325604950278314,0.505544678994114,2000,,,,0.8821739916594239,retained
rna,NSCLC,TACSTD2,IMMUNE,EPCAM,partial,rna_partials,False,143,0.5155621508097253,5.1828614017833004e-11,0.3833955683497164,0.6270369643686056,0.36932919170119555,0.6341380053169311,2000,,,,1.2716869188927586,retained
rna,NSCLC,TACSTD2,ISG,none,spearman,rna_exploratory,False,143,0.27479023843166306,0.0008958339749368359,0.11586806024193153,0.4199943661259963,,,0,,,,,
rna,NSCLC,TACSTD2,CD274,none,spearman,rna_exploratory,False,143,0.400422707173527,7.223062386085586e-07,0.25289673805661544,0.5297513505052734,,,0,,,,,
rna,NSCLC,TJ_EPITHELIAL,IFNG,none,spearman,rna_tj_vs_immune,False,143,0.2065686660757083,0.01331319585003506,0.04390895666012215,0.3585592292776884,0.040712398107570096,0.3735732448088844,2000,,,,,
rna,NSCLC,TJ_EPITHELIAL,MHC1,none,spearman,rna_tj_vs_immune,False,143,0.14047161758429363,0.09425625704427831,-0.024235788644773302,0.29775450230851425,-0.025602143401060505,0.3030488162831354,2000,,,,,
rna,NSCLC,TJ_EPITHELIAL,IMMUNE,none,spearman,rna_tj_vs_immune,False,143,0.1621524015890213,0.0530065811253893,-0.002050755743989103,0.31784097351019447,-0.016605872290640845,0.319697020831481,2000,,,,,
rna,NSCLC,TJ_TISMO,IFNG,none,spearman,rna_tj_vs_immune,False,143,0.1544781509570242,0.06545305786413202,-0.00992201748340869,0.3107469972130019,-0.015445088947071443,0.3155729274388092,2000,,,,,
rna,NSCLC,TJ_TISMO,MHC1,none,spearman,rna_tj_vs_immune,False,143,0.08475737877146326,0.31419064825234644,-0.08051133169482691,0.24549049020714125,-0.07974399964561979,0.2533475556409349,2000,,,,,
rna,NSCLC,TJ_TISMO,IMMUNE,none,spearman,rna_tj_vs_immune,False,143,0.12026002166847237,0.1525228590269772,-0.04477238018086317,0.2789029079803926,-0.039949725533698875,0.2777831158745289,2000,,,,,
rna,NSCLC,CLDN4,IFNG,none,spearman,rna_tj_vs_immune,False,143,0.23667519590974492,0.004428150922106572,0.07545816556245849,0.3858341516378784,0.08013813444750419,0.3863506421531652,2000,,,,,
rna,NSCLC,CLDN4,MHC1,none,spearman,rna_tj_vs_immune,False,143,0.16605552967862544,0.04746909508156097,0.0019603934557832726,0.3214422990123804,-0.009613860931549173,0.3353315039186879,2000,,,,,
rna,NSCLC,CLDN4,IMMUNE,none,spearman,rna_tj_vs_immune,False,143,0.23057271777831334,0.005597347770732881,0.0690370733301046,0.38032661872993767,0.05581340263056145,0.38568814304083193,2000,,,,,
rna,NSCLC,CLDN4_TJ_EDGE,IFNG,none,spearman,rna_tj_vs_immune,False,143,0.2637603007321317,0.0014576151284552718,0.1041196814358725,0.4101510247036489,0.09636943621789756,0.42709495327968844,2000,,,,,
rna,NSCLC,CLDN4_TJ_EDGE,MHC1,none,spearman,rna_tj_vs_immune,False,143,0.18112873042450506,0.03039423577128963,0.017500482985426568,0.3353079200012042,0.0031980615339040025,0.33893779600171403,2000,,,,,
rna,NSCLC,CLDN4_TJ_EDGE,IMMUNE,none,spearman,rna_tj_vs_immune,False,143,0.22280770872320163,0.007479225917597452,0.06088595302886682,0.37330324941484233,0.06040474942922403,0.37218792793582717,2000,,,,,
rna,LUAD,TACSTD2,CLDN4,none,spearman,rna_exploratory,False,80,0.7561387264786419,5.108416933686581e-16,0.6432968954135071,0.8368279880606233,,,0,,,,,
rna,LUAD,TACSTD2,CLDN4,EPCAM,partial,rna_partials,False,80,0.515101335918749,1.1908546821668238e-06,0.33177861505811224,0.6609350294325336,,,0,,,,0.6812259680410625,retained
rna,LUAD,TACSTD2,CLDN4,KRT8+KRT18+KRT19,partial,rna_partials,False,80,0.39793010346040375,0.00033847011552124676,0.19097222905841724,0.5710155107486928,,,0,,,,0.5262660005705233,retained
rna,LUAD,TACSTD2,CLDN4,IFNG,partial,rna_partials,False,80,0.7388181498794244,7.69795554851041e-15,0.6187942029511303,0.8251343004801106,,,0,,,,0.9770933877704163,retained
rna,LUAD,TACSTD2,CLDN4,IMMUNE,partial,rna_partials,False,80,0.7368642784456166,9.846753731659558e-15,0.6161406622103465,0.8237607026714192,,,0,,,,0.9745093759146726,retained
rna,LUAD,TACSTD2,TJ_EPITHELIAL,none,spearman,rna_exploratory,False,80,0.7396476752462477,4.6342239271690455e-15,0.6208225749832174,0.8252505528440353,,,0,,,,,
rna,LUAD,TACSTD2,TJ_EPITHELIAL,EPCAM,partial,rna_partials,False,80,0.41932386431040264,0.00011981741246048143,0.21846924683747906,0.5860935113303825,,,0,,,,0.5669237913453847,retained
rna,LUAD,TACSTD2,TJ_EPITHELIAL,KRT8+KRT18+KRT19,partial,rna_partials,False,80,0.3913143566925929,0.0004331071681627224,0.1834107693829075,0.5657108228529921,,,0,,,,0.5290550755294597,retained
