unit_id	dataset	Sample_Origin	n_high	n_low	AT2_high	AT2_low	barrier_high	barrier_low	IFN_high	IFN_low	sling_high	sling_low
GSE131907:BRONCHO_11	GSE131907	mLN	80	47	0.5158440092987405	0.3795069843031171	1.5350106332978803	1.2640164536582184	0.3437188123076379	0.19836531510204075		
GSE131907:BRONCHO_58	GSE131907	tL/B	53	134	0.9971914957789195	1.1356386778962047	2.113447346623579	1.5414111474708796	0.40057362787737366	0.2792694464199586	43.313982856896	32.7532395224166
GSE131907:EBUS_06	GSE131907	tL/B	152	95	0.039087749121417714	0.03423317295349844	1.4877406475625714	1.170315135508514	0.15346307067655138	0.09142628196054703	18.7352446321527	32.440376749691
GSE131907:EBUS_10	GSE131907	mLN	106	79	0.39260455833822155	0.2776212955872135	1.6821707696449577	1.2617461673341042	0.3331210437154142	0.25315219750134416	91.56586552183501	45.099949206575566
GSE131907:EBUS_12	GSE131907	mLN	78	49	0.32669792267785996	0.22036154787538859	2.0163326400384993	1.7026371727949483	0.4741763000405395	0.3586204157891066		
GSE131907:EBUS_15	GSE131907	mLN	56	154	0.35579641229767767	0.28773203202352327	1.82279492356737	1.402001513981896	0.3336102004071661	0.2298099415416777		18.7352446321527
GSE131907:EBUS_19	GSE131907	mLN	129	22	1.2216286369908915	0.4412718200185012	1.345979640431099	0.6865824692282015	0.35301962454538777	0.20160738264412403	63.253509616702104	35.75778536428865
GSE131907:EBUS_28	GSE131907	tL/B	274	22	0.5761384254279469	0.5294109123107504	1.6323057491802084	1.0935654827476529	0.2637066899549	0.20345180638441243	60.441447410982086	79.20765865111954
GSE131907:EBUS_49	GSE131907	tL/B	24	67	0.037500400059382294	0.06371033248625381	1.5635014431188805	0.9706184958961405	0.17174214027479504	0.10272946279992687	51.14240860596573	4.38153394094416
GSE131907:EBUS_51	GSE131907	mLN	75	78	1.1608303324899603	0.996396761611935	1.8175933221280578	1.5645758670716465	0.3567829849314144	0.2888687032597552	47.34990466209857	36.126253418084
GSE131907:LUNG_N01	GSE131907	nLung	24	83	1.5321723496548252	3.461537307101826	0.9182743230919251	0.6801297024168835	0.28642641983014144	0.2661265132658459	52.676695088143575	8.36099067297581
GSE131907:LUNG_N06	GSE131907	nLung	43	66	0.998617362546309	2.6370757943134233	0.8712740092842541	0.6217622268499321	0.262720122598234	0.219333135602133	68.21171431254488	20.915445984669503
GSE131907:LUNG_N08	GSE131907	nLung	64	122	0.962065319719483	2.239376426866241	1.0348207501657882	0.8209136487026677	0.24783556916656319	0.2265272232590876	63.56557075207501	20.84156711253612
GSE131907:LUNG_N09	GSE131907	nLung	31	133	3.091241598648332	3.9893722883339104	0.9287404977118591	0.6624989174114332	0.2267650147257801	0.23204696510968045	15.084213759639178	2.8036974293921553
GSE131907:LUNG_N18	GSE131907	nLung	151	95	0.6663746390949852	1.3461345063378054	1.2100348243380532	0.9955403866523761	0.28508854526776933	0.22952917930935537	64.05107908448815	26.513882135700495
GSE131907:LUNG_N19	GSE131907	nLung	27	49	2.528938738055197	3.730266502247698	0.9239958303722043	0.5002350317043753	0.2560683724980226	0.24713930401949571	21.30981525041109	6.744652396781419
GSE131907:LUNG_N20	GSE131907	nLung	50	109	2.4148040470523666	2.546881607311049	0.7424777338710191	0.6052521648398901	0.20423754979626677	0.20052505428051276	18.632856033790244	11.013797460769187
GSE131907:LUNG_N28	GSE131907	nLung	25	81	2.941754254946299	3.682646672166372	0.8474531195121865	0.5732609348323674	0.25831466077006054	0.2632198923039608	4.638219140288696	5.131175134995991
GSE131907:LUNG_N30	GSE131907	nLung	150	93	0.7356225413603552	1.4347466333360908	1.0835336303922911	0.7608407048864151	0.23320447187299276	0.20250475293549702	54.19265870441668	34.09236276085064
GSE131907:LUNG_N31	GSE131907	nLung	93	124	2.264694834647993	3.0689332812412458	1.0349683162794718	0.7950793540343534	0.23706992108585506	0.21222671892284217	28.849928744872486	11.474772842847274
GSE131907:LUNG_N34	GSE131907	nLung	73	112	3.93563177661529	3.9605674012979812	0.7636608437724792	0.5481047672780921	0.22708542198385764	0.2026155531066809	4.210035551749647	5.001399602920348
GSE131907:LUNG_T06	GSE131907	tLung	63	16	0.9712991787954415	1.2555971252859752	1.3803666470430147	0.7910399586288868	0.34585366058326883	0.22238948456086646	33.27246107863896	22.530734549437696
GSE131907:LUNG_T09	GSE131907	tLung	13	44	2.3667287027601165	3.39480288957358	1.4754522774913852	0.7409372770744092	0.3161763030225515	0.24188533301393023	13.840287961467524	3.183135876223692
GSE131907:LUNG_T18	GSE131907	tLung	212	31	0.1344398105941574	0.0359940109612764	1.6819052755244468	1.3516855301207835	0.33154086189578474	0.199485043842791	59.13298392821605	
GSE131907:LUNG_T19	GSE131907	tLung	85	81	1.6900692742282803	2.869419087761073	0.9136189359530797	0.5571931693818707	0.26849360754430923	0.24426735454387727	31.84916731150397	12.842012336178348
GSE131907:LUNG_T20	GSE131907	tLung	202	51	1.1073400076186224	1.2013955669805318	2.1477775211333285	1.541334569231995	0.3636705904476432	0.2500294785080294	22.075564049218475	13.473656467977271
GSE131907:LUNG_T25	GSE131907	tLung	86	49	2.0083269652484708	1.953638909520589	1.253811846141189	1.1372032476416538	0.23952867004977388	0.2014386541441815	29.719187561039433	26.185069273188716
GSE131907:LUNG_T28	GSE131907	tLung	211	32	0.7103949294130839	1.9422564928944932	1.622423309458922	0.9036447527650919	0.3232131877665693	0.24939773642834642	8.146023336777583	4.758893689407699
GSE131907:LUNG_T30	GSE131907	tLung	74	133	2.086262119240762	2.3710845218510395	1.044689174807499	0.7972826367332243	0.2566446875689312	0.2353946684432014	30.953346191813054	25.16084121327218
GSE131907:LUNG_T31	GSE131907	tLung	68	88	1.1660084333415874	1.9964228819322272	1.7630407932251884	1.2832463195733863	0.26807885205370524	0.22342376514813295	26.33942014647507	17.719596155274814
GSE131907:LUNG_T34	GSE131907	tLung	171	38	1.6888773847369443	1.5710462573288333	1.3395254108526249	0.9784316816541574	0.296316335521032	0.24354621598145576	29.412549983972905	24.571637156183535
GSE131907:NS_02	GSE131907	mBrain	24	85	0.2427602562379676	0.0852388172335001	0.8851769544128971	0.6395454299347276	0.285977472541168	0.19082777102077414	67.73945090827884	69.2020926544141
GSE131907:NS_03	GSE131907	mBrain	263	25	0.26981326592578325	0.1463021141552996	2.0569024518948678	2.0144067391348552	0.2550548496373233	0.16394344981397657		
GSE131907:NS_04	GSE131907	mBrain	108	64	0.6435609635150062	0.42749096953737864	1.4454670925101345	1.13704934470179	0.2962224762415822	0.20152598463558818		
GSE131907:NS_06	GSE131907	mBrain	32	35	0.7453094716838385	0.4285003552143131	1.8287412697377756	1.5299496953439669	0.32134421418611536	0.20147345688930332		
GSE131907:NS_07	GSE131907	mBrain	198	44	0.3115782769277707	0.21707740579065768	1.0809896604528866	0.8168917118415595	0.1884108355830651	0.13749026750754967		
GSE131907:NS_12	GSE131907	mBrain	173	54	0.7204907129637518	0.7593739792948666	1.5148583075121436	1.3131891186270566	0.2505409041419556	0.19305422570106423		
GSE131907:NS_13	GSE131907	mBrain	127	91	2.9299595894419976	2.896352240400061	1.0434947828295675	0.7494790845020579	0.2506883245892027	0.20476691770618438	20.03700808443115	24.18619740798645
GSE131907:NS_17	GSE131907	mBrain	272	35	0.04439686309743132	0.01132866668822322	1.6018313962774682	1.6188633776483545	0.25961927832412757	0.17625928627339046		
GSE131907:NS_19	GSE131907	mBrain	75	119	0.30199423489501115	0.28615580025789883	1.3982347120573044	1.240899318146525	0.33601589465239856	0.2957259135737331		20.1422854964678
GSE189357:TD1	GSE189357	tumor	128	158	0.6001675768026153	0.5469419250726382	1.5456696701757053	0.8233764229795886	0.36510512839521114	0.25456931679019934	43.53193053324799	24.594190434592992
GSE189357:TD2	GSE189357	tumor	58	229	1.316324220584448	0.6292111294471534	1.348874171006555	0.7622938797606882	0.2897105957705564	0.22227771296723944	60.6825478237353	23.217865718814537
GSE189357:TD3	GSE189357	tumor	60	200	1.2421049907570312	0.8327441740918698	1.0484910111511956	0.6171730424598261	0.2565945020248959	0.2926628426996942	50.60431667218557	23.994042410280453
GSE189357:TD4	GSE189357	tumor	47	242	1.5337666242331838	0.3336584250137394	1.1502345064980715	0.7049216884188695	0.30546282018175724	0.24462626496263903	29.145900274981884	19.258825457657373
GSE189357:TD5	GSE189357	tumor	92	208	1.069696992833121	0.8490932713721764	1.0507270016430976	0.5392982283833612	0.32396809458145165	0.3079138955066226	60.53495691498987	28.640219021226454
GSE189357:TD6	GSE189357	tumor	82	134	1.7818889983620754	0.7217720521138196	1.232871612535754	0.6074459130020347	0.27691084585486514	0.2470308352007803	35.371692756568855	20.401792560033307
GSE189357:TD7	GSE189357	tumor	71	225	2.1038962553521463	1.3433253145798203	1.1488234915946052	0.7137946475753101	0.274814750563307	0.2800787478603846	27.593848455711647	20.81522703996268
GSE189357:TD8	GSE189357	tumor	48	195	2.952183961705243	0.6957022988998107	1.2587034466956588	0.6280911156938663	0.2675452550261262	0.2620964514582541	6.9904992087080124	9.9703997035837
GSE189357:TD9	GSE189357	tumor	212	83	1.4703752940463775	0.8128959112793972	1.2587047609312585	0.6921157214771962	0.29499640354403306	0.25674942296078845	33.40582376388826	28.633411562332647
