unit_id	n_mice	n_lines	line	lines	cancer	Tacstd2	Cldn4	Granulocytes_mMCPcounter	Neutrophils_mMCPcounter	Neutrophil_TIMER	Neutrophils_CIBERSORT_abs	Neutrophil_quanTIseq	Neutrophil_xCell	T CD8_TIMER	T CD8_CIBERSORT_abs	T CD8_EPIC	T CD8_quanTIseq	T CD8_xCell	CD8 T_mMCPcounter	cluster
ERP114266	10	1	CT26	CT26	Colorectal	0.2943737134911225	0.1392216014029535	0.141335	0.0	0.1250118065	0.0039980375	0.057197445	0.0023541788500000002	0.200619755	0.026024310000000002	0.02311512	0.0013211408	0.016203679999999998	0.7478505	ERP114266
GSE103725	3	1	YUMM1.7	YUMM1.7	Melanoma	0.0655941453224401	0.0	0.0	0.0991753395	0.1189872	0.006584857	0.0	0.00952501	0.1837687	0.01263523	0.01476141	0.0	1.969709e-19	0.1050598391	GSE103725
GSE107801	20	1	EMT6	EMT6	Mammary	0.0916950817336004	0.1547561469093225	0.0656197351	0.0	0.1155629	0.0	0.012241950000000001	0.0	0.14798748165	0.001277472	0.011093485	0.0	2.568564e-19	0.021369229	GSE107801
GSE109485	6	1	B16	B16	Melanoma	0.00100081914048605	0.0	0.0	0.0	0.11808493495	0.0	0.001229059	8.229573999999999e-19	0.15746129135	0.020289117500000002	0.007931265	0.0	2.1009444499999998e-18	0.138818818	GSE109485
GSE124821	91	4	mixed	KPB25L,T11,p53-2225L,p53-2336R	Mammary	0.39891288983982	1.32273116393245	0.140490742	0.138835434	0.1114412028	0.0	0.06891763	0.003614797	0.1878669298	0.01411061	0.01005322	0.0	0.0	0.560210167	GSE124821
GSE130472	14	1	4T1	4T1	Mammary	2.31552788021324	5.581951108969095	0.6986207015000001	0.3195317455	0.13114926729999998	0.01243086	0.0085944895	0.01901701	0.1905767678	0.1572267	0.026046615	0.0120013	0.0015010555000000015	2.242664461	GSE130472
GSE132529	3	1	4T1	4T1	Mammary	4.71476550712754	6.69924746219443	1.07589	1.299686	0.12300969	0.006432876	0.0325203041	0.009002522	0.22049452	0.03026119	0.0032274119	0.010160283	0.0	3.551139	GSE132529
GSE137818	10	1	4T1	4T1	Mammary	4.1134038544796745	7.8147736809611	0.904197397	0.1240569635	0.1937547693	0.018116995	0.0072465080000000005	0.01318389	0.2296063898	0.108987065	0.03313318	0.015231595	0.004676707500000006	2.6299026905	GSE137818
GSE139475	5	1	CT26	CT26	Colorectal	1.84328675299402	1.14179216114684	0.156711	0.0	0.12500478	0.01133889	0.050403086	0.002315767	0.21745453	0.02800402	0.0158172076	0.0078441164	0.001159108	3.134212	GSE139475
GSE146027	19	1	YTN16	YTN16	Gastric	1.49210134675631	1.53978415366775	0.346836	0.359498	0.107518496	0.03355526	0.08360604	0.002621991	0.154564385	0.0498398	0.002604761	0.009419639	0.01394004	4.00855	GSE146027
GSE148856	8	1	402230	402230	Sarcoma	0.408206250130572	0.0872581827239942	0.1569875	0.0	0.109069791	0.024850845000000003	0.03579322	0.0047377635000000005	0.21632125600000002	0.102112805	0.046414385	0.012395585	0.01770745	7.368433	GSE148856
