unit_id	n_mice	n_lines	line	lines	cancer	Tacstd2	Cldn4	Granulocytes_mMCPcounter	Neutrophils_mMCPcounter	Neutrophil_TIMER	Neutrophils_CIBERSORT_abs	Neutrophil_quanTIseq	Neutrophil_xCell	T CD8_TIMER	T CD8_CIBERSORT_abs	T CD8_EPIC	T CD8_quanTIseq	T CD8_xCell	CD8 T_mMCPcounter	cluster
GSE148947	6	1	BNL-MEA	BNL-MEA	Liver	0.0809324942520909	0.2858040387836655	0.150766	0.0	0.1187669355	0.004676561	0.06836503499999999	0.00047934965000000066	0.2151971325	0.013849283	0.015698835	0.0022080365	2.964850500000219e-05	0.878238	GSE148947
GSE149825	6	1	B16	B16	Melanoma	0.03849008291815945	0.0	0.0	0.0	0.1188014128	0.0	0.0003049153	0.0	0.1969497536	0.0084561015	0.008765845	0.0	2.056498e-18	0.036753151	GSE149825
GSE150401	8	1	B16	B16	Melanoma	0.0	0.0	0.0	0.0	0.11263654149999999	0.00016540555	0.005421720499999999	0.0	0.175549797	0.001348181	0.0035797165	0.0	0.0024465225	0.116514	GSE150401
GSE151829	8	1	B16	B16	Melanoma	0.339469972102782	0.0431415874112766	0.123220269	0.0	0.12542170245	0.0034658629999999996	0.01687429	0.0045113365	0.19700239134999997	0.08450063499999999	0.002736456	0.003424628	0.0031384165	1.39514732	GSE151829
GSE152925	12	1	B16	B16	Melanoma	0.0	0.0	0.0	0.0	0.12264042	0.00075092985	0.0017641885	1.252732e-19	0.20546017	0.0014396035	0.0067257325	0.0	2.177267e-19	0.0248202915	GSE152925
GSE153239	20	1	CT26	CT26	Colorectal	0.2257328605164755	0.292762347492967	0.052016663	0.0	0.12372745	0.03752645	0.0067522975	0.00563039	0.21184495	0.3029192	0.024905990000000003	0.016632615	0.018451625	2.5796572336	GSE153239
GSE155972	20	1	LLC	LLC	Lung	0.1247070618537805	0.12427456882726451	0.0	0.0	0.11852144449999999	0.010347057	0.0260251	9.9655025e-05	0.191735038	0.053859665	0.011556879999999999	0.008864885999999999	0.03360852	3.980291	GSE155972
GSE159344	6	2	mixed	D3UV2,D4M.3A.3	Melanoma	0.1194710916967352	0.1424204595580775	0.12059800000000001	0.0	0.138966847	0.024942535000000002	0.038187175000000004	0.0052474915	0.2471842775	0.10493685999999999	0.021053015	0.023174109999999998	0.035509244999999995	5.010342	GSE159344
GSE172162	8	1	MC38	MC38	Colorectal	0.0	0.0	0.026708500000000003	0.0	0.12494084	0.0	0.00077593865	0.00024119415	0.20963481	0.0067984545	0.009253793	0.001439174	0.0111440115	0.266793	GSE172162
GSE174053	8	1	E0771	E0771	Mammary	0.20331010716772252	0.1828571742151165	0.6243075	0.0	0.1273887535	0.022262940000000002	0.060045325	0.0045676515	0.225489303	0.021263459999999998	0.010875915	0.0034995765	0.0076576809999999995	2.3125375	GSE174053
GSE93017	3	1	MC38	MC38	Colorectal	0.0	0.0	0.0	0.0	0.0908928035	0.0	0.01960168	0.009755006	0.1403334125	0.01013846	0.003925663	0.001575796	0.001481296	0.817636354	GSE93017
