exposure	control	feature	family	n	n_unique_x	n_unique_y	n_unique_z	rho	partial	beta	semipartial	rho_xz	rho_yz	delta	analytic_p	rho_lo	rho_hi	partial_lo	partial_hi	beta_lo	beta_hi	delta_lo	delta_hi	n_boot	loo_partial_min	loo_partial_max	loo_influence_id	loo_partial_at_influence	loo_rho_min	loo_rho_max	unit
Tacstd2	Cldn4	Granulocytes_mMCPcounter	granulocyte	22	19	16	16	0.8602594508282755	0.4734349653269214	0.49005325872367833	0.247943832696378	0.8625611483555753	0.8518950437317786	0.38682448550135407	0.030173264131901086	0.6717355214763627	0.9527846646472932	-0.21930939659466506	0.8179998789409894	-0.22142172379717284	0.8925736287183303	0.0946722707308019	1.001031107821437	2000	0.23851660512906572	0.5398654623031718	GSE148856	0.23851660512906572	0.8388501916064706	0.8866857659000047	study
Tacstd2	Cldn4	Neutrophils_mMCPcounter	granulocyte	22	19	7	16	0.6060203847196839	0.17955429176426613	0.27845832864622305	0.14088677918516238	0.8625611483555753	0.6199425063572813	0.42646609295541776	0.43609836949581343	0.1776355026360855	0.8145721634641848	-0.24555063527899476	0.4625864786750706	-0.42957181267065875	0.834823480928421	0.004610221737483175	0.8634917363453659	1997	0.14414725782381166	0.28499619008959093	GSE139475	0.28499619008959093	0.5309117676804307	0.6843443967637735	study
Tacstd2	Cldn4	Neutrophil_TIMER	granulocyte	22	19	22	16	0.3284271374058903	0.13416069399602082	0.252459031709942	0.1277323613437588	0.8625611483555753	0.30583407136997887	0.19426644340986948	0.5620584793306457	-0.16296260660939751	0.675489826636634	-0.35407678255055247	0.6077360476025016	-0.6313696080297755	1.3290629120940975	-0.2753349566104743	0.6232910404507536	2000	0.052778649249291834	0.3593369163458501	GSE148856	0.3593369163458501	0.2390892162773636	0.4208491381884929	study
Tacstd2	Cldn4	Neutrophils_CIBERSORT_abs	granulocyte	22	19	17	16	0.5816562707499122	0.2655059098809576	0.4404508564802652	0.22284735694757782	0.8625611483555753	0.5436206127793336	0.3161503608689546	0.2447385451371283	0.2462810501471676	0.7765409062020203	-0.28541618777960326	0.6293086890313054	-0.47154736320086277	1.1798770071285911	-0.05281296271537147	0.8270587551352465	2000	0.11737715194606087	0.3619831276026217	GSE148856	0.11737715194606087	0.5418922438523811	0.6590199356178809	study
Tacstd2	Cldn4	Neutrophil_quanTIseq	granulocyte	22	19	22	16	0.50906206297913	0.013903900974624359	0.02231635016397516	0.011291020502264546	0.8625611483555753	0.583552064884181	0.4951581620045057	0.9523015884767879	0.10851533391782817	0.72869834593794	-0.4357339345535334	0.3841798951060558	-0.7476301823018574	0.5692840100684464	0.07720608227636956	1.0044989224735819	2000	-0.08874765894016018	0.09461936308939731	GSE107801	-0.08874765894016018	0.4577377082170635	0.5778532284414755	study
Tacstd2	Cldn4	Neutrophil_xCell	granulocyte	22	19	18	16	0.5306130122480737	0.299686000467899	0.5262438590256973	0.2662545693086299	0.8625611483555753	0.45898283313718446	0.23092701178017466	0.18689534919824968	0.07321861001595205	0.8313049145474344	-0.1639541840838139	0.6417916976683787	-0.32456809962987987	1.105726257966749	-0.10781286581883098	0.6712495002346615	2000	0.20859006932450164	0.44540787921808195	GSE93017	0.44540787921808195	0.46640663346446026	0.6783854166666666	study
Tacstd2	Cldn4	T CD8_TIMER	CD8	22	19	22	16	0.38958253540560783	0.14356588837205042	0.2632134952209364	0.13317361258337732	0.8625611483555753	0.3735421772267472	0.2460166470335574	0.5347010849317059	-0.06659562665391384	0.723666846715555	-0.3209711871708848	0.5682540845444876	-0.6608674711592754	1.1280600605970799	-0.1546276092878828	0.6924323934408875	2000	0.010347535907402746	0.20450585075096336	GSE107801	0.010347535907402746	0.3159625882684505	0.48599606360466824	study
Tacstd2	Cldn4	T CD8_CIBERSORT_abs	CD8	22	19	22	16	0.7383948054780707	0.5555281262416805	0.8833866978127393	0.44695199901158034	0.8625611483555753	0.5938804200148745	0.18286667923639022	0.008935707153009462	0.44627323941133273	0.8818691136594248	0.043563894958279954	0.8001518342480741	0.07521896028622489	1.3620867727231742	-0.06068385208049946	0.5868915954789257	2000	0.44041496710594996	0.667384012994886	GSE107801	0.44041496710594996	0.7126143866561101	0.7758998817066486	study
Tacstd2	Cldn4	T CD8_EPIC	CD8	22	19	22	16	0.3357884353132637	0.11529459136319327	0.21547879384429958	0.10902210537217044	0.8625611483555753	0.3253431866168443	0.22049384395007043	0.618724455670564	-0.1671311168645718	0.8122552579606568	-0.47595976589456446	0.6870486760588689	-0.9572641010646927	1.2634802246681502	-0.2618240198204884	0.6980170587395098	2000	-0.07718160536322421	0.37133945393453904	GSE151829	0.37133945393453904	0.2657994556979955	0.5224783418377265	study
Tacstd2	Cldn4	T CD8_quanTIseq	CD8	22	19	16	16	0.6387210638256761	0.2841985362183323	0.44589176445489875	0.22560019973061013	0.8625611483555753	0.6081632653061225	0.35452252760734376	0.21182794891924764	0.3146867131704599	0.8338464120666895	-0.3262591610549282	0.6477904733302678	-0.5229666782068186	1.0292777087087996	0.009591146095078768	0.9185906741994887	2000	0.10391322017926743	0.3819232599919201	GSE148856	0.10391322017926743	0.611672690306217	0.712380017047867	study
