unit_id	Tacstd2	Cldn4	response_rate	n_mice	n_lines	n_arms	cancer
ERP114266	0.351767437807295	0.158698027002741	1.0	10	1	2	Colorectal
GSE103725	0.08236495502065394	0.0338198692588792	0.5	4	1	1	Melanoma
GSE107801	0.18785733624961048	0.38537961347886196	1.0	20	1	2	Mammary
GSE109485	0.011432697974018	0.0	0.5	6	1	2	Melanoma
GSE124821	0.519287201910657	1.3741664450031101	0.6125	80	4	19	Mammary
GSE130472	1.862921162057905	5.67991410956419	0.5789473684210527	38	1	4	Mammary
GSE132529	4.50430625408492	6.96539942547292	0.0	3	1	1	Mammary
GSE137818	4.20252459813992	7.872038429042715	0.375	8	1	2	Mammary
GSE139475	1.39432807053456	0.768022979415869	0.5555555555555556	9	1	1	Colorectal
GSE146027	4.9153313493394	3.55899455449509	0.8260869565217391	23	1	5	Gastric
GSE148856	0.8286353201025365	0.11235118381597825	0.5	8	1	2	Sarcoma
GSE148947	0.06787282322188576	0.902102000570107	0.5	6	1	2	Liver
GSE149825	0.820990960097229	0.37526409268972205	1.0	6	1	2	Melanoma
GSE150401	0.0	0.0	0.5	8	1	2	Melanoma
GSE151829	0.412309340827054	0.0806434173637259	1.0	12	1	2	Melanoma
GSE152925	0.0	0.0	0.5	12	1	3	Melanoma
GSE153239	0.35017966488599	0.2841848642306025	0.75	20	1	4	Colorectal
GSE155972	0.29875589613712	0.197203974269461	0.5384615384615384	13	1	2	Lung
GSE159344	0.278949508656865	0.0	0.5	6	2	2	Melanoma
GSE172162	0.0	0.0	1.0	8	1	2	Colorectal
GSE174053	0.42800483053675253	0.672658719764025	0.0	8	1	1	Mammary
GSE93017	0.14928913405771	0.0991324192003727	1.0	3	1	1	Colorectal
