k	N	rho	p	I2	metric	cohorts
2	53	-0.38135575953707596	0.005895445547735789	0.0	tnk_frac	GSE131907+GSE205335
3	64	-0.42045987701442306	0.0008863605263831291	0.0	tnk_frac	GSE131907+GSE205335+GSE207422
2	53	-0.2049992531109631	0.15398293712862535	0.0	tnk_cyto	GSE131907+GSE205335
3	64	-0.17457013095770177	0.19085841637840395	0.0	tnk_cyto	GSE131907+GSE205335+GSE207422
2	53	-0.22319099375443557	0.11963317995723514	0.0	tnk_ifn	GSE131907+GSE205335
3	64	-0.17490419297349738	0.18999313961330422	0.0	tnk_ifn	GSE131907+GSE205335+GSE207422
2	53	-0.06656319697484957	0.6476638299560376	60.46147379158785	tnk_exh	GSE131907+GSE205335
3	64	-0.10745616464796252	0.4237079247345795	35.02176662641032	tnk_exh	GSE131907+GSE205335+GSE207422
