ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset
BACE2	0.07972767195960168	0.22436497991630655	0.4559693699965194	0.17626261621562556	234	13
IL18	0.0783588385163916	0.2324475618151017	0.4319526627218935	0.13786928974537763	234	13
AREG	0.07781613290769257	0.2357082412340371	0.3640793595544727	0.11509408366993232	234	13
NAMPT	0.07346325856731466	0.2630262695331058	0.27984684998259657	0.11555103340479571	234	13
EDN1	0.06751468642902911	0.30375256058374434	0.2993386703793943	0.12526731717838363	234	13
ICAM3	0.06670128252800336	0.3096287141276408	0.3090845805777933	0.16271437827940566	234	13
HBEGF	0.06372067757508386	0.33179442970843404	0.3835711799512705	0.09536821373857468	234	13
CADM1	0.060650694955493634	0.3556635907241171	0.3247476505395057	0.09412998790700362	234	13
CCL5	0.058198077019799795	0.3754863612830504	0.37452140619561436	0.13217167517003225	234	13
HMGB1	0.05647411835334043	0.3898175594438982	0.27601809954751133	0.07615158285866941	234	13
ICAM4	0.05600917650389922	0.39373845694457754	0.2962060563870519	0.18778182901016552	234	13
ULBP2	0.05472470517559984	0.4046931558640136	0.3880960668290986	0.14518803907309577	234	13
CXCL1	0.05470443039929611	0.4048675097933853	0.3943612948137835	0.14402289022300888	234	13
MICA	0.05465399353662558	0.4053014375963684	0.397493908806126	0.16376759251417522	234	13
HLA-DRB3	0.05382726343724382	0.41245339913738477	0.3463278802645319	0.19936451356928517	234	13
ICAM2	0.053150753911109294	0.4183607316833148	0.33066481030281936	0.16398153291801582	234	13
FURIN	0.05258261393561932	0.4233597885160212	0.35328924469195966	0.1430468651115648	234	13
EPCAM	0.0520060314648165	0.4284684671854267	0.3042116254785938	0.12007616526175632	234	13
HLA-E	0.05063092869383428	0.44079506123387213	0.39714584058475455	0.1730720582902171	234	13
HLA-C	0.05024048293457458	0.4443315266926228	0.40758788722589634	0.1755985928248329	234	13
CXCL14	0.0474510054459824	0.47006037700456554	0.31952662721893493	0.18882372530688674	234	13
SFTPD	0.04697450895574904	0.474535695519928	0.35920640445527324	0.1912319502073973	234	13
TGFA	0.04644483142448379	0.4795376621949783	0.31256526279150715	0.07339184005384682	234	13
ANGPTL4	0.041494527566138695	0.5276370221726716	0.38078663418029934	0.09879718161805735	234	13
DUSP18	0.03524175604262315	0.5916994212792589	0.3901844761573268	0.16994365444350154	234	13
HLA-DQA1	0.03252473491921453	0.620600507943039	0.34876435781413156	0.16820793507402132	234	13
HLA-F	0.03061502566136435	0.6412719055001772	0.3783501566306996	0.15132442909313895	234	13
NPW	0.03059185487527454	0.6415244622382607	0.3421510616080752	0.16456087062031544	234	13
EPHA4	0.030527534701068743	0.6422257546626287	0.4152453880960668	0.0698098044286734	234	13
TNFSF10	0.028968609589190952	0.6593186627723251	0.324051514096763	0.07641250415676236	234	13
CD38	0.02580644591931254	0.6945306151627989	0.35259310824921686	0.19117947271857233	234	13
CXCL3	0.02398232364895836	0.7151510009899056	0.35259310824921686	0.1650312898644705	234	13
ABCA1	0.02158842846894162	0.742526617038004	0.30943264879916466	0.06668652939428076	234	13
NMU	0.0209598636380924	0.7497702342657638	0.30107901148625127	0.08388070506663595	234	13
CLDN1	0.01936481763918807	0.7682489744723848	0.34563174382178913	0.06594810548308072	234	13
CEACAM5	0.01633634788392911	0.803688433494131	0.342847198050818	0.12878037171501905	234	13
PTGS2	0.015569021909215964	0.8127349611818707	0.3090845805777933	0.12702708955789754	234	13
FAM200A	0.012913108984327137	0.8442321542665218	0.29655412460842323	0.103165338877653	234	13
IL1RN	0.012754553477474067	0.8461208869788153	0.4336930038287504	0.10181432266315044	234	13
SPARC	0.01167096575107288	0.8590516949904032	0.30595196658545076	0.07119005479872834	234	13
BMP7	0.010013537439499998	0.8789020474963813	0.3087365123564219	0.0695181101587253	234	13
CD40	0.009982196018347078	0.879278181192424	0.30873651235642185	0.05313493629107924	234	13
CD7	0.009348316731085332	0.8868911693932979	0.37452140619561436	0.09279658744675147	234	13
HLA-B	0.009167065495809382	0.8890699640020893	0.37417333797424296	0.15954936039811835	234	13
ADAM17	0.007586831213655373	0.9080992490005237	0.33484162895927605	0.12402052491715963	234	13
JAG2	0.0061908802948086455	0.924953442770318	0.3675600417681866	0.1524146265949949	234	13
IFITM1	0.004633757084349434	0.9437927957441085	0.49112426035502954	0.06819126686859836	234	13
CD14	0.0026983084089151313	0.9672518738920459	0.311521058127393	0.09908345272490315	234	13
NTN4	0.0014301149970111426	0.9826398697720143	0.3512008353637313	0.11375365867145038	234	13
ADAM10	0.0004392787925460335	0.9946672270904645	0.33693003828750434	0.13983376282995114	234	13
LFNG	-0.0006947836356648549	0.9915655336440873	0.35189697180647406	0.17381700938423683	234	13
TSPAN33	-0.0007750522732696263	0.9905911388483973	0.3299686738600766	0.1253914889620321	234	13
SAA1	-0.0024880598238946933	0.9698023021392667	0.3042116254785938	0.14999514705863656	234	13
CADM4	-0.0031823560488944843	0.9613814237330868	0.3014270797076227	0.16247697321601787	234	13
TGM2	-0.0034449467823493046	0.9581976164293998	0.32335537765402017	0.08419406547865715	234	13
CEACAM1	-0.0037807303862223123	0.9541273467754481	0.3853115210581274	0.10333328769605812	234	13
CD320	-0.004462675266497899	0.945864780890212	0.31569787678384964	0.16306793582112025	234	13
CCL18	-0.004948653577358725	0.9399800576635964	0.3961016359206404	0.1035783189145312	234	13
MST1	-0.005608602515675333	0.931993990690082	0.3647754959972155	0.06321187880187945	234	13
NMB	-0.006888444844372751	0.9165266472187957	0.3170901496693352	0.11206162368195091	234	13
SPON2	-0.007225341868861433	0.9124601028022101	0.3254437869822485	0.1239031682330055	234	13
CCL20	-0.007590670042291041	0.908052953531915	0.3421510616080751	0.11323251915160044	234	13
CHL1	-0.007606169248138786	0.9078660395155587	0.31500174034110695	0.12451126925590347	234	13
PLAT	-0.007606427363257114	0.9078629267967954	0.32439958231813437	0.15088888789073518	234	13
CLCF1	-0.007652635690899061	0.907305703836442	0.4838148277062304	0.07906648696798216	234	13
CXCL16	-0.009395791270404377	0.8863206245510103	0.34180299338670384	0.1003240701381147	234	13
CCL3	-0.010504067427592573	0.8730187050105679	0.3853115210581274	0.08157197119621717	234	13
CXCL2	-0.01638356641760597	0.8031325812306005	0.3438914027149321	0.10073523820544072	234	13
MICB	-0.01696453972255025	0.7963015951415461	0.3717368604246433	0.08605385286784692	234	13
C1QA	-0.01935374667934484	0.7683777044756083	0.33971458405847543	0.11314877741580269	234	13
IGSF3	-0.020093530412718108	0.7597898292011742	0.3069961712495649	0.1113188502969567	234	13
MDK	-0.02479621288044984	0.7059239756134809	0.38078663418029934	0.10032484541370619	234	13
LAMA3	-0.024983870414087523	0.7038025323408656	0.3254437869822485	0.143142727090175	234	13
COL27A1	-0.026162494693173506	0.6905312414213179	0.31639401322659244	0.11182455999530949	234	13
SNX14	-0.027450143321512514	0.6761397381302825	0.37034458753915767	0.06911819103085559	234	13
RARRES2	-0.027538847772193214	0.6751525674630763	0.3512008353637313	0.09830554042112156	234	13
FAM3D	-0.027898073843072198	0.6711605153930814	0.32962060563870516	0.08322343137672389	234	13
TSPAN5	-0.028131714323438976	0.6685690171341679	0.30943264879916466	0.1114521418071375	234	13
PLXNA1	-0.028233975012320486	0.6674359909901052	0.3602506091193874	0.10185176142565097	234	13
CCL3L3	-0.029238610789050812	0.6563452162674026	0.2892446919596241	0.08507021421898699	234	13
COL4A4	-0.030406118222960913	0.6435504403656978	0.3202227636616777	0.09941378433429855	234	13
C3	-0.030936473524450912	0.6377724563711498	0.3212669683257919	0.0993098008696411	234	13
MFAP2	-0.03107673930243718	0.6362479539577387	0.32753219631047686	0.10411384975695577	234	13
CD99	-0.03139360235984553	0.6328097112103488	0.30908458057779326	0.08454472340299532	234	13
ADM2	-0.03228987642052047	0.6231271393458542	0.31256526279150715	0.10394774329907273	234	13
HLA-DOA	-0.03247854279446118	0.6210970975025186	0.30699617124956496	0.16256806850218117	234	13
FLT3LG	-0.03251829554632357	0.6206697242796202	0.3310128785241907	0.0859350510102127	234	13
PTGFRN	-0.03404376861901584	0.6043668744100993	0.2920292377305952	0.12105811270838499	234	13
CXCL17	-0.03426133185286151	0.6020574004652964	0.330316742081448	0.11248888491963564	234	13
PIGA	-0.034299287865240245	0.6016548956201921	0.2882004872955099	0.07212738421888928	234	13
PSEN1	-0.034334218430730916	0.6012845807529951	0.36164288200487293	0.07429293414276487	234	13
LRRC4	-0.03484711859692731	0.5958589057313071	0.3933170901496693	0.07241605860692885	234	13
PDGFA	-0.03486678049333313	0.5956513558779485	0.39296902192829797	0.056705036288270026	234	13
POMZP3	-0.03534186376085072	0.5906463951416782	0.3470240167072746	0.0831591415674863	234	13
COL17A1	-0.035868688008389535	0.5851189401889911	0.3042116254785938	0.09842029578751935	234	13
SYT1	-0.03649491061245668	0.5785798371273736	0.32439958231813437	0.12520924742434894	234	13
CCL2	-0.036521900130768226	0.5782987775227025	0.3459798120431605	0.050140007995011296	234	13
CD24	-0.036669407671796245	0.5767638125105783	0.3578141315697877	0.05795022589422822	234	13
CLEC2D	-0.037323283021783275	0.5699826627624778	0.3069961712495649	0.07552707336694625	234	13
SEMA3E	-0.03765413991932198	0.566565896293821	0.3484162895927602	0.07785953342022803	234	13
FGF12	-0.03789178455513784	0.5641177729420933	0.3929690219282979	0.08914514937745067	234	13
SERPING1	-0.037968580262951954	0.5633277365760572	0.3424991298294466	0.10545099713161303	234	13
CD82	-0.038029111353310184	0.5627053963432865	0.2711451444483119	0.08054590668197527	234	13
C4BPA	-0.03851767082967717	0.557694460831216	0.30316742081447967	0.13049420822756932	234	13
IL1B	-0.03878020286776321	0.5550107282015275	0.32370344587539157	0.053297662874324206	234	13
TFPI	-0.038859402116315	0.5542023472303297	0.31569787678384964	0.10452842656927802	234	13
UTS2	-0.03978014728666786	0.5448466096779865	0.3056038983640793	0.10371371864041894	234	13
AGRN	-0.03981719642302029	0.5444717889213383	0.3132613992342499	0.09898780471808508	234	13
COL7A1	-0.04076543149177429	0.5349221826318074	0.3508527671423599	0.08821647109415166	234	13
F8	-0.04141896788676549	0.5283896767213463	0.31569787678384964	0.07352634247864574	234	13
LAMB1	-0.041763503001371806	0.5249621566441791	0.3104768534632788	0.06708299143168447	234	13
KISS1	-0.04181316234623732	0.5244690673259721	0.29063696484510965	0.10297614807315901	234	13
NRP1	-0.04188125457318042	0.5237933333102139	0.30560389836407936	0.07094837484833565	234	13
C1QB	-0.04266953632383667	0.5160030003906189	0.30525583014270796	0.11128081825636403	234	13
EFNA1	-0.04276718128891951	0.5150421801018947	0.3480682213713888	0.09288439908989789	234	13
ITGB1	-0.0431120832671792	0.511655771455405	0.3108249216846502	0.09895420030136463	234	13
ALCAM	-0.04361692537065635	0.5067198963903297	0.29028889662373825	0.09777401563353494	234	13
SLPI	-0.043697469667360725	0.5059347159734423	0.33066481030281936	0.08569757671077483	234	13
LIF	-0.044054066953511606	0.5024661093408912	0.39366515837104077	0.05091538262418502	234	13
TRAF2	-0.044614634487345164	0.497038853616814	0.28367560041768186	0.06687252634889543	234	13
ZG16B	-0.04466427055073601	0.4965597913965677	0.28402366863905326	0.1488250904897177	234	13
CALM2	-0.04480898713198882	0.4951644573139357	0.2969021928297947	0.09050756382864472	234	13
SCGB3A1	-0.045224465090491696	0.49117007663847906	0.35468151757744515	0.1259179893008038	234	13
STX1A	-0.04523327958771591	0.4910855212565708	0.29098503306648105	0.09015701233415718	234	13
MPDZ	-0.04571925077491896	0.48643575981874376	0.39888618169161155	0.07324462273570459	234	13
EREG	-0.04604012359666203	0.4833786654112428	0.3216150365471633	0.0917694089583568	234	13
NETO2	-0.046420088836291194	0.47977201346211185	0.33240515140967625	0.0920952371996896	234	13
TGFB1	-0.04643817152671276	0.4796007358087514	0.35154890358510266	0.04872065909743005	234	13
LGALS9	-0.04686657976985216	0.4755526006537048	0.27636616776888273	0.09359640522120538	234	13
TNFSF13	-0.046996178746000684	0.4743316666204951	0.29168116950922385	0.05204634129005146	234	13
CCN2	-0.04712061913389598	0.4731609429182587	0.31569787678384964	0.067456315185453	234	13
CD44	-0.047763160009194554	0.4671411854180171	0.30664810302819356	0.06444519664117095	234	13
CALM3	-0.04776319244522411	0.4671408826042594	0.3007309432648799	0.0717443617621752	234	13
TNFSF12	-0.047943742957798775	0.4654569899467097	0.3007309432648799	0.04560259586897929	234	13
JAG1	-0.04805961753710591	0.4643780613518782	0.3355377654020188	0.07132971349028058	234	13
ATP1B1	-0.04815120964123988	0.46352621060050586	0.35990254089801604	0.07592456039568901	234	13
CCL28	-0.048329178487072764	0.46187349031245617	0.3108249216846502	0.0538008777515646	234	13
MYEOV	-0.04854431906132512	0.45987994368146445	0.35189697180647406	0.09325303534127408	234	13
LAMB3	-0.04926453831218745	0.45324115507371177	0.29690219282979463	0.09190098920618173	234	13
GDF11	-0.04965291289318734	0.4496836465105806	0.2711451444483119	0.04746808483933895	234	13
APOE	-0.049677269365498655	0.4494610667527548	0.2871562826313958	0.07847775147261961	234	13
BTC	-0.049805552701992536	0.4482897842670391	0.31848242255482073	0.08031609047504851	234	13
CSF1	-0.05048840871046052	0.4420840757992761	0.29725026105116603	0.05576762988934295	234	13
COL16A1	-0.050499092160811845	0.4419873756434881	0.3080403759136791	0.08241767290221055	234	13
FAM3C	-0.05077687291108626	0.4394772972786529	0.3104768534632788	0.07952111554802188	234	13
ITM2B	-0.05085158962617858	0.4388035334589914	0.28785241907413855	0.05849333231996996	234	13
MUC1	-0.05103940379738534	0.43711251103933757	0.3198746954403062	0.06762384588210366	234	13
CTSD	-0.0512414735772792	0.4352973053409274	0.3254437869822485	0.07187455164854398	234	13
TIMP1	-0.051556879589215523	0.4324726477995183	0.2906369648451096	0.0722061906518335	234	13
VEGFB	-0.05186317034316068	0.4297397417584431	0.33727810650887574	0.08108471654484493	234	13
FGF13	-0.05216866798334848	0.4270238670783489	0.35885833623390184	0.0872333790460513	234	13
SHISA4	-0.052221380786471226	0.4265562575030354	0.3007309432648799	0.10341184007446622	234	13
CD59	-0.052960200643753376	0.4200335470195517	0.298990602158023	0.07154738589343779	234	13
LYZ	-0.0532527437660306	0.4174669937960682	0.33066481030281936	0.07217951328586836	234	13
CCN1	-0.053261167497082866	0.4173932265897585	0.34806822137138876	0.07141878258863858	234	13
ANG	-0.053314279071743687	0.416928300594982	0.3466759484859032	0.08145432402682543	234	13
COL18A1	-0.05345662749033967	0.41568371401418924	0.3146536721197355	0.09266353390572453	234	13
EFNB2	-0.053815347731690555	0.41255702110675235	0.3139575356769927	0.08248067590142132	234	13
HSPG2	-0.0542041214063306	0.40918406277523334	0.30838844413505045	0.0952236432139128	234	13
OCLN	-0.05498980984341396	0.40241748347594103	0.37104072398190047	0.07260636077550867	234	13
S100A4	-0.055008799023400744	0.4022547724642423	0.36268708666898714	0.07586581061050313	234	13
EZR	-0.055122912523566596	0.40127780343708347	0.3254437869822485	0.08023076374864055	234	13
SEMA4D	-0.05548066486638904	0.39822413674019463	0.3230073094326488	0.07675665823653037	234	13
SDC2	-0.055604889143703866	0.39716705750110326	0.3501566306996171	0.08432888637520072	234	13
F11R	-0.05569043481939833	0.396440090204574	0.3136094674556213	0.09886029065623883	234	13
FAM3B	-0.0559876150239257	0.39392086061417897	0.30525583014270796	0.07924399320257583	234	13
HLA-DMB	-0.056677875097254	0.38810672051348855	0.2975983292725374	0.12398560179466754	234	13
BMP4	-0.05670044272117523	0.3879175119418452	0.31152105812739295	0.04817107754452642	234	13
COL6A1	-0.0573396044867333	0.38258194929990486	0.2962060563870519	0.06659951119185924	234	13
CLDN3	-0.0574367757655738	0.381774719519944	0.31743821789070653	0.08264597785035051	234	13
PDGFC	-0.05829339546331375	0.3747035319624334	0.3679081099895579	0.05168264189420138	234	13
BST2	-0.058364594046638026	0.37411944824681836	0.397493908806126	0.05717563827004766	234	13
LAMA5	-0.058477537182005566	0.373194058075487	0.30838844413505045	0.09226534371990396	234	13
KIAA0319L	-0.05877479451247554	0.3707652429711826	0.28541594152453886	0.09761298675789842	234	13
SEMA4F	-0.05910788798011532	0.36805523277524815	0.3522450400278455	0.05939223978754293	234	13
CALM1	-0.059692556308135025	0.3633281578906527	0.3069961712495649	0.09090540175118453	234	13
GLG1	-0.059785415651042624	0.3625808735650095	0.27984684998259657	0.12944577776206442	234	13
VCAN	-0.05986792377267482	0.3619176934729622	0.30804037591367905	0.07422435377590306	234	13
MSN	-0.060268797671674354	0.35870632619291554	0.2996867386007658	0.09459939164506895	234	13
SLC6A8	-0.06046423852483059	0.3571471410072085	0.3226592412112774	0.08286530316321478	234	13
ANXA2	-0.06097826694327002	0.35306661499061304	0.29794639749390883	0.05567967075314817	234	13
ENG	-0.061179845877072536	0.351474444294745	0.3463278802645319	0.07516820527798711	234	13
GAS6	-0.061575144382973956	0.3483653242940709	0.33205708318830485	0.09367570460914756	234	13
COL6A2	-0.06232003189108022	0.34255396112673625	0.3003828750435085	0.09831611550034516	234	13
CALR	-0.06330254902536812	0.3349834596682812	0.2735816219979116	0.051927943737438725	234	13
LAYN	-0.06342528960870482	0.33404530017327744	0.2986425339366516	0.09179208355481253	234	13
GNAS	-0.06363916499969001	0.3324145842642816	0.2948137835015663	0.0916939333620268	234	13
SEMA4A	-0.06367147786016696	0.3321686563576669	0.3233553776540202	0.07386019853567988	234	13
NEO1	-0.06451266471898592	0.3258076365932478	0.36303515489035854	0.06996394388722202	234	13
FGF11	-0.06463165031174907	0.3249142674093337	0.33693003828750434	0.08592373920974554	234	13
LGALS1	-0.06477394891170109	0.32384794094651054	0.30769230769230765	0.08580592497228486	234	13
CD52	-0.0648466013138358	0.3233043885429752	0.3358858336233902	0.07572380845494693	234	13
LAMC2	-0.06512389444203466	0.32123524088814764	0.31326139923424995	0.08268266385976483	234	13
SEMA3C	-0.0661749542480422	0.31347048451499426	0.3665158371040725	0.05815821105145733	234	13
ST6GAL1	-0.06719703068128444	0.30603853486169924	0.26696832579185525	0.04599837966171921	234	13
SEMA3F	-0.06738798081116293	0.30466302867768646	0.31569787678384964	0.06442154450854219	234	13
LAMB2	-0.0681586383268701	0.29915310087358155	0.3118691263487644	0.0744626243764591	234	13
PTPRZ1	-0.06831132082249725	0.29806936606078477	0.3268360598677341	0.07392339127834167	234	13
SARAF	-0.06849154263992564	0.2967935151687476	0.31291333101287855	0.09272711473256844	234	13
EFNA3	-0.06892872573973018	0.29371364764113594	0.31291333101287855	0.07974241861383029	234	13
RTN4	-0.06923023726702243	0.2916020134458766	0.29516185172293763	0.08158095769815898	234	13
ADAM9	-0.06940855237466989	0.2903579670376673	0.29376957883745214	0.06717457381612052	234	13
ARF1	-0.0698003931094401	0.287636704094098	0.3139575356769927	0.0824144428457653	234	13
COL9A2	-0.06993215304656707	0.28672550830083554	0.27497389488339713	0.07805999097946592	234	13
FN1	-0.07068740542709545	0.28153989111922395	0.30177514792899407	0.06258558536859696	234	13
SDC4	-0.07077072159866497	0.2809717331100832	0.30525583014270796	0.08208531958321849	234	13
APOC1	-0.07121418772571668	0.27796062269504807	0.3087365123564219	0.08846900951910913	234	13
MANSC1	-0.0712644350786952	0.27762082783583675	0.3076923076923077	0.08217228843471883	234	13
LAMC1	-0.07154874980723608	0.27570346114752536	0.3184824225548208	0.07514694447265745	234	13
PLTP	-0.07192279386900621	0.2731946776506804	0.32022276366167773	0.07139911615387276	234	13
ADAM15	-0.07252921785899227	0.2691603251232906	0.3143056038983641	0.07608700133291259	234	13
LTB	-0.07310231063752538	0.26538523228706296	0.3230073094326488	0.04526319511851863	234	13
CLU	-0.07337717889901167	0.26358753016289516	0.2916811695092238	0.08506831393701228	234	13
ECM1	-0.07366187785887239	0.26173435194979705	0.33762617473024714	0.0716032278103306	234	13
EFNB1	-0.0741239533277	0.2587456656021932	0.3000348068221371	0.07060741104843063	234	13
CXCL8	-0.07450756641427701	0.25628238687916916	0.26870866689871215	0.044153213829967404	234	13
PRNP	-0.0746051729665228	0.2556582210353379	0.2777584406543683	0.04504750067520059	234	13
NECTIN3	-0.07473956389992716	0.2548005482666514	0.2763661677688827	0.052188370318170835	234	13
EFNA4	-0.07485191148323452	0.2540850818490137	0.3101287852419074	0.07955908303648712	234	13
HLA-DMA	-0.0750543817134886	0.2527991947895323	0.3431952662721893	0.0812754976049651	234	13
WBP1	-0.07554308254231884	0.24971404022667787	0.3146536721197355	0.0722359847238184	234	13
GPC3	-0.07566000989479565	0.24897977248758923	0.3209189001044205	0.07374709123244332	234	13
IL7	-0.07593122386730358	0.2472824100947196	0.32579185520361986	0.058402364998286396	234	13
PDGFB	-0.07607193599888727	0.2464049579010851	0.39610163592064046	0.04920145455551382	234	13
ADGRF5	-0.07712867048379093	0.23988462930282078	0.3818308388444135	0.05033949681949816	234	13
LRRN1	-0.07725395305880785	0.23911969141160697	0.31987469544030633	0.06257344708746115	234	13
TIMP2	-0.0776857119769467	0.23649660409102052	0.2704490080055691	0.09080389234778724	234	13
ANOS1	-0.07778378418146958	0.2359036089266608	0.3557257222415593	0.05969923734606884	234	13
COL1A1	-0.07809951606363898	0.2340016316886333	0.3000348068221371	0.06257684827046321	234	13
CXADR	-0.07820834488564628	0.23334855290295187	0.2763661677688827	0.0896111296768719	234	13
LIN7B	-0.07833429326008653	0.23259434430146927	0.2962060563870519	0.09820201353519678	234	13
SERPINF1	-0.07838067335025299	0.2323170427573459	0.3237034458753916	0.060451903609186695	234	13
PLXNA2	-0.0786798518431171	0.23053388809748573	0.31012878524190746	0.07584864173540509	234	13
EFNA5	-0.0791114281488896	0.2279786831481295	0.2857640097459102	0.0860923681028096	234	13
CRB3	-0.07936598256011967	0.22648099277180248	0.31709014966933524	0.07616359136664146	234	13
PROS1	-0.07953752098725031	0.2254756745614441	0.29759832927253743	0.07520824670205628	234	13
COPA	-0.07969607875623243	0.22454924997308562	0.2962060563870519	0.0665178300066247	234	13
CLEC11A	-0.07995415282672755	0.22304715449202045	0.30560389836407936	0.0840350983887626	234	13
PATJ	-0.08011598408474226	0.2221088831476952	0.3372781065088758	0.05562434035924169	234	13
PODXL2	-0.08016382192263495	0.22183206569136402	0.3150017403411069	0.06749671938456547	234	13
INHBB	-0.08104475538821919	0.21677831030684797	0.31709014966933524	0.05072903933775136	234	13
MXRA8	-0.08118456629403811	0.21598387001149386	0.278454577097111	0.08718876210651622	234	13
UXS1	-0.08127388705688504	0.21547741888262295	0.31256526279150715	0.06945564231732246	234	13
LRFN4	-0.08133983543825112	0.2151040356164623	0.2951618517229377	0.0815918498827094	234	13
VEGFA	-0.08134008025766243	0.21510265037363796	0.2923773059519666	0.042033867508843546	234	13
