cohort	patient	ligand	mean_high	mean_low	frac_high	frac_low
GSE131907	P0031	TNFSF4	0.0	0.0	0.0	0.0
GSE131907	P0031	TNFSF8	0.0	0.007161619607359171	0.0	0.0072992700729927005
GSE131907	P0031	TNFSF9	0.012360190972685814	0.03250158578157425	0.022222222222222223	0.029197080291970802
GSE131907	P0031	TNN	0.0	0.0	0.0	0.0
GSE131907	P0031	TNR	0.0	0.0	0.0	0.0
GSE131907	P0031	TNXB	0.07993047684431076	0.022934719920158386	0.06666666666666667	0.029197080291970802
GSE131907	P0031	TPH1	0.009698756039142609	0.0	0.022222222222222223	0.0
GSE131907	P0031	TPO	0.0	0.0	0.0	0.0
GSE131907	P0031	TPSAB1	0.03829515352845192	0.028502412140369415	0.06666666666666667	0.051094890510948905
GSE131907	P0031	TPSB2	0.10233883559703827	0.09654306620359421	0.17777777777777778	0.18248175182481752
GSE131907	P0031	TPSG1	0.01377550233155489	0.0	0.022222222222222223	0.0
GSE131907	P0031	TRAF2	0.11461898684501648	0.06796373426914215	0.2222222222222222	0.20437956204379562
GSE131907	P0031	TREML1	0.0	0.0	0.0	0.0
GSE131907	P0031	TREML4	0.0	0.0	0.0	0.0
GSE131907	P0031	TRH	0.0	0.0	0.0	0.0
GSE131907	P0031	TSLP	0.0	0.0	0.0	0.0
GSE131907	P0031	TSPAN3	0.7134652733802795	0.690403163433075	0.6444444444444445	0.6788321167883211
GSE131907	P0031	TSPAN33	0.008075126446783543	0.011076325550675392	0.022222222222222223	0.021897810218978103
GSE131907	P0031	TSPAN5	0.1236618235707283	0.0670098289847374	0.24444444444444444	0.15328467153284672
GSE131907	P0031	TTR	0.0	0.0	0.0	0.0
GSE131907	P0031	TYROBP	0.038920674473047256	0.09858017414808273	0.1111111111111111	0.1897810218978102
GSE131907	P0031	UCN	0.0	0.005990925244987011	0.0	0.014598540145985401
GSE131907	P0031	UCN2	0.0	0.0	0.0	0.0
GSE131907	P0031	UCN3	0.0	0.0	0.0	0.0
GSE131907	P0031	ULBP2	0.0	0.0065454342402517796	0.0	0.021897810218978103
GSE131907	P0031	ULBP3	0.0	0.0	0.0	0.0
GSE131907	P0031	UTS2	0.0	0.008148896507918835	0.0	0.021897810218978103
GSE131907	P0031	UTS2B	0.0	0.0	0.0	0.0
GSE131907	P0031	UXS1	0.3989425301551819	0.3979366421699524	0.6222222222222222	0.5109489051094891
GSE131907	P0031	VCAM1	0.0	0.0045044152066111565	0.0	0.014598540145985401
GSE131907	P0031	VCAN	0.03305364027619362	0.008038343861699104	0.022222222222222223	0.029197080291970802
GSE131907	P0031	VEGFA	0.7766749262809753	0.5942502617835999	0.6888888888888889	0.5401459854014599
GSE131907	P0031	VEGFB	0.11067923158407211	0.061531729996204376	0.26666666666666666	0.1678832116788321
GSE131907	P0031	VEGFC	0.006921329535543919	0.014119282364845276	0.022222222222222223	0.029197080291970802
GSE131907	P0031	VGF	0.0	0.014409058727324009	0.0	0.021897810218978103
GSE131907	P0031	VIP	0.0	0.0	0.0	0.0
GSE131907	P0031	VSIG10	0.03137128800153732	0.06039823964238167	0.06666666666666667	0.145985401459854
GSE131907	P0031	VSIG4	0.004402356222271919	0.04450972005724907	0.022222222222222223	0.0364963503649635
GSE131907	P0031	VSTM1	0.0	0.0	0.0	0.0
GSE131907	P0031	VSTM4	0.0	0.0	0.0	0.0
GSE131907	P0031	VTCN1	0.31233569979667664	0.21084348857402802	0.4444444444444444	0.3722627737226277
GSE131907	P0031	VTN	0.0	0.0	0.0	0.0
GSE131907	P0031	VWF	0.004457553848624229	0.04025907441973686	0.022222222222222223	0.08029197080291971
GSE131907	P0031	WBP1	0.00873575173318386	0.014795862138271332	0.022222222222222223	0.0364963503649635
GSE131907	P0031	WFIKKN2	0.0	0.0	0.0	0.0
GSE131907	P0031	WIF1	0.024245990440249443	0.12854215502738953	0.022222222222222223	0.10218978102189781
GSE131907	P0031	WNT1	0.0	0.0	0.0	0.0
GSE131907	P0031	WNT10A	0.04705190286040306	0.07472752779722214	0.1111111111111111	0.15328467153284672
GSE131907	P0031	WNT10B	0.04607097804546356	0.028226647526025772	0.08888888888888889	0.058394160583941604
GSE131907	P0031	WNT11	0.0	0.0	0.0	0.0
GSE131907	P0031	WNT16	0.0	0.0	0.0	0.0
GSE131907	P0031	WNT2	0.0	0.0	0.0	0.0
GSE131907	P0031	WNT2B	0.01335163228213787	0.03915678337216377	0.044444444444444446	0.043795620437956206
GSE131907	P0031	WNT3	0.0	0.0	0.0	0.0
GSE131907	P0031	WNT3A	0.0	0.0057963053695857525	0.0	0.014598540145985401
GSE131907	P0031	WNT4	0.048578135669231415	0.04627478867769241	0.08888888888888889	0.10218978102189781
GSE131907	P0031	WNT5A	0.09488630294799805	0.07708341628313065	0.2222222222222222	0.1678832116788321
GSE131907	P0031	WNT5B	0.17622900009155273	0.05405143275856972	0.28888888888888886	0.15328467153284672
GSE131907	P0031	WNT6	0.0	0.0	0.0	0.0
GSE131907	P0031	WNT7A	0.05704899877309799	0.018896959722042084	0.044444444444444446	0.058394160583941604
GSE131907	P0031	WNT7B	0.31776803731918335	0.19920779764652252	0.4888888888888889	0.3284671532846715
GSE131907	P0031	WNT8B	0.004457553848624229	0.0	0.022222222222222223	0.0
GSE131907	P0031	WNT9A	0.03286733105778694	0.010892977938055992	0.1111111111111111	0.0364963503649635
GSE131907	P0031	WNT9B	0.0	0.0	0.0	0.0
GSE131907	P0031	XCL1	0.030748607590794563	0.020899811759591103	0.06666666666666667	0.0364963503649635
GSE131907	P0031	XCL2	0.016606634482741356	0.014805092476308346	0.044444444444444446	0.021897810218978103
GSE131907	P0031	ZDHHC5	0.38522741198539734	0.27783504128456116	0.5333333333333333	0.40145985401459855
GSE131907	P0031	ZG16B	0.0807645246386528	0.03389771655201912	0.08888888888888889	0.043795620437956206
GSE131907	P0031	ZNRF3	0.06588400900363922	0.099677175283432	0.17777777777777778	0.19708029197080293
GSE131907	P0031	ZP3	0.017581073567271233	0.031268056482076645	0.06666666666666667	0.06569343065693431
GSE131907	P0031	ZPBP2	0.0	0.0	0.0	0.0
GSE131907	P0034	A2M	0.006957614794373512	0.013602940365672112	0.013013013013013013	0.017454545454545455
GSE131907	P0034	AANAT	0.0006406290922313929	0.0	0.001001001001001001	0.0
GSE131907	P0034	ABCA1	0.19570137560367584	0.17139965295791626	0.2912912912912913	0.256
GSE131907	P0034	ACE	0.05493808537721634	0.06453896313905716	0.0940940940940941	0.10472727272727272
GSE131907	P0034	ACE2	0.0037343972362577915	0.007124461233615875	0.008008008008008008	0.011636363636363636
GSE131907	P0034	ADAM10	0.09103400260210037	0.08083517104387283	0.15815815815815815	0.13454545454545455
GSE131907	P0034	ADAM11	0.0008367964765056968	0.0030300526414066553	0.003003003003003003	0.005818181818181818
GSE131907	P0034	ADAM12	0.004358750768005848	0.0029491393361240625	0.007007007007007007	0.004363636363636364
GSE131907	P0034	ADAM15	0.3916744291782379	0.4256545603275299	0.4974974974974975	0.5149090909090909
GSE131907	P0034	ADAM17	0.2331237494945526	0.18850077688694	0.3483483483483483	0.2792727272727273
GSE131907	P0034	ADAM2	0.0	0.0	0.0	0.0
GSE131907	P0034	ADAM20	0.0	0.0	0.0	0.0
GSE131907	P0034	ADAM21	0.0007241925341077149	0.0	0.001001001001001001	0.0
GSE131907	P0034	ADAM23	0.0	0.0	0.0	0.0
GSE131907	P0034	ADAM28	0.01624571532011032	0.015262803062796593	0.026026026026026026	0.02690909090909091
GSE131907	P0034	ADAM29	0.0013694126391783357	0.0	0.003003003003003003	0.0
GSE131907	P0034	ADAM9	0.13324716687202454	0.13445286452770233	0.21021021021021022	0.20872727272727273
GSE131907	P0034	ADAMTS3	0.0003110489051323384	0.0026566898450255394	0.001001001001001001	0.004363636363636364
GSE131907	P0034	ADCYAP1	0.0008786286925897002	0.0	0.001001001001001001	0.0
GSE131907	P0034	ADGRB1	0.0032952940091490746	0.003606447484344244	0.008008008008008008	0.005818181818181818
GSE131907	P0034	ADGRE5	0.3638174533843994	0.34224098920822144	0.4574574574574575	0.43854545454545457
GSE131907	P0034	ADGRF5	0.5791348218917847	0.5746591091156006	0.6036036036036037	0.5854545454545454
GSE131907	P0034	ADIPOQ	0.0002955832169391215	0.0012641610810533166	0.001001001001001001	0.002909090909090909
GSE131907	P0034	ADM	0.06318946927785873	0.03864973038434982	0.07507507507507508	0.05818181818181818
GSE131907	P0034	ADM2	0.05134883522987366	0.036077164113521576	0.08708708708708708	0.06181818181818182
GSE131907	P0034	AGRN	0.3816864788532257	0.3699837625026703	0.4624624624624625	0.4581818181818182
GSE131907	P0034	AGRP	0.00033588497899472713	0.0023534030187875032	0.001001001001001001	0.005090909090909091
GSE131907	P0034	AGT	0.00934986025094986	0.004595888312906027	0.014014014014014014	0.007272727272727273
GSE131907	P0034	AHSG	0.0	0.002155496971681714	0.0	0.0036363636363636364
GSE131907	P0034	AIMP1	0.3526085913181305	0.3465588390827179	0.46146146146146144	0.4450909090909091
GSE131907	P0034	ALB	0.0005527925677597523	0.0009310171590186656	0.002002002002002002	0.002181818181818182
GSE131907	P0034	ALCAM	0.38303831219673157	0.41821417212486267	0.46846846846846846	0.512
GSE131907	P0034	ALOX5AP	0.030171768739819527	0.03887792304158211	0.04704704704704705	0.06036363636363636
GSE131907	P0034	AMBN	0.0	0.0	0.0	0.0
GSE131907	P0034	AMELX	0.0	0.0	0.0	0.0
GSE131907	P0034	AMELY	0.0	0.0	0.0	0.0
GSE131907	P0034	AMH	0.030964436009526253	0.015977580100297928	0.056056056056056056	0.02690909090909091
GSE131907	P0034	ANG	0.16765883564949036	0.15814366936683655	0.25425425425425424	0.22690909090909092
GSE131907	P0034	ANGPT1	0.0	0.0004783166223205626	0.0	0.0007272727272727272
GSE131907	P0034	ANGPT2	0.0025960002094507217	0.005550167988985777	0.005005005005005005	0.008
GSE131907	P0034	ANGPT4	0.0	0.0	0.0	0.0
GSE131907	P0034	ANGPTL1	0.0	0.0	0.0	0.0
GSE131907	P0034	ANGPTL2	0.002183112781494856	0.0013749707723036408	0.003003003003003003	0.002909090909090909
GSE131907	P0034	ANGPTL3	0.0	0.0	0.0	0.0
GSE131907	P0034	ANGPTL4	0.1672850251197815	0.11179463565349579	0.2222222222222222	0.14981818181818182
GSE131907	P0034	ANGPTL5	0.0	0.0	0.0	0.0
GSE131907	P0034	ANGPTL6	0.0029400542844086885	0.0019652789924293756	0.005005005005005005	0.002909090909090909
GSE131907	P0034	ANGPTL7	0.0	0.0	0.0	0.0
GSE131907	P0034	ANOS1	0.03460075706243515	0.02930920384824276	0.05805805805805806	0.05018181818181818
GSE131907	P0034	ANPEP	0.0647071972489357	0.050509899854660034	0.1001001001001001	0.07490909090909091
GSE131907	P0034	ANTXR1	0.022805582731962204	0.013675953261554241	0.042042042042042045	0.02109090909090909
GSE131907	P0034	ANXA1	1.7616007328033447	1.48142671585083	0.933933933933934	0.8836363636363637
GSE131907	P0034	ANXA2	1.6191973686218262	1.4468574523925781	0.934934934934935	0.9025454545454545
GSE131907	P0034	APELA	0.0016546681290492415	0.0008622871828265488	0.002002002002002002	0.0014545454545454545
GSE131907	P0034	APLN	0.003144731977954507	0.0029034169856458902	0.005005005005005005	0.006545454545454545
GSE131907	P0034	APOA1	0.003907938953489065	0.00374931120313704	0.008008008008008008	0.006545454545454545
GSE131907	P0034	APOA2	0.00040813596569932997	0.0	0.001001001001001001	0.0
GSE131907	P0034	APOA4	0.0	0.00028144894167780876	0.0	0.0007272727272727272
GSE131907	P0034	APOA5	0.0	0.0	0.0	0.0
GSE131907	P0034	APOB	0.0	0.0	0.0	0.0
GSE131907	P0034	APOC1	0.1661747843027115	0.20143699645996094	0.24424424424424424	0.2807272727272727
GSE131907	P0034	APOC2	0.0	0.0002284676011186093	0.0	0.0007272727272727272
GSE131907	P0034	APOC3	0.0	0.0	0.0	0.0
GSE131907	P0034	APOC4	0.0	0.0	0.0	0.0
GSE131907	P0034	APOD	0.04695992171764374	0.03750257566571236	0.06706706706706707	0.05309090909090909
GSE131907	P0034	APOE	0.13612408936023712	0.1425752192735672	0.2062062062062062	0.184
GSE131907	P0034	APOO	0.0538141131401062	0.05855143442749977	0.0980980980980981	0.10836363636363637
GSE131907	P0034	APP	0.5241837501525879	0.5756600499153137	0.6116116116116116	0.6203636363636363
GSE131907	P0034	AREG	2.4420061111450195	1.910925269126892	0.9459459459459459	0.8741818181818182
GSE131907	P0034	ARF1	0.9316410422325134	0.8226051330566406	0.8338338338338338	0.7745454545454545
GSE131907	P0034	ARTN	0.0010099547216668725	0.0005954671651124954	0.002002002002002002	0.0014545454545454545
GSE131907	P0034	ASIP	0.0	0.0	0.0	0.0
GSE131907	P0034	ATP1B1	1.328108310699463	1.1299742460250854	0.8988988988988988	0.8290909090909091
GSE131907	P0034	AVP	0.002698612166568637	0.002084551379084587	0.005005005005005005	0.002909090909090909
GSE131907	P0034	AZGP1	0.011235957965254784	0.00998664926737547	0.013013013013013013	0.012363636363636363
GSE131907	P0034	B2M	3.0092661380767822	3.0162503719329834	0.997997997997998	0.9927272727272727
GSE131907	P0034	BACE1	0.04285044223070145	0.04360712319612503	0.08008008008008008	0.07636363636363637
GSE131907	P0034	BACE2	0.21712984144687653	0.19754984974861145	0.3023023023023023	0.2843636363636364
GSE131907	P0034	BCAN	0.0	0.0020479541271924973	0.0	0.002909090909090909
GSE131907	P0034	BDNF	0.0006415636744350195	0.0014483173144981265	0.001001001001001001	0.002181818181818182
GSE131907	P0034	BGN	0.0016913674771785736	0.004428620915859938	0.004004004004004004	0.005090909090909091
GSE131907	P0034	BMP1	0.09562195837497711	0.11659068614244461	0.15815815815815815	0.18545454545454546
GSE131907	P0034	BMP15	0.0	0.0	0.0	0.0
GSE131907	P0034	BMP2	0.11222907155752182	0.11249163001775742	0.15215215215215216	0.1549090909090909
GSE131907	P0034	BMP3	0.12329267710447311	0.09015458077192307	0.1831831831831832	0.13018181818181818
GSE131907	P0034	BMP4	0.007967649027705193	0.007547902408987284	0.012012012012012012	0.01090909090909091
GSE131907	P0034	BMP5	0.002834923565387726	0.0018882163567468524	0.005005005005005005	0.0036363636363636364
GSE131907	P0034	BMP6	0.0	0.000247711141128093	0.0	0.0007272727272727272
GSE131907	P0034	BMP7	0.0004615651268977672	0.0	0.001001001001001001	0.0
GSE131907	P0034	BMP8A	0.0	0.0	0.0	0.0
GSE131907	P0034	BMP8B	0.007346500642597675	0.004951301496475935	0.013013013013013013	0.008727272727272728
GSE131907	P0034	BOC	0.002792076673358679	0.001011457061395049	0.005005005005005005	0.002181818181818182
GSE131907	P0034	BPI	0.0	0.0	0.0	0.0
GSE131907	P0034	BST2	1.3497625589370728	1.3466746807098389	0.908908908908909	0.8989090909090909
GSE131907	P0034	BTC	0.052728570997714996	0.0707632303237915	0.0890890890890891	0.11418181818181818
GSE131907	P0034	BTLA	0.0005854836781509221	0.001744228065945208	0.002002002002002002	0.002909090909090909
GSE131907	P0034	BTN1A1	0.0	0.0	0.0	0.0
GSE131907	P0034	BTN2A1	0.06489847600460052	0.052657514810562134	0.11311311311311312	0.09163636363636364
GSE131907	P0034	BTNL8	0.0	0.0	0.0	0.0
GSE131907	P0034	BTNL9	0.0007585363346152008	0.0008664138149470091	0.001001001001001001	0.002181818181818182
GSE131907	P0034	C10orf99	0.0	0.0	0.0	0.0
GSE131907	P0034	C1QA	0.06558536738157272	0.0815330296754837	0.0960960960960961	0.12145454545454545
GSE131907	P0034	C1QB	0.054574452340602875	0.050498224794864655	0.08608608608608609	0.07272727272727272
GSE131907	P0034	C1QTNF1	0.0012709521688520908	0.0010933688608929515	0.003003003003003003	0.002909090909090909
GSE131907	P0034	C1QTNF5	0.0	0.0	0.0	0.0
GSE131907	P0034	C3	0.5639870762825012	0.6545041799545288	0.5725725725725725	0.6123636363636363
GSE131907	P0034	C4A	0.0	0.0002465917496010661	0.0	0.0007272727272727272
GSE131907	P0034	C4BPA	0.8466159105300903	0.7782471776008606	0.6896896896896897	0.6065454545454545
GSE131907	P0034	C5	0.007418771740049124	0.015592376701533794	0.013013013013013013	0.022545454545454546
GSE131907	P0034	C6orf15	0.000511176825966686	0.0	0.001001001001001001	0.0
GSE131907	P0034	CA12	0.02727595530450344	0.03672013059258461	0.037037037037037035	0.04727272727272727
GSE131907	P0034	CADM1	0.07987029105424881	0.07145435363054276	0.12812812812812813	0.104
GSE131907	P0034	CADM2	0.0012760936515405774	0.0018635157030075788	0.002002002002002002	0.0036363636363636364
GSE131907	P0034	CADM3	0.0	0.0	0.0	0.0
GSE131907	P0034	CADM4	0.014528472907841206	0.010504129342734814	0.026026026026026026	0.020363636363636365
GSE131907	P0034	CALCA	0.0	0.0	0.0	0.0
GSE131907	P0034	CALCB	0.002710584318265319	0.0004637880774680525	0.002002002002002002	0.0007272727272727272
GSE131907	P0034	CALM1	1.1275440454483032	1.020106315612793	0.8598598598598599	0.8203636363636364
GSE131907	P0034	CALM2	1.9163272380828857	1.719847321510315	0.96996996996997	0.9512727272727273
GSE131907	P0034	CALM3	0.468261182308197	0.512078583240509	0.5615615615615616	0.5912727272727273
GSE131907	P0034	CALR	1.1070281267166138	1.1584999561309814	0.8608608608608609	0.864
GSE131907	P0034	CAMP	0.002388163236901164	0.001748892362229526	0.004004004004004004	0.0036363636363636364
GSE131907	P0034	CCK	0.0	0.00028340358403511345	0.0	0.0007272727272727272
GSE131907	P0034	CCL1	0.0	0.0	0.0	0.0
GSE131907	P0034	CCL11	0.0	0.0	0.0	0.0
GSE131907	P0034	CCL13	0.0058348411694169044	0.008572698570787907	0.008008008008008008	0.013818181818181818
GSE131907	P0034	CCL14	0.0	0.0	0.0	0.0
GSE131907	P0034	CCL15	0.0	0.0004895053571090102	0.0	0.0007272727272727272
GSE131907	P0034	CCL16	0.0	0.0002501893904991448	0.0	0.0007272727272727272
GSE131907	P0034	CCL17	0.002578536979854107	0.0038897725753486156	0.006006006006006006	0.008
GSE131907	P0034	CCL18	0.03286181017756462	0.045914292335510254	0.057057057057057055	0.07418181818181818
GSE131907	P0034	CCL19	0.0	0.0003426190814934671	0.0	0.0007272727272727272
GSE131907	P0034	CCL2	0.051844075322151184	0.03122529946267605	0.07007007007007007	0.04436363636363636
GSE131907	P0034	CCL20	0.19895389676094055	0.1981457769870758	0.1941941941941942	0.19272727272727272
GSE131907	P0034	CCL21	0.004731407389044762	0.005096202250570059	0.007007007007007007	0.007272727272727273
GSE131907	P0034	CCL22	0.0042726946994662285	0.006234298925846815	0.008008008008008008	0.01309090909090909
GSE131907	P0034	CCL23	0.0	0.0009202795918099582	0.0	0.002181818181818182
GSE131907	P0034	CCL24	0.0	0.0005086214514449239	0.0	0.0007272727272727272
GSE131907	P0034	CCL25	0.0	0.0	0.0	0.0
GSE131907	P0034	CCL26	0.0	0.000242263384279795	0.0	0.0007272727272727272
GSE131907	P0034	CCL27	0.00200021849013865	0.0017919465899467468	0.004004004004004004	0.002909090909090909
GSE131907	P0034	CCL28	0.01946966163814068	0.019755855202674866	0.031031031031031032	0.03127272727272727
GSE131907	P0034	CCL3	0.0683523640036583	0.08421245962381363	0.11011011011011011	0.12072727272727272
GSE131907	P0034	CCL3L3	0.052527256309986115	0.06855511665344238	0.0890890890890891	0.09963636363636363
GSE131907	P0034	CCL4	0.08402249962091446	0.07017053663730621	0.13213213213213212	0.10981818181818181
GSE131907	P0034	CCL4L2	0.08511406928300858	0.1013302206993103	0.14614614614614616	0.14545454545454545
GSE131907	P0034	CCL5	0.012663275003433228	0.01948695443570614	0.01901901901901902	0.02327272727272727
GSE131907	P0034	CCL7	0.0	0.0001792778930393979	0.0	0.0007272727272727272
GSE131907	P0034	CCL8	0.0010790263768285513	0.00349827716127038	0.003003003003003003	0.005818181818181818
GSE131907	P0034	CD14	0.02531374990940094	0.026792535558342934	0.04604604604604605	0.04581818181818182
GSE131907	P0034	CD160	0.00031374191166833043	0.0014888145960867405	0.001001001001001001	0.002181818181818182
GSE131907	P0034	CD1B	0.0	0.0011924384161829948	0.0	0.0014545454545454545
GSE131907	P0034	CD1D	0.006148478481918573	0.00563649320974946	0.011011011011011011	0.009454545454545455
GSE131907	P0034	CD2	0.00540314894169569	0.004310005344450474	0.009009009009009009	0.006545454545454545
GSE131907	P0034	CD200	0.0	0.0018821015255525708	0.0	0.004363636363636364
GSE131907	P0034	CD209	0.0005370453582145274	0.0	0.001001001001001001	0.0
GSE131907	P0034	CD22	0.0035760400351136923	0.0023065621498972178	0.006006006006006006	0.004363636363636364
GSE131907	P0034	CD226	0.0	0.0005481062107719481	0.0	0.0007272727272727272
GSE131907	P0034	CD24	0.09752251207828522	0.08323397487401962	0.1091091091091091	0.09163636363636364
GSE131907	P0034	CD244	0.0	0.0	0.0	0.0
GSE131907	P0034	CD274	0.04760376363992691	0.027397053316235542	0.08008008008008008	0.04436363636363636
GSE131907	P0034	CD28	0.00037164526293054223	0.0007565278792753816	0.001001001001001001	0.0014545454545454545
GSE131907	P0034	CD300A	0.006882400251924992	0.005503440275788307	0.014014014014014014	0.009454545454545455
GSE131907	P0034	CD300C	0.00025049017858691514	0.000405905389925465	0.001001001001001001	0.0007272727272727272
GSE131907	P0034	CD300LF	0.0012098932638764381	0.0031559504568576813	0.001001001001001001	0.005090909090909091
GSE131907	P0034	CD320	0.18136201798915863	0.21324600279331207	0.28428428428428426	0.3090909090909091
GSE131907	P0034	CD34	0.0018447291804477572	0.0005283025093376637	0.003003003003003003	0.0014545454545454545
GSE131907	P0034	CD38	0.034577447921037674	0.037984542548656464	0.056056056056056056	0.05745454545454545
GSE131907	P0034	CD40	0.09188111126422882	0.07191897928714752	0.15215215215215216	0.12145454545454545
GSE131907	P0034	CD40LG	0.0	0.0	0.0	0.0
GSE131907	P0034	CD44	0.7783119082450867	0.8897126913070679	0.7347347347347347	0.7658181818181818
GSE131907	P0034	CD47	1.0713409185409546	1.0199925899505615	0.8398398398398398	0.832
GSE131907	P0034	CD48	0.008389417082071304	0.00414351187646389	0.012012012012012012	0.006545454545454545
GSE131907	P0034	CD52	0.046960942447185516	0.05780159682035446	0.08408408408408409	0.08727272727272728
GSE131907	P0034	CD55	1.1776409149169922	1.0450336933135986	0.8728728728728729	0.8152727272727273
GSE131907	P0034	CD58	0.09012322127819061	0.08772391825914383	0.15315315315315314	0.15054545454545454
GSE131907	P0034	CD59	1.269646406173706	1.2168461084365845	0.8958958958958959	0.8661818181818182
GSE131907	P0034	CD5L	0.0	0.0	0.0	0.0
GSE131907	P0034	CD6	0.001380925765261054	0.0034014261327683926	0.002002002002002002	0.005090909090909091
GSE131907	P0034	CD7	0.011030707508325577	0.01119629293680191	0.01901901901901902	0.01818181818181818
GSE131907	P0034	CD70	0.0014462836552411318	0.0010671999771147966	0.003003003003003003	0.002181818181818182
GSE131907	P0034	CD72	0.0074706110171973705	0.010598007589578629	0.013013013013013013	0.01890909090909091
GSE131907	P0034	CD79B	0.0008005078416317701	0.0005864799022674561	0.001001001001001001	0.0014545454545454545
GSE131907	P0034	CD80	0.001211554859764874	0.0	0.003003003003003003	0.0
GSE131907	P0034	CD82	0.31468015909194946	0.25975582003593445	0.4314314314314314	0.36727272727272725
GSE131907	P0034	CD86	0.0009035786497406662	0.0026111172046512365	0.002002002002002002	0.004363636363636364
GSE131907	P0034	CD9	1.4222230911254883	1.21177339553833	0.9129129129129129	0.8596363636363636
GSE131907	P0034	CD96	0.12471886724233627	0.10601842403411865	0.17517517517517517	0.13454545454545455
GSE131907	P0034	CD99	0.16169022023677826	0.19797590374946594	0.25225225225225223	0.2770909090909091
GSE131907	P0034	CDCP1	0.01868574321269989	0.02433899976313114	0.03303303303303303	0.03927272727272727
GSE131907	P0034	CDH1	0.7390667200088501	0.647944986820221	0.7077077077077077	0.6618181818181819
GSE131907	P0034	CDH13	0.0	0.0	0.0	0.0
GSE131907	P0034	CDH15	0.022898605093359947	0.014631141908466816	0.03803803803803804	0.02690909090909091
GSE131907	P0034	CDH2	0.0	0.0	0.0	0.0
GSE131907	P0034	CDH3	0.07131074368953705	0.08161232620477676	0.11311311311311312	0.128
GSE131907	P0034	CDH4	0.0011736289598047733	0.0	0.002002002002002002	0.0
GSE131907	P0034	CDH5	0.0	0.0007359540904872119	0.0	0.0014545454545454545
GSE131907	P0034	CDH6	0.0	0.0	0.0	0.0
GSE131907	P0034	CDH9	0.0	0.0	0.0	0.0
GSE131907	P0034	CDHR2	0.0	0.0	0.0	0.0
GSE131907	P0034	CEACAM1	0.11996649205684662	0.12406223267316818	0.2002002002002002	0.19636363636363635
GSE131907	P0034	CEACAM20	0.0013700026320293546	0.0	0.001001001001001001	0.0
GSE131907	P0034	CEACAM21	0.0	0.0	0.0	0.0
GSE131907	P0034	CEACAM3	0.0007301528821699321	0.0006105236825533211	0.001001001001001001	0.0014545454545454545
GSE131907	P0034	CEACAM4	0.0025089753326028585	0.006127204746007919	0.006006006006006006	0.011636363636363636
GSE131907	P0034	CEACAM5	0.40364938974380493	0.33433154225349426	0.43543543543543545	0.35563636363636364
GSE131907	P0034	CEACAM6	1.7325166463851929	1.7561935186386108	0.914914914914915	0.9149090909090909
GSE131907	P0034	CEACAM7	0.003570456989109516	0.002352800453081727	0.006006006006006006	0.004363636363636364
GSE131907	P0034	CEACAM8	0.0	0.0	0.0	0.0
GSE131907	P0034	CEL	0.002959682373329997	0.002450395142659545	0.006006006006006006	0.0036363636363636364
GSE131907	P0034	CER1	0.0	0.0	0.0	0.0
GSE131907	P0034	CFAP54	0.0016852690605446696	0.0017781793139874935	0.003003003003003003	0.0036363636363636364
GSE131907	P0034	CFC1	0.0	0.0	0.0	0.0
GSE131907	P0034	CFD	0.14902269840240479	0.1619480550289154	0.24224224224224225	0.2421818181818182
GSE131907	P0034	CFH	0.08346687257289886	0.08651477098464966	0.12912912912912913	0.12290909090909091
GSE131907	P0034	CFP	0.006363607011735439	0.008001613430678844	0.013013013013013013	0.011636363636363636
GSE131907	P0034	CGA	0.0	0.0	0.0	0.0
GSE131907	P0034	CGB7	0.0005504840519279242	0.0013403340708464384	0.001001001001001001	0.0014545454545454545
GSE131907	P0034	CHAD	0.0	0.0	0.0	0.0
GSE131907	P0034	CHL1	0.08781208842992783	0.0806586816906929	0.13013013013013014	0.112
GSE131907	P0034	CIB1	1.2319389581680298	1.1989667415618896	0.8698698698698699	0.8705454545454545
GSE131907	P0034	CKLF	0.7137826681137085	0.7737756371498108	0.6756756756756757	0.7076363636363636
GSE131907	P0034	CLCF1	0.22377587854862213	0.14003588259220123	0.3073073073073073	0.19490909090909092
GSE131907	P0034	CLDN1	0.20289742946624756	0.17327888309955597	0.27427427427427425	0.24581818181818182
GSE131907	P0034	CLDN11	0.00914840865880251	0.0032519337255507708	0.012012012012012012	0.007272727272727273
GSE131907	P0034	CLDN14	0.0	0.0	0.0	0.0
GSE131907	P0034	CLDN16	0.002303336514160037	0.0010678021935746074	0.003003003003003003	0.002909090909090909
GSE131907	P0034	CLDN19	0.0	0.00031844465411268175	0.0	0.0007272727272727272
GSE131907	P0034	CLDN2	0.0047556390054523945	0.002844561357051134	0.008008008008008008	0.0036363636363636364
GSE131907	P0034	CLDN3	0.9944874048233032	0.7425235509872437	0.8238238238238238	0.7207272727272728
GSE131907	P0034	CLEC11A	0.043398965150117874	0.05497297644615173	0.07607607607607608	0.088
GSE131907	P0034	CLEC2A	0.002799693029373884	0.0	0.001001001001001001	0.0
GSE131907	P0034	CLEC2B	0.17913806438446045	0.13399165868759155	0.24224224224224225	0.18618181818181817
GSE131907	P0034	CLEC2D	0.04604373499751091	0.045230381190776825	0.07607607607607608	0.07054545454545455
GSE131907	P0034	CLEC2L	0.0	0.0	0.0	0.0
GSE131907	P0034	CLEC3A	0.0	0.0	0.0	0.0
