ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset
STX1A	0.12431565549283302	0.05758384300507089	0.8136061946902655	0.1351224838103342	234	8
FAM3D	0.1240030081174828	0.05821970705697706	0.8235619469026548	0.12613485294878296	234	8
VGF	0.1240014900992865	0.058222808492460115	0.7571902654867256	0.07823979070589633	234	8
COPA	0.12382070220621764	0.05859314942503135	0.8058628318584071	0.11453308512754642	234	8
FGFRL1	0.12376825995514282	0.05870093944143338	0.7737831858407079	0.1090928951443944	234	8
S100A8	0.12052705982034556	0.06568729852542911	0.8030973451327434	0.15399933142939087	234	8
KITLG	0.1185861758138749	0.07018731641873208	0.9054203539823009	0.2239596052096052	234	8
FURIN	0.11846513746958194	0.07047607587301626	0.7621681415929205	0.19258697799054808	234	8
MMP7	0.11746388607276971	0.0729020569770477	0.7588495575221239	0.07569638762488692	234	8
IL18	0.11738692597856623	0.07309130329886249	0.7660398230088494	0.13095835622925406	234	8
ADGRF5	0.11719445356647004	0.07356634519623267	0.7278761061946903	0.08403407236449624	234	8
NTN1	0.11687973380463529	0.07434850808761893	0.8053097345132743	0.16051935570029902	234	8
ADAM28	0.11642046048886388	0.0755020268392692	0.7743362831858407	0.08234698051437946	234	8
LRCH4	0.11591074250458597	0.07679919052491906	0.7212389380530974	0.08098411667193252	234	8
FN1	0.11488326467664892	0.07946883805848921	0.8384955752212391	0.13668781480974768	234	8
ATP1B1	0.11408002782273666	0.08160764361970667	0.7898230088495576	0.1118141314107352	234	8
CD59	0.11243857548189444	0.08612265295158127	0.8263274336283186	0.12404723748473749	234	8
GJB2	0.10952371198268544	0.09463268548320387	0.7771017699115044	0.10841196846631629	234	8
CALM2	0.10887644590568024	0.09661037949000438	0.8467920353982301	0.15946599852687376	234	8
FAM3B	0.10844455486831771	0.09794817660139465	0.771570796460177	0.10550321215316455	234	8
SEMA3C	0.10645541942117372	0.104300413334726	0.7405973451327433	0.08587791328238531	234	8
PATJ	0.10571971856524041	0.10673058583850206	0.7765486725663717	0.08349609556878484	234	8
HLA-DQB1	0.10537199181447438	0.10789460933975675	0.8390486725663717	0.19304498635985978	234	8
COL6A1	0.10382293337184391	0.11320187551022502	0.8003318584070797	0.10985765192661745	234	8
TGM2	0.10092485584788147	0.12367753626740186	0.7676991150442478	0.12001055737291338	234	8
VSIR	0.1008253424635659	0.12405016480696802	0.7494469026548674	0.07236524640232697	234	8
ABCA1	0.10039598950708468	0.12566786605579194	0.7627212389380531	0.09379898541121731	234	8
LTBP1	0.10017927965727547	0.12649055556469377	0.7300884955752212	0.06967524735963003	234	8
PTDSS1	0.09969752469490886	0.12833434879540462	0.7179203539823009	0.07143860620691285	234	8
PRRG4	0.09896173259027873	0.13119037482743565	0.7074115044247787	0.06458609011022481	234	8
F8	0.09805879487782368	0.13476180550052838	0.8036504424778761	0.11611286144194827	234	8
CALM3	0.09661305391167464	0.14063506051657865	0.84679203539823	0.1387904785228921	234	8
CCL28	0.09559735079952897	0.14487688014385974	0.7793141592920354	0.13641563998090134	234	8
TNC	0.0944732049797901	0.14968435337071243	0.8567477876106194	0.15922223311929196	234	8
PGF	0.09409998461129193	0.15130690157495058	0.8683628318584071	0.1701598314879565	234	8
HSP90B1	0.08978256313756433	0.17105541563419022	0.827433628318584	0.13503599473205635	234	8
APP	0.08876291555877007	0.1759876248520295	0.7853982300884956	0.11911657927143335	234	8
BMP7	0.08875471502737221	0.17602771483424956	0.7925884955752212	0.12290483877036948	234	8
PSEN1	0.08599016933113945	0.18993148581981353	0.7942477876106194	0.1082340828845763	234	8
CX3CL1	0.08441047509190056	0.19822858984599734	0.8058628318584071	0.0952701043126575	234	8
APOE	0.08353233088459427	0.20295327030117885	0.8373893805309734	0.14106427475330913	234	8
CCL3L3	0.08309185627125604	0.20535361250659734	0.8301991150442478	0.19133981301908703	234	8
SPARC	0.08163828909249239	0.21342005727432214	0.7881637168141593	0.1243012077314403	234	8
CD274	0.0816149511215098	0.21355139647399407	0.771570796460177	0.20179657517059024	234	8
TNFSF13	0.08150689714526524	0.21416024754254537	0.8528761061946903	0.16361457912938004	234	8
CD47	0.08145137654353547	0.21447357243697981	0.75	0.14176615599312967	234	8
MUC1	0.08107664152440963	0.21659694173137625	0.8196902654867257	0.11119107963581915	234	8
CCN2	0.08049374006265701	0.2199296527835666	0.8008849557522124	0.12797885259803654	234	8
HHLA2	0.08006130665399304	0.22242557935828605	0.6780973451327433	0.06418701562967787	234	8
SFTPA2	0.07991857980024063	0.22325377835499888	0.7118362831858407	0.07284707252471774	234	8
SECTM1	0.0778906803469723	0.2352584507463978	0.6902654867256637	0.0585957629652762	234	8
DEFB1	0.07788767687764671	0.23527656084365026	0.8196902654867256	0.193163593505442	234	8
CCL4L2	0.07752856155536399	0.2374489985364448	0.8451327433628318	0.1880046805046805	234	8
TIMP3	0.07624663573189572	0.24531858552361857	0.7959070796460177	0.10190622618642281	234	8
CTSD	0.07575075074870923	0.24841098241189924	0.7782079646017699	0.0974995307208361	234	8
EPHA4	0.07485292212429116	0.2540786520642372	0.7616150442477877	0.0757522706388999	234	8
CD82	0.07323193298147666	0.26453642941773026	0.8362831858407079	0.15433612909222663	234	8
TIMP1	0.07271529382482052	0.26793060640732336	0.7699115044247787	0.10536129268658159	234	8
B2M	0.07256959863349638	0.26889313457516123	0.842920353982301	0.1481858150191262	234	8
PDGFC	0.07123378020538082	0.2778280962243009	0.8373893805309733	0.11551438166899167	234	8
CKLF	0.07090898347718129	0.2800305914238087	0.6167035398230089	0.0629905096027533	234	8
FLT3LG	0.07070437598687954	0.28142410100595966	0.8075221238938053	0.13419821279024197	234	8
LCN2	0.07058134424024314	0.28226427402615767	0.728429203539823	0.15715675683917446	234	8
ADGRE5	0.07013705292635104	0.28531235880653544	0.7361725663716814	0.06646120560468521	234	8
MSMB	0.06953034623065925	0.28951029343943924	0.6382743362831858	0.06453359505381359	234	8
BACE1	0.06866728464101483	0.29555287811426356	0.709070796460177	0.08844715728396131	234	8
CADM1	0.06844706566058044	0.29710804488479553	0.8030973451327434	0.13991646521785991	234	8
ANXA2	0.06668650064447038	0.30973618634884537	0.8058628318584071	0.10834539946727004	234	8
GAD1	0.06539315164845642	0.3192342987856956	0.8185840707964601	0.12472665831450157	234	8
SCGB3A1	0.06522864247079484	0.3204558574344799	0.6808628318584071	0.05851179736594038	234	8
AIMP1	0.06477038101278927	0.3238746495799204	0.8324115044247788	0.1143776321225825	234	8
NAMPT	0.0647148245336649	0.3242907190670526	0.7842920353982301	0.09090150591799323	234	8
CD44	0.06403775566821335	0.3293891439505648	0.853429203539823	0.14567780636885447	234	8
CCL3	0.06285697519563424	0.33840333110759613	0.8141592920353982	0.1245180521844135	234	8
CCL4	0.06276738189953213	0.33909365804856445	0.8561946902654868	0.17709171103158444	234	8
DKK1	0.06250653023975274	0.3411086581152319	0.7560840707964602	0.08021964922992422	234	8
CD7	0.06237014247210548	0.34216523839330387	0.8124999999999999	0.13501597881379487	234	8
MMP15	0.06124659845418935	0.3509481968308612	0.6521017699115044	0.05542791391824625	234	8
TGFB1	0.05992397017222154	0.36146763724599507	0.6941371681415929	0.0735011881648412	234	8
ST6GAL1	0.05921322805912606	0.3672007546140154	0.845132743362832	0.12279428226986996	234	8
PAM	0.05887297956013302	0.36996514442882267	0.7444690265486726	0.0728309899800127	234	8
TRAF2	0.05777625993997663	0.37896268525668486	0.8418141592920354	0.1740741657832971	234	8
NRP1	0.05763251827323793	0.38015178509063813	0.845132743362832	0.14777776810908455	234	8
CCL20	0.05642658933481454	0.39021729018193324	0.8235619469026549	0.14683762280841872	234	8
CD99	0.05320242133244588	0.41790782987716485	0.8241150442477876	0.14695221445221446	234	8
BMP2	0.050352403810813004	0.44331616105715405	0.8185840707964602	0.10092128807628051	234	8
ITM2B	0.048526815689126444	0.46004195530298436	0.7898230088495575	0.10279394047350143	234	8
CXCL8	0.04801296625091516	0.4648122733086629	0.7970132743362831	0.09904727074132935	234	8
LAMB1	0.04710264174134031	0.4733299748958314	0.7699115044247787	0.09631182773965757	234	8
CXCL16	0.047035237073719226	0.4739640393209789	0.8346238938053098	0.14809495850535007	234	8
TGFB2	0.04568127179597105	0.48679828803504077	0.7345132743362832	0.07783207460240524	234	8
JAG1	0.04318992083995523	0.5108931259364545	0.8130530973451328	0.10055020493872688	234	8
TNFSF13B	0.04017637173992066	0.5408446775062218	0.7859513274336284	0.08728300920926044	234	8
CCL2	0.03657218918569633	0.5777752547282373	0.8019911504424779	0.20119891624037262	234	8
HBEGF	0.03352605030923847	0.6098783675728559	0.8622787610619469	0.13542609653785026	234	8
CLDN1	0.03137470174128365	0.6330145795652627	0.8346238938053098	0.11724389097744362	234	8
PIGA	0.03097289500465062	0.6373764566547857	0.7914823008849559	0.11640990536914805	234	8
PLAU	0.028261417918710424	0.6671320575868225	0.8517699115044247	0.11153148441435268	234	8
TCN2	0.024552717342037917	0.7086800460703848	0.6095132743362832	0.04690889272545554	234	8
HEBP1	0.024429290717195476	0.7100785351595046	0.8113938053097346	0.12296066094958887	234	8
CCL5	0.02377955057802549	0.7174563417330727	0.8517699115044247	0.13358246579183747	234	8
CD9	0.023306042970527716	0.7228496157464791	0.8091814159292035	0.11638372215216478	234	8
VEGFA	0.021858531116195404	0.739420841364051	0.7936946902654867	0.08416711823817988	234	8
MIF	0.021052015029701228	0.7487068864009216	0.77820796460177	0.0940073344884726	234	8
PDGFA	0.01951154475303208	0.7665434739439875	0.7931415929203539	0.08481724816402236	234	8
CALR	0.018673930490875096	0.7762944471514531	0.8097345132743362	0.10029007421969807	234	8
EDN1	0.017545215617309335	0.7894895657398568	0.7793141592920354	0.10580172761022422	234	8
IL7	0.010232465580969543	0.8762754157244428	0.7063053097345133	0.0737268565450911	234	8
LTB	-0.0003343809489091654	0.9959406571784777	0.7793141592920355	0.08587712696859708	234	8
ADAM17	-0.0012155443812342235	0.9852442160359549	0.790929203539823	0.09963194901529496	234	8
CXCL1	-0.0044680706270600985	0.9457994316307946	0.8174778761061947	0.11029652052617506	234	8
TGFA	-0.004720253612362026	0.9427453725014406	0.8058628318584071	0.10876645453991823	234	8
BMP4	-0.012807659572707717	0.8454881822307684	0.8108407079646018	0.09981901586799596	234	8
PRNP	-0.015315171684353123	0.8157333117704871	0.743362831858407	0.07755292986725067	234	8
NMU	-0.019182175428569457	0.7703734958995987	0.7748893805309734	0.09895400718367225	234	8
APOD	-0.028781331017125	0.6613842582541928	0.7118362831858407	0.0624582757789559	234	8
ADM	-0.054699856957602586	0.40490684549610634	0.7240044247787611	0.06461050132221695	234	8
