ligand	n_patients	n_cohorts	median_delta	mean_delta	paired_p	frac_patients_expressed_high	paired_fdr	pearson	pearson_p	n_background	receptor_score	scaled_delta	scaled_activity	scaled_receptor	scaled_frac	prioritization_score	rank	receptors	activity_ifn	auroc_ifn	activity_cyto	activity_exh
HLA-E	60	3	0.2333415448665619	0.2086259488016367	2.1167271347612363e-08	1.0	4.0798208484510925e-07	0.09020432022008616	0.392482037735688	92	0.88864133755366	0.7092027806929282	0.5616508391826721	0.3827453401232602	1.0	0.6633997399997151	11	CD8A,KLRC1,KLRC2,KLRC3,KLRD1,KLRK1	0.3455567310058022	0.8893805309734513	0.05063092869383428	-0.10012095279754075
CD55	60	3	0.2222011610865593	0.23766353235890467	7.198793899418943e-09	0.9833333333333333	1.7921997312095077e-07	0.18727009490440427	0.07385310899450125	92	0.5987247625986735	0.684693491981045	0.7175563278211389	0.25787581920496677	0.9777777777777777	0.6594758541962321	12	ADGRE2,ADGRE5,CR1	0.177913191600614	0.799778761061947	-0.0990889208540839	-0.10120041662794038
HLA-DMA	60	3	0.010710861533880234	0.022553491592407226	0.23885382738964556	0.85	0.3805737649741686	0.11939281337880703	0.256971512907856	92	2.255017717679342	0.21940639650379518	0.6085329281922199	0.9712552037171465	0.7999999999999999	0.6497986321032904	13	CD4,CD74	0.15551743057540846	0.7488938053097345	-0.0750543817134886	-0.09214571318656024
CLDN3	60	3	0.3655197024345398	0.4169051431197052	1.6295557943119345e-11	0.95	5.272270100332204e-09	0.14470673916359575	0.1687421913947146	92	0.00887136448485156	1.0	0.6491917493026538	0.0038209717167325538	0.9333333333333332	0.6465865135881799	14	CLDN1	0.1471205403160117	0.7577433628318584	-0.0574367757655738	-0.0713002825685653
LGALS9	60	3	0.025307513773441315	0.034408607725830126	0.0026047837063895097	0.8333333333333334	0.010073516275519301	0.17462324098126691	0.09594376658698137	92	1.9732115268707275	0.2515196136991076	0.697243154130015	0.8498788938475076	0.7777777777777778	0.644104859863602	15	CD44,CD47,HAVCR2,MRC2,PTPRC,SLC1A5	0.13982714487710732	0.7505530973451328	-0.04686657976985216	-0.060810526838214876
LGALS3BP	60	3	0.2080107033252716	0.27950309157992403	4.726799443728142e-10	0.9666666666666667	3.322661961914782e-08	0.11858910350358368	0.2602108787930396	92	0.7455742756525675	0.6534739188412494	0.6072420222964213	0.3211251465156647	0.9555555555555556	0.6343491608022228	16	CD33,ITGB1	0.12841901337921854	0.8301991150442478	-0.08798845651969307	-0.08094230170889904
NAMPT	60	3	0.09697611629962921	0.11824843063950538	1.5930986002049958e-07	1.0	2.286068308276326e-06	0.23733758772626207	0.022727196219536002	92	0.7455742756525675	0.40919339815567246	0.7979739308195288	0.3211251465156647	1.0	0.6320731188727166	17	ADORA2A,INSR,ITGA5,ITGB1	0.0647148245336649	0.7842920353982301	0.07346325856731466	-0.06671042443294901
ADAM10	60	3	0.05576200783252716	0.07749876013646523	9.353700370283567e-09	0.9833333333333333	2.2355343884977727e-07	0.17579810538915305	0.09369454607663419	92	1.1790598630905151	0.31852071547518057	0.6991302024762641	0.5078310554026119	0.9777777777777777	0.6258149377829586	18	APP,AXL,CD44,EPHA3,NOTCH1,NOTCH2	0.16785093528959735	0.7599557522123894	0.0004392787925460335	-0.08096096459292336
GRN	60	3	0.15567535161972046	0.18819568206866583	2.0683674392539114e-09	1.0	7.061997399738355e-08	0.16962292705168547	0.10599535248696458	92	0.6206436653931936	0.5383340574038185	0.6892117301901918	0.26731647602643804	1.0	0.623715565905112	19	CLEC4M,EGFR,SORT1,TNFRSF1A,TNFRSF1B	0.1925053739100364	0.8407079646017699	-0.13764768544923753	-0.0846299470370725
CD82	60	3	0.07117842882871628	0.10251135490155623	1.5747864485630498e-09	0.95	6.593841703111054e-08	0.14794097240941345	0.15932194538113714	92	1.2362760702768962	0.3524374566360896	0.654386522807526	0.5324745597667018	0.9333333333333332	0.6181579681359126	20	CD37,ITGB2	0.07323193298147666	0.8362831858407079	-0.038029111353310184	-0.043800494313110366
CCN1	21	1	0.1785120889544487	0.2530828969375718	9.5367431640625e-06	0.9047619047619048	7.448632732715482e-05	0.08276998139392222	0.43280879771437886	92	1.0580961505572002	0.5885757905099078	0.54970992353896	0.4557309613156201	0.873015873015873	0.6167581370950902	21	ITGA2B,ITGA5,ITGA6,ITGAD,ITGAM,ITGAV	0.18738714967468115	0.8113938053097345	-0.053261167497082866	-0.0941034006067598
CD99	60	3	0.0999360978603363	0.11588264459278434	8.200707995901569e-05	0.95	0.0004999921456684885	0.10653169866915618	0.3121480983791306	92	1.2043754657109578	0.41570547566447835	0.5878756122663478	0.5187346995680528	0.9333333333333332	0.6139122802080531	22	CD81,CD99,PILRA,PILRB	0.05320242133244588	0.8241150442477876	-0.03139360235984553	-0.03743224294317753
HLA-DMB	60	3	-0.0013382724719122052	-0.0020022460511730364	0.6428046651320614	0.7666666666666667	0.7560546996385958	0.10964307421453759	0.2981443076712922	92	2.255017717679342	0.19289782104464095	0.5928730537055994	0.9712552037171465	0.688888888888889	0.6114787418390689	23	CD4,CD74	0.2166158392608617	0.8213495575221238	-0.056677875097254	-0.09988298601664719
LGALS1	60	3	-0.019798949360847473	-0.047716883725176254	0.07976323100353154	0.8666666666666667	0.16693005437691802	0.1243145542861551	0.23773520122256014	92	1.9732115268707275	0.15228359548269188	0.6164381494054392	0.8498788938475076	0.8222222222222223	0.6102057152394652	24	CD69,ITGB1,PTPRC	0.20653647922653828	0.8202433628318585	-0.06477394891170109	-0.09836586851164635
HLA-B	60	3	0.17819583415985107	0.22602060362696647	2.7408615941872812e-06	1.0	2.48131030685894e-05	0.030242190292935244	0.7747461661836761	92	0.88864133755366	0.5878800173462199	0.4653406289515264	0.3827453401232602	1.0	0.6089914966052516	25	CD8A,KIR2DL3,KIR3DL1,KIR3DL2,KLRD1,LILRB1	0.3560199208270236	0.8982300884955753	0.009167065495809382	-0.09641393566631153
CDH1	60	3	0.2110932394862175	0.23084062431007624	1.742088718600998e-10	1.0	1.892541835207448e-08	0.1117834367467431	0.2887542372717902	92	0.3677496711413066	0.6602556213593493	0.5963108696353874	0.158392893750227	1.0	0.6037398461862409	26	CDH1,EGFR,IGF1R,ITGAE,ITGB7,KLRG1	0.18802528070562224	0.8313053097345133	-0.1288035174076152	-0.09756228359531986
EZR	60	3	0.23910683393478394	0.27775454223155976	1.8030386309636688e-11	1.0	5.272270100332204e-09	0.15434709680479136	0.14182672248681172	92	0.0645174328237772	0.7218866466234864	0.6646759369433363	0.027788203999147273	1.0	0.6035876968914925	27	SLC9A1	0.18004594555511044	0.8219026548672567	-0.055122912523566596	-0.09615436544484807
FAM3C	60	3	0.11491475254297256	0.16528574228286744	6.538336196238617e-08	1.0	1.0703166786993353e-06	0.125236266279006	0.23424697244686846	92	0.8050944606463114	0.4486591134728383	0.617918588407721	0.34676099360819795	1.0	0.6033346738721893	28	ADGRG5,CLEC2D,FFAR2,GLRA2,GPR42,KIR2DL3	0.1302056844708834	0.8241150442477876	-0.05077687291108626	-0.07805845433480461
MIF	60	3	-0.025960592087358236	-0.04614753206260502	0.01764284715659273	0.85	0.04949108533363454	0.047038674821617624	0.6561341068921238	92	2.255017717679342	0.1387277356931387	0.49231887268747987	0.9712552037171465	0.7999999999999999	0.6005754530244413	29	ACKR3,CD44,CD74,CXCR2,CXCR4,EGFR	0.021052015029701228	0.77820796460177	0.1569457789626169	-0.05565263679985752
LGALS3	60	3	0.1436467170715332	0.2875021463880936	3.228629101370945e-08	0.9833333333333333	5.511731108768971e-07	0.11445516843811539	0.27731087982779956	92	0.6895564198493958	0.51187058156913	0.6006021621760275	0.2969977822278582	0.9777777777777777	0.5968120759376984	30	ANXA2,ENG,LAG3,MCAM,PTPRK	0.20066813587837234	0.8379424778761062	-0.0905820418071119	-0.10501770707560153
MDK	60	3	0.18280646204948425	0.23029487561434508	1.2265709478379528e-06	1.0	1.2635795540227185e-05	0.030388974598640955	0.7736821096758748	92	0.7455742756525675	0.5980235826238295	0.46557639154632285	0.3211251465156647	1.0	0.5961812801714542	31	ALK,ITGA4,ITGA6,ITGB1,LRP1,LRP2	0.2911488820990548	0.8904867256637167	-0.02479621288044984	-0.096955997019192
NECTIN4	31	2	0.2075648009777069	0.20013942355440267	3.073364496231079e-08	0.8387096774193549	5.440575379780282e-07	0.14466716683261518	0.16885994307333335	92	0.6897938946882883	0.6524929158893236	0.6491281888600762	0.29710006464950756	0.7849462365591399	0.5959168514895118	32	GUCY2D,NECTIN1,NECTIN2,PVR,TIGIT	0.1959391054149645	0.831858407079646	-0.11126708681498564	-0.10637435848126849
ST14	60	3	0.18757172673940659	0.19759522633006174	4.22409488236999e-11	1.0	7.211133406331625e-09	0.11909167340899414	0.25818202318406325	92	0.3447653849919637	0.6085073550306201	0.6080492420083417	0.14849336730692853	1.0	0.5912624910864726	33	BTN3A1,PLAU	0.15708114852554547	0.8108407079646018	-0.09946864001472573	-0.10531538888871411
CEACAM6	60	3	0.20679117739200592	0.25166067937389014	2.4336364230114983e-08	0.9666666666666667	4.6161833738075246e-07	0.14117902793862316	0.17947894423930752	92	0.22413810590902963	0.6507909131405221	0.6435255961802638	0.09653817795253603	0.9555555555555556	0.5866025607072194	34	CEACAM1,CEACAM5,CEACAM7,CEACAM8,EGFR,ITGA1	0.19252991177988515	0.8296460176991151	-0.10418871868323293	-0.09584803276118571
SDC4	60	3	0.23814687132835388	0.29855459940930207	2.1106868421131569e-10	1.0	2.101892313604352e-08	0.11884043907311057	0.25919489463644363	92	0.023286018520593643	0.7197746905959177	0.6076457134523076	0.010029485127618169	1.0	0.5843624722939609	35	ADAM12	0.20446817025940772	0.8263274336283186	-0.07077072159866497	-0.09123954542983864
HLA-A	60	3	0.22798049449920654	0.24200732360283533	7.536705356504771e-07	1.0	8.339224908354816e-06	-0.1014456081012252	0.3359424462181146	92	0.88864133755366	0.6974082560295751	0.25382580178266195	0.3827453401232602	1.0	0.5834948494838743	36	APLP2,CD8A,ERBB2,KIR3DL1,KIR3DL2,KLRD1	0.18537686492966432	0.9015486725663717	0.1762848943930848	-0.06617242512896293
EFNA1	60	3	0.21690739691257477	0.2597399322316051	1.994566564292453e-11	1.0	5.272270100332204e-09	0.13515271929617034	0.19896091560225415	92	0.050284417967001595	0.6730469996271901	0.6338462360078094	0.021657924118928393	1.0	0.582137789938482	37	EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6	0.20809662674511703	0.8263274336283185	-0.04276718128891951	-0.08638493044063518
ICAM1	60	3	0.13922806084156036	0.18531882008343625	4.239699647119485e-09	0.8833333333333333	1.1782421112343684e-07	-0.0627864741212008	0.5521244159962498	92	1.5264100233713787	0.5021493616006254	0.3159194820020545	0.6574377072882385	0.8444444444444444	0.5799877488338407	38	CDH5,EGFR,EZR,IL2RA,IL2RG,ITGAL	0.20973607544944048	0.8202433628318584	0.14343395890054791	-0.05516769333407538
LAMA5	60	3	0.08751532435417175	0.11542757560188571	3.09047858118837e-10	0.9666666666666667	2.3082011903250638e-08	0.1470011438568641	0.16201809057832928	92	0.7455742756525675	0.38837927847960674	0.652876985277968	0.3211251465156647	0.9555555555555556	0.5794842414571988	39	BCAM,CD151,DAG1,ITGA2,ITGA3,ITGA6	0.18241024484297877	0.8091814159292036	-0.058477537182005566	-0.10823779242760125
EPCAM	60	3	0.25743550062179565	0.3438023514424761	2.55510608922137e-10	1.0	2.2389274508388405e-08	0.08060550284198387	0.4449781041726466	92	0.02140752412378788	0.762210444475246	0.5462333728455264	0.009220401702797584	1.0	0.5794160547558924	40	CLDN1,CLDN7	0.31790472723369617	0.834070796460177	0.0520060314648165	-0.057753024519813255
DUSP18	60	3	0.01839067693799734	0.042586771321172515	1.868005162193947e-07	0.6666666666666666	2.4802957431352963e-06	0.0661453402447646	0.5310159535572875	92	2.32175612449646	0.23630229674480377	0.5230076918797784	1.0	0.5555555555555555	0.5787163860450344	41	CD151,ITGA1,ITGA2,ITGA3,ITGA6,ITGA7	0.2233956310163928	0.8224557522123894	0.03524175604262315	-0.10732227434605615
CALR	60	3	0.12700152397155762	0.16400584280490876	7.030074867900359e-05	1.0	0.00044215470879689097	0.04896347941838296	0.643007361530834	92	0.7811126907666525	0.4752504927635132	0.49541046292274277	0.33643184248563546	1.0	0.5767731995429728	42	ITGA2B,ITGA3,ITGAV,LRP1,MPL,MTNR1A	0.018673930490875096	0.8097345132743362	-0.06330254902536812	0.1072115754379435
ADAM15	60	3	0.06926806643605232	0.09767064601182937	6.310856184922302e-09	0.9833333333333333	1.6045687534004576e-07	0.13883899501243796	0.18687124225640322	92	0.7455742756525675	0.3482345831668496	0.6397670728699261	0.3211251465156647	0.9777777777777777	0.5717261450825546	43	ITGA5,ITGA9,ITGB1,ITGB3	0.18362073512197777	0.8047566371681416	-0.07252921785899227	-0.09105912998686497
SPINT1	60	3	0.22997963428497314	0.2820636739333471	6.920030316998981e-11	1.0	9.188262476459759e-09	0.10237626488598611	0.3315048882933645	92	0.007482971840848525	0.7018064433050187	0.5812012212508029	0.00322297926207535	1.0	0.5715576609544741	44	ST14	0.1976839263082244	0.838495575221239	-0.10009085306276552	-0.08643078224808505
HSP90B1	60	3	0.20095157623291016	0.2152635802825292	2.0520060606416363e-06	1.0	1.930824600367524e-05	0.13124048934950736	0.21239571790516315	92	0.009493911638855934	0.6379435576456925	0.6275624750891519	0.004089108041403343	1.0	0.567398785194062	45	LRP1	0.08978256313756433	0.827433628318584	0.16666231578432433	-0.05320387958832729
TIMP2	60	3	0.04799911007285118	0.09045517365642203	9.035824853365091e-06	0.9166666666666666	7.103822828796898e-05	0.09467753277603896	0.3693362351257739	92	1.1790598630905151	0.3014420307377428	0.5688356413602436	0.5078310554026119	0.8888888888888888	0.5667494040973717	46	CD44,ITGA3,ITGB1,LRP2,MMP2	0.20418987208008754	0.7588495575221239	-0.0776857119769467	-0.09863205590236883
ANXA1	60	3	0.21974021196365356	0.3148186325095594	5.683749081014049e-11	0.9666666666666667	8.490100189764736e-09	0.13002409861603134	0.21670122583834275	92	0.01348568347748369	0.6792793057420735	0.6256087278255603	0.00580839793430434	0.9555555555555556	0.5665629967643735	47	DYSF,EGFR,FPR1,FPR2,FPR3	0.12811257691822764	0.8617256637168141	0.1424948308786307	-0.07074961153742465
B2M	60	3	0.11219418048858643	0.14465400576591492	4.394608446499839e-05	1.0	0.0002840377043883979	0.04296610375337925	0.6842507070555914	92	0.7811126907666525	0.44267374642811197	0.4857775744340681	0.33643184248563546	1.0	0.5662207908369539	48	CD1A,CD1B,KLRC1,KLRD1,LILRB1,TAP1	0.07256959863349638	0.842920353982301	0.08689492854449239	-0.053852991488887926
AGRN	60	3	0.1105639897286892	0.11954852082999423	7.857047324502202e-09	0.9333333333333333	1.9161574597510474e-07	0.11002782088188201	0.296441753593522	92	0.7455742756525675	0.4390872617271553	0.593491027624516	0.3211251465156647	0.9111111111111111	0.5662036367446117	49	ATP1A3,CHRNB3,DAG1,ITGB1,LRP1,LRP2	0.1990458760578024	0.7942477876106194	-0.03981719642302029	-0.08649854413916311
MUC1	60	3	0.21450722217559814	0.29245527751821404	1.2665372839698328e-08	0.9666666666666667	2.702700097042768e-07	0.131290765101122	0.2122190800402857	92	0.004132166349639495	0.6677665194615853	0.6276432271940791	0.0017797589962363833	0.9555555555555556	0.563186265301864	50	SIGLEC9	0.08107664152440963	0.8196902654867257	-0.05103940379738534	-0.059546418144707486
LAMC1	60	3	0.04387243464589119	0.04959760193402569	9.446688765511485e-07	0.95	1.0079279531059129e-05	0.17915123047458315	0.08750333593364938	92	0.7455742756525675	0.2923631801831372	0.7045159381447844	0.3211251465156647	0.9333333333333332	0.5628343995442299	51	ITGA1,ITGA2,ITGA3,ITGA6,ITGA7,ITGAV	0.1420434141158827	0.7649336283185841	-0.07154874980723608	-0.08912772368160676
ITM2B	60	3	0.19013172388076782	0.2648580953478813	1.8052113765605007e-09	1.0	6.593841703111054e-08	0.13469085019112306	0.2005144169507007	92	0.0015403494277658563	0.6141394508612723	0.6331043892678685	0.0006634415266590179	1.0	0.5619768204139499	52	ROR2	0.048526815689126444	0.7898230088495575	-0.05085158962617858	-0.04445045100884231
ATP1B1	60	3	0.19906063377857208	0.279465834548076	1.5045510168523422e-09	1.0	6.593841703111054e-08	0.12089415382614942	0.2509943153894067	92	0.002419661817839369	0.6337834088154413	0.6109443571105679	0.001042168810199281	1.0	0.5614424836840521	53	NEGR1	0.11408002782273666	0.7898230088495576	-0.04815120964123988	-0.06814715487331319
GDF15	60	3	0.2506910637021065	0.27207932881234836	9.076696935103127e-10	0.8833333333333333	5.163457847967608e-08	0.1396227023779283	0.18437123918573303	92	0.014528800422946611	0.7473724142127277	0.6410258510557872	0.006257677225293247	0.8444444444444444	0.5597750967345632	54	ERBB2,GFRAL,RET	0.15696204167169342	0.7842920353982301	-0.1013599147310213	-0.10538983994216387
TIMP1	60	3	0.03795062564313412	0.09890070667412752	0.0013633620914137979	0.9333333333333333	0.0058604953210053545	0.18251190195587746	0.08162833884630157	92	0.7852906584739685	0.27933496415293785	0.7099137947131635	0.3382313285140064	0.9111111111111111	0.5596477996228048	55	CD63,FGFR2,MMP1,MMP2,MMP9	0.07271529382482052	0.7699115044247787	-0.051556879589215523	-0.04749802054749274
CXCL14	60	3	0.0044508762657642365	0.036533780841030726	0.07682717926542343	0.48333333333333334	0.16191971644123634	0.2151781732765547	0.039408698646497195	92	2.2099717458089194	0.2056341791997738	0.7623818351610981	0.9518535226382641	0.3111111111111111	0.5577451620275617	56	CXCR4	0.24578548445635132	0.8429203539823009	0.0474510054459824	-0.10159912259187853
LAMB3	60	3	0.09098993241786957	0.1813461308348148	2.368757449511698e-09	0.9	7.862958756017998e-08	0.14182733254602078	0.1774692475500232	92	0.7455742756525675	0.3960235548237191	0.6445668926303423	0.3211251465156647	0.8666666666666667	0.5570955651590982	57	CD151,ITGA2,ITGA3,ITGA6,ITGB1,ITGB4	0.2014503301258288	0.788716814159292	-0.04926453831218745	-0.09379851407775605
S100A9	60	3	-0.0031994404271245003	-0.07250966741897476	0.3613273432756863	0.8666666666666667	0.5132611715778772	0.20998651907525587	0.04453282477772742	92	1.0580961505572002	0.18880317730018703	0.7540430835493397	0.4557309613156201	0.8222222222222223	0.5551998610968423	58	AGER,ALCAM,CD36,CD68,ITGB2,TLR4	0.13252102850383138	0.7964601769911506	0.1355438411392736	-0.08294250424694408
CXADR	60	3	0.11098059639334679	0.1399429206736386	2.8103691851533563e-10	0.9833333333333333	2.2389274508388405e-08	0.1615097624243176	0.12402828374380086	92	0.29294392963250476	0.44000381300806507	0.6761804954450117	0.12617342818296134	0.9777777777777777	0.555033878603454	59	JAML,KLRA1P	0.2178748180426878	0.8478982300884956	-0.07820834488564628	-0.07382608402978103
RTN4	60	3	0.16860204935073853	0.20420194615920384	5.779087742610451e-09	1.0	1.569547693731702e-07	0.1377893809400056	0.190257919684361	92	0.032987624406814575	0.5667733080649563	0.6380811996012422	0.014208048838018635	1.0	0.5547656391260543	60	CNTN1,CNTNAP1,GJB2,LINGO1,NGFR,RTN4R	0.1839058995152268	0.8158185840707964	-0.06923023726702243	-0.09249620384298927
MMP7	60	3	0.07447254564613104	0.13190095587973094	1.745122593545619e-06	0.7833333333333333	1.730777903478496e-05	0.1362018023841817	0.19546449085790402	92	1.1790598630905151	0.35968464503848674	0.6355312564178427	0.5078310554026119	0.7111111111111111	0.5535395169925131	61	CD151,CD44,ERBB4,ITGB4,MMP1,SDC1	0.11746388607276971	0.7588495575221239	-0.16065262661239954	-0.10233875197279313
HLA-DRA	60	3	-0.002974138129502535	-0.016340180253610014	0.3931349390093536	0.9333333333333333	0.5418641892920156	0.09769723124381241	0.3541937760228924	92	1.2362760702768962	0.18929885134238472	0.5736858325495702	0.5324745597667018	0.9111111111111111	0.551642588692442	62	CD19,CD37,CD4,CD53,CD63,CD81	0.3801538393923629	0.8799778761061946	0.2806231636374438	-0.052693543217479204
LAMC2	60	3	0.07432298362255096	0.13519701602247855	8.666370804521837e-10	0.8833333333333333	5.163457847967608e-08	0.15732220711795433	0.13421300607776473	92	0.7455742756525675	0.35935560262050137	0.6694545113547138	0.3211251465156647	0.8444444444444444	0.5485949262338311	63	CD151,ITGA2,ITGA3,ITGA6,ITGA9,ITGB1	0.17033891058208186	0.8136061946902655	-0.06512389444203466	-0.09450565379445759
HLA-C	60	3	0.20791739225387573	0.2403223656117916	2.1885093424322652e-07	1.0	2.812116843232857e-06	0.058466764487948165	0.5798527086593712	92	0.046169452369213104	0.6532686307619499	0.5106744867999516	0.019885573631996466	1.0	0.5459571727984744	64	KIR2DL1,KIR2DL3,LILRB1,LILRB2	0.34199383487761936	0.8849557522123894	0.05024048293457458	-0.09698079251732582
PSAP	60	3	0.18726354837417603	0.27801702270905176	2.679770894249959e-10	1.0	2.2389274508388405e-08	0.09422407629153887	0.3716438080865711	92	0.009493911638855934	0.6078293503337128	0.5681073068363376	0.004089108041403343	1.0	0.5450064413028635	65	CD1B,CELSR1,GPR37,GPR37L1,LRP1,SORT1	0.15326669078517366	0.7743362831858407	-0.1604323517167858	-0.08772374564746702
COL1A1	60	3	0.03812885284423828	0.08664231891161762	5.1930863596152556e-06	0.8166666666666667	4.279819448096711e-05	0.13415183395112718	0.20233838795288975	92	1.1790598630905151	0.27972707110494555	0.6322386300385836	0.5078310554026119	0.7555555555555555	0.5438380780254242	66	CD36,CD44,CD93,DDR1,DDR2,GP6	0.1632804562608196	0.8418141592920354	-0.07809951606363898	-0.08420164473810922
ITGB1	60	3	0.13860565423965454	0.19068181316057842	9.065507517982256e-08	1.0	1.3888822415370253e-06	0.13154018664284714	0.21134431007012433	92	0.10393889124194781	0.5007800422482999	0.6280438440692452	0.04476735956257678	1.0	0.5433978114700304	67	VCAM1	0.22787207900968603	0.8467920353982301	-0.0431120832671792	-0.08870009919424116
ANXA2	60	3	0.1579093337059021	0.24694923510154088	1.9441038635532113e-08	1.0	3.899179826324123e-07	0.12033106491916641	0.2532248275379785	92	0.01104292335609595	0.5432489071081604	0.6100399327501216	0.004756280489403652	1.0	0.5395112800869214	68	DYSF,EGFR,PLAT,ROBO4,TLR2	0.06668650064447038	0.8058628318584071	-0.06097826694327002	-0.053592657015437035
CD24	60	3	0.20415490865707397	0.3515370723170539	9.076696935103127e-10	0.9833333333333333	5.163457847967608e-08	0.06870618027241998	0.5151976757953052	92	0.004845089822386702	0.6449910167614996	0.5271208720108288	0.0020868211657835076	0.9777777777777777	0.5379941219289723	69	SELP	0.18739573350794653	0.8755530973451329	-0.036669407671796245	-0.06775024686787642
PATJ	31	2	0.08986459672451019	0.08748859587696291	2.2230669856071472e-05	1.0	0.00016100394229094187	0.1999370754088752	0.056023828595211364	92	0.00887136448485156	0.3935477714080848	0.7379018285040128	0.0038209717167325538	1.0	0.5338176429072075	70	CLDN1	0.10571971856524041	0.7765486725663717	-0.08011598408474226	-0.08168065942370958
ADAM9	60	3	0.06897884979844093	0.10113669928784172	1.4707471245801184e-07	0.95	2.143344894967368e-06	0.0700758806461824	0.5068369357020861	92	0.7455742756525675	0.3475982950270979	0.5293208627568382	0.3211251465156647	0.9333333333333332	0.5328444094082335	71	ITGA6,ITGAV,ITGB1,ITGB5	0.35465174937261984	0.8456858407079646	-0.06940855237466989	-0.0786473638121845
OCLN	60	3	0.11500376462936401	0.13276742308711012	1.994566564292453e-11	0.9666666666666667	5.272270100332204e-09	0.11657037659928703	0.2684695369249164	92	0.27352481335401535	0.4488549436136393	0.603999575558984	0.11780945055688703	0.9555555555555556	0.5315548813212665	72	CLDN2,OCLN,TGFBR1,TGFBR2	0.18178428700393615	0.7964601769911505	-0.05498980984341396	-0.07596930059262047
