ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset
POMZP3	-0.09715109694586646	0.13842684900496824	0.24269005847953215	0.018876953325133058	234	6
DSG2	-0.0972509117731971	0.13802012809170722	0.3077485380116959	0.020312116983602607	234	6
TCTN3	-0.0973757325643125	0.1375128024204154	0.30116959064327486	0.020098000078638788	234	6
TSPAN33	-0.0974291915454168	0.13729595944700076	0.29751461988304095	0.02000289668198189	234	6
COL4A4	-0.09746361312099604	0.13715647566602765	0.29020467836257313	0.01992639916916473	234	6
TGOLN2	-0.09756191902766431	0.13675871646245738	0.30116959064327486	0.020140473346566965	234	6
CDH1	-0.09756228359531986	0.1367572430191462	0.30190058479532167	0.02016652291949079	234	6
MFGE8	-0.09772818140061289	0.13608800932256984	0.2967836257309941	0.02009366888272553	234	6
IGFBP7	-0.09777558929900759	0.13589722754436948	0.3128654970760234	0.020426011610222138	234	6
LAYN	-0.09792011838620282	0.13531687088454272	0.2982456140350877	0.020194675987576426	234	6
ADM2	-0.09797202670450889	0.1351088979431455	0.29605263157894735	0.020062797026388832	234	6
SEMA4F	-0.09815229182738561	0.13438856331178659	0.26242690058479534	0.019543153183718708	234	6
LGALS1	-0.09836586851164635	0.13353893907798978	0.29678362573099415	0.020169284354958978	234	6
CA12	-0.09843496652211353	0.13326494787130785	0.30409356725146197	0.020339540827538204	234	6
CDCP1	-0.09843896085127034	0.1332491225653533	0.2975146198830409	0.020267218250708572	234	6
PLAT	-0.09848324744850573	0.13307375839291508	0.283625730994152	0.019715345587782616	234	6
PODXL2	-0.09858217339445727	0.13268267677755155	0.2902046783625731	0.019740488987658414	234	6
TIMP2	-0.09863205590236883	0.13248581306778906	0.29751461988304095	0.02015748625272112	234	6
TFPI	-0.09883679644851734	0.1316801483788906	0.2894736842105263	0.020009677034306332	234	6
CADM4	-0.09884381878004272	0.13165258220542778	0.28728070175438597	0.019726428016260622	234	6
COL21A1	-0.09894083897596394	0.13127218392617648	0.3019005847953216	0.020212210552998267	234	6
NETO2	-0.09910308252238852	0.1306379493926835	0.29605263157894735	0.019889481302290516	234	6
EMC1	-0.09911201757556982	0.13060308965401715	0.29678362573099415	0.019989064745031832	234	6
COL28A1	-0.09953532160198274	0.1289597883006709	0.29678362573099415	0.020005770678186166	234	6
SEMA3E	-0.09958418591113741	0.1287711251055731	0.2412280701754386	0.01870739425789156	234	6
THBS1	-0.09962844816715626	0.12860041424339966	0.2777777777777778	0.019767763754175254	234	6
GNAS	-0.09964529123459231	0.1285354997440499	0.29605263157894735	0.02006312659823463	234	6
CXCL3	-0.09977108750800834	0.12805147095160221	0.28435672514619886	0.01957490787488133	234	6
HLA-DMB	-0.09988298601664719	0.1276221012322853	0.2894736842105263	0.020159061669500843	234	6
COL8A1	-0.09995817460763785	0.127334217970037	0.29239766081871343	0.019915664823707442	234	6
HLA-E	-0.10012095279754075	0.1267126901979268	0.27266081871345027	0.01943587276240704	234	6
PTDSS1	-0.10020848651153515	0.12637943611509841	0.3048245614035088	0.020612728683985934	234	6
CIB1	-0.10049622753357805	0.12528873908874277	0.3062865497076024	0.02055512632856519	234	6
ANPEP	-0.10059068981960266	0.12493226872882937	0.3055555555555556	0.020294879182015925	234	6
VEGFB	-0.10061009042034827	0.12485915442789143	0.2799707602339181	0.019630941618029137	234	6
RPS19	-0.10062537552589199	0.12480157338536263	0.2953216374269006	0.01990627353534428	234	6
LRCH4	-0.10074224703827364	0.12436198249327031	0.2960526315789474	0.02047704025160201	234	6
UTS2	-0.1010914659696794	0.12305560749148783	0.2894736842105263	0.01977330372541517	234	6
CD55	-0.10120041662794038	0.12265022629560088	0.2909356725146199	0.02010468518215367	234	6
MANSC1	-0.10121596586894097	0.12259245564705011	0.2887426900584795	0.019993979838592645	234	6
NUCB2	-0.10132706111339762	0.12218031390587175	0.2858187134502924	0.019680658572717096	234	6
CXCL14	-0.10159912259187853	0.1211755625389262	0.26827485380116967	0.019230276443228733	234	6
EFNB2	-0.10207188526376582	0.11944489025732484	0.277046783625731	0.019608730674734842	234	6
SLITRK6	-0.10229699518821926	0.11862760736951548	0.2785087719298246	0.019622970425007526	234	6
MMP7	-0.10233875197279313	0.11847648551163152	0.2887426900584796	0.01971703282053556	234	6
GSTP1	-0.10239072089909428	0.11828861446612292	0.28654970760233917	0.019728857489967062	234	6
LRFN3	-0.10248023512677172	0.11796555909967035	0.293859649122807	0.019934721880212697	234	6
HLA-F	-0.10263495260291994	0.11740880830604224	0.2733918128654971	0.019565528484965823	234	6
GPI	-0.10273004117815684	0.11706765013228743	0.2945906432748538	0.020049277149885546	234	6
EFNA3	-0.10279574943431702	0.11683235463884066	0.2814327485380117	0.019655525413799252	234	6
ECM1	-0.1028680997248846	0.11657370160519016	0.2850877192982456	0.019714641805448005	234	6
INHBB	-0.10296320431659771	0.11623438178054397	0.28289473684210525	0.01969955199930573	234	6
SPINK1	-0.10323532963393549	0.11526773549786519	0.283625730994152	0.019596556041518616	234	6
SFTPD	-0.10336241333081403	0.11481846449639362	0.27485380116959063	0.01965036561018805	234	6
GPC3	-0.10351044661867896	0.11429685881222168	0.2828947368421052	0.019614266899608927	234	6
LAMB2	-0.10354562084681704	0.11417319282816589	0.2711988304093567	0.019511225662274694	234	6
VGF	-0.10359880232867051	0.11398641547167497	0.29312865497076024	0.02005193307010867	234	6
PVR	-0.10436215594700733	0.11133171803576088	0.2814327485380117	0.019735065068664837	234	6
SEMA3C	-0.1043988166021635	0.11120545461710155	0.2573099415204678	0.01902482231289364	234	6
TSPAN5	-0.10442289983138349	0.11112257040131414	0.2741228070175439	0.019560995562520243	234	6
JAG2	-0.10462610087346963	0.11042516652068735	0.2872807017543859	0.020129474780060694	234	6
CHL1	-0.10500213011909393	0.10914366483746034	0.2733918128654971	0.019277879622283955	234	6
LGALS3	-0.10501770707560153	0.10909083192950773	0.2850877192982456	0.019729537053700657	234	6
F12	-0.10517201156070734	0.10856855680199161	0.28362573099415206	0.01956441087615596	234	6
ST14	-0.10531538888871411	0.108085030417911	0.26461988304093564	0.01948605386431733	234	6
BMP3	-0.10538434716400584	0.10785307912137727	0.2763157894736842	0.01958586748490669	234	6
GDF15	-0.10538983994216387	0.10783462020325076	0.27631578947368424	0.019484737111502864	234	6
FGFRL1	-0.10560012943176841	0.10712979255978244	0.21198830409356725	0.018167234607882415	234	6
UXS1	-0.1056647508671364	0.10691393067594153	0.2814327485380117	0.019746375790388494	234	6
PLTP	-0.10570367214176515	0.1067840831026779	0.2763157894736842	0.01945165095182843	234	6
AZGP1	-0.10602544254536769	0.1057153566885754	0.2843567251461988	0.019723715890303858	234	6
CXCL17	-0.10621002166193104	0.10510611210083468	0.27485380116959063	0.019460380716271628	234	6
NECTIN4	-0.10637435848126849	0.10456601470441756	0.2777777777777778	0.01947720410458803	234	6
S100A10	-0.1064979867636674	0.10416115204868115	0.2828947368421053	0.019806425337877707	234	6
PTGFRN	-0.10654794516513082	0.10399789775574275	0.27266081871345027	0.0194025306480644	234	6
APOO	-0.10659590416061605	0.1038413672049113	0.27046783625730997	0.019322360242827005	234	6
PLXNA1	-0.10661602666427165	0.10377574596333725	0.26681286549707606	0.019347797269811794	234	6
MMP15	-0.10677425374218397	0.10326089386354356	0.2777777777777778	0.01955474487774908	234	6
DUSP18	-0.10732227434605615	0.10149328055373116	0.2595029239766082	0.019192140773016328	234	6
MMP14	-0.10750378509444154	0.10091313306758642	0.27850877192982454	0.01956839362418208	234	6
ULBP2	-0.10819039185795425	0.09874230198532781	0.2529239766081871	0.019017344294782947	234	6
LAMA5	-0.10823779242760125	0.09859381406876182	0.26535087719298245	0.019346418057917036	234	6
BTN2A1	-0.10832848065691458	0.09831021610423747	0.28801169590643283	0.01983631511479231	234	6
LRRN1	-0.10863177452278987	0.09736646288461667	0.2529239766081871	0.018869848279845787	234	6
HLA-DQA1	-0.10875444459214767	0.09698680256506019	0.25877192982456143	0.019083455820442324	234	6
SCGB3A2	-0.10920101302163095	0.09561461117735484	0.26973684210526316	0.019272590514220877	234	6
HLA-DOA	-0.10935947931429094	0.09513141341609647	0.26973684210526316	0.019458882727014175	234	6
SCGB3A1	-0.10947113268167631	0.0947921268183024	0.2733918128654971	0.019319112381464706	234	6
SDC2	-0.1095171346726492	0.09465261880854277	0.26973684210526316	0.01943986534626179	234	6
ZG16B	-0.11067503728614592	0.09119463934894241	0.25	0.01901005644902879	234	6
COL6A2	-0.11102779324887246	0.09016145569190191	0.2631578947368421	0.01928925456237526	234	6
NECTIN1	-0.11144516103332489	0.0889511416098127	0.2719298245614035	0.019509372759663714	234	6
ADGRE5	-0.11180464789762289	0.08791913120406268	0.20614035087719298	0.01800735818933107	234	6
MSN	-0.11248196780298499	0.08600076945515407	0.2733918128654971	0.019479259398394053	234	6
LIPH	-0.11294969619234618	0.0846957513164087	0.2631578947368421	0.019215618542523717	234	6
LFNG	-0.11317644579172693	0.0840688461051272	0.2551169590643275	0.019143433598233152	234	6
FGF13	-0.11320941786439948	0.08397799824091287	0.2595029239766082	0.019098934722871816	234	6
EFEMP1	-0.11325665315256939	0.08384798857335887	0.26169590643274854	0.019399746186966396	234	6
CRLF1	-0.11327260850116191	0.08380410991861541	0.256578947368421	0.019132701634219894	234	6
TGFBI	-0.11352071265431127	0.08312417478551376	0.260233918128655	0.01905299756673913	234	6
ADAM28	-0.11458195789905824	0.08026576882787922	0.24269005847953218	0.01875437175278051	234	6
ADGRF5	-0.11491535049856419	0.07938435166717947	0.23830409356725146	0.018861085618529193	234	6
ARMH4	-0.11522155851572013	0.07858170909419884	0.2404970760233918	0.018782648067863922	234	6
CLCF1	-0.11526818168095657	0.07846007647495622	0.2543859649122807	0.0190588084401022	234	6
IGFBP4	-0.11558596721161904	0.07763507280901805	0.26242690058479534	0.020005378023573543	234	6
ZP3	-0.11584642607101507	0.07696414198925552	0.24195906432748537	0.018723294402506762	234	6
LTBP3	-0.11660020305743611	0.07504886560128608	0.26096491228070173	0.019641807146287753	234	6
HHLA2	-0.11713838967962405	0.07370518747580744	0.2463450292397661	0.018690719317396152	234	6
FBLN1	-0.11784087739828124	0.07198077559417772	0.23757309941520466	0.01873938842659671	234	6
PIP	-0.11819834361726395	0.07111598184803414	0.24853801169590645	0.01889232379544965	234	6
SORL1	-0.11890264024118538	0.0694368872517874	0.2390350877192982	0.01865003444446948	234	6
PLXNA2	-0.1193468158566404	0.06839467207637179	0.23976608187134502	0.018799006959125925	234	6
VSIR	-0.11950358166069662	0.06802990061900263	0.23464912280701755	0.018543281760688885	234	6
FGF11	-0.11969423986753235	0.06758841013393223	0.24195906432748537	0.018775712920589133	234	6
LRIG2	-0.12149198379731545	0.06353962710096447	0.22368421052631576	0.01824727985613936	234	6
ANOS1	-0.12592055491362808	0.05440945604097295	0.22953216374269006	0.018579926942762455	234	6
FGF12	-0.12736539238853517	0.051677056968887775	0.22149122807017543	0.018334558630227496	234	6
CTHRC1	-0.16087463052102682	0.01374730649868781	0.1644736842105263	0.017414031719832936	234	6
