cohort	ligand	n_patients	median_delta	mean_delta	paired_p	frac_patients_expressed_high	median_frac_high	median_frac_low	paired_fdr
GSE131907	ADIPOQ	29	0.0	5.5121922271390415e-06	1.0	0.0	0.0	0.0	1.0
GSE131907	ADM	29	0.03607591986656189	0.09897910712029913	7.73109495639801e-05	0.7931034482758621	0.22868217054263565	0.15498938428874734	0.001565546728670597
GSE131907	ADM2	29	0.005082065239548683	0.010042974404219923	0.05018984724877887	0.4827586206896552	0.09481582537517053	0.0625	0.20221942301157494
GSE131907	AGRN	29	0.10756652057170868	0.10386700876827898	1.0278075933456421e-05	1.0	0.5725041829336308	0.45390070921985815	0.00029885482329588674
GSE131907	AGRP	29	0.0	-0.0008774688562723519	0.03515697309591544	0.0	0.0	0.0004299226139294927	0.16965109570539624
GSE131907	AGT	29	0.0017576664686203003	0.015386595306938096	0.022987998807596024	0.27586206896551724	0.014014014014014014	0.007272727272727273	0.1292255419267933
GSE131907	AHSG	29	0.0	1.1699136691810243e-05	1.0	0.0	0.0	0.0	1.0
GSE131907	AIMP1	29	0.006049752235412598	0.0032174294364863427	0.41691966354846954	1.0	0.5808700501952035	0.48905109489051096	0.6922209347935058
GSE131907	ALB	29	0.0	0.00075268360549295	0.8721180313900541	0.06896551724137931	0.0	0.0009487666034155598	0.9639199294311124
GSE131907	ALCAM	29	0.03936634957790375	0.04628990590572357	0.005566027015447617	1.0	0.48872180451127817	0.47096774193548385	0.04573822199650433
GSE131907	ALOX5AP	29	-0.004758029710501432	0.0008566863754571512	0.5792817249894142	0.7241379310344828	0.17647058823529413	0.17216117216117216	0.8283801716746477
GSE131907	AMBN	29	0.0	-0.00012044889996920167	0.17971249487899976	0.0	0.0	0.0	0.4373261141476089
GSE131907	AMELX	29	0.0	0.0		0.0	0.0	0.0	
GSE131907	AMELY	29	0.0	-1.4230735391249944e-05	0.31731050786291415	0.0	0.0	0.0	0.586998557775766
GSE131907	AMH	29	0.00032716267742216587	0.0010332305311498329	0.43855341528388225	0.034482758620689655	0.013937282229965157	0.014652014652014652	0.7098350472147065
GSE131907	ANG	29	0.014705225825309753	0.02418316697605468	0.009877141565084457	0.8620689655172413	0.1869031377899045	0.15121951219512195	0.06788290021094409
GSE131907	ANGPT1	29	0.0	-0.0022569384008389094	0.3957522466577532	0.0	0.0	0.0007434944237918215	0.6726677077807266
GSE131907	ANGPT2	29	-0.0006382269784808159	-0.00034351107576091226	0.6829616948348547	0.0	0.005005005005005005	0.0070921985815602835	0.867036468972264
GSE131907	ANGPT4	29	0.0	-0.0001959273173144601	0.027707849358079864	0.0	0.0	0.0	0.1447958579357722
GSE131907	ANGPTL1	29	0.0	7.430611354909067e-05	1.0	0.0	0.0	0.0	1.0
GSE131907	ANGPTL2	29	0.0	-0.002057275680648484	0.7089053094753638	0.10344827586206896	0.007151370679380214	0.002909090909090909	0.8813758694061108
GSE131907	ANGPTL3	29	0.0	4.560768389512367e-05	0.17971249487899976	0.0	0.0	0.0	0.4373261141476089
GSE131907	ANGPTL4	29	0.0375988632440567	0.0472631407018494	0.0001742914319038391	0.7241379310344828	0.2127659574468085	0.1724137931034483	0.002949947519088859
GSE131907	ANGPTL5	29	0.0	0.00012032924609355114	0.5001842570707944	0.0	0.0	0.0	0.7512701291632858
GSE131907	ANGPTL6	29	0.0	-0.0001711291732700092	0.661178771669188	0.0	0.0003594536304816679	0.003663003663003663	0.8598356961844716
GSE131907	ANGPTL7	29	0.0	-0.00029912208616412404	0.17971249487899976	0.0	0.0	0.0	0.4373261141476089
GSE131907	ANOS1	29	0.00917028496041894	0.004788377659459566	0.03660209017913067	0.3103448275862069	0.0684931506849315	0.06382978723404255	0.17222726250263148
GSE131907	ANPEP	29	0.003454711986705661	0.02813244734063809	0.004583287516424454	0.3793103448275862	0.05263157894736842	0.027514231499051234	0.0399494209595784
GSE131907	ANTXR1	29	0.0	0.00109492289103118	0.670246776722805	0.2413793103448276	0.029585798816568046	0.011098779134295227	0.8656718050155591
GSE131907	ANXA1	29	0.1807149052619934	0.18948660919378543	3.2782554626464844e-07	1.0	0.8	0.7419354838709677	1.8587708473205568e-05
GSE131907	ANXA2	29	0.06436014175415039	0.09651125299519506	0.004435725510120392	1.0	0.9442508710801394	0.9290322580645162	0.03899312192617461
GSE131907	APELA	29	0.0	-0.0010814183594353881	0.6001794871405538	0.0	0.0	0.0	0.8319752467949496
GSE131907	APLN	29	-0.000681285047903657	-0.003239127008469197	0.017270445346494193	0.0	0.0	0.007334963325183374	0.1070201367372919
GSE131907	APOA1	29	-0.00023998881079023704	-0.002667145880846435	0.013754521768656157	0.0	0.0002788622420524261	0.005681818181818182	0.0880796318308691
GSE131907	APOA2	29	0.0	-9.74051479966749e-05	0.5750621301739497	0.0	0.0	0.0	0.8244253547626536
GSE131907	APOA4	29	0.0	4.8332440201193094e-05	1.0	0.0	0.0	0.0	1.0
GSE131907	APOA5	29	0.0	0.0		0.0	0.0	0.0	
GSE131907	APOB	29	0.0	0.0003292625699722176	0.6744240722352938	0.0	0.0	0.0	0.867036468972264
GSE131907	APOC1	29	-0.005318403244018555	-0.007561045538248687	0.39265386015176773	0.9310344827586207	0.5	0.4801980198019802	0.6715980051464625
GSE131907	APOC2	29	0.0	-0.0002616587283635705	0.35197884167136195	0.0	0.0	0.0	0.6285732385123219
GSE131907	APOC3	29	0.0	7.409646561176612e-05	0.31731050786291415	0.0	0.0	0.0	0.586998557775766
GSE131907	APOC4	29	0.0	0.0		0.0	0.0	0.0	
GSE131907	APOD	29	0.0006625279784202576	0.03199558780360003	0.14277775326005962	0.5862068965517241	0.1951219512195122	0.13636363636363635	0.39781319950100147
GSE131907	APOE	29	0.009780526161193848	0.03091430432837585	0.24702516570687294	1.0	0.6073298429319371	0.5560488346281909	0.5376708981028674
GSE131907	APOO	29	0.007161140441894531	0.005933065545456162	0.25600792095065117	0.8620689655172413	0.1821705426356589	0.15654648956356737	0.545701094657967
GSE131907	APP	29	0.06351771950721741	0.09386211533324215	0.0009746924042701721	0.9655172413793104	0.6888888888888889	0.6296296296296297	0.01163474933097237
GSE131907	AREG	29	0.041097626090049744	0.13251622457956447	0.03080105036497116	0.896551724137931	0.5126050420168067	0.41975308641975306	0.15523729383945467
GSE131907	ARF1	29	0.04745817184448242	0.06622168318978672	0.0035108327865600586	1.0	0.8545887961859356	0.7801418439716312	0.03263347852425497
GSE131907	ARTN	29	0.0004144875565543771	0.01225357668891806	0.06531098743285503	0.06896551724137931	0.006980802792321117	0.010436432637571158	0.2435875427038943
GSE131907	ASIP	29	0.0	-6.21717742339162e-05	0.875329249147922	0.0	0.0	0.0	0.9641315436901895
GSE131907	ATP1B1	29	0.16106122732162476	0.14963111075861701	0.0001742914319038391	1.0	0.8780487804878049	0.7883211678832117	0.002949947519088859
GSE131907	AVP	29	0.0	5.7110928223821625e-06	0.5936182407945829	0.0	0.0	0.0	0.8305112229601987
GSE131907	AZGP1	29	0.0	0.03214483865103203	0.8022117949916099	0.41379310344827586	0.052443384982121574	0.07096774193548387	0.9282736484902915
GSE131907	B2M	29	0.0746469497680664	0.10129654818567736	0.0012797452509403229	1.0	0.9961240310077519	0.9905956112852664	0.014512311145663263
GSE131907	BACE1	29	0.001411687582731247	0.003550450502220413	0.6239256113767624	0.3448275862068966	0.08008008008008008	0.07636363636363637	0.85347604740802
GSE131907	BACE2	29	0.016383535228669643	0.021845315534878392	0.2297072820365429	0.8620689655172413	0.32945736434108525	0.32447817836812143	0.5209141957342001
GSE131907	BCAN	29	0.0	0.00010991900916420052	0.9679000486136345	0.0	0.0	0.001486988847583643	1.0
GSE131907	BDNF	29	-0.00039291506982408464	0.0009270385439620064	0.33041490332462453	0.06896551724137931	0.001001001001001001	0.003134796238244514	0.6043395167260068
GSE131907	BGN	29	-0.0005370671860873699	-0.0009517144564346507	0.05558365877076873	0.06896551724137931	0.004672897196261682	0.01098901098901099	0.21960900994737934
GSE131907	BMP1	29	0.008608587086200714	0.006598093679399583	0.2652079239487648	0.6896551724137931	0.1301775147928994	0.1032258064516129	0.5621416556222416
GSE131907	BMP15	29	0.0	0.0		0.0	0.0	0.0	
GSE131907	BMP2	29	0.0012821211421396583	0.0047777969438325745	0.32461181114807214	0.3793103448275862	0.06793673616103522	0.06930693069306931	0.5995273515340616
GSE131907	BMP3	29	0.002330612391233444	0.013504389149602503	0.05769938573406042	0.5172413793103449	0.10526315789473684	0.06840390879478828	0.22538236972068895
GSE131907	BMP4	29	-0.0003846521722152829	0.004113962877830812	0.8647311441600323	0.5517241379310345	0.13333333333333333	0.11538461538461539	0.956687919490221
GSE131907	BMP5	29	0.0009467072086408734	0.007289122015334152	0.01767455609157178	0.2413793103448276	0.023809523809523808	0.02127659574468085	0.10892905765131738
GSE131907	BMP6	29	0.0	0.00023338930171529023	0.5829195472688132	0.0	0.0	0.0	0.8305112229601987
GSE131907	BMP7	29	0.00040260047535412014	0.003795852903718257	0.05783621656853659	0.13793103448275862	0.003875968992248062	0.003257328990228013	0.22538236972068895
GSE131907	BMP8A	29	0.0	5.196557572946466e-05	0.5001842570707944	0.0	0.0	0.0	0.7512701291632858
GSE131907	BMP8B	29	0.0	0.0014999480315901596	0.4848993334896976	0.10344827586206896	0.029850746268656716	0.025806451612903226	0.7400751604001576
GSE131907	BOC	29	0.0	0.004456155995661714	0.1625717591562893	0.06896551724137931	0.0	0.0	0.4240725041185924
GSE131907	BPI	29	0.0	-8.603548410284365e-06	1.0	0.0	0.0	0.0	1.0
GSE131907	BST2	29	0.05384811758995056	0.06969775558160297	0.00234014168381691	0.9310344827586207	0.7222222222222222	0.6477272727272727	0.0241247333586216
GSE131907	BTC	29	0.0014326684176921844	0.006368156464304775	0.38083895295858383	0.4827586206896552	0.09523809523809523	0.09259259259259259	0.6578982143751954
GSE131907	BTLA	29	0.0	-0.0004134244249896789	0.07873081119613402	0.0	0.0	0.0009487666034155598	0.273029785615951
GSE131907	BTN1A1	29	0.0	-4.915557580935801e-05	0.10880943004054568	0.0	0.0	0.0	0.3275011061555607
GSE131907	BTN2A1	29	0.010798327624797821	0.012850375621226328	0.027409173548221588	0.7931034482758621	0.13552704963747908	0.11598746081504702	0.14389816112816334
GSE131907	BTNL8	29	0.0	3.149949018201181e-05	1.0	0.0	0.0	0.0	1.0
GSE131907	BTNL9	29	0.0	0.0018987864093325134	0.7945864126678862	0.0	0.0	0.0012360939431396785	0.9262847677868304
GSE131907	C10orf99	29	0.0	-1.2435203675052215e-05	0.31731050786291415	0.0	0.0	0.0	0.586998557775766
GSE131907	C1QA	29	-0.0018036460969597101	-0.0029169776203945793	0.8983406014740467	0.8620689655172413	0.3263525305410122	0.2727272727272727	0.9729878147770478
GSE131907	C1QB	29	0.00407622754573822	0.006066564570887592	0.6699504218995571	0.8275862068965517	0.2872467222884386	0.22601626016260162	0.8656718050155591
GSE131907	C1QTNF1	29	0.0	-0.0021129627129994333	0.42637595733692935	0.06896551724137931	0.003003003003003003	0.009633911368015413	0.6999754474397959
GSE131907	C1QTNF5	29	0.0	-5.409829037520906e-06	0.6547208460185769	0.0	0.0	0.0	0.8569682574005325
GSE131907	C3	29	0.00662996293976903	0.003638005747202912	0.8815100230276585	0.7241379310344828	0.3668639053254438	0.3829787234042553	0.9667624430496757
GSE131907	C4A	29	0.0	0.00022559236370805843	0.6566419342620566	0.0	0.0	0.0	0.8569682574005325
GSE131907	C4BPA	29	-0.0022249517496675253	-0.04104343563235959	0.09619888911292637	0.5172413793103449	0.10846245530393325	0.16058394160583941	0.3081625430905608
GSE131907	C5	29	0.0	0.006986611478576629	0.9093510601128354	0.2413793103448276	0.029668411867364748	0.026016260162601626	0.974898019208536
GSE131907	C6orf15	29	0.0	0.000974624851268941	0.3328797545683888	0.034482758620689655	0.0	0.0	0.6078673779074926
GSE131907	CA12	29	-0.00039394316263496876	0.0020873985104744547	0.4802415427194643	0.2413793103448276	0.046875	0.03496503496503497	0.7359377154646927
GSE131907	CADM1	29	0.002484666183590889	0.015508666546244559	0.49451667461355175	0.7931034482758621	0.2872340425531915	0.29012345679012347	0.7509143373154732
GSE131907	CADM2	29	0.00036815833300352097	0.005064355664593489	0.022987998807596024	0.06896551724137931	0.012145748987854251	0.014397905759162303	0.1292255419267933
GSE131907	CADM3	29	0.0	-0.0001438632833265603	0.27332167829229814	0.0	0.0	0.0	0.5693341736874153
GSE131907	CADM4	29	0.006356796249747276	0.012851692398945833	0.027409173548221588	0.41379310344827586	0.09574468085106383	0.06022304832713755	0.14389816112816334
GSE131907	CALCA	29	0.0	0.00015827543844854268	0.5001842570707944	0.0	0.0	0.0	0.7512701291632858
GSE131907	CALCB	29	0.0	-0.0003728838682632315	0.8784817434328712	0.0	0.0	0.0	0.9650833629016788
GSE131907	CALM1	29	0.02078688144683838	0.005090078403209818	0.83135736733675	1.0	0.8663967611336032	0.8388278388278388	0.9418174371227518
GSE131907	CALM2	29	0.0450592041015625	0.039866640649992846	0.2652079239487648	1.0	0.953125	0.9308550185873606	0.5621416556222416
GSE131907	CALM3	29	-0.013260692358016968	-0.031598726223255026	0.16216303035616875	1.0	0.5970149253731343	0.6058631921824105	0.4240725041185924
GSE131907	CALR	29	0.016403019428253174	0.07122874054415472	0.08774079009890556	1.0	0.863013698630137	0.8248175182481752	0.28923853480278755
GSE131907	CAMP	29	0.0	-0.0008350419932334073	0.7089053094753638	0.034482758620689655	0.004004004004004004	0.004743833017077799	0.8813758694061108
GSE131907	CCK	29	0.0	0.013100076642174451	0.19812291175396723	0.034482758620689655	0.0	0.0	0.47002381156694323
GSE131907	CCL1	29	0.0	-0.00013094185700977286	0.5929800980174267	0.0	0.0	0.0	0.8305112229601987
GSE131907	CCL11	29	0.0	-7.752481454597979e-05	1.0	0.0	0.0	0.0	1.0
GSE131907	CCL13	29	0.0	-0.0006097062422637025	0.6848744008735368	0.0	0.008403361344537815	0.010309278350515464	0.867036468972264
GSE131907	CCL14	29	0.0	-0.00014256669112063688	0.4652088184521418	0.0	0.0	0.0	0.7261868616284299
GSE131907	CCL15	29	0.0	0.0015149201393922277	1.0	0.034482758620689655	0.0	0.0011098779134295228	1.0
GSE131907	CCL16	29	0.0	-2.297288677976306e-05	0.17971249487899976	0.0	0.0	0.0	0.4373261141476089
GSE131907	CCL17	29	0.0	-0.001800330477698449	0.5629275404066632	0.0	0.006006006006006006	0.006180469715698393	0.815801921410925
GSE131907	CCL18	29	-0.002369273453950882	-0.01116737402079362	0.0622917003929615	0.5172413793103449	0.10452961672473868	0.11678832116788321	0.23546262748539448
GSE131907	CCL19	29	0.0	0.00017452074600190953	1.0	0.034482758620689655	0.0	0.0004299226139294927	1.0
GSE131907	CCL2	29	0.0015390922781080008	0.011670502657391902	0.7013288475573063	0.6206896551724138	0.15	0.14012738853503184	0.8797642844358246
GSE131907	CCL20	29	-0.001972953788936138	0.009508639365306189	0.6699504218995571	0.6896551724137931	0.2631578947368421	0.19272727272727272	0.8656718050155591
GSE131907	CCL21	29	0.0	-0.0024396130922531454	0.38235208985751545	0.0	0.0	0.0	0.6589472186906117
GSE131907	CCL22	29	0.0	-0.00115621978505354	0.5998023399346937	0.034482758620689655	0.008008008008008008	0.0070921985815602835	0.8319752467949496
GSE131907	CCL23	29	-0.00022827908105682582	-0.002303653040896812	0.04565545422004828	0.0	0.0	0.0016286644951140066	0.18964573291404674
GSE131907	CCL24	29	0.0	-3.1624175006009895e-05	0.17971249487899976	0.0	0.0	0.0	0.4373261141476089
GSE131907	CCL25	29	0.0	-5.900842370465398e-05	1.0	0.0	0.0	0.0	1.0
GSE131907	CCL26	29	0.0	-0.0006248089690604408	0.5227810104666994	0.0	0.0	0.0028462998102466793	0.7739342896465237
GSE131907	CCL27	29	0.0	-0.0004670446059176827	0.28682732924443755	0.0	0.0	0.0	0.5824006458488168
GSE131907	CCL28	29	-0.003339787945151329	0.0015851523534491144	0.5647306069731712	0.5862068965517241	0.16712141882673942	0.14838709677419354	0.815801921410925
GSE131907	CCL3	29	-0.005415916442871094	0.011498881086450198	0.8147765882313251	0.7241379310344828	0.3593984962406015	0.32673267326732675	0.9332895465195179
GSE131907	CCL3L3	29	-0.003301553428173065	-0.002432818380023899	0.27462591975927353	0.6896551724137931	0.2169249106078665	0.18181818181818182	0.5693341736874153
GSE131907	CCL4	29	-0.012403145432472229	-0.01946944210292964	0.0688701830804348	0.7931034482758621	0.36300174520069806	0.33663366336633666	0.24951689333294907
GSE131907	CCL4L2	29	0.0025098277255892754	0.006227476538383755	0.8480112254619598	0.7586206896551724	0.3	0.2727272727272727	0.9512705007029716
GSE131907	CCL5	29	0.004623644053936005	0.005100593902170658	0.7982758991420269	0.5862068965517241	0.13033175355450238	0.11538461538461539	0.9262847677868304
GSE131907	CCL7	29	0.0	-0.000893231068089492	0.47239920501692023	0.06896551724137931	0.0	0.0007272727272727272	0.7278542099037875
GSE131907	CCL8	29	0.0	-0.002014467309044417	0.24910310970315597	0.0	0.002369668246445498	0.0049504950495049506	0.5380627169588169
GSE131907	CD14	29	0.0056721121072769165	0.016380132721929716	0.08367564529180527	0.4827586206896552	0.08508403361344538	0.061855670103092786	0.283248303763902
GSE131907	CD160	29	0.0	0.0014661828072035107	0.35482494312859736	0.0	0.0010783608914450035	0.0021496130696474634	0.6296893356930038
GSE131907	CD1B	29	0.0	0.00016560872634350932	1.0	0.0	0.0	0.0	1.0
GSE131907	CD1D	29	0.0	-0.001062532204051767	0.04285796577660062	0.0	0.0	0.0011098779134295228	0.18382975282637698
GSE131907	CD2	29	-0.00020144264271948487	0.004100865405956122	0.8983406014740467	0.1724137931034483	0.03609022556390978	0.03773584905660377	0.9729878147770478
GSE131907	CD200	29	0.0	-0.0019075878462272472	0.02509350819808047	0.034482758620689655	0.0	0.0024449877750611247	0.13680787642607334
GSE131907	CD209	29	0.0	5.870664357769721e-06	0.8647045760375567	0.0	0.0	0.0	0.956687919490221
GSE131907	CD22	29	0.0	-0.0033965834209711515	0.40734696094047373	0.0	0.0022172949002217295	0.004363636363636364	0.6834773272073257
GSE131907	CD226	29	-0.0002737495524343103	0.0008489332610444198	0.6384532010547104	0.0	0.0007189072609633358	0.005307855626326964	0.8569682574005325
GSE131907	CD24	29	0.14790105819702148	0.18791835735841045	6.843358278274536e-05	0.9655172413793104	0.773109243697479	0.663003663003663	0.0014109760522842407
GSE131907	CD244	29	0.0	0.0020801523368673175	0.7842886020465609	0.0	0.0007189072609633358	0.001486988847583643	0.9206866197937889
GSE131907	CD274	29	0.0035361405462026596	0.012188099346781984	0.019783704819367986	0.3448275862068966	0.04201680672268908	0.035830618892508145	0.11870222891620792
GSE131907	CD28	29	-0.0005557775730267167	-0.0005001345311155029	0.07753697663151893	0.034482758620689655	0.0	0.003663003663003663	0.27118528758889865
GSE131907	CD300A	29	-0.0007192683406174183	-0.0008289227743857894	0.39265386015176773	0.06896551724137931	0.011918951132300357	0.018315018315018316	0.6715980051464625
GSE131907	CD300C	29	0.0	-0.0006999032201088868	0.4654153212400317	0.0	0.0002788622420524261	0.0009633911368015414	0.7261868616284299
GSE131907	CD300LF	29	0.0	-9.650882064557538e-05	0.8475855521355773	0.0	0.005917159763313609	0.0072992700729927005	0.9512705007029716
GSE131907	CD320	29	-0.008742108941078186	-0.0054459362451372475	0.6391207613050938	0.9655172413793104	0.373134328358209	0.33548387096774196	0.8569682574005325
GSE131907	CD34	29	0.0	8.366361224285231e-05	0.9749599188317098	0.0	0.0	0.0	1.0
GSE131907	CD38	29	0.0	0.00331651865191565	0.6829616948348547	0.20689655172413793	0.0273972602739726	0.017241379310344827	0.867036468972264
GSE131907	CD40	29	0.0012465417385101318	0.011619272609723025	0.31448761001229286	0.6551724137931034	0.21568627450980393	0.18064516129032257	0.586998557775766
GSE131907	CD40LG	29	-0.0007162647525547072	0.001199169504929912	0.035479948495524216	0.034482758620689655	0.0	0.0021231422505307855	0.17034264805135182
GSE131907	CD44	29	0.02180783450603485	0.04314786218235205	0.09195835143327713	0.9310344827586207	0.5806451612903226	0.5061728395061729	0.2983751853812907
GSE131907	CD47	29	0.0652908980846405	0.09543688800828211	0.0013987235724925995	1.0	0.757085020242915	0.6724137931034483	0.01555051501182949
GSE131907	CD48	29	-0.002296511782333255	-0.0005119374766544407	0.40468135103583336	0.27586206896551724	0.04028436018957346	0.051094890510948905	0.6808733710306157
GSE131907	CD52	29	-0.0018536224961280823	0.0011360415514430095	0.8480112254619598	0.6896551724137931	0.1952662721893491	0.23197492163009403	0.9512705007029716
GSE131907	CD55	29	0.13260722160339355	0.15851904914296908	0.00015582889318466187	1.0	0.8092967818831943	0.6601466992665037	0.0027186148441754854
GSE131907	CD58	29	0.01138988509774208	0.027703440716040546	0.006938289850950241	0.7931034482758621	0.1821705426356589	0.15309446254071662	0.05316230196606469
GSE131907	CD59	29	0.03990510106086731	0.06674649694870258	0.03453366830945015	1.0	0.7526132404181185	0.7615384615384615	0.16801584021425608
GSE131907	CD5L	29	0.0	-0.0001399137904156995	0.39802471950693785	0.0	0.0	0.0	0.6726677077807266
GSE131907	CD6	29	-0.00024190376279875636	0.0013794797595092576	0.7326735003837643	0.034482758620689655	0.012195121951219513	0.02072538860103627	0.8895888304122409
GSE131907	CD7	29	0.00497441366314888	0.020992142730392516	0.09195835143327713	0.5172413793103449	0.11627906976744186	0.06930693069306931	0.2983751853812907
GSE131907	CD70	29	-0.000635460193734616	-0.0008918570499096451	0.10232187258757604	0.034482758620689655	0.0030075187969924814	0.014598540145985401	0.3187719876766792
GSE131907	CD72	29	-0.0006895381957292557	-0.0011345826386441958	0.6391207613050938	0.0	0.014218009478672985	0.016317016317016316	0.8569682574005325
GSE131907	CD79B	29	-6.929412484169006e-05	-0.002886760486631076	0.4802415427194643	0.06896551724137931	0.007518796992481203	0.009771986970684038	0.7359377154646927
GSE131907	CD80	29	0.0	-1.350032697042354e-05	0.2172414463719159	0.0	0.0	0.0024449877750611247	0.5058558525374797
GSE131907	CD82	29	0.05387085676193237	0.05157508402420529	3.628432750701904e-05	0.9310344827586207	0.37282229965156793	0.3218645948945616	0.0008067926939796
GSE131907	CD86	29	0.00017665816994849592	-4.972798442708907e-05	0.8022117949916099	0.034482758620689655	0.012195121951219513	0.02119460500963391	0.9282736484902915
GSE131907	CD9	29	0.20945096015930176	0.28073226480648433	9.313225746154785e-08	1.0	0.8974970202622169	0.7802547770700637	7.543712854385376e-06
GSE131907	CD96	29	0.0010064055677503347	0.0036121787812464453	0.15140120752196698	0.10344827586206896	0.01804511278195489	0.01935483870967742	0.4097588766823641
GSE131907	CD99	29	0.04663991928100586	0.07805953971270857	0.021553177386522293	0.9655172413793104	0.6914893617021277	0.5814332247557004	0.12470052630773613
GSE131907	CDCP1	29	0.03378283977508545	0.05207149918865541	0.00015582889318466187	0.8620689655172413	0.3111111111111111	0.1755485893416928	0.0027186148441754854
GSE131907	CDH1	29	0.12301144003868103	0.14860614569022737	5.103647708892822e-07	1.0	0.6862745098039216	0.5937846836847946	2.755969762802124e-05
GSE131907	CDH13	29	0.0	0.0001481731576796878	0.5336947142111965	0.0	0.0	0.0	0.7861082428961703
GSE131907	CDH15	29	0.002048434689640999	0.00880593313345814	0.45371236574430684	0.2413793103448276	0.0425531914893617	0.03181427343078246	0.7255024321471588
GSE131907	CDH2	29	0.0	0.0020608258521955074	0.2329791081812146	0.034482758620689655	0.0	0.0	0.5242029934077329
GSE131907	CDH3	29	0.01580464467406273	0.0322076217351674	0.0032424964010715485	0.7241379310344828	0.18474374255065554	0.15047021943573669	0.030899083351387698
GSE131907	CDH4	29	0.0	0.007841323556053324	0.24320097107575667	0.034482758620689655	0.0	0.0	0.5344765527130001
GSE131907	CDH5	29	0.0	0.001111447905463263	0.43475617175843206	0.0	0.0	0.0013089005235602095	0.7053125876596023
GSE131907	CDH6	29	0.0	0.0004240435779953761	0.7988593499960496	0.0	0.0	0.0	0.9262847677868304
GSE131907	CDH9	29	0.0	-9.057902859459664e-05	0.17971249487899976	0.0	0.0	0.0	0.4373261141476089
GSE131907	CDHR2	29	0.0	5.153450384286458e-07	0.3104944343172349	0.0	0.0	0.0	0.586998557775766
GSE131907	CEACAM1	29	0.011097133159637451	0.029529776279653967	0.003559824736676251	0.7586206896551724	0.1702127659574468	0.11355311355311355	0.032819847572283484
GSE131907	CEACAM20	29	0.0	0.00013155829370150278	0.17971249487899976	0.0	0.0	0.0	0.4373261141476089
GSE131907	CEACAM21	29	0.0	-0.0033492761150259397	0.09895736546518985	0.0	0.0	0.002890173410404624	0.3143351608894266
GSE131907	CEACAM3	29	0.0	-0.0002871276489619551	0.5097974849608639	0.0	0.0	0.0	0.7616737127083263
