layer,analysis_id,family,cohort,partner,label,definition,adjustment,n,spearman_rho,spearman_p,pearson_r,pearson_p,ci95_lo,ci95_hi,resid_df,n_adjusters,unadjusted_spearman_same_n,null_p_same_size_from_parent,partial_status,eligible_for_max,is_layer_max,q_bh_within_eligible,n_equals_118,rounds_to_0.69,delta_vs_0.69
rna,RNA_SCLC::CLDN4_TJ_EDGE,histology,RNA_SCLC,CLDN4_TJ_EDGE,SCLC vs CLDN4 TJ edge (11),Lung SCLC,none,59,0.5271606236922056,1.789707969030122e-05,0.43695181039008485,0.0005398375010919432,0.3076101038446043,0.6935362348252276,,0,,0.6590852286928268,,True,False,1.9206622106664725e-05,False,False,
rna,RNA_SCLC::CLDN1,focal_single,RNA_SCLC,CLDN1,SCLC vs CLDN1,Lung SCLC,none,59,0.22596681915849015,0.08527204449526392,0.23153416570349086,0.07765484430229871,-0.04885017813357461,0.4824417354819953,,0,,,,False,False,,False,False,
rna,RNA_SCLC::CLDN7,focal_single,RNA_SCLC,CLDN7,SCLC vs CLDN7,Lung SCLC,none,59,0.43562161239054203,0.000563834001934582,0.38892452006148837,0.00233221557568395,0.1879428710970144,0.649366575700317,,0,,,,False,False,,False,False,
rna,RNA_SCLC::OCLN,focal_single,RNA_SCLC,OCLN,SCLC vs OCLN,Lung SCLC,none,59,0.5932055379465839,7.381844795221236e-07,0.4993099693973561,5.680874621305315e-05,0.3966968955267072,0.7335461612014534,,0,,,,False,False,,False,False,
rna,RNA_SCLC::F11R,focal_single,RNA_SCLC,F11R,SCLC vs F11R,Lung SCLC,none,59,0.405157335873029,0.0014566209467118277,0.317537858039338,0.014259552590033251,0.19238626415456656,0.5824087052303809,,0,,,,False,False,,False,False,
rna,RNA_SCLC::TJP1,focal_single,RNA_SCLC,TJP1,SCLC vs TJP1,Lung SCLC,none,59,-0.11855339853984216,0.37116054758490913,0.031013444931882614,0.8156232770094234,-0.38809733793042583,0.15688502189739087,,0,,,,False,False,,False,False,
rna,RNA_Lung_Primary::CLDN4,histology,RNA_Lung_Primary,CLDN4,Lung Primary vs CLDN4,Lung PrimaryOrMetastasis=Primary,none,99,0.6152566434666966,1.2358387766676984e-11,0.5710872844558432,6.72508957498069e-10,0.4687097445847727,0.7253415628870234,,0,,0.43389152711822043,,True,False,2.0139594879029155e-11,False,False,
rna,RNA_Lung_Primary::TJ_EPITHELIAL,histology,RNA_Lung_Primary,TJ_EPITHELIAL,Lung Primary vs TJ epithelial (18),Lung PrimaryOrMetastasis=Primary,none,99,0.5518589187079226,3.2066314827474764e-09,0.5384381100153949,9.008898462499195e-09,0.3940401626251188,0.6911045601125619,,0,,0.20169957510622344,,True,False,4.089616963504028e-09,False,False,
rna,RNA_Lung_Primary::TJ_TISMO,histology,RNA_Lung_Primary,TJ_TISMO,Lung Primary vs TJ TISMO (7),Lung PrimaryOrMetastasis=Primary,none,99,0.5787121935984305,3.5190151546800067e-10,0.5815482272431619,2.7538833368873654e-10,0.42745683947181556,0.7053131885868789,,0,,0.29492626843289177,,True,False,4.764205132489855e-10,False,False,
rna,RNA_Lung_Primary::CLDN4_TJ_EDGE,histology,RNA_Lung_Primary,CLDN4_TJ_EDGE,Lung Primary vs CLDN4 TJ edge (11),Lung PrimaryOrMetastasis=Primary,none,99,0.5958928471327076,7.680534096950121e-11,0.5792482035253611,3.3602790061241106e-10,0.4476586267047357,0.725387036263941,,0,,0.2646838290427393,,True,False,1.1264783342193513e-10,False,False,
rna,RNA_Lung_Primary::CLDN1,focal_single,RNA_Lung_Primary,CLDN1,Lung Primary vs CLDN1,Lung PrimaryOrMetastasis=Primary,none,99,0.3379645808293144,0.000623344088076434,0.3081225105418207,0.001917633038253172,0.14313889208850716,0.5144869541358453,,0,,,,False,False,,False,False,
rna,RNA_Lung_Primary::CLDN7,focal_single,RNA_Lung_Primary,CLDN7,Lung Primary vs CLDN7,Lung PrimaryOrMetastasis=Primary,none,99,0.5447129585537573,5.589484194948473e-09,0.5220194327337346,3.002619590156477e-08,0.3869096111121213,0.6804865934198415,,0,,,,False,False,,False,False,
rna,RNA_Lung_Primary::OCLN,focal_single,RNA_Lung_Primary,OCLN,Lung Primary vs OCLN,Lung PrimaryOrMetastasis=Primary,none,99,0.356050181649339,0.0002980967799313026,0.3407602764066041,0.0005577626835015845,0.17440273207618914,0.5202840075295116,,0,,,,False,False,,False,False,
rna,RNA_Lung_Primary::F11R,focal_single,RNA_Lung_Primary,F11R,Lung Primary vs F11R,Lung PrimaryOrMetastasis=Primary,none,99,0.490477354155115,2.556353481492617e-07,0.43768966587112534,5.888113664690982e-06,0.3256055005789516,0.6316480988120919,,0,,,,False,False,,False,False,
rna,RNA_Lung_Primary::TJP1,focal_single,RNA_Lung_Primary,TJP1,Lung Primary vs TJP1,Lung PrimaryOrMetastasis=Primary,none,99,0.3851546292851589,8.265611566978427e-05,0.3863464012638835,7.822144448348676e-05,0.19990468711321924,0.5465771633180425,,0,,,,False,False,,False,False,
rna,RNA_Lung_Metastatic::CLDN4,histology,RNA_Lung_Metastatic,CLDN4,Lung Metastatic vs CLDN4,Lung PrimaryOrMetastasis=Metastatic,none,108,0.5976910210786325,8.542955483864106e-12,0.5490027528735493,7.652364999659126e-10,0.4614861703940726,0.7012480907593976,,0,,0.5633591602099475,,True,False,1.4457309280385409e-11,False,False,
rna,RNA_Lung_Metastatic::TJ_EPITHELIAL,histology,RNA_Lung_Metastatic,TJ_EPITHELIAL,Lung Metastatic vs TJ epithelial (18),Lung PrimaryOrMetastasis=Metastatic,none,108,0.4402878256688421,1.8581985287404692e-06,0.4290496297358308,3.6030110887671523e-06,0.2771809169097921,0.5815119432746865,,0,,0.8817795551112222,,True,False,2.0698920320146996e-06,False,False,
rna,RNA_Lung_Metastatic::TJ_TISMO,histology,RNA_Lung_Metastatic,TJ_TISMO,Lung Metastatic vs TJ TISMO (7),Lung PrimaryOrMetastasis=Metastatic,none,108,0.49270315643253454,6.073024683392495e-08,0.4661574814441243,3.687603435768895e-07,0.3431504347714835,0.616069831936278,,0,,0.8685328667833042,,True,False,6.94059963816285e-08,False,False,
rna,RNA_Lung_Metastatic::CLDN4_TJ_EDGE,histology,RNA_Lung_Metastatic,CLDN4_TJ_EDGE,Lung Metastatic vs CLDN4 TJ edge (11),Lung PrimaryOrMetastasis=Metastatic,none,108,0.5112435969789574,1.5687313122164813e-08,0.500217979436515,3.54270529041068e-08,0.3512159857345297,0.6422749996755214,,0,,0.8385403649087728,,True,False,1.9443430348598642e-08,False,False,
rna,RNA_Lung_Metastatic::CLDN1,focal_single,RNA_Lung_Metastatic,CLDN1,Lung Metastatic vs CLDN1,Lung PrimaryOrMetastasis=Metastatic,none,108,0.5504801971579196,6.746973501741804e-10,0.5786623407134355,5.4064983822358155e-11,0.3963163767602835,0.6759856589823845,,0,,,,False,False,,False,False,
rna,RNA_Lung_Metastatic::CLDN7,focal_single,RNA_Lung_Metastatic,CLDN7,Lung Metastatic vs CLDN7,Lung PrimaryOrMetastasis=Metastatic,none,108,0.6036647395897359,4.667181441367637e-12,0.5195258259879826,8.344834149900117e-09,0.44671335542357415,0.7283413608382321,,0,,,,False,False,,False,False,
rna,RNA_Lung_Metastatic::OCLN,focal_single,RNA_Lung_Metastatic,OCLN,Lung Metastatic vs OCLN,Lung PrimaryOrMetastasis=Metastatic,none,108,0.43595014345684,2.4060729281458995e-06,0.4410952140976843,1.7702452245771496e-06,0.2615644779303223,0.5820892557929046,,0,,,,False,False,,False,False,
rna,RNA_Lung_Metastatic::F11R,focal_single,RNA_Lung_Metastatic,F11R,Lung Metastatic vs F11R,Lung PrimaryOrMetastasis=Metastatic,none,108,0.31906040248657874,0.0007637590740107367,0.3339887404187344,0.0004116062143855219,0.14113971697607133,0.4839729621101787,,0,,,,False,False,,False,False,
rna,RNA_Lung_Metastatic::TJP1,focal_single,RNA_Lung_Metastatic,TJP1,Lung Metastatic vs TJP1,Lung PrimaryOrMetastasis=Metastatic,none,108,0.30771869217963815,0.0011966329409404813,0.32988002560773744,0.000489479997805084,0.12527376578071078,0.4784234253123433,,0,,,,False,False,,False,False,
rna,RNA_NSCLC_Primary::CLDN4,histology,RNA_NSCLC_Primary,CLDN4,NSCLC Primary vs CLDN4,NSCLC Primary,none,79,0.6681921921360292,1.7235287943704628e-11,0.6259651664386389,6.878156273693782e-10,0.5005499147039554,0.7868372086423525,,0,,0.12046988252936766,,True,False,2.7084023911535843e-11,False,False,
rna,RNA_NSCLC_Primary::TJ_EPITHELIAL,histology,RNA_NSCLC_Primary,TJ_EPITHELIAL,NSCLC Primary vs TJ epithelial (18),NSCLC Primary,none,79,0.6657578434753155,2.166333500621856e-11,0.6358460257195242,3.053013075554859e-10,0.47777816303279835,0.8050144537863703,,0,,0.005498625343664084,,True,False,3.3445148781530404e-11,False,False,
rna,RNA_NSCLC_Primary::TJ_TISMO,histology,RNA_NSCLC_Primary,TJ_TISMO,NSCLC Primary vs TJ TISMO (7),NSCLC Primary,none,79,0.674752761776653,9.206940709488957e-12,0.6457206111133325,1.3163919542423731e-10,0.5065805932927286,0.7985250336817598,,0,,0.016245938515371157,,True,False,1.5286995895000534e-11,False,False,
rna,RNA_NSCLC_Primary::CLDN4_TJ_EDGE,histology,RNA_NSCLC_Primary,CLDN4_TJ_EDGE,NSCLC Primary vs CLDN4 TJ edge (11),NSCLC Primary,none,79,0.686218543968615,2.9592329960176248e-12,0.6571288631289701,4.7910424963856736e-11,0.5135191557018611,0.8117866741859227,,0,,0.018745313671582105,,True,False,5.4252604926989785e-12,False,False,
rna,RNA_NSCLC_Primary::CLDN1,focal_single,RNA_NSCLC_Primary,CLDN1,NSCLC Primary vs CLDN1,NSCLC Primary,none,79,0.1795575572142504,0.11332970259839253,0.17559057666489883,0.12165604830647964,-0.050686799089888906,0.3981532933534939,,0,,,,False,False,,False,False,
rna,RNA_NSCLC_Primary::CLDN7,focal_single,RNA_NSCLC_Primary,CLDN7,NSCLC Primary vs CLDN7,NSCLC Primary,none,79,0.644339496521119,1.4834758384032368e-10,0.6225983215571018,9.01260158050661e-10,0.4663517746253364,0.7864953547742306,,0,,,,False,False,,False,False,
rna,RNA_NSCLC_Primary::OCLN,focal_single,RNA_NSCLC_Primary,OCLN,NSCLC Primary vs OCLN,NSCLC Primary,none,79,0.3535647994820733,0.0013916575632542687,0.3207968915524133,0.0039458794045420225,0.14115382803908774,0.5468579638097952,,0,,,,False,False,,False,False,
rna,RNA_NSCLC_Primary::F11R,focal_single,RNA_NSCLC_Primary,F11R,NSCLC Primary vs F11R,NSCLC Primary,none,79,0.5726318354597089,3.5059226172379797e-08,0.5126805164656021,1.3622787690934574e-06,0.38274694074465593,0.7246629213218152,,0,,,,False,False,,False,False,
rna,RNA_NSCLC_Primary::TJP1,focal_single,RNA_NSCLC_Primary,TJP1,NSCLC Primary vs TJP1,NSCLC Primary,none,79,0.2924017893816389,0.008924961094158319,0.30480817174705205,0.006307872047207045,0.07541561700470657,0.48288083481421135,,0,,,,False,False,,False,False,
rna,RNA_NSCLC_Metastatic::CLDN4,histology,RNA_NSCLC_Metastatic,CLDN4,NSCLC Metastatic vs CLDN4,NSCLC Metastatic,none,64,0.6632706794476191,2.342088687870908e-09,0.6323999896243482,2.0778079628714177e-08,0.5042161519504931,0.7722491585902476,,0,,0.18795301174706325,,True,False,3.030938301950587e-09,False,False,
rna,RNA_NSCLC_Metastatic::TJ_EPITHELIAL,histology,RNA_NSCLC_Metastatic,TJ_EPITHELIAL,NSCLC Metastatic vs TJ epithelial (18),NSCLC Metastatic,none,64,0.6777169808777198,7.707671367005959e-10,0.646211596696433,8.067033339379152e-09,0.5182010000304056,0.7952197384031469,,0,,0.00899775056235941,,True,False,1.0123508661142155e-09,False,False,
rna,RNA_NSCLC_Metastatic::TJ_TISMO,histology,RNA_NSCLC_Metastatic,TJ_TISMO,NSCLC Metastatic vs TJ TISMO (7),NSCLC Metastatic,none,64,0.6330273130622577,1.9924296626063252e-08,0.6227327801386189,3.920406622119762e-08,0.4613523700033566,0.7601340303622797,,0,,0.1277180704823794,,True,False,2.4351918098521753e-08,False,False,
rna,RNA_NSCLC_Metastatic::CLDN4_TJ_EDGE,histology,RNA_NSCLC_Metastatic,CLDN4_TJ_EDGE,NSCLC Metastatic vs CLDN4 TJ edge (11),NSCLC Metastatic,none,64,0.6955516382692387,1.7875504691571898e-10,0.6783638972025108,7.32273756606334e-10,0.5424609957512735,0.8044241593959698,,0,,0.029742564358910272,,True,False,2.457881895091136e-10,False,False,
rna,RNA_NSCLC_Metastatic::CLDN1,focal_single,RNA_NSCLC_Metastatic,CLDN1,NSCLC Metastatic vs CLDN1,NSCLC Metastatic,none,64,0.3175896884918495,0.01055125321908028,0.34198185418088767,0.0056773102347438395,0.07276602756861142,0.5242119552068031,,0,,,,False,False,,False,False,
rna,RNA_NSCLC_Metastatic::CLDN7,focal_single,RNA_NSCLC_Metastatic,CLDN7,NSCLC Metastatic vs CLDN7,NSCLC Metastatic,none,64,0.7084640217978866,5.799818910964586e-11,0.6380636155774124,1.4177264445129757e-08,0.554133332817125,0.8080387191536474,,0,,,,False,False,,False,False,
rna,RNA_NSCLC_Metastatic::OCLN,focal_single,RNA_NSCLC_Metastatic,OCLN,NSCLC Metastatic vs OCLN,NSCLC Metastatic,none,64,0.4710730558252808,8.542494108721366e-05,0.4604102381924487,0.00012916608043609873,0.2541294546455139,0.6534570497490692,,0,,,,False,False,,False,False,
rna,RNA_NSCLC_Metastatic::F11R,focal_single,RNA_NSCLC_Metastatic,F11R,NSCLC Metastatic vs F11R,NSCLC Metastatic,none,64,0.6074314889753281,1.0257572663640722e-07,0.5524445519880881,2.213874694234933e-06,0.3909916716013418,0.7746854454359134,,0,,,,False,False,,False,False,
rna,RNA_NSCLC_Metastatic::TJP1,focal_single,RNA_NSCLC_Metastatic,TJP1,NSCLC Metastatic vs TJP1,NSCLC Metastatic,none,64,0.273335012320083,0.028860747531882964,0.21207878569336544,0.09249363011952391,0.027533327767603546,0.4994844570585743,,0,,,,False,False,,False,False,
rna,RNA_LUAD_Primary::CLDN4,histology,RNA_LUAD_Primary,CLDN4,LUAD Primary vs CLDN4,LUAD Primary,none,45,0.7905398732837003,1.0518985944136532e-10,0.7685631003795277,7.074339402316306e-10,0.6164683120174158,0.9036047224054058,,0,,0.0034991252186953262,,True,True,1.493017359812927e-10,False,False,
rna,RNA_LUAD_Primary::TJ_EPITHELIAL,histology,RNA_LUAD_Primary,TJ_EPITHELIAL,LUAD Primary vs TJ epithelial (18),LUAD Primary,none,45,0.7201818245614511,2.4511253383036757e-08,0.694261035178267,1.2286777288722125e-07,0.49049016956044245,0.8766155877762049,,0,,0.008747813046738315,,True,False,2.9547812297359377e-08,False,False,
rna,RNA_LUAD_Primary::TJ_TISMO,histology,RNA_LUAD_Primary,TJ_TISMO,LUAD Primary vs TJ TISMO (7),LUAD Primary,none,45,0.7128693307335767,3.931415011633201e-08,0.7019356417333759,7.760352563388791e-08,0.503126063318641,0.8659738520874537,,0,,0.023744063984004,,True,False,4.6128602803162895e-08,False,False,
rna,RNA_LUAD_Primary::CLDN4_TJ_EDGE,histology,RNA_LUAD_Primary,CLDN4_TJ_EDGE,LUAD Primary vs CLDN4 TJ edge (11),LUAD Primary,none,45,0.7322375576290274,1.0882019865992581e-08,0.7159397370546233,3.2297396243313154e-08,0.5149055447734346,0.8781029594727342,,0,,0.02424393901524619,,True,False,1.3680253545819244e-08,False,False,
rna,RNA_LUAD_Primary::CLDN1,focal_single,RNA_LUAD_Primary,CLDN1,LUAD Primary vs CLDN1,LUAD Primary,none,45,-0.04025165521469507,0.7929172084124593,-0.032238737572605015,0.8334859224705963,-0.3248215882286401,0.25741383818454194,,0,,,,False,False,,False,False,
rna,RNA_LUAD_Primary::CLDN7,focal_single,RNA_LUAD_Primary,CLDN7,LUAD Primary vs CLDN7,LUAD Primary,none,45,0.6120096185671314,7.926606657775886e-06,0.6073527325025542,9.692958165504604e-06,0.33010478706828483,0.8295082252143781,,0,,,,False,False,,False,False,
rna,RNA_LUAD_Primary::OCLN,focal_single,RNA_LUAD_Primary,OCLN,LUAD Primary vs OCLN,LUAD Primary,none,45,0.4108172208164296,0.005059414008150356,0.41040592675336196,0.005107986286997952,0.14453184822705883,0.6430297496727808,,0,,,,False,False,,False,False,
rna,RNA_LUAD_Primary::F11R,focal_single,RNA_LUAD_Primary,F11R,LUAD Primary vs F11R,LUAD Primary,none,45,0.6431700652390638,1.8908986132081026e-06,0.5898585814269421,2.0074567614664097e-05,0.38975365607534196,0.8242233763955381,,0,,,,False,False,,False,False,
rna,RNA_LUAD_Primary::TJP1,focal_single,RNA_LUAD_Primary,TJP1,LUAD Primary vs TJP1,LUAD Primary,none,45,0.27293389125119755,0.06967966344102958,0.3138735215357362,0.035758543610228136,-0.005013341601898787,0.5046938524207636,,0,,,,False,False,,False,False,
rna,RNA_LUAD_Metastatic::CLDN4,histology,RNA_LUAD_Metastatic,CLDN4,LUAD Metastatic vs CLDN4,LUAD Metastatic,none,35,0.664192171948852,1.3579776122460093e-05,0.7223663731327089,9.62171161059685e-07,0.41685731702919165,0.8000933074285077,,0,,0.27218195451137217,,True,False,1.4753337021931952e-05,False,False,
rna,RNA_LUAD_Metastatic::TJ_EPITHELIAL,histology,RNA_LUAD_Metastatic,TJ_EPITHELIAL,LUAD Metastatic vs TJ epithelial (18),LUAD Metastatic,none,35,0.7707822695559958,6.069629674989e-08,0.7740037897318347,4.932973306850467e-08,0.5951634178674645,0.8588352685295968,,0,,0.003999000249937516,,True,False,6.94059963816285e-08,False,False,
rna,RNA_LUAD_Metastatic::TJ_TISMO,histology,RNA_LUAD_Metastatic,TJ_TISMO,LUAD Metastatic vs TJ TISMO (7),LUAD Metastatic,none,35,0.6861825074604442,5.358339982136051e-06,0.7536787302576966,1.7304822038654323e-07,0.4586820142133749,0.8093829020563656,,0,,0.07898025493626594,,True,False,5.8941739803496555e-06,False,False,
rna,RNA_LUAD_Metastatic::CLDN4_TJ_EDGE,histology,RNA_LUAD_Metastatic,CLDN4_TJ_EDGE,LUAD Metastatic vs CLDN4 TJ edge (11),LUAD Metastatic,none,35,0.7789060877704694,3.574612690411762e-08,0.7924834446050654,1.4018631057411803e-08,0.6087168697917195,0.8632797947059074,,0,,0.011997000749812546,,True,False,4.25089076697615e-08,False,False,
rna,RNA_LUAD_Metastatic::CLDN1,focal_single,RNA_LUAD_Metastatic,CLDN1,LUAD Metastatic vs CLDN1,LUAD Metastatic,none,35,0.00938441069602975,0.9573305690202403,-0.06721882062171185,0.7012275222920584,-0.3174891736682922,0.3393750147404361,,0,,,,False,False,,False,False,
rna,RNA_LUAD_Metastatic::CLDN7,focal_single,RNA_LUAD_Metastatic,CLDN7,LUAD Metastatic vs CLDN7,LUAD Metastatic,none,35,0.8014566866071975,7.265236017719016e-09,0.7719797341975623,5.6215766508795946e-08,0.6496059390866319,0.87812773853155,,0,,,,False,False,,False,False,
rna,RNA_LUAD_Metastatic::OCLN,focal_single,RNA_LUAD_Metastatic,OCLN,LUAD Metastatic vs OCLN,LUAD Metastatic,none,35,0.6020029428587443,0.00013033293961561403,0.6114862193951989,9.519567848030513e-05,0.3458258926831371,0.7764662464657652,,0,,,,False,False,,False,False,
rna,RNA_LUAD_Metastatic::F11R,focal_single,RNA_LUAD_Metastatic,F11R,LUAD Metastatic vs F11R,LUAD Metastatic,none,35,0.777505429457629,3.9223981328478164e-08,0.7016494720483699,2.6522281098324115e-06,0.618889142682405,0.8674132727715917,,0,,,,False,False,,False,False,
rna,RNA_LUAD_Metastatic::TJP1,focal_single,RNA_LUAD_Metastatic,TJP1,LUAD Metastatic vs TJP1,LUAD Metastatic,none,35,0.26990685688431837,0.11686683682951308,0.08901925942888748,0.6110815303329734,-0.1306417816457749,0.607592221148015,,0,,,,False,False,,False,False,
rna,partial::RNA_Lung::CLDN4::OncotreeSubtype,partial_histology,RNA_Lung,CLDN4,Lung vs CLDN4 | OncotreeSubtype,Rank partial within RNA_Lung.,OncotreeSubtype,214,0.5766929639245288,1.4435270382523183e-19,0.5624370891915033,3.001007452146409e-19,0.4758235129661614,0.6693512062791154,203.0,9,0.6074923026927191,,ok,True,False,6.351518968310201e-19,False,False,
rna,partial::RNA_Lung::CLDN4::OncotreePrimaryDisease,partial_histology,RNA_Lung,CLDN4,Lung vs CLDN4 | OncotreePrimaryDisease,Rank partial within RNA_Lung.,OncotreePrimaryDisease,214,0.6043263550813692,2.1448003520978e-22,0.5624370891915033,3.001007452146409e-19,0.5030780640636929,0.6834924973851654,209.0,3,0.6074923026927191,,ok,True,False,3.145707183076773e-21,False,False,
rna,partial::RNA_Lung::CLDN4::PrimaryOrMetastasis,partial_histology,RNA_Lung,CLDN4,Lung vs CLDN4 | PrimaryOrMetastasis,Rank partial within RNA_Lung.,PrimaryOrMetastasis,214,0.6123100754095278,3.333989884390767e-23,0.5624370891915033,3.001007452146409e-19,0.5179395708627873,0.6906338517994678,210.0,2,0.6074923026927191,,ok,True,False,9.779703660879583e-22,False,False,
rna,partial::RNA_Lung::CLDN4::OncotreeSubtype + PrimaryOrMetastasis,partial_histology,RNA_Lung,CLDN4,Lung vs CLDN4 | OncotreeSubtype + PrimaryOrMetastasis,Rank partial within RNA_Lung.,OncotreeSubtype + PrimaryOrMetastasis,214,0.5796818297701499,1.283319437432223e-19,0.5624370891915033,3.001007452146409e-19,0.47284954635753745,0.6712329310420393,201.0,11,0.6074923026927191,,ok,True,False,6.115043336844877e-19,False,False,
rna,partial::RNA_Lung::CLDN4::EPCAM,partial_epithelial,RNA_Lung,CLDN4,Lung vs CLDN4 | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,214,0.5055051434166077,3.231108864302954e-15,0.5624370891915033,3.001007452146409e-19,,,211.0,1,0.6074923026927191,,ok,False,False,,False,False,
rna,partial::RNA_Lung::CLDN4::keratins,partial_epithelial,RNA_Lung,CLDN4,Lung vs CLDN4 | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,214,0.08651743594351087,0.21070796980659198,0.5624370891915033,3.001007452146409e-19,,,209.0,3,0.6074923026927191,,ok,False,False,,False,False,
rna,partial::RNA_Lung::CLDN4::EPCAM+keratins,partial_epithelial,RNA_Lung,CLDN4,Lung vs CLDN4 | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,214,0.08066476432303703,0.24447914168466223,0.5624370891915033,3.001007452146409e-19,,,208.0,4,0.6074923026927191,,ok,False,False,,False,False,
rna,partial::RNA_Lung::TJ_EPITHELIAL::OncotreeSubtype,partial_histology,RNA_Lung,TJ_EPITHELIAL,Lung vs TJ epithelial (18) | OncotreeSubtype,Rank partial within RNA_Lung.,OncotreeSubtype,214,0.582252365241258,5.3427926312025323e-20,0.4895789509859281,2.6753657658542088e-14,0.47616077922477246,0.6754021809423963,203.0,9,0.505788267464433,,ok,True,False,3.1344383436388193e-19,False,False,
rna,partial::RNA_Lung::TJ_EPITHELIAL::OncotreePrimaryDisease,partial_histology,RNA_Lung,TJ_EPITHELIAL,Lung vs TJ epithelial (18) | OncotreePrimaryDisease,Rank partial within RNA_Lung.,OncotreePrimaryDisease,214,0.6052976845860678,1.7645229069874238e-22,0.4895789509859281,2.6753657658542088e-14,0.5038079020731311,0.6905291179185876,209.0,3,0.505788267464433,,ok,True,False,3.1055603162978657e-21,False,False,
rna,partial::RNA_Lung::TJ_EPITHELIAL::PrimaryOrMetastasis,partial_histology,RNA_Lung,TJ_EPITHELIAL,Lung vs TJ epithelial (18) | PrimaryOrMetastasis,Rank partial within RNA_Lung.,PrimaryOrMetastasis,214,0.5110906438682404,1.662195704567543e-15,0.4895789509859281,2.6753657658542088e-14,0.4035805864597499,0.604424297757081,210.0,2,0.505788267464433,,ok,True,False,3.567639561023019e-15,False,False,
rna,partial::RNA_Lung::TJ_EPITHELIAL::OncotreeSubtype + PrimaryOrMetastasis,partial_histology,RNA_Lung,TJ_EPITHELIAL,Lung vs TJ epithelial (18) | OncotreeSubtype + PrimaryOrMetastasis,Rank partial within RNA_Lung.,OncotreeSubtype + PrimaryOrMetastasis,214,0.5787364607792638,1.5168895691179919e-19,0.4895789509859281,2.6753657658542088e-14,0.4680139770594065,0.6735959288489888,201.0,11,0.505788267464433,,ok,True,False,6.356489622970632e-19,False,False,
rna,partial::RNA_Lung::TJ_EPITHELIAL::EPCAM,partial_epithelial,RNA_Lung,TJ_EPITHELIAL,Lung vs TJ epithelial (18) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,214,0.3545542649538527,1.0498811722876605e-07,0.4895789509859281,2.6753657658542088e-14,,,211.0,1,0.505788267464433,,ok,False,False,,False,False,
rna,partial::RNA_Lung::TJ_EPITHELIAL::keratins,partial_epithelial,RNA_Lung,TJ_EPITHELIAL,Lung vs TJ epithelial (18) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,214,0.06860120407683765,0.32132467069213516,0.4895789509859281,2.6753657658542088e-14,,,209.0,3,0.505788267464433,,ok,False,False,,False,False,
rna,partial::RNA_Lung::TJ_EPITHELIAL::EPCAM+keratins,partial_epithelial,RNA_Lung,TJ_EPITHELIAL,Lung vs TJ epithelial (18) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,214,0.06828455367413559,0.32473172200967454,0.4895789509859281,2.6753657658542088e-14,,,208.0,4,0.505788267464433,,ok,False,False,,False,False,
rna,partial::RNA_Lung::TJ_TISMO::OncotreeSubtype,partial_histology,RNA_Lung,TJ_TISMO,Lung vs TJ TISMO (7) | OncotreeSubtype,Rank partial within RNA_Lung.,OncotreeSubtype,214,0.5990704894971198,2.3466033775029244e-21,0.5327367272641866,4.363790147513049e-17,0.4952691709020556,0.6926903149164791,203.0,9,0.550568051286462,,ok,True,False,1.8772827020023395e-20,False,False,
rna,partial::RNA_Lung::TJ_TISMO::OncotreePrimaryDisease,partial_histology,RNA_Lung,TJ_TISMO,Lung vs TJ TISMO (7) | OncotreePrimaryDisease,Rank partial within RNA_Lung.,OncotreePrimaryDisease,214,0.6189045903251708,1.0668748606658029e-23,0.5327367272641866,4.363790147513049e-17,0.5217172365991278,0.7011400555661883,209.0,3,0.550568051286462,,ok,True,False,4.694249386929532e-22,False,False,
rna,partial::RNA_Lung::TJ_TISMO::PrimaryOrMetastasis,partial_histology,RNA_Lung,TJ_TISMO,Lung vs TJ TISMO (7) | PrimaryOrMetastasis,Rank partial within RNA_Lung.,PrimaryOrMetastasis,214,0.5538246665523261,1.9396422247512632e-18,0.5327367272641866,4.363790147513049e-17,0.45198514422222213,0.637137713874039,210.0,2,0.550568051286462,,ok,True,False,6.321796880670784e-18,False,False,
rna,partial::RNA_Lung::TJ_TISMO::OncotreeSubtype + PrimaryOrMetastasis,partial_histology,RNA_Lung,TJ_TISMO,Lung vs TJ TISMO (7) | OncotreeSubtype + PrimaryOrMetastasis,Rank partial within RNA_Lung.,OncotreeSubtype + PrimaryOrMetastasis,214,0.5972136520341393,5.2226264246722276e-21,0.5327367272641866,4.363790147513049e-17,0.4891710380768855,0.690653416950161,201.0,11,0.550568051286462,,ok,True,False,3.8299260447596335e-20,False,False,
rna,partial::RNA_Lung::TJ_TISMO::EPCAM,partial_epithelial,RNA_Lung,TJ_TISMO,Lung vs TJ TISMO (7) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,214,0.4412684860595957,1.45894969085763e-11,0.5327367272641866,4.363790147513049e-17,,,211.0,1,0.550568051286462,,ok,False,False,,False,False,
