layer,analysis_id,family,cohort,partner,label,definition,adjustment,n,spearman_rho,spearman_p,pearson_r,pearson_p,ci95_lo,ci95_hi,resid_df,n_adjusters,unadjusted_spearman_same_n,null_p_same_size_from_parent,partial_status,eligible_for_max,is_layer_max,q_bh_within_eligible,n_equals_118,rounds_to_0.69,delta_vs_0.69
rna,partial::RNA_Lung::TJ_TISMO::keratins,partial_epithelial,RNA_Lung,TJ_TISMO,Lung vs TJ TISMO (7) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,214,0.10519685085163902,0.12770250164036825,0.5327367272641866,4.363790147513049e-17,,,209.0,3,0.550568051286462,,ok,False,False,,False,False,
rna,partial::RNA_Lung::TJ_TISMO::EPCAM+keratins,partial_epithelial,RNA_Lung,TJ_TISMO,Lung vs TJ TISMO (7) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,214,0.1260350696084392,0.06833434634604209,0.5327367272641866,4.363790147513049e-17,,,208.0,4,0.550568051286462,,ok,False,False,,False,False,
rna,partial::RNA_Lung::CLDN4_TJ_EDGE::OncotreeSubtype,partial_histology,RNA_Lung,CLDN4_TJ_EDGE,Lung vs CLDN4 TJ edge (11) | OncotreeSubtype,Rank partial within RNA_Lung.,OncotreeSubtype,214,0.6031663472010048,1.0658090306616054e-21,0.5491077891796154,2.981152142944963e-18,0.49860926254437904,0.6932696239482115,203.0,9,0.5644638110538197,,ok,True,False,1.042124385535792e-20,False,False,
rna,partial::RNA_Lung::CLDN4_TJ_EDGE::OncotreePrimaryDisease,partial_histology,RNA_Lung,CLDN4_TJ_EDGE,Lung vs CLDN4 TJ edge (11) | OncotreePrimaryDisease,Rank partial within RNA_Lung.,OncotreePrimaryDisease,214,0.6235310964421242,3.982326854432058e-24,0.5491077891796154,2.981152142944963e-18,0.5229113597384338,0.7062093526874066,209.0,3,0.5644638110538197,,ok,True,False,3.504447631900211e-22,False,False,
rna,partial::RNA_Lung::CLDN4_TJ_EDGE::PrimaryOrMetastasis,partial_histology,RNA_Lung,CLDN4_TJ_EDGE,Lung vs CLDN4 TJ edge (11) | PrimaryOrMetastasis,Rank partial within RNA_Lung.,PrimaryOrMetastasis,214,0.566075969145328,2.3279963488283932e-19,0.5491077891796154,2.981152142944963e-18,0.46281135743466495,0.6538779378742522,210.0,2,0.5644638110538197,,ok,True,False,7.879372257573023e-19,False,False,
rna,partial::RNA_Lung::CLDN4_TJ_EDGE::OncotreeSubtype + PrimaryOrMetastasis,partial_histology,RNA_Lung,CLDN4_TJ_EDGE,Lung vs CLDN4 TJ edge (11) | OncotreeSubtype + PrimaryOrMetastasis,Rank partial within RNA_Lung.,OncotreeSubtype + PrimaryOrMetastasis,214,0.601520101123611,2.3078460006830484e-21,0.5491077891796154,2.981152142944963e-18,0.4927173872159006,0.6917483846776891,201.0,11,0.5644638110538197,,ok,True,False,1.8772827020023395e-20,False,False,
rna,partial::RNA_Lung::CLDN4_TJ_EDGE::EPCAM,partial_epithelial,RNA_Lung,CLDN4_TJ_EDGE,Lung vs CLDN4 TJ edge (11) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,214,0.4574713436317892,2.0555318879663147e-12,0.5491077891796154,2.981152142944963e-18,,,211.0,1,0.5644638110538197,,ok,False,False,,False,False,
rna,partial::RNA_Lung::CLDN4_TJ_EDGE::keratins,partial_epithelial,RNA_Lung,CLDN4_TJ_EDGE,Lung vs CLDN4 TJ edge (11) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,214,0.121501234159698,0.07824636186962984,0.5491077891796154,2.981152142944963e-18,,,209.0,3,0.5644638110538197,,ok,False,False,,False,False,
rna,partial::RNA_Lung::CLDN4_TJ_EDGE::EPCAM+keratins,partial_epithelial,RNA_Lung,CLDN4_TJ_EDGE,Lung vs CLDN4 TJ edge (11) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,214,0.14299342259727474,0.03840974965999116,0.5491077891796154,2.981152142944963e-18,,,208.0,4,0.5644638110538197,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::CLDN4::OncotreeSubtype,partial_histology,RNA_NSCLC,CLDN4,NSCLC vs CLDN4 | OncotreeSubtype,Rank partial within RNA_NSCLC.,OncotreeSubtype,143,0.6508265833785959,7.386140372545268e-18,0.6287018480097553,4.206048059022061e-17,0.5384125948243258,0.747710791272178,135.0,6,0.667437179146622,,ok,True,False,2.0311886024499488e-17,False,False,
rna,partial::RNA_NSCLC::CLDN4::PrimaryOrMetastasis,partial_histology,RNA_NSCLC,CLDN4,NSCLC vs CLDN4 | PrimaryOrMetastasis,Rank partial within RNA_NSCLC.,PrimaryOrMetastasis,143,0.6687238219091329,9.536254162415359e-20,0.6287018480097553,4.206048059022061e-17,0.5594990840672254,0.7533932063376727,140.0,1,0.667437179146622,,ok,True,False,4.93641391936795e-19,False,False,
rna,partial::RNA_NSCLC::CLDN4::OncotreeSubtype + PrimaryOrMetastasis,partial_histology,RNA_NSCLC,CLDN4,NSCLC vs CLDN4 | OncotreeSubtype + PrimaryOrMetastasis,Rank partial within RNA_NSCLC.,OncotreeSubtype + PrimaryOrMetastasis,143,0.6539005577416778,6.088063826728192e-18,0.6287018480097553,4.206048059022061e-17,0.540823307663156,0.7507641251492249,134.0,7,0.667437179146622,,ok,True,False,1.728224570168003e-17,False,False,
rna,partial::RNA_NSCLC::CLDN4::EPCAM,partial_epithelial,RNA_NSCLC,CLDN4,NSCLC vs CLDN4 | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,143,0.4735425650932793,2.6518412197866944e-09,0.6287018480097553,4.206048059022061e-17,,,140.0,1,0.667437179146622,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::CLDN4::keratins,partial_epithelial,RNA_NSCLC,CLDN4,NSCLC vs CLDN4 | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,143,0.24176021372081982,0.004005676573861716,0.6287018480097553,4.206048059022061e-17,,,138.0,3,0.667437179146622,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::CLDN4::EPCAM+keratins,partial_epithelial,RNA_NSCLC,CLDN4,NSCLC vs CLDN4 | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,143,0.16510087609887233,0.05210274762073186,0.6287018480097553,4.206048059022061e-17,,,137.0,4,0.667437179146622,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::TJ_EPITHELIAL::OncotreeSubtype,partial_histology,RNA_NSCLC,TJ_EPITHELIAL,NSCLC vs TJ epithelial (18) | OncotreeSubtype,Rank partial within RNA_NSCLC.,OncotreeSubtype,143,0.6573949225359378,2.6540419855742822e-18,0.6402782938887185,7.298921808833754e-18,0.5340929443944146,0.7648398970523437,135.0,6,0.6764059515395844,,ok,True,False,8.05364464588058e-18,False,False,
rna,partial::RNA_NSCLC::TJ_EPITHELIAL::PrimaryOrMetastasis,partial_histology,RNA_NSCLC,TJ_EPITHELIAL,NSCLC vs TJ epithelial (18) | PrimaryOrMetastasis,Rank partial within RNA_NSCLC.,PrimaryOrMetastasis,143,0.6754505390249932,2.9772094466146493e-20,0.6402782938887185,7.298921808833754e-18,0.5561652210129479,0.7728755223295982,140.0,1,0.6764059515395844,,ok,True,False,1.8713887950149225e-19,False,False,
rna,partial::RNA_NSCLC::TJ_EPITHELIAL::OncotreeSubtype + PrimaryOrMetastasis,partial_histology,RNA_NSCLC,TJ_EPITHELIAL,NSCLC vs TJ epithelial (18) | OncotreeSubtype + PrimaryOrMetastasis,Rank partial within RNA_NSCLC.,OncotreeSubtype + PrimaryOrMetastasis,143,0.6553528774250068,4.8610383699405036e-18,0.6402782938887185,7.298921808833754e-18,0.5306175226688347,0.76488903892787,134.0,7,0.6764059515395844,,ok,True,False,1.425904588515881e-17,False,False,
rna,partial::RNA_NSCLC::TJ_EPITHELIAL::EPCAM,partial_epithelial,RNA_NSCLC,TJ_EPITHELIAL,NSCLC vs TJ epithelial (18) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,143,0.4589306939550227,9.240246041889106e-09,0.6402782938887185,7.298921808833754e-18,,,140.0,1,0.6764059515395844,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::TJ_EPITHELIAL::keratins,partial_epithelial,RNA_NSCLC,TJ_EPITHELIAL,NSCLC vs TJ epithelial (18) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,143,0.31460232630770485,0.00015331492219245837,0.6402782938887185,7.298921808833754e-18,,,138.0,3,0.6764059515395844,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::TJ_EPITHELIAL::EPCAM+keratins,partial_epithelial,RNA_NSCLC,TJ_EPITHELIAL,NSCLC vs TJ epithelial (18) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,143,0.2320618932167924,0.005979686175916331,0.6402782938887185,7.298921808833754e-18,,,137.0,4,0.6764059515395844,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::TJ_TISMO::OncotreeSubtype,partial_histology,RNA_NSCLC,TJ_TISMO,NSCLC vs TJ TISMO (7) | OncotreeSubtype,Rank partial within RNA_NSCLC.,OncotreeSubtype,143,0.6440663913592548,2.0636588289741202e-17,0.6343772131302676,1.7988485123250185e-17,0.5205672881351473,0.7494402048009361,135.0,6,0.6638848933022564,,ok,True,False,5.503090210597654e-17,False,False,
rna,partial::RNA_NSCLC::TJ_TISMO::PrimaryOrMetastasis,partial_histology,RNA_NSCLC,TJ_TISMO,NSCLC vs TJ TISMO (7) | PrimaryOrMetastasis,Rank partial within RNA_NSCLC.,PrimaryOrMetastasis,143,0.6637710161081409,2.2043986717659796e-19,0.6343772131302676,1.7988485123250185e-17,0.55026514762013,0.7570631802439828,140.0,1,0.6638848933022564,,ok,True,False,7.759483324616248e-19,False,False,
rna,partial::RNA_NSCLC::TJ_TISMO::OncotreeSubtype + PrimaryOrMetastasis,partial_histology,RNA_NSCLC,TJ_TISMO,NSCLC vs TJ TISMO (7) | OncotreeSubtype + PrimaryOrMetastasis,Rank partial within RNA_NSCLC.,OncotreeSubtype + PrimaryOrMetastasis,143,0.6436888395713178,2.8640637102171934e-17,0.6343772131302676,1.7988485123250185e-17,0.5167647650106509,0.752611990594893,134.0,7,0.6638848933022564,,ok,True,False,7.412870779385677e-17,False,False,
rna,partial::RNA_NSCLC::TJ_TISMO::EPCAM,partial_epithelial,RNA_NSCLC,TJ_TISMO,NSCLC vs TJ TISMO (7) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,143,0.43095030382233457,8.617648384047355e-08,0.6343772131302676,1.7988485123250185e-17,,,140.0,1,0.6638848933022564,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::TJ_TISMO::keratins,partial_epithelial,RNA_NSCLC,TJ_TISMO,NSCLC vs TJ TISMO (7) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,143,0.29555631055631615,0.0003922295202744837,0.6343772131302676,1.7988485123250185e-17,,,138.0,3,0.6638848933022564,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::TJ_TISMO::EPCAM+keratins,partial_epithelial,RNA_NSCLC,TJ_TISMO,NSCLC vs TJ TISMO (7) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,143,0.2022168349735847,0.01697309917709931,0.6343772131302676,1.7988485123250185e-17,,,137.0,4,0.6638848933022564,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::CLDN4_TJ_EDGE::OncotreeSubtype,partial_histology,RNA_NSCLC,CLDN4_TJ_EDGE,NSCLC vs CLDN4 TJ edge (11) | OncotreeSubtype,Rank partial within RNA_NSCLC.,OncotreeSubtype,143,0.6757546171144332,1.3202934477278712e-19,0.6660784076827752,1.1111464537418171e-19,0.5592443362630367,0.775265623762091,135.0,6,0.6950500575940519,,ok,True,False,6.115043336844877e-19,False,False,
rna,partial::RNA_NSCLC::CLDN4_TJ_EDGE::PrimaryOrMetastasis,partial_histology,RNA_NSCLC,CLDN4_TJ_EDGE,NSCLC vs CLDN4 TJ edge (11) | PrimaryOrMetastasis,Rank partial within RNA_NSCLC.,PrimaryOrMetastasis,143,0.6945836899797453,9.120552873308983e-22,0.6660784076827752,1.1111464537418171e-19,0.5839670026030431,0.7843255668031226,140.0,1,0.6950500575940519,,ok,True,False,1.003260816063988e-20,False,False,
rna,partial::RNA_NSCLC::CLDN4_TJ_EDGE::OncotreeSubtype + PrimaryOrMetastasis,partial_histology,RNA_NSCLC,CLDN4_TJ_EDGE,NSCLC vs CLDN4 TJ edge (11) | OncotreeSubtype + PrimaryOrMetastasis,Rank partial within RNA_NSCLC.,OncotreeSubtype + PrimaryOrMetastasis,143,0.6745663489607711,2.1940707714295763e-19,0.6660784076827752,1.1111464537418171e-19,0.5564742823164691,0.7749635689617027,134.0,7,0.6950500575940519,,ok,True,False,7.759483324616248e-19,False,False,
rna,partial::RNA_NSCLC::CLDN4_TJ_EDGE::EPCAM,partial_epithelial,RNA_NSCLC,CLDN4_TJ_EDGE,NSCLC vs CLDN4 TJ edge (11) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,143,0.49726813959714095,3.070194718333574e-10,0.6660784076827752,1.1111464537418171e-19,,,140.0,1,0.6950500575940519,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::CLDN4_TJ_EDGE::keratins,partial_epithelial,RNA_NSCLC,CLDN4_TJ_EDGE,NSCLC vs CLDN4 TJ edge (11) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,143,0.34052045061989183,3.8435536730292495e-05,0.6660784076827752,1.1111464537418171e-19,,,138.0,3,0.6950500575940519,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC::CLDN4_TJ_EDGE::EPCAM+keratins,partial_epithelial,RNA_NSCLC,CLDN4_TJ_EDGE,NSCLC vs CLDN4 TJ edge (11) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,143,0.2673652374462257,0.0014633448034793515,0.6660784076827752,1.1111464537418171e-19,,,137.0,4,0.6950500575940519,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::CLDN4::PrimaryOrMetastasis,partial_histology,RNA_LUAD,CLDN4,LUAD vs CLDN4 | PrimaryOrMetastasis,Rank partial within RNA_LUAD.,PrimaryOrMetastasis,80,0.7577574503746769,6.285325645614586e-16,0.7453066521180682,2.216189643340584e-15,0.6458684440826452,0.8349175961000774,77.0,1,0.7561387264786419,,ok,True,False,1.4555490968791674e-15,False,False,
rna,partial::RNA_LUAD::CLDN4::EPCAM,partial_epithelial,RNA_LUAD,CLDN4,LUAD vs CLDN4 | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,80,0.515101335918749,1.1908546821668238e-06,0.7453066521180682,2.216189643340584e-15,,,77.0,1,0.7561387264786419,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::CLDN4::keratins,partial_epithelial,RNA_LUAD,CLDN4,LUAD vs CLDN4 | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,80,0.3979301034604037,0.0003384701155212484,0.7453066521180682,2.216189643340584e-15,,,75.0,3,0.7561387264786419,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::CLDN4::EPCAM+keratins,partial_epithelial,RNA_LUAD,CLDN4,LUAD vs CLDN4 | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,80,0.25450775768207984,0.026510729633578686,0.7453066521180682,2.216189643340584e-15,,,74.0,4,0.7561387264786419,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::TJ_EPITHELIAL::PrimaryOrMetastasis,partial_histology,RNA_LUAD,TJ_EPITHELIAL,LUAD vs TJ epithelial (18) | PrimaryOrMetastasis,Rank partial within RNA_LUAD.,PrimaryOrMetastasis,80,0.7508351384962153,1.6116351895660896e-15,0.7221172207328177,4.055947281989819e-14,0.6185654857531812,0.8450272206092144,77.0,1,0.752751438769927,,ok,True,False,3.545597417045397e-15,False,False,
rna,partial::RNA_LUAD::TJ_EPITHELIAL::EPCAM,partial_epithelial,RNA_LUAD,TJ_EPITHELIAL,LUAD vs TJ epithelial (18) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,80,0.4415965166323022,4.622725948278108e-05,0.7221172207328177,4.055947281989819e-14,,,77.0,1,0.752751438769927,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::TJ_EPITHELIAL::keratins,partial_epithelial,RNA_LUAD,TJ_EPITHELIAL,LUAD vs TJ epithelial (18) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,80,0.42310834032815114,0.00012620545801503492,0.7221172207328177,4.055947281989819e-14,,,75.0,3,0.752751438769927,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::TJ_EPITHELIAL::EPCAM+keratins,partial_epithelial,RNA_LUAD,TJ_EPITHELIAL,LUAD vs TJ epithelial (18) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,80,0.21489403117823147,0.06229394423645199,0.7221172207328177,4.055947281989819e-14,,,74.0,4,0.752751438769927,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::TJ_TISMO::PrimaryOrMetastasis,partial_histology,RNA_LUAD,TJ_TISMO,LUAD vs TJ TISMO (7) | PrimaryOrMetastasis,Rank partial within RNA_LUAD.,PrimaryOrMetastasis,80,0.716295828685674,1.1594371437151452e-13,0.7149885063640599,9.353492904761921e-14,0.581214203399154,0.8129882216836453,77.0,1,0.7177299312486803,,ok,True,False,2.3188742874302904e-13,False,False,
rna,partial::RNA_LUAD::TJ_TISMO::EPCAM,partial_epithelial,RNA_LUAD,TJ_TISMO,LUAD vs TJ TISMO (7) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,80,0.3992797061371293,0.0002672298835111544,0.7149885063640599,9.353492904761921e-14,,,77.0,1,0.7177299312486803,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::TJ_TISMO::keratins,partial_epithelial,RNA_LUAD,TJ_TISMO,LUAD vs TJ TISMO (7) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,80,0.3540561663723344,0.0015830486793609782,0.7149885063640599,9.353492904761921e-14,,,75.0,3,0.7177299312486803,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::TJ_TISMO::EPCAM+keratins,partial_epithelial,RNA_LUAD,TJ_TISMO,LUAD vs TJ TISMO (7) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,80,0.15753306327817052,0.17412004816593893,0.7149885063640599,9.353492904761921e-14,,,74.0,4,0.7177299312486803,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::CLDN4_TJ_EDGE::PrimaryOrMetastasis,partial_histology,RNA_LUAD,CLDN4_TJ_EDGE,LUAD vs CLDN4 TJ edge (11) | PrimaryOrMetastasis,Rank partial within RNA_LUAD.,PrimaryOrMetastasis,80,0.7632583153913536,2.9073555421034937e-16,0.7414791597678927,3.657646548977728e-15,0.6437354047067984,0.8457726979419308,77.0,1,0.7649527069525299,,ok,True,False,7.106869102919652e-16,False,False,
rna,partial::RNA_LUAD::CLDN4_TJ_EDGE::EPCAM,partial_epithelial,RNA_LUAD,CLDN4_TJ_EDGE,LUAD vs CLDN4 TJ edge (11) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,80,0.4847778181287777,5.971991402639943e-06,0.7414791597678927,3.657646548977728e-15,,,77.0,1,0.7649527069525299,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::CLDN4_TJ_EDGE::keratins,partial_epithelial,RNA_LUAD,CLDN4_TJ_EDGE,LUAD vs CLDN4 TJ edge (11) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,80,0.4402779599439971,6.151368768538176e-05,0.7414791597678927,3.657646548977728e-15,,,75.0,3,0.7649527069525299,,ok,False,False,,False,False,
rna,partial::RNA_LUAD::CLDN4_TJ_EDGE::EPCAM+keratins,partial_epithelial,RNA_LUAD,CLDN4_TJ_EDGE,LUAD vs CLDN4 TJ edge (11) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,80,0.2570773332717867,0.024972521669999238,0.7414791597678927,3.657646548977728e-15,,,74.0,4,0.7649527069525299,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::CLDN4::OncotreeSubtype,partial_histology,RNA_NSCLC_Primary,CLDN4,NSCLC Primary vs CLDN4 | OncotreeSubtype,Rank partial within RNA_NSCLC_Primary.,OncotreeSubtype,79,0.6453225789190212,5.409511088150758e-10,0.6259651664386389,6.878156273693782e-10,0.49018327822156477,0.788755283828513,72.0,5,0.6681921921360292,,ok,True,False,7.212681450867678e-10,False,False,
rna,partial::RNA_NSCLC_Primary::CLDN4::EPCAM,partial_epithelial,RNA_NSCLC_Primary,CLDN4,NSCLC Primary vs CLDN4 | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,79,0.5108294769854825,1.7657697994911664e-06,0.6259651664386389,6.878156273693782e-10,,,76.0,1,0.6681921921360292,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::CLDN4::keratins,partial_epithelial,RNA_NSCLC_Primary,CLDN4,NSCLC Primary vs CLDN4 | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,79,0.1023078397270564,0.3791692228089779,0.6259651664386389,6.878156273693782e-10,,,74.0,3,0.6681921921360292,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::CLDN4::EPCAM+keratins,partial_epithelial,RNA_NSCLC_Primary,CLDN4,NSCLC Primary vs CLDN4 | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,79,0.05559633476381736,0.6356723429241958,0.6259651664386389,6.878156273693782e-10,,,73.0,4,0.6681921921360292,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::TJ_EPITHELIAL::OncotreeSubtype,partial_histology,RNA_NSCLC_Primary,TJ_EPITHELIAL,NSCLC Primary vs TJ epithelial (18) | OncotreeSubtype,Rank partial within RNA_NSCLC_Primary.,OncotreeSubtype,79,0.6676388435328365,8.200571027815705e-11,0.6358460257195242,3.053013075554859e-10,0.509118215998801,0.8071565599863689,72.0,5,0.6657578434753155,,ok,True,False,1.1830331974553805e-10,False,False,
rna,partial::RNA_NSCLC_Primary::TJ_EPITHELIAL::EPCAM,partial_epithelial,RNA_NSCLC_Primary,TJ_EPITHELIAL,NSCLC Primary vs TJ epithelial (18) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,79,0.47926398483655047,9.03028960785714e-06,0.6358460257195242,3.053013075554859e-10,,,76.0,1,0.6657578434753155,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::TJ_EPITHELIAL::keratins,partial_epithelial,RNA_NSCLC_Primary,TJ_EPITHELIAL,NSCLC Primary vs TJ epithelial (18) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,79,0.2685130742034366,0.019012079602813172,0.6358460257195242,3.053013075554859e-10,,,74.0,3,0.6657578434753155,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::TJ_EPITHELIAL::EPCAM+keratins,partial_epithelial,RNA_NSCLC_Primary,TJ_EPITHELIAL,NSCLC Primary vs TJ epithelial (18) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,79,0.21883226320084367,0.059262126824316315,0.6358460257195242,3.053013075554859e-10,,,73.0,4,0.6657578434753155,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::TJ_TISMO::OncotreeSubtype,partial_histology,RNA_NSCLC_Primary,TJ_TISMO,NSCLC Primary vs TJ TISMO (7) | OncotreeSubtype,Rank partial within RNA_NSCLC_Primary.,OncotreeSubtype,79,0.6788360417962072,2.9911800103623386e-11,0.6457206111133325,1.3163919542423731e-10,0.5273117017916796,0.8084116325649192,72.0,5,0.674752761776653,,ok,True,False,4.4663518760585315e-11,False,False,
rna,partial::RNA_NSCLC_Primary::TJ_TISMO::EPCAM,partial_epithelial,RNA_NSCLC_Primary,TJ_TISMO,NSCLC Primary vs TJ TISMO (7) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,79,0.49445084015589286,4.202372392501721e-06,0.6457206111133325,1.3163919542423731e-10,,,76.0,1,0.674752761776653,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::TJ_TISMO::keratins,partial_epithelial,RNA_NSCLC_Primary,TJ_TISMO,NSCLC Primary vs TJ TISMO (7) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,79,0.2774106597512471,0.015259842586916886,0.6457206111133325,1.3163919542423731e-10,,,74.0,3,0.674752761776653,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::TJ_TISMO::EPCAM+keratins,partial_epithelial,RNA_NSCLC_Primary,TJ_TISMO,NSCLC Primary vs TJ TISMO (7) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,79,0.22779290764744295,0.049352444633206795,0.6457206111133325,1.3163919542423731e-10,,,73.0,4,0.674752761776653,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::CLDN4_TJ_EDGE::OncotreeSubtype,partial_histology,RNA_NSCLC_Primary,CLDN4_TJ_EDGE,NSCLC Primary vs CLDN4 TJ edge (11) | OncotreeSubtype,Rank partial within RNA_NSCLC_Primary.,OncotreeSubtype,79,0.6847733875054043,1.7207574735641662e-11,0.6571288631289701,4.7910424963856736e-11,0.5292299036076342,0.8194812193032754,72.0,5,0.686218543968615,,ok,True,False,2.7084023911535843e-11,False,False,
rna,partial::RNA_NSCLC_Primary::CLDN4_TJ_EDGE::EPCAM,partial_epithelial,RNA_NSCLC_Primary,CLDN4_TJ_EDGE,NSCLC Primary vs CLDN4 TJ edge (11) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,79,0.5162115844561818,1.314817936096499e-06,0.6571288631289701,4.7910424963856736e-11,,,76.0,1,0.686218543968615,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::CLDN4_TJ_EDGE::keratins,partial_epithelial,RNA_NSCLC_Primary,CLDN4_TJ_EDGE,NSCLC Primary vs CLDN4 TJ edge (11) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,79,0.2910588934948843,0.010746854226535273,0.6571288631289701,4.7910424963856736e-11,,,74.0,3,0.686218543968615,,ok,False,False,,False,False,
rna,partial::RNA_NSCLC_Primary::CLDN4_TJ_EDGE::EPCAM+keratins,partial_epithelial,RNA_NSCLC_Primary,CLDN4_TJ_EDGE,NSCLC Primary vs CLDN4 TJ edge (11) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,79,0.24452431250378034,0.03449092611194028,0.6571288631289701,4.7910424963856736e-11,,,73.0,4,0.686218543968615,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::CLDN4::OncotreeSubtype,partial_histology,RNA_Lung_Primary,CLDN4,Lung Primary vs CLDN4 | OncotreeSubtype,Rank partial within RNA_Lung_Primary.,OncotreeSubtype,99,0.6068200426040953,1.1373743837515126e-10,0.5710872844558432,6.72508957498069e-10,0.4619505457472651,0.7418301521046546,91.0,6,0.6152566434666966,,ok,True,False,1.5887134249227478e-10,False,False,
