compartment	n_pos	n_neg	median_human_umi_pos	median_human_umi_neg	spearman_logumi_vs_NHEJ_in_cldn4neg	spearman_logumi_vs_STING_in_cldn4neg	spearman_logumi_vs_IFN_in_cldn4neg	spearman_logumi_vs_APM_in_cldn4neg
QC_all	6	15560	10445.5	2298.5	0.3168153130138444	0.29011307281120036	0.21823380401174625	0.21952590347986323
lineage_T	2	8871	5209.0	2072.0	0.41784122289498427	0.3591367587306413	0.4325432953881107	0.5069532049797747
lineage_B	2	5072	12749.0	3099.5	0.20511890235196575	0.2770416048541298	0.08209203633026871	0.0749033575172119
lineage_melanoma	2	313	14306.0	9374.0	0.35967787059110795	0.2843510403039028	0.2549916390231704	0.3059943494611169
tumor_melanoma	2	308	14306.0	9498.0	0.34549617130239235	0.2642087766435907	0.2971692223799204	0.33510533545341104
