sample,patient,unit,cut,metric,usable,n_high,n_low,n_fov_in_section,mean_high,mean_low,cyto,radius_um
LUAD-5 R2,Lung5,section,detected_absent,16,True,12377,5537,26,0.02536963723034661,0.029438324002167237,cd8nk,25
LUAD-5 R2,Lung5,section,detected_absent,17,True,12377,5537,26,0.10576068514179526,0.10944554813075673,cd8nk,40
LUAD-5 R2,Lung5,section,detected_absent,18,True,12377,5537,26,0.19972529692170962,0.20010836192884232,cd8nk,50
LUAD-5 R2,Lung5,section,detected_absent,19,True,12377,5537,26,0.7491314535024642,0.6899042802961892,cd8nk,80
LUAD-5 R2,Lung5,section,detected_absent,20,True,12377,5537,26,1.3515391451886565,1.2107639515983384,cd8nk,100
LUAD-5 R2,Lung5,section,detected_absent,21,True,12377,5537,26,0.0031510058980366807,0.0050568900126422255,gzmb,10
LUAD-5 R2,Lung5,section,detected_absent,22,True,12377,5537,26,0.05162801971398562,0.049124074408524475,gzmb,20
LUAD-5 R2,Lung5,section,detected_absent,23,True,12377,5537,26,0.1003474185990143,0.09427487809283006,gzmb,25
LUAD-5 R2,Lung5,section,detected_absent,24,True,12377,5537,26,0.38830088066575097,0.365540906628138,gzmb,40
LUAD-5 R2,Lung5,section,detected_absent,25,True,12377,5537,26,0.707279631574695,0.6546866534224309,gzmb,50
LUAD-5 R2,Lung5,section,detected_absent,26,True,12377,5537,26,2.4104387169750345,2.2252122087773163,gzmb,80
LUAD-5 R2,Lung5,section,detected_absent,27,True,12377,5537,26,4.232285691201422,3.9346216362651254,gzmb,100
LUAD-5 R3,Lung5,section,detected_absent,0,True,9985,5908,25,0.00030045067601402103,0.00016926201760324982,cd8,10
LUAD-5 R3,Lung5,section,detected_absent,1,True,9985,5908,25,0.004606910365548322,0.005924170616113744,cd8,20
LUAD-5 R3,Lung5,section,detected_absent,2,True,9985,5908,25,0.009514271407110666,0.013371699390656737,cd8,25
LUAD-5 R3,Lung5,section,detected_absent,3,True,9985,5908,25,0.044667000500751126,0.0499322951929587,cd8,40
LUAD-5 R3,Lung5,section,detected_absent,4,True,9985,5908,25,0.08252378567851777,0.08564658090724442,cd8,50
LUAD-5 R3,Lung5,section,detected_absent,5,True,9985,5908,25,0.2918377566349524,0.28452945159106297,cd8,80
LUAD-5 R3,Lung5,section,detected_absent,6,True,9985,5908,25,0.528592889334001,0.4955991875423155,cd8,100
LUAD-5 R3,Lung5,section,detected_absent,7,True,9985,5908,25,0.000701051577366049,0.002031144211238998,nk,10
LUAD-5 R3,Lung5,section,detected_absent,8,True,9985,5908,25,0.011216825237856784,0.012525389302640487,nk,20
LUAD-5 R3,Lung5,section,detected_absent,9,True,9985,5908,25,0.02103154732098147,0.022004062288422478,nk,25
LUAD-5 R3,Lung5,section,detected_absent,10,True,9985,5908,25,0.07341011517275914,0.06482735274204468,nk,40
LUAD-5 R3,Lung5,section,detected_absent,11,True,9985,5908,25,0.13380070105157738,0.10951252538930265,nk,50
LUAD-5 R3,Lung5,section,detected_absent,12,True,9985,5908,25,0.45057586379569353,0.32921462423832093,nk,80
LUAD-5 R3,Lung5,section,detected_absent,13,True,9985,5908,25,0.7927891837756635,0.579891672308734,nk,100
LUAD-5 R3,Lung5,section,detected_absent,14,True,9985,5908,25,0.00100150225338007,0.002200406228842248,cd8nk,10
LUAD-5 R3,Lung5,section,detected_absent,15,True,9985,5908,25,0.01582373560340511,0.018449559918754233,cd8nk,20
LUAD-5 R3,Lung5,section,detected_absent,16,True,9985,5908,25,0.030545818728092138,0.035375761679079215,cd8nk,25
LUAD-5 R3,Lung5,section,detected_absent,17,True,9985,5908,25,0.11807711567351027,0.11475964793500339,cd8nk,40
LUAD-5 R3,Lung5,section,detected_absent,18,True,9985,5908,25,0.21632448673009513,0.19515910629654706,cd8nk,50
LUAD-5 R3,Lung5,section,detected_absent,19,True,9985,5908,25,0.742413620430646,0.6137440758293838,cd8nk,80
LUAD-5 R3,Lung5,section,detected_absent,20,True,9985,5908,25,1.3213820731096646,1.0754908598510495,cd8nk,100
LUAD-5 R3,Lung5,section,detected_absent,21,True,9985,5908,25,0.0024036054081121683,0.002200406228842248,gzmb,10
LUAD-5 R3,Lung5,section,detected_absent,22,True,9985,5908,25,0.03525287931897847,0.02843601895734597,gzmb,20
LUAD-5 R3,Lung5,section,detected_absent,23,True,9985,5908,25,0.06740110165247871,0.05839539607312119,gzmb,25
LUAD-5 R3,Lung5,section,detected_absent,24,True,9985,5908,25,0.26960440660991486,0.2224102911306703,gzmb,40
LUAD-5 R3,Lung5,section,detected_absent,25,True,9985,5908,25,0.4839258888332499,0.4057210561949898,gzmb,50
LUAD-5 R3,Lung5,section,detected_absent,26,True,9985,5908,25,1.5914872308462693,1.3363236289776574,gzmb,80
LUAD-5 R3,Lung5,section,detected_absent,27,True,9985,5908,25,2.7301952929394093,2.295870006770481,gzmb,100
LUSC-6,Lung6,section,detected_absent,0,True,16323,49873,29,0.00030631624088709185,0.0008020371744230345,cd8,10
LUSC-6,Lung6,section,detected_absent,1,True,16323,49873,29,0.00863811799301599,0.007739658733182283,cd8,20
LUSC-6,Lung6,section,detected_absent,2,True,16323,49873,29,0.01617349751883845,0.014496821927696349,cd8,25
LUSC-6,Lung6,section,detected_absent,3,True,16323,49873,29,0.06279482938185382,0.05343572674593467,cd8,40
LUSC-6,Lung6,section,detected_absent,4,True,16323,49873,29,0.11652269803344974,0.09963306799270147,cd8,50
LUSC-6,Lung6,section,detected_absent,5,True,16323,49873,29,0.3949028977516388,0.34742245303069796,cd8,80
LUSC-6,Lung6,section,detected_absent,6,True,16323,49873,29,0.6843717453899406,0.6200749904758086,cd8,100
LUSC-6,Lung6,section,detected_absent,7,True,16323,49873,29,0.00030631624088709185,0.0006015278808172759,nk,10
LUSC-6,Lung6,section,detected_absent,8,True,16323,49873,29,0.0035532683942902654,0.0034888617087402,nk,20
LUSC-6,Lung6,section,detected_absent,9,True,16323,49873,29,0.006248851314096674,0.005955126020091031,nk,25
LUSC-6,Lung6,section,detected_absent,10,True,16323,49873,29,0.019665502664951297,0.01870751709341728,nk,40
LUSC-6,Lung6,section,detected_absent,11,True,16323,49873,29,0.0330208907676285,0.03125939887313777,nk,50
LUSC-6,Lung6,section,detected_absent,12,True,16323,49873,29,0.1047601543833854,0.09395865498365849,nk,80
LUSC-6,Lung6,section,detected_absent,13,True,16323,49873,29,0.174845310298352,0.1581617307962224,nk,100
LUSC-6,Lung6,section,detected_absent,14,True,16323,49873,29,0.0006126324817741837,0.0014035650552403104,cd8nk,10
LUSC-6,Lung6,section,detected_absent,15,True,16323,49873,29,0.012191386387306255,0.011228520441922483,cd8nk,20
LUSC-6,Lung6,section,detected_absent,16,True,16323,49873,29,0.022422348832935122,0.02045194794778738,cd8nk,25
LUSC-6,Lung6,section,detected_absent,17,True,16323,49873,29,0.08246033204680513,0.07214324383935196,cd8nk,40
LUSC-6,Lung6,section,detected_absent,18,True,16323,49873,29,0.14954358880107824,0.13089246686583922,cd8nk,50
LUSC-6,Lung6,section,detected_absent,19,True,16323,49873,29,0.4996630521350242,0.4413811080143565,cd8nk,80
LUSC-6,Lung6,section,detected_absent,20,True,16323,49873,29,0.8592170556882925,0.7782367212720309,cd8nk,100
LUSC-6,Lung6,section,detected_absent,21,True,16323,49873,29,0.0008576854744838571,0.0012431576203557034,gzmb,10
LUSC-6,Lung6,section,detected_absent,22,True,16323,49873,29,0.013416651350854623,0.011007960218956149,gzmb,20
LUSC-6,Lung6,section,detected_absent,23,True,16323,49873,29,0.023218771059241562,0.020211336795460468,gzmb,25
LUSC-6,Lung6,section,detected_absent,24,True,16323,49873,29,0.08227654230227287,0.07174222525214044,gzmb,40
LUSC-6,Lung6,section,detected_absent,25,True,16323,49873,29,0.14727684861851376,0.12632085497162793,gzmb,50
LUSC-6,Lung6,section,detected_absent,26,True,16323,49873,29,0.4733198554187343,0.40470795821386324,gzmb,80
LUSC-6,Lung6,section,detected_absent,27,True,16323,49873,29,0.8022422348832935,0.6958274016000642,gzmb,100
LUAD-9 R1,Lung9,section,detected_absent,0,True,27834,11030,19,0.004347201264640368,0.013417951042611061,cd8,10
LUAD-9 R1,Lung9,section,detected_absent,1,True,27834,11030,19,0.03183157289645757,0.07098821396192204,cd8,20
LUAD-9 R1,Lung9,section,detected_absent,2,True,27834,11030,19,0.05726808938708055,0.11260199456029012,cd8,25
LUAD-9 R1,Lung9,section,detected_absent,3,True,27834,11030,19,0.19727671193504348,0.3311876699909338,cd8,40
LUAD-9 R1,Lung9,section,detected_absent,4,True,27834,11030,19,0.35395559387799097,0.5490480507706256,cd8,50
LUAD-9 R1,Lung9,section,detected_absent,5,True,27834,11030,19,1.221204282532155,1.6456935630099727,cd8,80
LUAD-9 R1,Lung9,section,detected_absent,6,True,27834,11030,19,2.1887260185384783,2.7368993653671803,cd8,100
LUAD-9 R1,Lung9,section,detected_absent,7,True,27834,11030,19,0.0009341093626499964,0.005349048050770626,nk,10
LUAD-9 R1,Lung9,section,detected_absent,8,True,27834,11030,19,0.006179492706761515,0.028921124206708976,nk,20
LUAD-9 R1,Lung9,section,detected_absent,9,True,27834,11030,19,0.011963785298555723,0.04560290117860381,nk,25
LUAD-9 R1,Lung9,section,detected_absent,10,True,27834,11030,19,0.04031041172666523,0.1171350861287398,nk,40
LUAD-9 R1,Lung9,section,detected_absent,11,True,27834,11030,19,0.07304016670259394,0.18939256572982774,nk,50
LUAD-9 R1,Lung9,section,detected_absent,12,True,27834,11030,19,0.2706042969030682,0.5329102447869447,nk,80
LUAD-9 R1,Lung9,section,detected_absent,13,True,27834,11030,19,0.4900840698426385,0.8600181323662738,nk,100
LUAD-9 R1,Lung9,section,detected_absent,14,True,27834,11030,19,0.005281310627290365,0.018766999093381687,cd8nk,10
LUAD-9 R1,Lung9,section,detected_absent,15,True,27834,11030,19,0.03801106560321908,0.09990933816863101,cd8nk,20
LUAD-9 R1,Lung9,section,detected_absent,16,True,27834,11030,19,0.06923187468563627,0.15820489573889393,cd8nk,25
LUAD-9 R1,Lung9,section,detected_absent,17,True,27834,11030,19,0.2375871236617087,0.4483227561196736,cd8nk,40
LUAD-9 R1,Lung9,section,detected_absent,18,True,27834,11030,19,0.4269957605805849,0.7384406165004533,cd8nk,50
LUAD-9 R1,Lung9,section,detected_absent,19,True,27834,11030,19,1.4918085794352232,2.1786038077969176,cd8nk,80
LUAD-9 R1,Lung9,section,detected_absent,20,True,27834,11030,19,2.6788100883811166,3.5969174977334544,cd8nk,100
LUAD-9 R1,Lung9,section,detected_absent,21,True,27834,11030,19,0.0026945462384134512,0.011967361740707162,gzmb,10
LUAD-9 R1,Lung9,section,detected_absent,22,True,27834,11030,19,0.031687863763742184,0.07071622846781506,gzmb,20
LUAD-9 R1,Lung9,section,detected_absent,23,True,27834,11030,19,0.06114823597039592,0.12121486854034451,gzmb,25
LUAD-9 R1,Lung9,section,detected_absent,24,True,27834,11030,19,0.23068908529137028,0.36881233000906616,gzmb,40
LUAD-9 R1,Lung9,section,detected_absent,25,True,27834,11030,19,0.42336710497952146,0.6212148685403445,gzmb,50
LUAD-9 R1,Lung9,section,detected_absent,26,True,27834,11030,19,1.4670187540418194,1.8311876699909337,gzmb,80
LUAD-9 R1,Lung9,section,detected_absent,27,True,27834,11030,19,2.575878422073723,3.014687216681777,gzmb,100
LUAD-9 R2,Lung9,section,detected_absent,0,True,57922,36954,45,0.003107627499050447,0.010310115278454294,cd8,10
LUAD-9 R2,Lung9,section,detected_absent,1,True,57922,36954,45,0.01990608059113981,0.052524760513070305,cd8,20
LUAD-9 R2,Lung9,section,detected_absent,2,True,57922,36954,45,0.034494665239459966,0.08461871515938735,cd8,25
LUAD-9 R2,Lung9,section,detected_absent,3,True,57922,36954,45,0.10883602085563344,0.22533419927477405,cd8,40
LUAD-9 R2,Lung9,section,detected_absent,4,True,57922,36954,45,0.18614688719312178,0.3553336580613736,cd8,50
LUAD-9 R2,Lung9,section,detected_absent,5,True,57922,36954,45,0.589137115431097,0.9474481788169075,cd8,80
LUAD-9 R2,Lung9,section,detected_absent,6,True,57922,36954,45,1.0125340975795034,1.5095794771878552,cd8,100
LUAD-9 R2,Lung9,section,detected_absent,7,True,57922,36954,45,0.001450226166223542,0.006602803485414299,nk,10
LUAD-9 R2,Lung9,section,detected_absent,8,True,57922,36954,45,0.010669521080073201,0.038372030091465066,nk,20
LUAD-9 R2,Lung9,section,detected_absent,9,True,57922,36954,45,0.017523566175201132,0.06007468744926124,nk,25
LUAD-9 R2,Lung9,section,detected_absent,10,True,57922,36954,45,0.05626532233003004,0.1557882773177464,nk,40
LUAD-9 R2,Lung9,section,detected_absent,11,True,57922,36954,45,0.096940713373157,0.2447637603507063,nk,50
LUAD-9 R2,Lung9,section,detected_absent,12,True,57922,36954,45,0.3096578156831601,0.6447745846187152,nk,80
LUAD-9 R2,Lung9,section,detected_absent,13,True,57922,36954,45,0.5435585787783571,1.0242734210099043,nk,100
LUAD-9 R2,Lung9,section,detected_absent,14,True,57922,36954,45,0.004557853665273989,0.016912918763868592,cd8nk,10
LUAD-9 R2,Lung9,section,detected_absent,15,True,57922,36954,45,0.03057560167121301,0.09089679060453537,cd8nk,20
LUAD-9 R2,Lung9,section,detected_absent,16,True,57922,36954,45,0.052018231414661095,0.1446934026086486,cd8nk,25
LUAD-9 R2,Lung9,section,detected_absent,17,True,57922,36954,45,0.16510134318566347,0.3811224765925204,cd8nk,40
LUAD-9 R2,Lung9,section,detected_absent,18,True,57922,36954,45,0.2830876005662788,0.6000974184120799,cd8nk,50
LUAD-9 R2,Lung9,section,detected_absent,19,True,57922,36954,45,0.8987949311142571,1.5922227634356227,cd8nk,80
LUAD-9 R2,Lung9,section,detected_absent,20,True,57922,36954,45,1.5560926763578606,2.5338528981977593,cd8nk,100
LUAD-9 R2,Lung9,section,detected_absent,21,True,57922,36954,45,0.0018300473049963745,0.006386318125236781,gzmb,10
LUAD-9 R2,Lung9,section,detected_absent,22,True,57922,36954,45,0.016107869203411486,0.04226876657466039,gzmb,20
LUAD-9 R2,Lung9,section,detected_absent,23,True,57922,36954,45,0.028797348157867476,0.07057422741787087,gzmb,25
LUAD-9 R2,Lung9,section,detected_absent,24,True,57922,36954,45,0.1023100031076275,0.20198084104562428,gzmb,40
LUAD-9 R2,Lung9,section,detected_absent,25,True,57922,36954,45,0.18661303131797935,0.3302484169508037,gzmb,50
LUAD-9 R2,Lung9,section,detected_absent,26,True,57922,36954,45,0.6176237008390594,0.9161660442712561,gzmb,80
LUAD-9 R2,Lung9,section,detected_absent,27,True,57922,36954,45,1.0787783571009288,1.484764842777507,gzmb,100
LUAD-12,Lung12,section,detected_absent,0,True,7260,11007,28,0.0023415977961432507,0.009085127646043427,cd8,10
LUAD-12,Lung12,section,detected_absent,1,True,7260,11007,28,0.018044077134986226,0.05251203779413101,cd8,20
LUAD-12,Lung12,section,detected_absent,2,True,7260,11007,28,0.030578512396694214,0.08594530753157081,cd8,25
LUAD-12,Lung12,section,detected_absent,3,True,7260,11007,28,0.10192837465564739,0.23321522667393477,cd8,40
LUAD-12,Lung12,section,detected_absent,4,True,7260,11007,28,0.18016528925619835,0.37103661306441355,cd8,50
LUAD-12,Lung12,section,detected_absent,5,True,7260,11007,28,0.6,1.0139910965749068,cd8,80
LUAD-12,Lung12,section,detected_absent,6,True,7260,11007,28,1.0699724517906337,1.6345053147996729,cd8,100
LUAD-12,Lung12,section,detected_absent,7,True,7260,11007,28,0.00041322314049586776,0.005632779140546925,nk,10
LUAD-12,Lung12,section,detected_absent,8,True,7260,11007,28,0.007162534435261708,0.02979921867902244,nk,20
LUAD-12,Lung12,section,detected_absent,9,True,7260,11007,28,0.013774104683195593,0.047969473971109296,nk,25
LUAD-12,Lung12,section,detected_absent,10,True,7260,11007,28,0.046831955922865015,0.12464795130371582,nk,40
LUAD-12,Lung12,section,detected_absent,11,True,7260,11007,28,0.08292011019283746,0.19542109566639412,nk,50
LUAD-12,Lung12,section,detected_absent,12,True,7260,11007,28,0.2772727272727273,0.5205778141182884,nk,80
LUAD-12,Lung12,section,detected_absent,13,True,7260,11007,28,0.48787878787878786,0.8142091396384119,nk,100
LUAD-12,Lung12,section,detected_absent,14,True,7260,11007,28,0.0027548209366391185,0.014717906786590351,cd8nk,10
LUAD-12,Lung12,section,detected_absent,15,True,7260,11007,28,0.025206611570247933,0.08231125647315345,cd8nk,20
LUAD-12,Lung12,section,detected_absent,16,True,7260,11007,28,0.04435261707988981,0.1339147815026801,cd8nk,25
LUAD-12,Lung12,section,detected_absent,17,True,7260,11007,28,0.1487603305785124,0.3578631779776506,cd8nk,40
LUAD-12,Lung12,section,detected_absent,18,True,7260,11007,28,0.2630853994490358,0.5664577087308077,cd8nk,50
LUAD-12,Lung12,section,detected_absent,19,True,7260,11007,28,0.8772727272727273,1.5345689106931952,cd8nk,80
LUAD-12,Lung12,section,detected_absent,20,True,7260,11007,28,1.5578512396694215,2.4487144544380848,cd8nk,100
LUAD-12,Lung12,section,detected_absent,21,True,7260,11007,28,0.013636363636363636,0.030798582720087217,gzmb,10
LUAD-12,Lung12,section,detected_absent,22,True,7260,11007,28,0.10523415977961433,0.19233215226673936,gzmb,20
LUAD-12,Lung12,section,detected_absent,23,True,7260,11007,28,0.18732782369146006,0.3181611701644408,gzmb,25
LUAD-12,Lung12,section,detected_absent,24,True,7260,11007,28,0.5840220385674931,0.852730080857636,gzmb,40
LUAD-12,Lung12,section,detected_absent,25,True,7260,11007,28,1.0122589531680442,1.3625874443535932,gzmb,50
LUAD-12,Lung12,section,detected_absent,26,True,7260,11007,28,3.0198347107438015,3.608158444626147,gzmb,80
LUAD-12,Lung12,section,detected_absent,27,True,7260,11007,28,5.037741046831956,5.720814027437085,gzmb,100
LUAD-13,Lung13,section,detected_absent,0,True,19177,6853,20,0.021796944256140167,0.04319276229388589,cd8,10
LUAD-13,Lung13,section,detected_absent,1,True,19177,6853,20,0.17547061584189394,0.22851305997373414,cd8,20
LUAD-13,Lung13,section,detected_absent,2,True,19177,6853,20,0.30708661417322836,0.36991098788851595,cd8,25
LUAD-13,Lung13,section,detected_absent,3,True,19177,6853,20,0.9358606664233196,1.0198453232161098,cd8,40
LUAD-13,Lung13,section,detected_absent,4,True,19177,6853,20,1.5682327788496637,1.6438056325696775,cd8,50
LUAD-13,Lung13,section,detected_absent,5,True,19177,6853,20,4.52380455754289,4.576535823726835,cd8,80
LUAD-13,Lung13,section,detected_absent,6,True,19177,6853,20,7.376544819314804,7.321319130307894,cd8,100
LUAD-13,Lung13,section,detected_absent,7,True,19177,6853,20,0.0003128747979350263,0.0005836859769444039,nk,10
LUAD-13,Lung13,section,detected_absent,8,True,19177,6853,20,0.0023987067841685352,0.004669487815555231,nk,20
LUAD-13,Lung13,section,detected_absent,9,True,19177,6853,20,0.004484538770402044,0.008171603677221655,nk,25
LUAD-13,Lung13,section,detected_absent,10,True,19177,6853,20,0.019867549668874173,0.02539033999708157,nk,40
LUAD-13,Lung13,section,detected_absent,11,True,19177,6853,20,0.037440684152891486,0.04173354735152488,nk,50
LUAD-13,Lung13,section,detected_absent,12,True,19177,6853,20,0.11670229962976482,0.12651393550269954,nk,80
LUAD-13,Lung13,section,detected_absent,13,True,19177,6853,20,0.20576732544193566,0.21421275353859623,nk,100
LUAD-13,Lung13,section,detected_absent,14,True,19177,6853,20,0.022109819054075195,0.04377644827083029,cd8nk,10
LUAD-13,Lung13,section,detected_absent,15,True,19177,6853,20,0.17786932262606248,0.23318254778928937,cd8nk,20
LUAD-13,Lung13,section,detected_absent,16,True,19177,6853,20,0.3115711529436304,0.37808259156573765,cd8nk,25
LUAD-13,Lung13,section,detected_absent,17,True,19177,6853,20,0.9557282160921938,1.0452356632131914,cd8nk,40
LUAD-13,Lung13,section,detected_absent,18,True,19177,6853,20,1.605673463002555,1.6855391799212025,cd8nk,50
LUAD-13,Lung13,section,detected_absent,19,True,19177,6853,20,4.640506857172655,4.703049759229534,cd8nk,80
LUAD-13,Lung13,section,detected_absent,20,True,19177,6853,20,7.58231214475674,7.535531883846491,cd8nk,100
LUAD-13,Lung13,section,detected_absent,21,True,19177,6853,20,0.013766491109141158,0.024077046548956663,gzmb,10
LUAD-13,Lung13,section,detected_absent,22,True,19177,6853,20,0.13594409970276894,0.15438494090179483,gzmb,20
LUAD-13,Lung13,section,detected_absent,23,True,19177,6853,20,0.25071700474526776,0.2670363344520648,gzmb,25
LUAD-13,Lung13,section,detected_absent,24,True,19177,6853,20,0.8548260937581478,0.8114694294469575,gzmb,40
LUAD-13,Lung13,section,detected_absent,25,True,19177,6853,20,1.478437711842311,1.359988326280461,gzmb,50
LUAD-13,Lung13,section,detected_absent,26,True,19177,6853,20,4.450226834228503,4.0623084780388155,gzmb,80
LUAD-13,Lung13,section,detected_absent,27,True,19177,6853,20,7.378317776503103,6.670071501532176,gzmb,100
LUAD-5 R1,Lung5,section,q4_q1,0,True,4460,5226,25,0.0,0.0003827018752391887,cd8,10
LUAD-5 R1,Lung5,section,q4_q1,1,True,4460,5226,25,0.003587443946188341,0.005549177190968236,cd8,20
LUAD-5 R1,Lung5,section,q4_q1,2,True,4460,5226,25,0.008071748878923767,0.009567546880979716,cd8,25
LUAD-5 R1,Lung5,section,q4_q1,3,True,4460,5226,25,0.03430493273542601,0.0371220818982013,cd8,40
LUAD-5 R1,Lung5,section,q4_q1,4,True,4460,5226,25,0.06748878923766816,0.07060849598163031,cd8,50
LUAD-5 R1,Lung5,section,q4_q1,5,True,4460,5226,25,0.27780269058295964,0.25832376578645233,cd8,80
LUAD-5 R1,Lung5,section,q4_q1,6,True,4460,5226,25,0.5338565022421524,0.4707233065442021,cd8,100
LUAD-5 R1,Lung5,section,q4_q1,7,True,4460,5226,25,0.0004484304932735426,0.0019135093761959434,nk,10
LUAD-5 R1,Lung5,section,q4_q1,8,True,4460,5226,25,0.014573991031390135,0.013777267508610792,nk,20
LUAD-5 R1,Lung5,section,q4_q1,9,True,4460,5226,25,0.028251121076233184,0.025066972828166858,nk,25
LUAD-5 R1,Lung5,section,q4_q1,10,True,4460,5226,25,0.10739910313901345,0.07386146192116341,nk,40
LUAD-5 R1,Lung5,section,q4_q1,11,True,4460,5226,25,0.18632286995515696,0.12476081132797551,nk,50
LUAD-5 R1,Lung5,section,q4_q1,12,True,4460,5226,25,0.634304932735426,0.42058936088786836,nk,80
LUAD-5 R1,Lung5,section,q4_q1,13,True,4460,5226,25,1.0896860986547086,0.7345962495216226,nk,100
