unit,cut,cyto,radius_um,continuous,n_sec_usable,n_sec_neg,n_sec_pos,n_sec_zero,n_don_usable,n_don_neg,n_don_pos,n_don_zero,mean_high,mean_low,pooled_ratio,pooled_delta,median_section_ratio,effect_log_ratio,effect_abs_delta,eligible_exclusion,eligible_enrichment,sign_p_section,sign_p_donor,wilcoxon_p,n_fov,n_fov_neg,n_fov_pos,donor_deltas_json
section,detected_absent,nk,80,False,8,4,4,0,5,3,2,0,0.3099545060222515,0.3875903390003336,0.799696160698125,-0.07763583297808213,1.0112185594644667,0.22352342258350896,0.07763583297808213,False,False,0.63671875,0.5,0.640625,217,134,83,"[0.0728837587711812, 0.01080149939972691, -0.2987113584097158, -0.24330508684556112, -0.009811635872934724]"
section,detected_absent,nk,100,False,8,4,4,0,5,3,2,0,0.5483959108518648,0.6430548013400388,0.8527980970036804,-0.09465889048817407,1.0330294393890374,0.15923245704152655,0.09465889048817407,False,False,0.63671875,0.5,0.640625,217,136,81,"[0.1371566604013149, 0.01668357950212962, -0.4253244523775912, -0.32633035175962405, -0.008445428096660573]"
section,detected_absent,cd8nk,10,False,8,8,0,0,5,5,0,0,0.0048292512028261835,0.012870513360748022,,-0.008041262157921837,,,0.008041262157921837,True,False,0.00390625,0.03125,0.0078125,217,150,29,"[-0.0013562320195054406, -0.0007909325734661267, -0.012920376782342962, -0.011963085849951233, -0.021666629216755096]"
section,detected_absent,cd8nk,20,False,8,7,1,0,5,4,1,0,0.04084107299626159,0.07128681561488182,0.572912012466659,-0.030445742618620212,0.3584163576841668,0.5570231299629215,0.030445742618620212,True,False,0.03515625,0.1875,0.015625,217,156,57,"[-0.003297158443159585, 0.0009628659453837715, -0.061109730749367146, -0.05710464490290551, -0.0553132251632269]"
section,detected_absent,cd8nk,25,False,8,7,1,0,5,4,1,0,0.07281894584114543,0.11684952809426759,0.6231856219598869,-0.04403058225312216,0.3985577573293291,0.47291085600129773,0.04403058225312216,True,False,0.03515625,0.1875,0.015625,217,162,54,"[-0.005497754539327451, 0.0019704008851477404, -0.0908240961236226, -0.0895621644227903, -0.06651143862210723]"
section,detected_absent,cd8nk,40,False,8,6,2,0,5,4,1,0,0.24007548044366586,0.3299845072034391,0.727535612136047,-0.0899090267597732,0.9398163773379073,0.31809232974481433,0.0899090267597732,False,False,0.14453125,0.1875,0.078125,217,157,59,"[-0.0014074139668937419, 0.010317088207453168, -0.2133783829324109, -0.2091028473991382, -0.08950744712099756]"
section,detected_absent,cd8nk,50,False,8,5,3,0,5,3,2,0,0.41809211503651,0.5390080207456722,0.7756695613881863,-0.12091590570916226,0.9753514112601236,0.25402867244062594,0.12091590570916226,False,False,0.36328125,0.5,0.25,217,151,66,"[0.008571444119183952, 0.018651121935239018, -0.31422733688283466, -0.3033723092817719, -0.07986571691864741]"
section,detected_absent,cd8nk,80,False,8,4,4,0,5,3,2,0,1.3292933241696283,1.5540484789961901,0.855374425016819,-0.2247551548265618,1.0344770228506879,0.15621598190982505,0.2247551548265618,False,False,0.63671875,0.5,0.3828125,217,140,77,"[0.08124632114241503, 0.05828194412066773, -0.6901115303415299, -0.6572961834204679, -0.06254290205687951]"
section,detected_absent,cd8nk,100,False,8,3,5,0,5,2,3,0,2.280546298671465,2.548103477875379,0.894997522068058,-0.2675571792039143,1.0551320648861426,0.11093432935015565,0.2675571792039143,False,False,0.36328125,0.5,0.7421875,217,132,85,"[0.17283760566769168, 0.08098033441626162, -0.9479338155961181, -0.8908632147686633, 0.046780260910249005]"
section,detected_absent,gzmb,10,False,8,7,1,0,5,5,0,0,0.005248419287448075,0.010790273187462283,,-0.005541853900014208,,,0.005541853900014208,True,False,0.03515625,0.03125,0.015625,217,140,47,"[-0.000882499402722873, -0.00038547214587184627, -0.006914543161267058, -0.017162219083723583, -0.010310555439815504]"
section,detected_absent,gzmb,20,False,8,5,3,0,5,3,2,0,0.05369422950867742,0.07413078264985265,0.7243175856148087,-0.020436553141175234,0.5471480381172483,0.32252532861293237,0.020436553141175234,False,False,0.36328125,0.5,0.1484375,217,150,65,"[0.0016089931667241028, 0.002408691131898474, -0.03259463103766089, -0.08709799248712503, -0.018440841199025892]"
section,detected_absent,gzmb,25,False,8,5,3,0,5,3,2,0,0.09968257477179425,0.12856418086222327,0.7753526223499203,-0.028881606090429,0.9388872314313222,0.2544373565278045,0.028881606090429,False,False,0.36328125,0.5,0.25,217,150,66,"[0.004978635007505561, 0.003007434263781094, -0.05092175591497598, -0.13083334647298073, -0.01631932970679706]"
