leiden,score_Epithelial_Tumor,score_T_NK,score_B,score_Myeloid,score_Endothelial,score_Fibroblast,assigned
0,0.025334197380269603,-0.32482276331141313,-0.07553174396074792,0.8217970014455682,0.30877584910560885,-0.03244173439582633,Myeloid
1,-0.05130014211334623,0.5441591318106663,-0.3806279932603595,-0.11599895564645514,-0.28714864559320064,-0.03787626802206001,T/NK
2,-0.13080427598149136,0.2095275530747488,1.1071850328570139,-0.29932905545260047,-0.32872254978373006,-0.052810499271861655,B
3,-0.1221412413613033,-0.2806986158169825,-0.40245100379779514,-0.12345087421456356,-0.22344771591011148,1.9973493591831533,Fibroblast
4,0.11577174513060234,-0.1905310248400671,-0.09829776088368244,1.5300247232420967,-0.21672471817321384,-0.00919780274753744,Myeloid
5,-0.04536586397639254,0.406728938093726,-0.3112513048906696,-0.20384544648236552,-0.23549436894326342,-0.026828332688869607,T/NK
6,-0.05456008812610931,0.41220140223979723,-0.34827745293563256,-0.2071508319231952,-0.2806895050305694,-0.03446987850492797,T/NK
7,-0.03734909820577388,0.6953422908800138,-0.3581114822199093,-0.21219848859417106,-0.30717103896886006,-0.03453812584943896,T/NK
8,0.1103573687375885,-0.43509419216738987,-0.48576259417451034,0.41189466992380636,-0.2910475488016968,-0.06248304207282626,Myeloid
9,-0.024021831160186538,0.0031461122080131934,-0.5720151135766948,0.34350490047975824,-0.29387223351282704,-0.08137598343563773,Myeloid
10,0.06648804996252186,-0.47496958863735195,-0.5008609014724692,1.1260324840446312,-0.2842011682854758,-0.07176633729707058,Myeloid
11,-0.03649321960655883,-0.39882279715034785,-0.42128567222339713,-0.22203729285724771,2.243412758592291,-0.07454646785832038,Endothelial
12,-0.06799812428703576,-0.12246028040674911,-0.1418786556836774,-0.2624997432281574,1.4099408370169229,-0.05150266840170893,Endothelial
13,1.6245186730061478,-0.3471204756414035,-0.36138548581951246,-0.09397875065703791,-0.13012930509420348,-0.052878613524395046,Epithelial/Tumor
14,-0.06743512945137067,0.43149612198805526,-0.3975937020698828,-0.2448233475101491,-0.30788079522238326,-0.04399136154105444,T/NK
15,-0.07350930418924996,0.511101893746165,-0.3365340198893469,-0.22248044656459676,-0.25349447121495844,-0.030562527176575757,T/NK
16,-0.05872622676153523,-0.3557083720223452,-0.4612331925447267,-0.2805820808306261,1.0312921985532297,0.5514696076695167,Endothelial
17,-0.053632610419325044,0.5792868627364608,-0.29075697003904427,-0.22676085419353398,-0.3497968838082835,-0.04389931934190941,T/NK
18,-0.1193576356838738,-0.40156858069256013,-0.41725060009177384,0.498640072041146,-0.22792624514544169,-0.04331333064796509,Myeloid
19,-0.04147058111333001,-0.3674692791697243,1.7395907767232461,-0.22046854039794536,-0.2572245620223999,-0.03879331966910482,B
20,-0.1878083261648528,0.39791081391610544,-0.24043328226485233,-0.3580716708134692,-0.39011356603682706,-0.04467203184531206,T/NK
21,-0.06666098687415305,-0.4149804604516396,-0.34076169186354616,0.5158255451134882,-0.229046252101157,-0.032556596824190646,Myeloid
22,-0.11280197183501703,-0.39008413951039056,-0.3759398205825062,1.1774503910171028,-0.3572480357449676,-0.06335002899159191,Myeloid
23,-0.0696902080584682,-0.34494702194506927,-0.4225350385786049,-0.011953218597327432,-0.3969617280741762,-0.05038052284361344,Myeloid
24,0.008272681233085907,-0.11334852432280226,1.3331221564417635,-0.09973623574193981,-0.17244230879451894,-0.021698097379837605,B
25,-0.0929803184641833,-0.38939548561055054,-0.4490311022159369,-0.27289730300021364,2.325590488548358,-0.08624369291753618,Endothelial
26,-0.015486953114531143,-0.4482278370238328,-0.5369645095110018,0.3692182684685818,-0.28357235814456816,-0.0803102450327477,Myeloid
27,-0.11913965778622888,-0.3627552029790564,-0.05312076877906091,-0.15855973458538453,-0.25277375379257433,-0.05706870219571956,B
28,-0.10231166978115457,-0.39634906567810546,-0.37176616237277077,-0.17963943355051534,0.9405958759911562,0.1696572646889127,Endothelial
29,0.011781436910782074,-0.4571554707443272,-0.5329599191502288,0.3413902857921742,1.1788783338374964,-0.06290542156119908,Endothelial
30,0.02144298573293492,-0.4594643208848106,0.9998694056338734,0.21027052948209973,-0.3082488288140859,-0.06983524714283008,B
31,0.007021552242554018,-0.4056992796581839,-0.41145642337972754,0.5274617545813914,-0.291212579086079,-0.05561383227111218,Myeloid
32,0.02974827552017276,0.06800106096685979,-0.2799841931854424,-0.045112336565527995,-0.1002325115876905,-0.040906493194328354,T/NK
33,-0.07937748681657247,0.3126569414088495,-0.37983883332099594,0.815360232247079,-0.3319507506082406,-0.043496645173304004,Myeloid
34,-0.07746355574558393,0.9653182051278711,-0.37793818731400053,-0.24672796603867678,-0.3766095458148412,-0.05295846422362348,T/NK
