,n_cells,pct_Ptprc_pos,pct_Sftpc_pos_AMBIENT_FLAG,n_epi_marker_def
K,6696.0,82.81063321385902,76.46356033452808,28.0
KL,7564.0,82.27128503437335,77.74986779481756,170.0
