accession	file	bytes	sha256	url
GSE126044	GSE126044_family.soft.gz	2419	7741ad6098179ad0cc073794e310ca4b9e89f6d74426536e2d43fcf37d69b81a	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126044/soft/GSE126044_family.soft.gz
GSE126044	GSE126044_counts.txt.gz	559926	97abe0c051a5a80d5fc61e6d47c6611795484797e65843391b312672f0929607	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126044/suppl/GSE126044_counts.txt.gz
GSE135222	GSE135222_family.soft.gz	3452	6cd0243c00b2b7c88cf1c210b37a961d94e53a61ecd9b23e31d2af054f3a7598	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135222/soft/GSE135222_family.soft.gz
GSE135222	GSE135222_GEO_RNA-seq_omicslab_exp.tsv.gz	1663896	8b122e610492e88fb0aa0a759b8e380b04f26f2f58ddc581f9c050e54d0990a0	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135222/suppl/GSE135222_GEO_RNA-seq_omicslab_exp.tsv.gz
GSE166449	GSE166449_family.soft.gz	2741	2c3894c89d31f01fa9ec4bb64af15595d54a7b17bb6b0348002269c15e3847ae	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE166nnn/GSE166449/soft/GSE166449_family.soft.gz
GSE166449	GSE166449_Raw_gene_TPM_matrix.txt.gz	1721346	27e475882662dff35c4d20ca271762f5804c6f451d54be7caa0c2f5ef133ff86	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE166nnn/GSE166449/suppl/GSE166449_Raw_gene_TPM_matrix.txt.gz
GSE207422	GSE207422_family.soft.gz	5144	762909509ae2ed3d320160ae983514726b08c7764fa94d8da69f2b4d3a9060ac	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE207nnn/GSE207422/soft/GSE207422_family.soft.gz
GSE207422	GSE207422_NSCLC_bulk_RNAseq_log2TPM.txt.gz	5629640	fab29dc212ace1c45fd9333f2cf9d277eac6236d89945931efceede0f20e74b9	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE207nnn/GSE207422/suppl/GSE207422_NSCLC_bulk_RNAseq_log2TPM.txt.gz
GSE207422	GSE207422_NSCLC_bulk_RNAseq_metadata.xlsx	12056	c22d003db9315f38c95d7b51f46f2047130d213f6c4daa77f4dd754951930ea5	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE207nnn/GSE207422/suppl/GSE207422_NSCLC_bulk_RNAseq_metadata.xlsx
