receiver	gate	frac	expr_prop	n	n_GSE123902	n_GSE131907	n_GSE205335	n_GSE189357	min_cohort_n	mean_d_cpdb	mean_d_conn	mean_d_both	frac_pos	frac_low_zero	mean_cldn_high	mean_cldn_low	p_cpdb	p_conn	cohorts_cpdb_pos	cohorts_conn_pos	cohort_cpdb	cohort_conn	eligible	mean_F11R	cohorts_F11R_pos	mean_NECTIN2	cohorts_NECTIN2_pos	mean_CDH1	cohorts_CDH1_pos	mean_LGALS9	cohorts_LGALS9_pos	q_cpdb_grid
TNK	median	0.5	0.05	62	11	21	21	9	9	0.10074992263048575	0.05660644952791218	0.08668314057704778	0.9516129032258065	0.08016513056835636	1.7995017906743487	0.42129345918490546	7.526026156501872e-11	9.067255129079328e-11	4	4	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	True	0.13054936493925676	4	0.0976614673927083	4	0.1403806768336158	4	0.04795346139201253	3	2.2578078469505615e-10
TNK	tertile	0.3333333333333333	0.05	62	11	21	21	9	9	0.1363549630677776	0.07719968869691052	0.11528076521191163	0.9838709677419355	0.09786226318484383	2.0968841560915523	0.2408860968318475	1.0664579551945016e-11	2.421471880064365e-11	4	4	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	True	0.16233901126212946	4	0.1439798367789967	4	0.18282063229727646	4	0.07325745268019036	4	8.531663641556013e-11
TNK	q4q1	0.25	0.05	62	11	21	21	9	9	0.14452800001196084	0.08383845230365096	0.12718451589993837	0.9354838709677419	0.11475934459805427	2.2593544504776504	0.1586992691119714	7.526026156501872e-11	4.0859936254984734e-11	4	4	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	True	0.18288692065045192	4	0.14508039927458008	4	0.19908123467517844	4	0.06701159873873981	4	2.2578078469505615e-10
TNK	quintile	0.2	0.05	61	10	21	21	9	9	0.15585960036153648	0.08935319476569843	0.13070354078232713	0.9836065573770492	0.11716107207910487	2.388191124890304	0.11325732781082977	2.8360521183042116e-11	1.496722218280859e-11	4	4	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	True	0.19142831510977074	4	0.15125732911633916	4	0.2062025853594012	4	0.09081620661015752	4	1.3613050167860214e-10
TNK	d15	0.15	0.05	61	10	21	21	9	9	0.16343402667422274	0.09382111145033138	0.13623606389199888	0.9672131147540983	0.13353499869893312	2.5224876099464804	0.06401707698416528	4.3924431236286185e-11	1.915752223275422e-11	4	4	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	True	0.20856417394715854	4	0.15814664996455624	4	0.21620989319424574	4	0.08620951997592126	3	1.7569772494514474e-10
TNK	decile	0.1	0.05	58	9	19	21	9	9	0.1817966110180962	0.10343612211852656	0.1504006599906397	0.9482758620689655	0.1837164750957854	2.7321248338155795	0.025577355154379023	1.09478666928784e-10	3.6945689265359235e-11	4	4	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	True	0.22503936174632072	4	0.18767080892235788	4	0.2367138743772013	4	0.09459264886509118	3	2.9194311181009067e-10
TNK	pos_vs_neg	-1.0	0.05	59	10	19	21	9	9	0.18128889503108203	0.09932849950142919	0.15152963864190214	1.0	0.15561608824320683	1.8145930821743292	0.0	2.3900953516978203e-11	2.788754475350701e-11	4	4	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	True	0.20623680633549035	4	0.1667738648079438	4	0.22619614366640498	4	0.13241848195989978	4	1.3613050167860214e-10
MYE	median	0.5	0.05	46	6	17	19	4	4	0.10470299146399398	0.028442423008745336	0.09621122822378948	0.9565217391304348	0.058695652173913045	1.8831730821447175	0.4261887719265541	7.105427357601002e-13	2.8878730518044904e-09	4	4	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	False	0.12918501579604344	4	0.13268189491056723	3	0.14039195765036555	4	0.044765614686750624	4	
TNK	median	0.5	0.1	55	8	18	20	9	8	0.13362948041136366	0.06944917550541434	0.091536934920642	0.9272727272727272	0.19256854256854258	1.8287851613049841	0.4222582418670441	1.0493791615955294e-08	4.4917668333527444e-09	4	4	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	True	0.16438243264716365	4	0.13378767723538398	4	0.16819459471634376	4	0.08816429164092708	3	1.5740687423932944e-08
MYE	tertile	0.3333333333333333	0.05	46	6	17	19	4	4	0.13795108983314144	0.04119553381238653	0.1299530402238483	0.9565217391304348	0.07163561076604555	2.1781737976633324	0.23521980272239998	3.979039320256561e-13	7.858602657506708e-11	4	4	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	GSE123902:+;GSE131907:+;GSE205335:+;GSE189357:+	False	0.16637802557692175	4	0.18572572939695955	3	0.18127697582817975	4	0.06830879970849342	4	
