cohort	patient	receiver	gate	frac	expr_prop	family	ligand	receptor	axis	n_mal	n_high	n_low	n_recv	cldn_high	cldn_low	receptor_detected	cpdb_high	cpdb_low	d_cpdb	conn_high	conn_low	d_conn	both_pos	low_zero_high_pos
GSE189357	TD3	TNK	decile	0.1	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	66	66	6525	2.5128407339731855	0.0	True	0.3313809474899355	0.2977898141186921	0.03359113337124342	0.10474035150803064	0.0776923806773329	0.027047970830697737	True	False
GSE189357	TD3	TNK	decile	0.1	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	664	66	66	6525	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	66	66	6525	2.5128407339731855	0.0	True	0.5197813908201686	0.1310309490606681	0.3887504417595005	0.14114145300894262	0.016296423978385457	0.12484502903055716	True	False
GSE189357	TD3	TNK	decile	0.1	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	66	66	6525	2.5128407339731855	0.0	True	0.5460888214341968	0.15733837967469624	0.3887504417595006	0.18738942037024922	0.021636290248648608	0.16575313012160062	True	False
GSE189357	TD3	TNK	decile	0.1	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	66	66	6525	2.5128407339731855	0.0	True	0.0	0.1377450750157866	-0.1377450750157866	0.0	0.018132356432643246	-0.018132356432643246	False	False
GSE189357	TD3	TNK	decile	0.1	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	664	66	66	6525	2.5128407339731855	0.0	True	0.0	0.6068026485908412	-0.6068026485908412	0.0	0.12014211002356281	-0.12014211002356281	False	False
GSE189357	TD3	TNK	decile	0.1	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	66	66	6525	2.5128407339731855	0.0	True	0.0	1.1534661486584479	-1.1534661486584479	0.0	0.23902945366885875	-0.23902945366885875	False	False
GSE189357	TD3	MYE	decile	0.1	0.05	F11R	F11R	F11R	F11R-F11R	664	66	66	2530	2.5128407339731855	0.0	True	0.44022452078732605	0.28899926630936873	0.15122525447795732	0.11232954095866358	0.06551069526754771	0.04681884569111587	True	False
GSE189357	TD3	MYE	decile	0.1	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	66	66	2530	2.5128407339731855	0.0	True	0.4161554577870865	0.2649302033091292	0.15122525447795732	0.07739807748200667	0.04513863249991963	0.032259444982087035	True	False
GSE189357	TD3	MYE	decile	0.1	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	66	66	2530	2.5128407339731855	0.0	True	0.0	0.1699946791771909	-0.1699946791771909	0.0	0.025145939325752948	-0.025145939325752948	False	False
GSE189357	TD3	MYE	decile	0.1	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	664	66	66	2530	2.5128407339731855	0.0	True	0.0	0.5714774512602799	-0.5714774512602799	0.0	0.11245965294739631	-0.11245965294739631	False	False
GSE189357	TD3	MYE	decile	0.1	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	66	66	2530	2.5128407339731855	0.0	True	0.0	0.6238970114454941	-0.6238970114454941	0.0	0.12385975971271741	-0.12385975971271741	False	False
GSE189357	TD3	TNK	decile	0.1	0.1	F11R	F11R	F11R	F11R-F11R	664	66	66	6525	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	66	66	6525	2.5128407339731855	0.0	True	0.6005398752969888	0.44931462081903145	0.15122525447795737	0.3449954303929909	0.2012016635720843	0.1437937668209066	True	False
GSE189357	TD3	TNK	decile	0.1	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	66	66	6525	2.5128407339731855	0.0	True	0.2795175899659691	0.2459264565947257	0.03359113337124339	0.07775521527623848	0.057675840284212875	0.020079374992025605	True	False
GSE189357	TD3	TNK	decile	0.1	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	66	66	6525	2.5128407339731855	0.0	True	0.3313809474899355	0.2977898141186921	0.03359113337124342	0.10474035150803064	0.0776923806773329	0.027047970830697737	True	False
GSE189357	TD3	TNK	decile	0.1	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	664	66	66	6525	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	66	66	6525	2.5128407339731855	0.0	True	0.5197813908201686	0.0	0.5197813908201686	0.14114145300894262	0.0	0.14114145300894262	False	True
GSE189357	TD3	TNK	decile	0.1	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	66	66	6525	2.5128407339731855	0.0	True	0.5460888214341968	0.0	0.5460888214341968	0.18738942037024922	0.0	0.18738942037024922	False	True
GSE189357	TD3	TNK	decile	0.1	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	66	66	6525	2.5128407339731855	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	664	66	66	6525	2.5128407339731855	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	66	66	6525	2.5128407339731855	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.1	F11R	F11R	F11R	F11R-F11R	664	66	66	2530	2.5128407339731855	0.0	True	0.44022452078732605	0.28899926630936873	0.15122525447795732	0.11232954095866358	0.06551069526754771	0.04681884569111587	True	False
GSE189357	TD3	MYE	decile	0.1	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	66	66	2530	2.5128407339731855	0.0	True	0.4161554577870865	0.2649302033091292	0.15122525447795732	0.07739807748200667	0.04513863249991963	0.032259444982087035	True	False
GSE189357	TD3	MYE	decile	0.1	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	66	66	2530	2.5128407339731855	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	664	66	66	2530	2.5128407339731855	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	66	66	2530	2.5128407339731855	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.2	F11R	F11R	F11R	F11R-F11R	664	66	66	6525	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	66	66	6525	2.5128407339731855	0.0	True	0.6005398752969888	0.44931462081903145	0.15122525447795737	0.3449954303929909	0.2012016635720843	0.1437937668209066	True	False
GSE189357	TD3	TNK	decile	0.1	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	66	66	6525	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	66	66	6525	2.5128407339731855	0.0	True	0.3313809474899355	0.0	0.3313809474899355	0.10474035150803064	0.0	0.10474035150803064	False	True
GSE189357	TD3	TNK	decile	0.1	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	664	66	66	6525	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	66	66	6525	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	66	66	6525	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	66	66	6525	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	664	66	66	6525	2.5128407339731855	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	decile	0.1	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	66	66	6525	2.5128407339731855	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.2	F11R	F11R	F11R	F11R-F11R	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	66	66	2530	2.5128407339731855	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	66	66	2530	2.5128407339731855	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	664	66	66	2530	2.5128407339731855	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	decile	0.1	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	66	66	2530	2.5128407339731855	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.05	F11R	F11R	F11R	F11R-F11R	664	33	33	6525	2.774859484517427	0.0	True	0.3235953090730713	0.29804162853163396	0.025553680541437362	0.04704588983570801	0.042780795905163954	0.004265093930544056	True	False
GSE189357	TD3	TNK	ventile	0.05	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	33	33	6525	2.774859484517427	0.0	True	0.5195830419424656	0.4940293614010283	0.025553680541437307	0.26801696500289895	0.24371903940921463	0.024297925593684322	True	False
GSE189357	TD3	TNK	ventile	0.05	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	33	33	6525	2.774859484517427	0.0	True	0.2862219130259893	0.21015238013991283	0.07606953288607649	0.08176277927540604	0.03629159319165956	0.04547118608374648	True	False
GSE189357	TD3	TNK	ventile	0.05	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	33	33	6525	2.774859484517427	0.0	True	0.33808527054995574	0.26201573766387926	0.07606953288607649	0.1101387503224702	0.048886678715716905	0.06125207160675329	True	False
GSE189357	TD3	TNK	ventile	0.05	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	664	33	33	6525	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	33	33	6525	2.774859484517427	0.0	True	0.552758464016168	0.11711768236852158	0.4356407816476464	0.15173185553520996	0.011828256235014743	0.13990359930019522	True	False
GSE189357	TD3	TNK	ventile	0.05	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	33	33	6525	2.774859484517427	0.0	True	0.5790658946301962	0.14342511298254973	0.43564078164764647	0.2014499911563465	0.015704033312805444	0.18574595784354103	True	False
GSE189357	TD3	TNK	ventile	0.05	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	33	33	6525	2.774859484517427	0.0	True	0.0	0.11933099087717328	-0.11933099087717328	0.0	0.01199121900548986	-0.01199121900548986	False	False
GSE189357	TD3	TNK	ventile	0.05	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	664	33	33	6525	2.774859484517427	0.0	True	0.0	0.5883885644522279	-0.5883885644522279	0.0	0.07945191009374997	-0.07945191009374997	False	False
GSE189357	TD3	TNK	ventile	0.05	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	33	33	6525	2.774859484517427	0.0	True	0.0	1.1350520645198345	-1.1350520645198345	0.0	0.15807402299603088	-0.15807402299603088	False	False
GSE189357	TD3	MYE	ventile	0.05	0.05	F11R	F11R	F11R	F11R-F11R	664	33	33	2530	2.774859484517427	0.0	True	0.35926768743280296	0.3337140068913656	0.025553680541437362	0.08726556932541184	0.07935423315183632	0.00791133617357552	True	False
GSE189357	TD3	MYE	ventile	0.05	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	33	33	2530	2.774859484517427	0.0	True	0.33519862443256343	0.30964494389112607	0.025553680541437362	0.06012832633799456	0.054677202751778446	0.0054511235862161125	True	False
GSE189357	TD3	MYE	ventile	0.05	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	33	33	2530	2.774859484517427	0.0	True	0.0	0.1515805950385776	-0.1515805950385776	0.0	0.01662941420073927	-0.01662941420073927	False	False
GSE189357	TD3	MYE	ventile	0.05	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	664	33	33	2530	2.774859484517427	0.0	True	0.0	0.5530633671216666	-0.5530633671216666	0.0	0.07437137764101577	-0.07437137764101577	False	False
GSE189357	TD3	MYE	ventile	0.05	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	33	33	2530	2.774859484517427	0.0	True	0.0	0.6054829273068808	-0.6054829273068808	0.0	0.08191045163929832	-0.08191045163929832	False	False
GSE189357	TD3	TNK	ventile	0.05	0.1	F11R	F11R	F11R	F11R-F11R	664	33	33	6525	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	33	33	6525	2.774859484517427	0.0	True	0.5195830419424656	0.4940293614010283	0.025553680541437307	0.26801696500289895	0.24371903940921463	0.024297925593684322	True	False
GSE189357	TD3	TNK	ventile	0.05	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	33	33	6525	2.774859484517427	0.0	True	0.2862219130259893	0.0	0.2862219130259893	0.08176277927540604	0.0	0.08176277927540604	False	True
GSE189357	TD3	TNK	ventile	0.05	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	33	33	6525	2.774859484517427	0.0	True	0.33808527054995574	0.0	0.33808527054995574	0.1101387503224702	0.0	0.1101387503224702	False	True
GSE189357	TD3	TNK	ventile	0.05	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	664	33	33	6525	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	33	33	6525	2.774859484517427	0.0	True	0.552758464016168	0.0	0.552758464016168	0.15173185553520996	0.0	0.15173185553520996	False	True
GSE189357	TD3	TNK	ventile	0.05	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	33	33	6525	2.774859484517427	0.0	True	0.5790658946301962	0.0	0.5790658946301962	0.2014499911563465	0.0	0.2014499911563465	False	True
GSE189357	TD3	TNK	ventile	0.05	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	33	33	6525	2.774859484517427	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	664	33	33	6525	2.774859484517427	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	33	33	6525	2.774859484517427	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.1	F11R	F11R	F11R	F11R-F11R	664	33	33	2530	2.774859484517427	0.0	True	0.35926768743280296	0.3337140068913656	0.025553680541437362	0.08726556932541184	0.07935423315183632	0.00791133617357552	True	False
GSE189357	TD3	MYE	ventile	0.05	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	33	33	2530	2.774859484517427	0.0	True	0.33519862443256343	0.30964494389112607	0.025553680541437362	0.06012832633799456	0.054677202751778446	0.0054511235862161125	True	False
GSE189357	TD3	MYE	ventile	0.05	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	33	33	2530	2.774859484517427	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	664	33	33	2530	2.774859484517427	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	33	33	2530	2.774859484517427	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.2	F11R	F11R	F11R	F11R-F11R	664	33	33	6525	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	33	33	6525	2.774859484517427	0.0	True	0.5195830419424656	0.4940293614010283	0.025553680541437307	0.26801696500289895	0.24371903940921463	0.024297925593684322	True	False
GSE189357	TD3	TNK	ventile	0.05	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	33	33	6525	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	33	33	6525	2.774859484517427	0.0	True	0.33808527054995574	0.0	0.33808527054995574	0.1101387503224702	0.0	0.1101387503224702	False	True
GSE189357	TD3	TNK	ventile	0.05	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	664	33	33	6525	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	33	33	6525	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	33	33	6525	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	33	33	6525	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	664	33	33	6525	2.774859484517427	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	ventile	0.05	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	33	33	6525	2.774859484517427	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.2	F11R	F11R	F11R	F11R-F11R	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	664	33	33	2530	2.774859484517427	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	664	33	33	2530	2.774859484517427	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	664	33	33	2530	2.774859484517427	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	MYE	ventile	0.05	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	664	33	33	2530	2.774859484517427	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE189357	TD3	TNK	pos_vs_neg	-1.0	0.05	F11R	F11R	F11R	F11R-F11R	664	319	345	6525	1.5786819662106226	0.0	True	0.40414242643273124	0.23478250770909528	0.16935991872363595	0.06048978574793973	0.032222391536202294	0.028267394211737434	True	False
GSE189357	TD3	TNK	pos_vs_neg	-1.0	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	664	319	345	6525	1.5786819662106226	0.0	True	0.6001301593021255	0.4307702405784896	0.16935991872363593	0.34460584859706983	0.18356858834697115	0.16103726025009868	True	False
GSE189357	TD3	TNK	pos_vs_neg	-1.0	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	664	319	345	6525	1.5786819662106226	0.0	True	0.31020090917469323	0.25598068391266404	0.05422022526202919	0.09609642054558572	0.06368583698009034	0.03241058356549538	True	False
