accession	bioproject	title	organization	is_controlled	access	openaccess_data_type	release_time_string	url
HRA007335	PRJCA021433	scRNA Sequencing with Spatial Transcriptomics of pancreatic cancer	Peking Union Medical College Hospital, Chinese Academy of Medical Sciences, Peking Union Medical College	1	Controlled	0	2026-06-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007335
HRA013296	PRJCA046280	TCL1A mediates DNA methylation defects in NLRP7 mutation-associated recurrent hydatidiform mole	West China Second University Hospital of Sichuan University	1	Controlled	0	2026-06-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013296
HRA014802	PRJCA051515	H460-BM POM121-KD vs. WT RNA-seq data	Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine	1	Controlled	0	2025-11-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014802
HRA014593	PRJCA050310	Spatial transcriptomics reveals coordinated ventricular patterning and maturation in the developing human heart	State Key Laboratory of Cardiovascular Disease, Fuwai Hospital, National Center for Cardiovascular Disease	1	Controlled	0	2026-07-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014593
HRA011033	PRJCA038351	Human embryo data	Shandong University	1	Controlled	0	2026-03-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011033
HRA010122	PRJCA035021	SFTS patients RNA sequencing	First Affiliated Hospital of Zhejiang University School of Medicine	0	Open	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA010122
HRA014397	PRJCA049322	Identification of miRNA biomarkers of endometriosis in different bodily fluids	Peking Union Medical College Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College	1	Controlled	0	2026-05-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014397
HRA014750	PRJCA040060	Human MSN subtypes generated by 3D-default neural differentiation supp	Institutes of Brain Science, Fudan University,	0	Open	0	2026-07-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014750
HRA014423	PRJCA048080	Efficacy and safety of Pyrotinib in patients with HER2-altered advanced SGCs	Shanghai Ninth People's Hospital, College of Stomatology, Shanghai Jiao Tong University School of Medicine	0	Open	0	2025-12-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014423
HRA013385	PRJCA046658	Genome-wide association study reveals genetic architecture and evolution of human retinal pigmentation	Wenzhou Medical University	1	Controlled	0	2025-11-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013385
HRA013941	PRJCA048452	A multiomics study of familial clustered prostate cancer	The First Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2026-06-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013941
HRA014697	PRJCA037834	Molecular and immune correlates of response to first-line de-escalated chemotherapy plus penpulimab and anlotinib in advanced cervical cancer	West China Second University Hospital	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014697
HRA014729	PRJCA051354	POLE mutant endometrial carcinosarcoma: a case report and literature review	The Second People's Hospital of Xiaoshan District	0	Open	0	2026-05-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014729
HRA014730	PRJCA039760	Progressive and Concordant Alterations in Transcriptional and Gut Microbiota Across Aortic Valve Calcification Severity	Second Affiliated Hospital of Naval Medical University	1	Controlled	0	2026-08-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014730
HRA008170	PRJCA024930	Single cell RNA-seq of HPV-associated penile squamous cell carcinoma	University of Science and Technology of China	1	Controlled	0	2026-01-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008170
HRA014706	PRJCA051106	m5C-MeRIP-seq of liver cancer cell line HepG2	Peking University Health Science Center	0	Open	0	2025-12-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014706
HRA006078	PRJCA021390	Single-cell RNA-seq reveals the heterogeneity of cell in lower limb ischemia	First Affiliated Hospital of Zhejiang University School of Medicine	1	Controlled	0	2026-02-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006078
HRA003450	PRJCA013295	Single cell analysis of the cells in normal and degenerated nucleus pulposus	Union Hospital, Tongji Medical College, Huazhong University of Science and Technology	1	Controlled	0	2023-11-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003450
HRA003236	PRJCA012347	Spatial Transcriptomics of Ovarian Cancer	Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology	1	Controlled	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003236
HRA011309	PRJCA039281	Multiomics studies to explore the mechanism of esophageal squamous cell carcinoma metastasis	Shandong First Medical University & Shandong Academy of Medical Sciences	1	Controlled	0	2026-07-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011309
HRA014583	PRJCA050617	RNA sequencing data of p57 overexpression in Hep3B cells versus the control group	The Second Affiliated Hospital of Xi'an Jiaotong University	0	Open	0	2026-07-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014583
HRA006423	PRJCA020524	Study on the mechanism of tumor microenvironment heterogeneity and dynamic changes promoting ovarian cancer metastasis based on single-cell transcriptome and whole exome sequencing	Shengjing Hospital of China Medical University	1	Controlled	0	2026-08-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006423
HRA006023	PRJCA021272	Betulinic acid arrests cell cycle at G2/M phase by up-regulating metallothionein 1G inhibiting proliferation of colon cancer cells	Affiliated Hospital of Jining medical university	1	Controlled	0	2026-08-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006023
HRA006139	PRJCA021331	Identification drvier mutations associated immunophenotype	Research Institute of Pancreatic Diseases, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine	1	Controlled	0	2023-12-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006139
HRA014668	PRJCA050590	Transcriptome profiling of RFPL3 expression in A549 cell line	Nanchang University	1	Controlled	0	2025-11-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014668
HRA014624	PRJCA050900	GPR4 function of SW480 cell lines	The First Affiliated Hospital of Xi'an Jiaotong University	0	Open	0	2026-03-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014624
HRA014635	PRJCA048000	ARL13B deficency promotes RPE-EMT	Zhongshan Ophthalmic Center, Sun Yat-sen University	1	Controlled	0	2025-11-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014635
HRA014677	PRJCA051112	ACTG1 facilitates proliferation and epithelial-mesenchymal transition-mediated metastasis via COL21A1 in gastric cancer	Guiyang Second People's Hospital, Guiyang, China.	1	Controlled	0	2025-11-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014677
HRA011455	PRJCA040009	Co-condensation between transcription factor and chromatin remodeler selectively modulates gene expression	Tongji University	1	Controlled	0	2025-11-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011455
HRA004986	PRJCA018045	A targeted DNA methylation method for detecting gastrointestinal cancer in circulating cell-free DNA	Peking University	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004986
HRA011789	PRJCA041214	CITE-SEQ for PCOS	Nantong University	1	Controlled	0	2026-08-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011789
HRA006017	PRJCA021270	H3K18 lactylation improves human zygotic genome activation and preimplantation embryo development	Chongqing Health Center for Women and Children	1	Controlled	0	2026-06-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006017
HRA006229	PRJCA021279	Establishment and characterization of ZJUCHi003: an induced pluripotent stem cell line from a patient with Temple-Baraitser/Zimmermann-Laband syndrome carring KCNH1 c.1070G>A (p.R357Q) variant	Children's Hospital Zhejiang University School of Medicine	1	Controlled	0	2024-09-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006229
HRA014512	PRJCA042906	Standardizing HRD Testing in Epithelial Ovarian Cancer by Validation of WGS-Based Assays for Commercial Panels	NIFDC	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014512
HRA014526	PRJCA050321	mRNA half-life changes in hESCs with FUBP3-KO or L1TD1-KO	Peking University Health Science Center	0	Open	0	2025-12-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014526
HRA014618	PRJCA050910	Transcriptomic analysis of PQBP1 wild-type vs K223R mutant in human cells	Yanbian University Medical College	0	Open	0	2025-11-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014618
HRA014333	PRJCA049357	A retrospective study on the prognostic factors and drug resistance mechanisms of BRAF inhibitors combined with chemotherapy in patients with BRAF-mutated metastatic colorectal cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2025-11-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014333
HRA014539	PRJCA050450	Human hepatocellular carcinoma cases of Spatial transcriptomics	Nanjing Medical University	1	Controlled	0	2026-01-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014539
HRA013372	PRJCA023383	Study on the mechanism of eosinophils in  eosinophilic granulomatosis with polyangiitis	National Respiratory Medicine Center/State Key Laboratory of Respiratory Disease/Guangzhou Institute of Respiratory Health/The First Affiliated Hospital, Guangzhou Medical University	1	Controlled	0	2025-12-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013372
HRA013729	PRJCA047568	Single-cell and Bulk RNA Sequencing Profiling of Photoreceptor Precursors Derived from Human iPSCs	iRegene Therapeutics Co., Ltd	1	Controlled	0	2026-06-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013729
HRA014574	PRJCA050333	Transcriptional Profiles of circulating CD8T cells in patients receiving neoadjuvant immunotherapy	Shanghai Pulmonary Hospital, School of Medicine, Tongji University	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014574
HRA014518	PRJCA050450	RNA-seq of human tregs treated with NH4Cl and Oligomycin	Nanjing Medical University	1	Controlled	0	2026-01-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014518
HRA014608	PRJCA050868	PCK2-mediated PQBP1 lactylation promotes asthmatic inflammation through PRMT5 inhibition	Yanbian University Medical College	0	Open	0	2025-11-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014608
HRA006150	PRJCA021219	Tumor heterogeneity analysis of primary and metastatic esophageal squamous cell carcinoma based on scRNA-seq: a single-center observational study	National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College	1	Controlled	0	2026-01-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006150
HRA014519	PRJCA050450	RNA-seq of human treg treated with or without NH4Cl	Nanjing Medical University	1	Controlled	0	2026-01-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014519
HRA014588	PRJCA050453	RNA-Seq in Huh7 cell line with IL-23 overexpression	Sun Yat-sen Memorial Hospital, Sun Yat-sen University	0	Open	0	2026-03-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014588
HRA014597	PRJCA050450	RNA-seq of human CD8+T cells treated with or without NH4Cl	Nanjing Medical University	1	Controlled	0	2026-01-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014597
HRA009852	PRJCA034149	Women with polycystic ovary syndrome exhibit impaired endometrial receptivity with excessive ERa and histone lactylation	Peking University Third Hospital	0	Open	0	2026-07-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009852
HRA014514	PRJCA049477	Painless Perianal Mucinous Adenocarcinoma: A Case Report and Literature Review	The First People's Hospital of Xiaoshan ,  Hangzhou	0	Open	0	2026-03-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014514
HRA008056	PRJCA027886	Fusion cells in BRCA	Southern University of Science and Technology	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008056
HRA008248	PRJCA027886	CTCs in BRCA brain metastasis patients	Southern University of Science and Technology	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008248
HRA012340	PRJCA041820	Analysis of Copy Number Variations and Candidate Genes in Recurrent Pregnancy Loss	Jiaxing Maternity and Child Health Care Hospital	1	Controlled	0	2025-11-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012340
HRA007021	PRJCA019727	multi-omics data	Eye & ENT Hospital of Fudan University	1	Controlled	0	2025-06-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007021
HRA014577	PRJCA050611	Landscape Analysis Of N4-Acetylcytidine modification of RNA in High-Risk Myelodysplastic syndrome	Qilu Hospital of Shandong University	1	Controlled	0	2025-11-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014577
HRA014430	PRJCA049115	Differential mRNA expression in KGN cells caused by overexpression of miR-103a-3p	Shandong university of Traditional Chinese Medicine	1	Controlled	0	2026-04-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014430
HRA014488	PRJCA050456	A case of pulmonary nodular lesion caused by Tropheryma whipplei infection: a case report and literature review	The Second Affiliated Hospital of Nanjing Medical University, Nanjing City, Jiangsu Province, China	0	Open	0	2025-12-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014488
HRA012675	PRJCA044314	Social stratification without genetic differentiation at the Xisima site in the late Shang Dynasty	Institute of Anthropology	0	Open	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012675
HRA013832	PRJCA047796	Sex hormone-responsive human vaginal epithelial organoids: a novel in vitro platform for studying Chlamydia trachomatis infection	Sir Run Run Shaw Hospital, Zhejiang University School of Medicine	1	Controlled	0	2025-12-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013832
HRA011950	PRJCA041704	Decrypting spatiotemporal code of human endometrial receptivity	Xiamen University	1	Controlled	0	2025-11-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011950
HRA012374	PRJCA042343	Elucidating fetal brain development and neurological disorder evolution	Zunyi Medical University	0	Open	0	2025-11-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012374
HRA014529	PRJCA050436	RNA sequencing in ZMYM3 overexpressing LM3 cells	Jinan University	1	Controlled	0	2025-11-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014529
HRA014282	PRJCA049051	Clinical Features and Gut Microbiota Alterations in Hypertensive Individuals with Left Ventricular Hypertrophy	Yulin First People's Hospital, The Sixth Affiliated Hospital of Guangxi Medical University	0	Open	0	2025-11-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014282
HRA014065	PRJCA049022	The positive feedback regulation between glycolysis and histone lactylation drives the tumorigenesis of gastric cancer	Zhejiang Provincial People's Hospital	0	Open	0	2026-06-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014065
HRA012360	PRJCA043277	P. g Promotes Hepatocellular Lipid Accumulation by Activating the PI3K-mTOR Pathway and Blocking Autophagy via the HbR-Myh9-ANXA2 Axis	School and Hospital of Stomatology, Shandong University	0	Open	0	2025-11-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012360
HRA006012	PRJCA021165	glycoRNA-seq of cell line and PDX tissues	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-02-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006012
HRA014522	PRJCA050424	RNA Sequencing Analysis of Human A375 Cells Treated with 6-MF	China Pharmaceutical University	0	Open	0	2026-06-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014522
HRA005967	PRJCA021109	Anlotinib inhibits the development of esophageal squamous cell carcinoma by regulating the PI3K/AKT signaling pathway	North China University of Science and Technology	0	Open	0	2024-01-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005967
HRA005971	PRJCA021052	Study on chemotherapy effect of thymoma	People's Hospital of Shijiazhuang affiliated to Hebei Medical University	1	Controlled	0	2025-11-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005971
HRA005972	PRJCA020959	Microbial Landscape and Dynamics in the Reproductive Tract of Healthy Women: Insights from Early Pregnancyly Pregnancy	The Second Affiliated Hospital, Hengyang Medical School, University of South China	1	Controlled	0	2023-11-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005972
HRA004161	PRJCA015156	Single Cell RNA seq Analysis of irradiated patient Testis	The Second Affiliated Hospital of Soochow University	1	Controlled	0	2025-02-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004161
HRA009507	PRJCA032222	Gut Microbiota Dysbiosis and Metabolomic Alterations in Patients with Calcium Oxalate Kidney Stone	Guangxi Medical University	1	Controlled	0	2026-06-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009507
HRA012447	PRJCA043296	SDC3 Macrophages Sense Matrix Stiffness to Drive Immunosuppression via the MAFB_TREM2 Axis	First Affiliated Hospital of Sun Yat-sen University	1	Controlled	0	2026-07-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA012447
HRA014515	PRJCA050450	Ribo-seq of human tregs treated with NH4Cl and Oligomycin	Nanjing Medical University	1	Controlled	0	2026-01-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014515
HRA014510	PRJCA050171	CdLS-nipbl	Children's Hospital Affiliated to Shandong University	1	Controlled	0	2026-06-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA014510
