sig_id	pert_name	pert_type	cell_line	persistent_id	pert_time	pert_dose	cmap_id	sig_class	gene_group
941199ce-1921-5664-89b1-42b7d1363d16	PRKDC	CRISPR Knockout	A375	https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/xpr/L1000_LINCS_DCIC_XPR015_A375.311_96H_K05_PRKDC.tsv	96 h		XPR015_A375.311_96H:K05	NHEJ_CRISPR	PRKDC
3bf1136d-c095-54ce-b0a0-c8b4533d4c48	PRKDC	CRISPR Knockout	A375	https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/xpr/L1000_LINCS_DCIC_XPR015_A375.311_96H_O13_PRKDC.tsv	96 h		XPR015_A375.311_96H:O13	NHEJ_CRISPR	PRKDC
09da59ec-55ae-57a0-98e3-3019cf38cf16	PRKDC	CRISPR Knockout	A549	https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/xpr/L1000_LINCS_DCIC_XPR015_A549.311_96H_K05_PRKDC.tsv	96 h		XPR015_A549.311_96H:K05	NHEJ_CRISPR	PRKDC
f3dbe4e3-9e60-51fd-b58f-c11e2b98b6fb	PRKDC	CRISPR Knockout	A549	https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/xpr/L1000_LINCS_DCIC_XPR015_A549.311_96H_O13_PRKDC.tsv	96 h		XPR015_A549.311_96H:O13	NHEJ_CRISPR	PRKDC
9ca6ec3e-384c-5ae6-a37c-e776f9893b14	PRKDC	CRISPR Knockout	AGS	https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/xpr/L1000_LINCS_DCIC_XPR015_AGS.311_96H_K05_PRKDC.tsv	96 h		XPR015_AGS.311_96H:K05	NHEJ_CRISPR	PRKDC
647d41ff-cd9c-5daf-9c7b-a2119ac02038	PRKDC	CRISPR Knockout	AGS	https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/xpr/L1000_LINCS_DCIC_XPR015_AGS.311_96H_O13_PRKDC.tsv	96 h		XPR015_AGS.311_96H:O13	NHEJ_CRISPR	PRKDC
b3d540b2-1f42-53cd-a62f-2c11fb2e418d	PRKDC	CRISPR Knockout	BICR6	https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/xpr/L1000_LINCS_DCIC_XPR015_BICR6.311_96H_K05_PRKDC.tsv	96 h		XPR015_BICR6.311_96H:K05	NHEJ_CRISPR	PRKDC
79e19978-a987-5abc-9762-9143ba873ae4	PRKDC	CRISPR Knockout	BICR6	https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/xpr/L1000_LINCS_DCIC_XPR015_BICR6.311_96H_O13_PRKDC.tsv	96 h		XPR015_BICR6.311_96H:O13	NHEJ_CRISPR	PRKDC
742eb766-15c9-5721-870a-04a86ce60be6	PRKDC	CRISPR Knockout	ES2	https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/xpr/L1000_LINCS_DCIC_XPR015_ES2.311_96H_K05_PRKDC.tsv	96 h		XPR015_ES2.311_96H:K05	NHEJ_CRISPR	PRKDC
d49addf1-fdcf-5ed1-a73e-5d664c3c5024	PRKDC	CRISPR Knockout	ES2	https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/xpr/L1000_LINCS_DCIC_XPR015_ES2.311_96H_O13_PRKDC.tsv	96 h		XPR015_ES2.311_96H:O13	NHEJ_CRISPR	PRKDC
aa5b2c26-e017-5998-80d1-b54e993c2186	PRKDC	CRISPR Knockout	HT29	https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/xpr/L1000_LINCS_DCIC_XPR015_HT29.311_96H_K05_PRKDC.tsv	96 h		XPR015_HT29.311_96H:K05	NHEJ_CRISPR	PRKDC
