query	sig_class	cell_line	is_lung	n_sig	n_genes_median	median_spearman	median_cosine	median_wtcs
GSE207704_MCF7	BG_CRISPR	A375	False	8	8018.0	-0.00918054877393655	-0.0047541196301857	0.0
GSE207704_MCF7	BG_CRISPR	A549	True	8	8018.0	-0.0025117638319079503	0.0014700240950087	0.0
GSE207704_MCF7	BG_CRISPR	AGS	False	8	8018.0	-0.0187961188362002	-0.0197169087294654	0.0
GSE207704_MCF7	BG_CRISPR	BICR6	False	8	8018.0	0.01485711102990465	0.00960853552043035	0.0
GSE207704_MCF7	BG_CRISPR	DANG	False	8	8018.0	-0.01615947188297885	-0.016003233086344403	0.0
GSE207704_MCF7	BG_CRISPR	ES2	False	8	8018.0	-0.0017095053585237997	-0.006680707309657153	0.0
GSE207704_MCF7	BG_CRISPR	HCC1806	False	8	8018.0	0.0081502509561248	0.010449631472825701	0.0508987734817403
GSE207704_MCF7	BG_CRISPR	HS944T	False	8	8018.0	-0.0145945877039926	-0.0113687273748176	0.0
GSE207704_MCF7	BG_CRISPR	HT29	False	8	8018.0	-0.023034713980009752	-0.01691593334436025	0.0
GSE207704_MCF7	BG_CRISPR	IPC298	False	8	8018.0	-0.01664243208839995	-0.006319590586957699	0.0
GSE207704_MCF7	BG_CRISPR	KELLY	False	8	8018.0	0.0122248447216752	0.0025270274513463434	0.0
GSE207704_MCF7	BG_CRISPR	KYSE30	False	8	8018.0	0.00523152588495975	0.0042651101749546505	0.0
GSE207704_MCF7	BG_CRISPR	LCLC103H	True	8	8018.0	0.0162937858280131	0.013265018696662249	0.0
GSE207704_MCF7	BG_CRISPR	MCF7	False	8	8018.0	0.0126036338999162	0.01110554822140835	0.0
GSE207704_MCF7	BG_CRISPR	PC3	False	8	8018.0	0.0008333478977491497	0.0005698804475371998	0.04607125362388845
GSE207704_MCF7	BG_CRISPR	SNGM	False	8	8018.0	0.00830772875751285	0.00950469940874845	0.0
GSE207704_MCF7	BG_CRISPR	SNU761	False	8	8018.0	0.0014632764196847998	-0.0111390981484027	-0.0464978849590503
GSE207704_MCF7	BG_CRISPR	U251MG	False	8	8018.0	-0.0046887606407054	-0.022389502125619798	0.0
GSE207704_MCF7	BG_CRISPR	YAPC	False	8	8018.0	7.803749170599969e-05	-0.0046082808452677	0.0
GSE207704_MCF7	BG_ligand	A375	False	8	8018.0	-0.005703705067330701	0.0048940125055570004	0.0
GSE207704_MCF7	BG_ligand	A549	True	8	8018.0	0.00434756283006095	0.00651361974574845	-0.06434982715249205
GSE207704_MCF7	BG_ligand	BT20	False	8	8018.0	0.0015073134802829	0.0039557919861778505	0.0
GSE207704_MCF7	BG_ligand	HA1E	False	8	8018.0	-0.0090944626388111	-0.0091354534206394	0.0
GSE207704_MCF7	BG_ligand	HCC515	True	8	8018.0	-0.00929482566421935	0.0008370017624031501	0.0
GSE207704_MCF7	BG_ligand	HEPG2	False	8	8018.0	0.0025166667642642	-0.00159211285223215	0.0
GSE207704_MCF7	BG_ligand	HS578T	False	8	8018.0	-0.008639057690531901	0.01033328347282055	0.0
GSE207704_MCF7	BG_ligand	HT29	False	8	8018.0	0.00796488656398905	0.00342986575914895	0.0
GSE207704_MCF7	BG_ligand	MCF10A	False	8	8018.0	0.00401575358702735	-0.0037828857523222	0.0
GSE207704_MCF7	BG_ligand	MCF7	False	8	8018.0	0.01018940237668145	0.01830772825712805	0.042374033997949
GSE207704_MCF7	BG_ligand	MDAMB231	False	8	8018.0	0.012577876056478001	0.00059965627062695	-0.0427770568337271
GSE207704_MCF7	BG_ligand	PC3	False	8	8018.0	-0.009924220334531674	-0.00522584980817495	0.0
GSE207704_MCF7	BG_ligand	SKBR3	False	8	8018.0	-0.0190769674350014	-0.015773243383265002	0.0
GSE207704_MCF7	BG_ligand	VCAP	False	8	8018.0	-0.00043287429583295	-0.0040671199015666504	0.0
GSE207704_MCF7	BG_shRNA	A375	False	8	8018.0	0.00620853609964275	-0.0021310009201713502	0.0
GSE207704_MCF7	BG_shRNA	A549	True	8	8018.0	-0.00369290935809555	-0.0013356002651646	0.0348050299688562
GSE207704_MCF7	BG_shRNA	HA1E	False	8	8018.0	0.00201829869791	0.0116669382967889	0.0868239844845952
GSE207704_MCF7	BG_shRNA	HCC515	True	8	8018.0	0.0082315230063197	0.0067387290719160995	0.0
GSE207704_MCF7	BG_shRNA	HEPG2	False	8	8018.0	0.00106170686501415	-0.0038928894635693496	0.0
