gene	mean_fpkm	fpkm_shNC	fpkm_shTACSTD2	fpkm_shNC_DDP	fpkm_shTACSTD2_DDP	KD_noDDP_log2FC	KD_noDDP_p	KD_noDDP_q	KD_DDP_log2FC	KD_DDP_p	KD_DDP_q	DDP_in_NC_log2FC	DDP_in_NC_p	DDP_in_NC_q
TACSTD2	6.39638624075	5.398524410333333	0.034112651	19.87726648	0.2756414216666666	-2.6275637571673265	5.25209137095932e-05	0.0041143615885418	-4.033039543134698	4.377655960603552e-05	0.0065407934716529	1.692779476618106	0.0033743357154065	0.0224410899547745
CLDN4	0.9632759024999998	3.148711301666667	0.1008786136666666	0.364694758	0.2388189366666666	-1.915199492201864	3.2889114671659324e-05	0.0036555224104584	-0.1391174776076922	0.0989014516458029	0.2474765586158402	-1.6039992425069751	2.202063874580592e-05	0.0028617141288499
CLDN3	0.5187072640833333	1.8445786163333333	0.0165266826666666	0.1949871903333333	0.018736567	-1.4834570799056408	0.0001099752188092	0.0052935687395498	-0.2303812018864954	0.0028332199676663	0.0314171517320493	-1.2500478457060842	0.0002359823390941	0.006536087139667
CLDN7	1.1624263290833332	2.5157895266666666	0.3343732366666667	0.7062982283333333	1.0932443246666668	-1.3929291589197272	0.0010206491387034	0.0135532509885839	0.2970571045676979	0.0431899667653391	0.1379486844948733	-1.040305503347387	0.0016683029852773	0.0154464222538259
IFI27	0.2499623647499999	0.4491147216666666	0.0839163923333333	0.0977964846666666	0.3690218603333333	-0.4154054588049592	0.0215069450569562	0.0839577937443478	0.3198216658197058	0.0245025203909691	0.0939396110640398	-0.3994704272344656	0.0205302217716778	0.0706574549936485
OAS2	0.1511127069166666	0.4687048676666666	0.0205282353333333	0.054149914	0.0610678106666666	-0.5213987247878281	0.0171524851871449	0.0720673341684743	0.0086727307573603	0.8418479673586858	0.9034195967490618	-0.4745928887102298	0.0217025429647685	0.0735622241400486
IFIT1	7.908789919083333	15.77830182	3.499110118333333	1.4948405946666667	10.862907143333333	-1.8896536188425797	0.0029444403080658	0.0241953548816218	2.294236276059843	0.0115840076638242	0.06063504011533	-2.7849205471861147	0.0026217658496845	0.0196309174211572
MX1	0.219706038	0.3725922076666667	0.1556398643333333	0.0787008673333333	0.2718912126666666	-0.2468058652271797	0.0317369296031299	0.1098994755962166	0.2365041722537126	0.0228841022679646	0.0899138642131552	-0.3463857729724761	0.0096768686383701	0.0426578836289732
ISG15	54.1846393925	62.283940326666674	40.256385386666665	47.10271868	67.09551317666667	-0.6214279156234408	0.0142549025650223	0.0638622745068754	0.4994780765557571	0.0097269314056322	0.0551088036918336	-0.3957208786025665	1.1213783747307175e-05	0.002665812306792
HLA-A	5.5565612115	18.56933111	0.0902281866666666	3.522569471333333	0.044116078	-4.166146901809073	1.038172921137371e-07	0.0006707327023361	-2.105537725303459	0.00180895348875	0.0261800567437339	-2.123002653676506	0.0022279205121255	0.0179654776665294
HLA-B	44.24787520416666	50.10387159	39.11328415	29.458785666666667	58.31555941	-0.3495905223325684	0.0097426785558352	0.0500674781518293	0.9647573696000072	0.0026891075003644	0.0306083140912374	-0.7483385068915771	0.0016238210275227	0.0152582698640197
HLA-C	133.73557946083335	181.44435546666668	137.0411688	73.66565781	142.79113576666666	-0.4016755331913764	0.003873022905279	0.0282685531958266	0.9480055551152642	0.0035157510651494	0.0342486857277834	-1.2898224077324183	0.0001123496832453	0.0049729276007584
B2M	103.79942600583333	116.7090394	81.62601958	91.73539754333332	125.1272475	-0.5110647340577668	0.002682683645214	0.0229156470532102	0.4434586729460594	0.0002600591318037	0.0134602823365166	-0.3442009305789355	0.0017656889301341	0.0158996751865913
TAP1	16.930533284166668	18.733893926666667	13.989410480000002	16.788262593333332	18.210566136666667	-0.3968995073998411	0.0068153229007053	0.0395407431289394	0.1125322986418106	0.2764147871672899	0.4940968659626488	-0.1512790710056135	0.1688150417381811	0.3427894931894854
TAP2	3.717358660166667	1.6664097873333334	3.324736491666666	6.809600913666666	3.068687448	0.7019543714751817	0.0070150739166631	0.0403186480320406	-0.9402202809589038	0.0001695763830656	0.0115069688508867	1.5539611851737345	0.0004531060807451	0.0084216038085416
TAPBP	68.593135095	119.99232773333334	48.68117007333333	38.97594215666667	66.72310041666667	-1.284364591962107	0.0001340799197272	0.0055815037181643	0.7651232472821379	0.008374779094491	0.0511326685098211	-1.5999823977147969	0.000178850812627	0.0058227091988182
PSMB8	0.6322348094166667	1.9745618543333328	0.0191526533333333	0.4802629336666666	0.0549617963333333	-1.5437138580933707	0.0004430359624646	0.0096068850808128	-0.4898127337046143	0.006318444941408	0.0448445728649299	-1.0050877576504866	0.0023040178275379	0.0183240580901256
PSMB9	5.159738523333332	5.751080429333332	3.380596962333333	3.7104857073333335	7.7967909943333344	-0.6248434446532083	0.0015999834931208	0.0170580634464461	0.9183725626167633	0.0204471937504086	0.0835209111728384	-0.5403706049986923	0.0853836413583075	0.2024647290299557
NLRC5	4.07777228575	4.356456455	4.498335314999999	2.249908166	5.206389207	0.0375397806499178	0.4073651678932019	0.5375194201105625	0.9466914834770386	0.0198006735209681	0.0819292947474348	-0.7338758234712903	0.0300828423132992	0.0927375902758115
STAT1	14.029958939166669	16.365302516666667	11.37738297	13.73029837	14.6468519	-0.4904436641019023	0.0060208940512234	0.0367354315144015	0.0880650153677571	0.1816462259868052	0.3735424344753005	-0.2380107264410331	0.0157227829260431	0.0589314137614463
