interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	source	target	n_source	n_target	ligand_mean	receptor_mean	ligand_prop	receptor_prop	detected	prob	pval	significant
TGFB1_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB1	TGFbR1_R2	TGFB1	TGFBR2|TGFBR1	Mal_high	TNK	2305	21223	0.040693119168281555	0.0	0.18004338443279266	0.06869905441999435	False	0.0	1.0	False
TGFB1_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB1	TGFbR1_R2	TGFB1	TGFBR2|TGFBR1	Mal_low	TNK	2305	21223	0.007685632910579443	0.0	0.1227765753865242	0.06869905441999435	False	0.0	1.0	False
TGFB1_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB1	TGFbR1_R2	TGFB1	TGFBR2|TGFBR1	TNK	Mal_high	21223	2305	0.08834999054670334	0.0	0.1561042219400406	0.07852494716644287	False	0.0	1.0	False
TGFB1_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB1	TGFbR1_R2	TGFB1	TGFBR2|TGFBR1	TNK	Mal_low	21223	2305	0.08834999054670334	0.03564724791403575	0.1561042219400406	0.1635574847459793	True	0.006259440641881979	0.009900990099009901	True
TGFB2_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB2	TGFbR1_R2	TGFB2	TGFBR2|TGFBR1	Mal_high	TNK	2305	21223	0.0	0.0	0.015184381976723671	0.06869905441999435	False	0.0	1.0	False
TGFB2_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB2	TGFbR1_R2	TGFB2	TGFBR2|TGFBR1	Mal_low	TNK	2305	21223	0.0	0.0	0.019956616684794426	0.06869905441999435	False	0.0	1.0	False
TGFB2_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB2	TGFbR1_R2	TGFB2	TGFBR2|TGFBR1	TNK	Mal_high	21223	2305	0.0	0.0	0.0	0.07852494716644287	False	0.0	1.0	False
TGFB2_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB2	TGFbR1_R2	TGFB2	TGFBR2|TGFBR1	TNK	Mal_low	21223	2305	0.0	0.03564724791403575	0.0	0.1635574847459793	False	0.0	1.0	False
TGFB3_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB3	TGFbR1_R2	TGFB3	TGFBR2|TGFBR1	Mal_high	TNK	2305	21223	0.0	0.0	0.022125814110040665	0.06869905441999435	False	0.0	1.0	False
TGFB3_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB3	TGFbR1_R2	TGFB3	TGFBR2|TGFBR1	Mal_low	TNK	2305	21223	0.0	0.0	0.024728849530220032	0.06869905441999435	False	0.0	1.0	False
TGFB3_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB3	TGFbR1_R2	TGFB3	TGFBR2|TGFBR1	TNK	Mal_high	21223	2305	0.0	0.0	0.005748480558395386	0.07852494716644287	False	0.0	1.0	False
TGFB3_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB3	TGFbR1_R2	TGFB3	TGFBR2|TGFBR1	TNK	Mal_low	21223	2305	0.0	0.03564724791403575	0.005748480558395386	0.1635574847459793	False	0.0	1.0	False
TGFB1_ACVR1B_TGFBR2	TGFb	Secreted Signaling	TGFB1	ACVR1B_TGFbR2	TGFB1	TGFBR2|ACVR1B	Mal_high	TNK	2305	21223	0.040693119168281555	0.0	0.18004338443279266	0.022522734478116035	False	0.0	1.0	False
TGFB1_ACVR1B_TGFBR2	TGFb	Secreted Signaling	TGFB1	ACVR1B_TGFbR2	TGFB1	TGFBR2|ACVR1B	Mal_low	TNK	2305	21223	0.007685632910579443	0.0	0.1227765753865242	0.022522734478116035	False	0.0	1.0	False
TGFB1_ACVR1B_TGFBR2	TGFb	Secreted Signaling	TGFB1	ACVR1B_TGFbR2	TGFB1	TGFBR2|ACVR1B	TNK	Mal_high	21223	2305	0.08834999054670334	0.0	0.1561042219400406	0.07852494716644287	False	0.0	1.0	False
TGFB1_ACVR1B_TGFBR2	TGFb	Secreted Signaling	TGFB1	ACVR1B_TGFbR2	TGFB1	TGFBR2|ACVR1B	TNK	Mal_low	21223	2305	0.08834999054670334	0.06418086840796419	0.1561042219400406	0.1635574847459793	True	0.011213587647793545	0.009900990099009901	True
TGFB1_ACVR1C_TGFBR2	TGFb	Secreted Signaling	TGFB1	ACVR1C_TGFbR2	TGFB1	TGFBR2|ACVR1C	Mal_high	TNK	2305	21223	0.040693119168281555	0.0	0.18004338443279266	0.005984073970466852	False	0.0	1.0	False
TGFB1_ACVR1C_TGFBR2	TGFb	Secreted Signaling	TGFB1	ACVR1C_TGFbR2	TGFB1	TGFBR2|ACVR1C	Mal_low	TNK	2305	21223	0.007685632910579443	0.0	0.1227765753865242	0.005984073970466852	False	0.0	1.0	False
