interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	direction	partner	prob_high	prob_low	pval_high	pval_low	sig_high	sig_low	delta_prob	ligand_class	sig_either	sig_diff	contrast	absd
CD8A_CEACAM5	CEACAM	Cell-Cell Contact	CD8A	CEACAM5	CD8A	CEACAM5	incoming	TNK	0.4586099673146796	0.140724085687196	0.0099009900990099	1.0	True	False	0.3178858816274835	other	True	True	incoming	0.3178858816274835
CD96_NECTIN1	CD96	Cell-Cell Contact	CD96	NECTIN1	CD96	NECTIN1	incoming	TNK	0.644050798150858	0.4352179382457841	0.0099009900990099	1.0	True	False	0.2088328599050738	other	True	True	incoming	0.2088328599050738
GZMA_PARD3	PARs	Secreted Signaling	GZMA	PARD3	GZMA	PARD3	incoming	TNK	0.6290988260155134	0.4876334282055154	0.0099009900990099	1.0	True	False	0.1414653978099979	other	True	True	incoming	0.1414653978099979
GZMA_F2RL1	PARs	Secreted Signaling	GZMA	F2RL1	GZMA	F2RL1	incoming	TNK	0.1021159522550678	0.0086589502709105	0.0099009900990099	1.0	True	False	0.0934570019841573	other	True	True	incoming	0.0934570019841573
LGALS9_CD44	GALECTIN	Secreted Signaling	LGALS9	CD44	LGALS9	CD44	incoming	TNK	0.072077224007964	0.0608861175417053	0.0099009900990099	1.0	True	False	0.0111911064662586	inhibitory	True	True	incoming	0.0111911064662586
TNFSF10_TNFRSF10B	TRAIL	Secreted Signaling	TNFSF10	TNFRSF10A	TNFSF10	TNFRSF10A	incoming	TNK	0.019269293126449	0.0139207566024368	0.0099009900990099	1.0	True	False	0.0053485365240122	attack	True	True	incoming	0.0053485365240122
TGFB1_TGFBR1_TGFBR2	TGFb	Secreted Signaling	TGFB1	TGFbR1_R2	TGFB1	TGFBR2|TGFBR1	incoming	TNK	0.0	0.0062594406418819	1.0	0.0099009900990099	False	True	-0.0062594406418819	inhibitory	True	True	incoming	0.0062594406418819
TGFB1_ACVR1_TGFBR1	TGFb	Secreted Signaling	TGFB1	ACVR1_TGFbR	TGFB1	TGFBR2|ACVR1|TGFBR1	incoming	TNK	0.0	0.0084580145731291	1.0	0.0099009900990099	False	True	-0.0084580145731291	inhibitory	True	True	incoming	0.0084580145731291
FASL_FAS	FASLG	Secreted Signaling	FASLG	FAS	FASLG	FAS	incoming	TNK	0.0063286143564436	0.0148490020585931	1.0	0.0099009900990099	False	True	-0.0085203877021494	attack	True	True	incoming	0.0085203877021494
TGFB1_ACVR1B_TGFBR2	TGFb	Secreted Signaling	TGFB1	ACVR1B_TGFbR2	TGFB1	TGFBR2|ACVR1B	incoming	TNK	0.0	0.0112135876477935	1.0	0.0099009900990099	False	True	-0.0112135876477935	inhibitory	True	True	incoming	0.0112135876477935
SIRPG_CD47	SIRP	Cell-Cell Contact	SIRPG	CD47	SIRPG	CD47	incoming	TNK	0.2265962363409842	0.3266773608555199	1.0	0.0099009900990099	False	True	-0.1000811245145357	other	True	True	incoming	0.1000811245145357
NECTIN2_TIGIT	NECTIN	Cell-Cell Contact	NECTIN2	TIGIT	NECTIN2	TIGIT	outgoing	TNK	0.43210731490711	0.3047344858495692	0.0099009900990099	1.0	True	False	0.1273728290575407	barrier|inhibitory	True	True	outgoing	0.1273728290575407
CDH1_ITGAE_ITGB7	CDH1	Cell-Cell Contact	CDH1	ITGAE_ITGB7	CDH1	ITGAE|ITGB7	outgoing	TNK	0.2733303781778357	0.1952440687384563	0.0099009900990099	1.0	True	False	0.0780863094393793	barrier|inhibitory	True	True	outgoing	0.0780863094393793
JAM1_ITGAL_ITGB2	JAM	Cell-Cell Contact	F11R	ITGAL_ITGB2	F11R	ITGAL|ITGB2	outgoing	TNK	0.7020797318435671	0.6280026938326686	0.0099009900990099	1.0	True	False	0.0740770380108984	barrier	True	True	outgoing	0.0740770380108984
LGALS9_CD45	GALECTIN	Secreted Signaling	LGALS9	PTPRC	LGALS9	PTPRC	outgoing	TNK	0.4241607339737475	0.3901597224287022	0.0198019801980198	0.99009900990099	True	False	0.0340010115450453	inhibitory	True	True	outgoing	0.0340010115450453
