interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	direction	partner	prob_high	prob_low	pval_high	pval_low	sig_high	sig_low	delta_prob	ligand_class	sig_either	sig_diff	contrast
FGF17_FGFR2	FGF	Secreted Signaling	FGF17	FGFR2	FGF17	FGFR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF17_FGFR3	FGF	Secreted Signaling	FGF17	FGFR3	FGF17	FGFR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF17_FGFR4	FGF	Secreted Signaling	FGF17	FGFR4	FGF17	FGFR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF18_FGFR1	FGF	Secreted Signaling	FGF18	FGFR1	FGF18	FGFR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF18_FGFR2	FGF	Secreted Signaling	FGF18	FGFR2	FGF18	FGFR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF18_FGFR3	FGF	Secreted Signaling	FGF18	FGFR3	FGF18	FGFR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF18_FGFR4	FGF	Secreted Signaling	FGF18	FGFR4	FGF18	FGFR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF9_FGFR1	FGF	Secreted Signaling	FGF9	FGFR1	FGF9	FGFR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF9_FGFR2	FGF	Secreted Signaling	FGF9	FGFR2	FGF9	FGFR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF9_FGFR3	FGF	Secreted Signaling	FGF9	FGFR3	FGF9	FGFR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF9_FGFR4	FGF	Secreted Signaling	FGF9	FGFR4	FGF9	FGFR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF23_FGFR1	FGF	Secreted Signaling	FGF23	FGFR1	FGF23	FGFR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF23_FGFR3	FGF	Secreted Signaling	FGF23	FGFR3	FGF23	FGFR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
FGF23_FGFR4	FGF	Secreted Signaling	FGF23	FGFR4	FGF23	FGFR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
PDGFA_PDGFRA	PDGF	Secreted Signaling	PDGFA	PDGFRA	PDGFA	PDGFRA	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
PDGFA_PDGFRB	PDGF	Secreted Signaling	PDGFA	PDGFRB	PDGFA	PDGFRB	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
PDGFB_PDGFRA	PDGF	Secreted Signaling	PDGFB	PDGFRA	PDGFB	PDGFRA	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
PDGFB_PDGFRB	PDGF	Secreted Signaling	PDGFB	PDGFRB	PDGFB	PDGFRB	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
PDGFC_PDGFRA	PDGF	Secreted Signaling	PDGFC	PDGFRA	PDGFC	PDGFRA	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
PDGFD_PDGFRB	PDGF	Secreted Signaling	PDGFD	PDGFRB	PDGFD	PDGFRB	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
VEGFA_VEGFR1	VEGF	Secreted Signaling	VEGFA	FLT1	VEGFA	FLT1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
VEGFA_VEGFR2	VEGF	Secreted Signaling	VEGFA	KDR	VEGFA	KDR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
VEGFB_VEGFR1	VEGF	Secreted Signaling	VEGFB	FLT1	VEGFB	FLT1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
VEGFD_VEGFR3	VEGF	Secreted Signaling	VEGFD	FLT4	VEGFD	FLT4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
VEGFD_VEGFR2	VEGF	Secreted Signaling	VEGFD	KDR	VEGFD	KDR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
PGF_VEGFR1	VEGF	Secreted Signaling	PGF	FLT1	PGF	FLT1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
VEGFA_VEGFR1R2	VEGF	Secreted Signaling	VEGFA	FLT1_KDR	VEGFA	FLT1|KDR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
VEGFD_VEGFR2R3	VEGF	Secreted Signaling	VEGFD	FLT4_KDR	VEGFD	FLT4|KDR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IGF1_IGF1R	IGF	Secreted Signaling	IGF1	IGF1R	IGF1	IGF1R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IGF2_IGF1R	IGF	Secreted Signaling	IGF2	IGF1R	IGF2	IGF1R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IGF2_IGF2R	IGF	Secreted Signaling	IGF2	IGF2R	IGF2	IGF2R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IGF1_ITGA6_ITGB4	IGF	Secreted Signaling	IGF1	ITGA6_ITGB4	IGF1	ITGA6|ITGB4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IGF2_ITGA6_ITGB4	IGF	Secreted Signaling	IGF2	ITGA6_ITGB4	IGF2	ITGA6|ITGB4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
APLN_APLNR	APELIN	Secreted Signaling	APLN	APLNR	APLN	APLNR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
SHH_PTCH1	HH	Secreted Signaling	SHH	PTCH1_SMO	SHH	PTCH1|SMO	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
SHH_PTCH2	HH	Secreted Signaling	SHH	PTCH2_SMO	SHH	PTCH2|SMO	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL5_CCR1	CCL	Secreted Signaling	CCL5	CCR1	CCL5	CCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CCL3_CCR1	CCL	Secreted Signaling	CCL3	CCR1	CCL3	CCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CCL3L3_CCR1	CCL	Secreted Signaling	CCL3L3	CCR1	CCL3L3	CCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL8_CCR1	CCL	Secreted Signaling	CCL8	CCR1	CCL8	CCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL7_CCR1	CCL	Secreted Signaling	CCL7	CCR1	CCL7	CCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL13_CCR1	CCL	Secreted Signaling	CCL13	CCR1	CCL13	CCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL23_CCR1	CCL	Secreted Signaling	CCL23	CCR1	CCL23	CCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL8_CCR2	CCL	Secreted Signaling	CCL8	CCR2	CCL8	CCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL7_CCR2	CCL	Secreted Signaling	CCL7	CCR2	CCL7	CCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL2_CCR2	CCL	Secreted Signaling	CCL2	CCR2	CCL2	CCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL5_CCR3	CCL	Secreted Signaling	CCL5	CCR3	CCL5	CCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CCL7_CCR3	CCL	Secreted Signaling	CCL7	CCR3	CCL7	CCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL11_CCR3	CCL	Secreted Signaling	CCL11	CCR3	CCL11	CCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL28_CCR3	CCL	Secreted Signaling	CCL28	CCR3	CCL28	CCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL17_CCR4	CCL	Secreted Signaling	CCL17	CCR4	CCL17	CCR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL22_CCR4	CCL	Secreted Signaling	CCL22	CCR4	CCL22	CCR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL5_CCR4	CCL	Secreted Signaling	CCL5	CCR4	CCL5	CCR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CCL4_CCR5	CCL	Secreted Signaling	CCL4	CCR5	CCL4	CCR5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CCL5_CCR5	CCL	Secreted Signaling	CCL5	CCR5	CCL5	CCR5	outgoing	TNK	0.0	0.0015600233475728347	1.0	0.009900990099009901	False	True	-0.0015600233475728347	recruit	True	True	outgoing
CCL3_CCR5	CCL	Secreted Signaling	CCL3	CCR5	CCL3	CCR5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CCL19_CCR7	CCL	Secreted Signaling	CCL19	CCR7	CCL19	CCR7	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL21_CCR7	CCL	Secreted Signaling	CCL21	CCR7	CCL21	CCR7	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL19_ACKR4	CCL	Secreted Signaling	CCL19	ACKR4	CCL19	ACKR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL21_ACKR4	CCL	Secreted Signaling	CCL21	ACKR4	CCL21	ACKR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL25_CCR9	CCL	Secreted Signaling	CCL25	CCR9	CCL25	CCR9	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL25_ACKR4	CCL	Secreted Signaling	CCL25	ACKR4	CCL25	ACKR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL28_CCR10	CCL	Secreted Signaling	CCL28	CCR10	CCL28	CCR10	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL13_ACKR4	CCL	Secreted Signaling	CCL13	ACKR4	CCL13	ACKR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL8_ACKR4	CCL	Secreted Signaling	CCL8	ACKR4	CCL8	ACKR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL2_ACKR1	CCL	Secreted Signaling	CCL2	ACKR1	CCL2	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL5_ACKR1	CCL	Secreted Signaling	CCL5	ACKR1	CCL5	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CCL8_ACKR1	CCL	Secreted Signaling	CCL8	ACKR1	CCL8	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL13_ACKR1	CCL	Secreted Signaling	CCL13	ACKR1	CCL13	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL18_ACKR1	CCL	Secreted Signaling	CCL18	ACKR1	CCL18	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL1_ACKR1	CXCL	Secreted Signaling	CXCL1	ACKR1	CXCL1	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL2_ACKR1	CXCL	Secreted Signaling	CXCL2	ACKR1	CXCL2	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL3_ACKR1	CXCL	Secreted Signaling	CXCL3	ACKR1	CXCL3	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL5_ACKR1	CXCL	Secreted Signaling	CXCL5	ACKR1	CXCL5	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL6_ACKR1	CXCL	Secreted Signaling	CXCL6	ACKR1	CXCL6	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL8_ACKR1	CXCL	Secreted Signaling	CXCL8	ACKR1	CXCL8	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL9_ACKR1	CXCL	Secreted Signaling	CXCL9	ACKR1	CXCL9	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CXCL10_ACKR1	CXCL	Secreted Signaling	CXCL10	ACKR1	CXCL10	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CXCL11_ACKR1	CXCL	Secreted Signaling	CXCL11	ACKR1	CXCL11	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CXCL13_ACKR1	CXCL	Secreted Signaling	CXCL13	ACKR1	CXCL13	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL2_ACKR2	CCL	Secreted Signaling	CCL2	ACKR2	CCL2	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL3_ACKR2	CCL	Secreted Signaling	CCL3	ACKR2	CCL3	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CCL4_ACKR2	CCL	Secreted Signaling	CCL4	ACKR2	CCL4	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CCL5_ACKR2	CCL	Secreted Signaling	CCL5	ACKR2	CCL5	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CCL7_ACKR2	CCL	Secreted Signaling	CCL7	ACKR2	CCL7	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL8_ACKR2	CCL	Secreted Signaling	CCL8	ACKR2	CCL8	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL7_ACKR1	CCL	Secreted Signaling	CCL7	ACKR1	CCL7	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL11_ACKR1	CCL	Secreted Signaling	CCL11	ACKR1	CCL11	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL11_ACKR2	CCL	Secreted Signaling	CCL11	ACKR2	CCL11	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL13_ACKR2	CCL	Secreted Signaling	CCL13	ACKR2	CCL13	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL22_ACKR2	CCL	Secreted Signaling	CCL22	ACKR2	CCL22	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL17_ACKR1	CCL	Secreted Signaling	CCL17	ACKR1	CCL17	ACKR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CCL17_ACKR2	CCL	Secreted Signaling	CCL17	ACKR2	CCL17	ACKR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL1_CXCR1	CXCL	Secreted Signaling	CXCL1	CXCR1	CXCL1	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL2_CXCR1	CXCL	Secreted Signaling	CXCL2	CXCR1	CXCL2	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL3_CXCR1	CXCL	Secreted Signaling	CXCL3	CXCR1	CXCL3	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL5_CXCR1	CXCL	Secreted Signaling	CXCL5	CXCR1	CXCL5	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL6_CXCR1	CXCL	Secreted Signaling	CXCL6	CXCR1	CXCL6	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL8_CXCR1	CXCL	Secreted Signaling	CXCL8	CXCR1	CXCL1	CXCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL1_CXCR2	CXCL	Secreted Signaling	CXCL1	CXCR2	CXCL1	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL2_CXCR2	CXCL	Secreted Signaling	CXCL2	CXCR2	CXCL2	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL3_CXCR2	CXCL	Secreted Signaling	CXCL3	CXCR2	CXCL3	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL5_CXCR2	CXCL	Secreted Signaling	CXCL5	CXCR2	CXCL5	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL6_CXCR2	CXCL	Secreted Signaling	CXCL6	CXCR2	CXCL6	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL8_CXCR2	CXCL	Secreted Signaling	CXCL8	CXCR2	CXCL8	CXCR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
PF4V1_CXCR3	CXCL	Secreted Signaling	PF4V1	CXCR3	PF4V1	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL9_CXCR3	CXCL	Secreted Signaling	CXCL9	CXCR3	CXCL9	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CXCL10_CXCR3	CXCL	Secreted Signaling	CXCL10	CXCR3	CXCL10	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CXCL11_CXCR3	CXCL	Secreted Signaling	CXCL11	CXCR3	CXCL11	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CXCL13_CXCR3	CXCL	Secreted Signaling	CXCL13	CXCR3	CXCL13	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
PF4_CXCR3	CXCL	Secreted Signaling	PF4	CXCR3	PF4	CXCR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL12_CXCR4	CXCL	Secreted Signaling	CXCL12	CXCR4	CXCL12	CXCR4	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL11_ACKR3	CXCL	Secreted Signaling	CXCL11	ACKR3	CXCL11	ACKR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
CXCL12_ACKR3	CXCL	Secreted Signaling	CXCL12	ACKR3	CXCL12	ACKR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL13_CXCR5	CXCL	Secreted Signaling	CXCL13	CXCR5	CXCL13	CXCR5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CXCL16_CXCR6	CXCL	Secreted Signaling	CXCL16	CXCR6	CXCL16	CXCR6	outgoing	TNK	0.1349793735108674	0.13168393017967459	0.2376237623762376	0.7722772277227723	False	False	0.0032954433311928044	recruit	False	False	outgoing
MIF_CD74_CXCR4	MIF	Secreted Signaling	MIF	CD74_CXCR4	MIF	CD74|CXCR4	outgoing	TNK	0.0010938269443135963	0.0	0.2079207920792079	1.0	False	False	0.0010938269443135963	other	False	False	outgoing
MIF_CD74_CD44	MIF	Secreted Signaling	MIF	CD74_CD44	MIF	CD44|CD74	outgoing	TNK	0.0007407229834399849	0.0	0.2079207920792079	1.0	False	False	0.0007407229834399849	other	False	False	outgoing
MIF_CD74_CXCR2	MIF	Secreted Signaling	MIF	CD74_CXCR2	MIF	CXCR2|CD74	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
MIF_ACKR3	MIF	Secreted Signaling	MIF	ACKR3	MIF	ACKR3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CX3CL1_CX3CR1	CX3C	Secreted Signaling	CX3CL1	CX3CR1	CX3CL1	CX3CR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
XCL1_XCR1	XCR	Secreted Signaling	XCL1	XCR1	XCL1	XCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
XCL2_XCR1	XCR	Secreted Signaling	XCL2	XCR1	XCL2	XCR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL7_IL7R_IL2RG	IL2	Secreted Signaling	IL7	IL7R_IL2RG	IL7	IL2RG|IL7R	outgoing	TNK	0.0	0.0018393311629062224	1.0	0.009900990099009901	False	True	-0.0018393311629062224	other	True	True	outgoing
IL15_IL15RA_IL2RB	IL2	Secreted Signaling	IL15	IL15RA_IL2RB	IL15	IL15RA|IL2RB|IL2RG	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False	outgoing
IL21_IL21R_IL2RG	IL2	Secreted Signaling	IL21	IL21R_IL2RG	IL21	IL2RG|IL21R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
TSLP_IL7R_CRLF2	IL2	Secreted Signaling	TSLP	IL7R_CRLF2	TSLP	CRLF2|IL7R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CSF2_CSF2RA_CSF2RB	IL4	Secreted Signaling	CSF2	CSF2RA_CSF2RB	CSF2	CSF2RB|CSF2RA	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL13_IL4R_IL13RA1	IL4	Secreted Signaling	IL13	IL4R_IL13RA1	IL13	IL13RA1|IL4R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL13_IL13RA1	IL4	Secreted Signaling	IL13	IL13RA1	IL13	IL13RA1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL6_IL6R_IL6ST	IL6	Secreted Signaling	IL6	IL6R_IL6ST	IL6	IL6ST|IL6R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL11_IL11RA_IL6ST	IL6	Secreted Signaling	IL11	IL11R complex	IL11	IL11RA|IL6ST	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL12B_IL12RB1_IL12RB2	IL12	Secreted Signaling	IL12AB	IL12RB1_IL12RB2	IL12B|IL12A	IL12RB1|IL12RB2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL23A_IL23R_IL12RB1	IL12	Secreted Signaling	IL23 complex	IL23R_IL12RB1	IL12B|IL23A	IL12RB1|IL23R	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
EBI3_IL27RA_IL6ST	IL12	Secreted Signaling	IL27 complex	IL27RA_IL6ST	IL27|EBI3	IL27RA|IL6ST	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
CTF1_LIFR_IL6ST	LIFR	Secreted Signaling	CTF1	LIFR_IL6ST	CTF1	IL6ST|LIFR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
LIF_LIFR_IL6ST	LIFR	Secreted Signaling	LIF	LIFR_IL6ST	LIF	IL6ST|LIFR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
OSM_LIFR_IL6ST	OSM	Secreted Signaling	OSM	LIFR_IL6ST	OSM	IL6ST|LIFR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
OSM_OSMR_IL6ST	OSM	Secreted Signaling	OSM	OSMR_IL6ST	OSM	IL6ST|OSMR	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL10_IL10RA_IL10RB	IL10	Secreted Signaling	IL10	IL10RA_IL10RB	IL10	IL10RA|IL10RB	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL19_IL20RA_IL20RB	IL10	Secreted Signaling	IL19	IL20RA_IL20RB	IL19	IL20RA|IL20RB	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL24_IL20RA_IL20RB	IL10	Secreted Signaling	IL24	IL20RA_IL20RB	IL24	IL20RA|IL20RB	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL26_IL20RA_IL10RB	IL10	Secreted Signaling	IL26	IL20RA_IL10RB	IL26	IL10RB|IL20RA	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL1A_IL1R1_IL1RAP	IL1	Secreted Signaling	IL1A	IL1R1_IL1RAP	IL1A	IL1RAP|IL1R1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL1B_IL1R1_IL1RAP	IL1	Secreted Signaling	IL1B	IL1R1_IL1RAP	IL1B	IL1RAP|IL1R1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
IL1A_IL1R2	IL1	Secreted Signaling	IL1A	IL1R2	IL1A	IL1R2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
