Feature_name	baseMean	log2FC_KO_vs_WT	lfcSE	deseq2_stat	p_deseq2	q_deseq2_BH	n_KO	n_WT
SPEF1	10.3312	0.228577	0.426459	0.805929	0.420284	0.750105	4	3
AQP5	3.05054	-0.357059	0.424417	-0.805838	0.420336		4	3
TSPYL2	21.0148	0.251129	0.301788	0.805788	0.420365	0.750138	4	3
RELB	133.792	-0.230523	0.28005	-0.805516	0.420522	0.750245	4	3
MPIG6B	2.98626	0.467212	0.414593	0.805489	0.420537		4	3
CCNT2	32.9004	0.236329	0.289004	0.805359	0.420613	0.750245	4	3
RPUSD1	8.2335	-0.311946	0.391112	-0.804991	0.420825	0.750328	4	3
CYFIP1	85.2088	-0.165674	0.203473	-0.804703	0.420991	0.750328	4	3
CCDC151	20.5621	0.277893	0.351198	0.804592	0.421055	0.750328	4	3
CD8A	1.20884	-0.300862	0.369519	-0.804566	0.42107		4	3
BTBD11	11.8253	-0.359403	0.418005	-0.804446	0.421139	0.750328	4	3
NXPH4	30.4687	0.253784	0.311236	0.80439	0.421172	0.750328	4	3
DSP	3074.03	-0.136001	0.168069	-0.804316	0.421214	0.750328	4	3
APOOL	26.7174	-0.21235	0.268189	-0.804302	0.421223	0.750328	4	3
EID2B	2.59847	0.242583	0.406001	0.803799	0.421513		4	3
SMYD2	19.9193	0.232177	0.334478	0.803687	0.421578	0.750809	4	3
HJURP	43.3797	0.19147	0.233868	0.803618	0.421618	0.750809	4	3
ANKRD31	15.7357	-0.346518	0.373994	-0.80337	0.421761	0.750921	4	3
MAML1	17.1255	-0.259724	0.329554	-0.803268	0.42182	0.750921	4	3
KLF10	24.182	-0.225611	0.281275	-0.803184	0.421868	0.750921	4	3
ELAVL1	40.4341	-0.199112	0.248181	-0.802694	0.422152	0.751313	4	3
FAN1	20.968	0.290032	0.347889	0.802511	0.422257	0.75139	4	3
INF2	9.57505	0.32277	0.375134	0.8024	0.422321	0.751393	4	3
HIST1H2AE	3.05465	0.379585	0.421116	0.802233	0.422418		4	3
TMEM87B	143.544	0.141887	0.16952	0.802059	0.422519	0.751563	4	3
HERC5	11.7553	0.273054	0.409407	0.802018	0.422543	0.751563	4	3
BIN1	1.96524	-0.325442	0.402088	-0.80178	0.42268		4	3
PAQR5	2.70061	0.234778	0.416462	0.8006	0.423363		4	3
C1orf53	4.69899	-0.319425	0.419881	-0.800256	0.423563		4	3
RAP1B	465.089	-0.155817	0.196109	-0.80011	0.423647	0.753193	4	3
PDP2	33.0573	0.204401	0.314702	0.800031	0.423693	0.753193	4	3
RNF219	20.8146	0.238568	0.3235	0.799943	0.423744	0.753193	4	3
FLNB	161.141	0.178628	0.216939	0.799942	0.423744	0.753193	4	3
ZNF614	18.3617	0.23932	0.309433	0.79983	0.423809	0.753193	4	3
MARC2	36.8352	0.206704	0.248421	0.799682	0.423895	0.753193	4	3
MFSD2B	6.70576	-0.292759	0.404529	-0.79967	0.423902	0.753193	4	3
SIDT2	51.2384	0.203928	0.239823	0.799567	0.423961	0.753193	4	3
ANGPTL6	1.37433	-0.311558	0.385868	-0.799545	0.423974		4	3
PIGB	5.46371	0.322305	0.424803	0.799337	0.424095		4	3
HLA-DQA1	10.5613	-0.384377	0.426115	-0.798754	0.424433	0.753918	4	3
CARF	8.89161	0.337529	0.402135	0.798559	0.424546	0.754008	4	3
FAM178B	1.8121	-0.350338	0.361705	-0.798501	0.42458		4	3
MAP3K21	17.3651	-0.271335	0.335748	-0.798199	0.424755	0.754169	4	3
TGIF2	61.3549	-0.178759	0.216154	-0.798186	0.424763	0.754169	4	3
IMPAD1	402.643	-0.108588	0.137961	-0.797875	0.424943	0.754345	4	3
MRPL54	13.6982	-0.299507	0.372462	-0.797798	0.424988	0.754345	4	3
USB1	2.85294	0.279905	0.420184	0.797312	0.42527		4	3
PHF5A	44.6494	-0.181333	0.231085	-0.797091	0.425398	0.754962	4	3
PRKRA	51.5318	-0.16934	0.214633	-0.796777	0.425581	0.755175	4	3
PDLIM1	93.2189	0.206351	0.267321	0.796179	0.425928	0.755679	4	3
NPR2	2.1807	-0.33085	0.411211	-0.796065	0.425994		4	3
ACOT4	5.09432	-0.318165	0.42488	-0.79598	0.426044		4	3
SNX2	68.8233	-0.165987	0.206609	-0.795547	0.426295	0.756081	4	3
GFRA1	42.6056	0.195971	0.380238	0.795475	0.426337	0.756081	4	3
YIPF5	79.1141	-0.156448	0.193995	-0.795464	0.426344	0.756081	4	3
INPP5F	3.85539	-0.336645	0.425705	-0.795446	0.426354		4	3
AZIN2	3.76061	0.306006	0.425306	0.795116	0.426546		4	3
SRRM3	8.62638	0.327801	0.380357	0.795092	0.42656	0.756209	4	3
CNN1	37.7408	-0.371736	0.41337	-0.795033	0.426594	0.756209	4	3
BX004987.1	8.395	0.24124	0.417899	0.79485	0.426701	0.756209	4	3
BOLA1	12.1137	-0.314407	0.391947	-0.794795	0.426733	0.756209	4	3
ARFIP2	11.7601	0.301483	0.384794	0.794702	0.426787	0.756209	4	3
LYNX1__ENSG00000180155	9.11402	0.418827	0.400424	0.794689	0.426794	0.756209	4	3
PEF1	8.33558	-0.329925	0.397865	-0.794437	0.426941	0.756315	4	3
CLN3	1.84134	-0.321826	0.402895	-0.794333	0.427001		4	3
HTRA2	12.3133	0.299762	0.349787	0.794282	0.427031	0.756315	4	3
SEC24C	26.7319	-0.233079	0.295858	-0.794109	0.427132	0.756315	4	3
NMB	13.9107	-0.339456	0.37834	-0.793957	0.42722	0.756315	4	3
FAM76A	69.8934	-0.240204	0.305244	-0.793915	0.427245	0.756315	4	3
MUC1	1049.19	0.135759	0.165341	0.793847	0.427285	0.756315	4	3
ZNF93	8.11551	0.338595	0.396155	0.793525	0.427472	0.756315	4	3
PCGF5	65.0942	-0.171784	0.215644	-0.793369	0.427563	0.756315	4	3
FRG1	92.8658	-0.159466	0.196127	-0.793245	0.427635	0.756315	4	3
NLRP1	27.08	-0.284527	0.361271	-0.793187	0.427669	0.756315	4	3
TNFRSF9	1.54006	-0.307612	0.374963	-0.793178	0.427674		4	3
LUM	2.76634	0.365863	0.423515	0.793088	0.427727		4	3
PNP	8.57467	-0.326885	0.410249	-0.792996	0.42778	0.756315	4	3
RUFY3	80.5638	0.161093	0.20318	0.792681	0.427964	0.756315	4	3
ZNF765	6.04698	0.406067	0.414766	0.792656	0.427978		4	3
TMEM115	8.38282	-0.336069	0.398756	-0.792652	0.42798	0.756315	4	3
ZMYND10	13.2834	0.173336	0.425657	0.792645	0.427985	0.756315	4	3
EXT2	41.8225	-0.238393	0.29943	-0.792588	0.428018	0.756315	4	3
WDR41	54.0156	-0.173445	0.221166	-0.792318	0.428176	0.756315	4	3
PPDPF	705.441	-0.144591	0.183847	-0.792219	0.428233	0.756315	4	3
FBRSL1	49.2929	0.194155	0.242877	0.792203	0.428242	0.756315	4	3
NDUFS5	115.248	-0.149829	0.184993	-0.792095	0.428305	0.756315	4	3
PARM1	13.3549	-0.325332	0.396957	-0.791827	0.428461	0.75648	4	3
KDELC1	6.06836	-0.382368	0.419525	-0.791419	0.4287		4	3
ARHGEF3	49.2662	-0.27521	0.354256	-0.79131	0.428763	0.756901	4	3
CLDN1	899.255	0.188345	0.380864	0.791055	0.428912	0.756902	4	3
SGK3	22.1604	-0.319927	0.422911	-0.791019	0.428933	0.756902	4	3
UGGT2	62.2565	0.190313	0.256663	0.790843	0.429036	0.756902	4	3
RPS24	8964.98	-0.112056	0.142559	-0.790823	0.429047	0.756902	4	3
RNF41	119.68	0.152746	0.196513	0.790354	0.429321	0.756902	4	3
HNRNPA1	754.297	-0.0876994	0.110956	-0.790263	0.429374	0.756902	4	3
FUBP1	566.927	0.118722	0.150423	0.790259	0.429376	0.756902	4	3
STUB1	274.978	-0.132379	0.16358	-0.790255	0.429379	0.756902	4	3
ST3GAL6	3.47285	-0.362326	0.425648	-0.790243	0.429386		4	3
COIL	94.5908	-0.138807	0.176335	-0.790218	0.429401	0.756902	4	3
SASS6	65.8435	-0.158379	0.197494	-0.790059	0.429493	0.756902	4	3
DEPDC1B	7.38141	0.342043	0.413328	0.789942	0.429561	0.756902	4	3
PKN1	7.12075	0.321637	0.42565	0.789777	0.429658	0.756902	4	3
SPRED3	2.32928	0.365253	0.422282	0.789496	0.429822		4	3
DHRS7B	59.4237	0.215308	0.265446	0.789444	0.429852	0.756902	4	3
CERCAM	21.0199	0.255036	0.293783	0.789296	0.429939	0.756902	4	3
RHOV	53.9019	-0.207969	0.272336	-0.789216	0.429986	0.756902	4	3
CDK5	27.3103	-0.227621	0.298328	-0.789133	0.430035	0.756902	4	3
FDXR	55.926	-0.181649	0.226845	-0.789107	0.430049	0.756902	4	3
CLSTN1	724.837	-0.205528	0.260604	-0.789039	0.430089	0.756902	4	3
RNF144A	13.1112	-0.25859	0.343975	-0.788292	0.430526	0.757462	4	3
RRM2B	26.45	-0.254008	0.328572	-0.788187	0.430587	0.757462	4	3
PLA2G4C	19.7874	0.279053	0.321026	0.788058	0.430663	0.757462	4	3
PTOV1	21.3216	-0.248823	0.313327	-0.788053	0.430666	0.757462	4	3
SPRYD3	114.989	0.144164	0.180555	0.787939	0.430732	0.757462	4	3
CTDSP2	81.2246	-0.140369	0.183746	-0.787807	0.43081	0.757462	4	3
KLHL25	8.0044	-0.301689	0.395665	-0.787711	0.430866	0.757462	4	3
DCLRE1B	13.1411	0.274587	0.343341	0.787613	0.430923	0.757462	4	3
AKNA	27.8663	0.260891	0.335323	0.787504	0.430987	0.757462	4	3
C1orf123	48.6636	0.17361	0.214664	0.787415	0.431039	0.757462	4	3
DOCK8	8.08279	0.37252	0.402678	0.787224	0.431151	0.757547	4	3
BRD8	204.195	0.154283	0.193245	0.786796	0.431401	0.757875	4	3
GARS	141.195	0.148364	0.184722	0.786465	0.431595	0.758105	4	3
IFT27	12.8756	0.31043	0.357025	0.786357	0.431658	0.758105	4	3
COQ9	29.7298	0.217945	0.291833	0.786222	0.431737	0.758121	4	3
ITGB1	50.2985	-0.266136	0.300393	-0.785923	0.431913	0.758218	4	3
RER1	77.9531	-0.148583	0.18931	-0.785497	0.432163	0.758546	4	3
SELENOI	48.6492	0.201241	0.250509	0.785239	0.432314	0.758562	4	3
ID2	61.9283	-0.198681	0.251472	-0.785217	0.432326	0.758562	4	3
UBR7	81.2639	-0.168559	0.21421	-0.785141	0.432371	0.758562	4	3
FTCDNL1	9.99555	-0.294247	0.381747	-0.78505	0.432425	0.758562	4	3
GPNMB	49.9794	-0.238077	0.296097	-0.784652	0.432658	0.758667	4	3
KCNS3	6.9177	0.224653	0.415223	0.784627	0.432672	0.758667	4	3
KLHL35	56.8096	0.19801	0.259131	0.784624	0.432674	0.758667	4	3
C6orf89	152.671	-0.158328	0.20392	-0.784389	0.432812	0.758674	4	3
TMEM201	28.1371	-0.268736	0.332687	-0.784328	0.432848	0.758674	4	3
MRPL37	23.2548	-0.278326	0.353333	-0.784191	0.432928	0.758674	4	3
PPP4R3A	168.803	0.130453	0.161812	0.783991	0.433045	0.758674	4	3
SMIM12	38.2097	0.206597	0.257413	0.783872	0.433115	0.758674	4	3
FBXL16	48.4034	0.195059	0.246794	0.783659	0.43324	0.758674	4	3
PMF1	84.5204	0.165703	0.209244	0.783631	0.433257	0.758674	4	3
HAT1	104.458	0.150768	0.187916	0.783599	0.433276	0.758674	4	3
ICMT	80.2724	0.14785	0.1857	0.783538	0.433311	0.758674	4	3
EXOC2	47.2245	0.234237	0.28958	0.783027	0.433611	0.759089	4	3
HMCN1	4.83528	-0.333953	0.420064	-0.782999	0.433628		4	3
RBM12B	77.6131	0.175605	0.224345	0.782817	0.433735	0.759194	4	3
SUN2	87.9135	-0.153372	0.192701	-0.782414	0.433972	0.759313	4	3
MATN3	40.424	0.19599	0.287097	0.782412	0.433972	0.759313	4	3
PTPRT	2.21253	-0.312175	0.400037	-0.782381	0.43399		4	3
COQ7	61.3002	0.178621	0.216344	0.782332	0.434019	0.759313	4	3
CHN1	7.68861	0.372463	0.406769	0.782174	0.434113	0.759313	4	3
SSB	237.403	0.129762	0.168026	0.782162	0.434119	0.759313	4	3
MNX1	7.53625	0.291465	0.405589	0.782049	0.434186	0.759318	4	3
NR3C2	5.57605	-0.313903	0.41357	-0.781957	0.43424		4	3
FEM1C	63.4844	-0.191122	0.238718	-0.781776	0.434347	0.759489	4	3
MIER2	7.19871	-0.309029	0.396654	-0.781598	0.434451	0.759561	4	3
PPM1B	42.3204	0.1972	0.244737	0.781308	0.434621	0.759747	4	3
ZNF667	7.17978	0.299737	0.404142	0.781196	0.434687	0.759752	4	3
MB21D2	19.8448	0.258883	0.331832	0.780917	0.434851	0.759836	4	3
ANXA7	151.825	0.181253	0.236087	0.780899	0.434862	0.759836	4	3
ART5	2.25768	-0.315926	0.418764	-0.780714	0.434971		4	3
ZC3H3	12.1396	0.313463	0.355119	0.780439	0.435133	0.76018	4	3
GZF1	15.1816	-0.266422	0.337726	-0.780349	0.435185	0.76018	4	3
MCPH1	21.9951	-0.229501	0.293123	-0.780181	0.435284	0.760241	4	3
LDAH	9.52774	-0.298075	0.389583	-0.780046	0.435364	0.760269	4	3
ENPP3	2.21193	0.255105	0.408793	0.779988	0.435398		4	3
LRCH2	1.76191	-0.309491	0.39724	-0.779895	0.435453		4	3
ZFAND3	174.166	-0.192764	0.256241	-0.779756	0.435535	0.760347	4	3
SAMM50	29.7077	0.23182	0.305195	0.77869	0.436162	0.76111	4	3
RND1	28.5205	-0.228343	0.29696	-0.778573	0.436231	0.76112	4	3
MRPS14	83.9736	-0.144861	0.183749	-0.778351	0.436362	0.761237	4	3
SLC25A36	196.713	0.138659	0.179789	0.778211	0.436445	0.76127	4	3
BSG	142.24	0.16311	0.216313	0.777975	0.436584	0.761403	4	3
SCGB2A2	3.93639	-0.332301	0.412604	-0.777739	0.436723		4	3
CCDC167	25.9886	0.228297	0.286894	0.777701	0.436745	0.761452	4	3
PPP6R3	70.4373	0.194166	0.255624	0.777625	0.43679	0.761452	4	3
METTL2B	20.2195	-0.25054	0.310931	-0.777603	0.436803	0.761452	4	3
ANKRD27	30.0162	0.246593	0.312333	0.777173	0.437057	0.761784	4	3
ELOVL7	28.2726	0.23192	0.287237	0.776972	0.437175	0.761791	4	3
IGFBP3	338.38	0.270381	0.411871	0.77692	0.437206	0.761791	4	3
C11orf58	96.9335	0.141256	0.186893	0.776788	0.437284	0.761791	4	3
ASTE1	12.9453	-0.267083	0.349849	-0.776535	0.437433	0.761791	4	3
MINDY1	66.381	-0.163182	0.215138	-0.776283	0.437582	0.761791	4	3
USP40	132.981	0.118388	0.149206	0.776247	0.437603	0.761791	4	3
OR2C3	11.5643	-0.302545	0.395249	-0.775958	0.437774	0.761791	4	3
HNRNPA3	214.396	0.119993	0.153365	0.775921	0.437795	0.761791	4	3
ZNF507	31.5384	0.194916	0.263001	0.775784	0.437877	0.761791	4	3
TCERG1	378.142	0.115189	0.150444	0.775727	0.43791	0.761791	4	3
NUDCD2	79.8791	0.185145	0.237916	0.775705	0.437923	0.761791	4	3
HDGFL3	101.979	0.1448	0.184127	0.775699	0.437927	0.761791	4	3
NCAM1	177.084	0.216896	0.314564	0.775645	0.437959	0.761791	4	3
ZNF585A	14.824	0.270313	0.337575	0.775598	0.437986	0.761791	4	3
TERF2	51.2793	0.174176	0.227848	0.775444	0.438077	0.761791	4	3
BHLHE22	7.38802	-0.334452	0.424425	-0.775068	0.4383	0.762064	4	3
RCL1	16.3466	-0.301033	0.369236	-0.774962	0.438362	0.762064	4	3
UFL1	128.415	0.156695	0.197961	0.774855	0.438425	0.762064	4	3
STK16	63.3626	0.170887	0.21481	0.774444	0.438668	0.762376	4	3
TDO2	3.54046	0.457146	0.411658	0.774383	0.438704		4	3
MGLL	96.4988	0.222503	0.281423	0.774062	0.438894	0.762573	4	3
ARMC2	3.40587	0.306624	0.425465	0.773858	0.439015		4	3
PTPRK	72.339	0.195204	0.246287	0.773734	0.439088	0.762573	4	3
OGFOD1	40.8372	-0.240727	0.281054	-0.773481	0.439238	0.762573	4	3
FAM110A	127.706	-0.120052	0.15877	-0.77339	0.439292	0.762573	4	3
LRP8	18.0692	-0.278541	0.339003	-0.773387	0.439293	0.762573	4	3
SRBD1	40.8193	0.185263	0.239458	0.773327	0.439329	0.762573	4	3
OTUB2	13.649	-0.258457	0.341567	-0.773203	0.439402	0.762573	4	3
DROSHA	94.0372	0.142097	0.18569	0.773178	0.439417	0.762573	4	3
ISPD	6.82017	-0.340166	0.41654	-0.773	0.439523	0.762595	4	3
SPAG5	16.8893	0.267404	0.322574	0.772941	0.439557	0.762595	4	3
FRMD3	2.15834	0.259973	0.391925	0.772864	0.439603		4	3
ZBED4	80.2066	-0.155523	0.203859	-0.772766	0.439661	0.762664	4	3
COL1A1	8353.84	-0.246197	0.287758	-0.772147	0.440027	0.763189	4	3
CHCHD4	45.5049	0.18512	0.245717	0.771875	0.440189	0.763278	4	3
CLCN5	13.8857	-0.277598	0.378691	-0.771795	0.440236	0.763278	4	3
WAPL	308.295	-0.120085	0.157039	-0.771721	0.44028	0.763278	4	3
POLE	46.1881	0.222071	0.288869	0.771585	0.44036	0.763278	4	3
AC008560.1	36.0756	-0.206823	0.268085	-0.771523	0.440397	0.763278	4	3
POMP	267.243	-0.113764	0.144459	-0.771249	0.440559	0.763339	4	3
PNMA2	3.86635	0.285819	0.423908	0.771153	0.440616		4	3
SLC25A51	2.5637	0.295683	0.418738	0.771061	0.440671		4	3
C4orf48	6.58722	0.28783	0.412008	0.770971	0.440724	0.763515	4	3
PCDH1	48.5486	-0.209235	0.276977	-0.770855	0.440793	0.763523	4	3
FBXO15	2.89163	0.359238	0.423999	0.770762	0.440848		4	3
ZNF816	1.96807	0.410998	0.415076	0.770718	0.440874		4	3
C3orf52	16.773	0.2544	0.343898	0.770514	0.440995	0.763763	4	3
EEF1AKMT1	30.5965	0.199321	0.274377	0.770002	0.441299	0.764132	4	3
ZNF318	80.5737	0.150409	0.19145	0.769807	0.441415	0.764132	4	3
ZNF202	13.4583	0.240037	0.360215	0.769784	0.441428	0.764132	4	3
DQX1	12.7326	0.307832	0.380311	0.769725	0.441463	0.764132	4	3
EMG1__ENSG00000268439	1.61263	0.337641	0.399413	0.769554	0.441565		4	3
FAM71D	20.1055	-0.290992	0.339749	-0.769489	0.441603	0.764148	4	3
EDARADD	8.19357	0.169628	0.415635	0.769324	0.441701	0.764148	4	3
HASPIN	1.4038	-0.294292	0.38157	-0.769292	0.44172		4	3
AQP11	4.46912	0.360633	0.419453	0.76924	0.441751		4	3
SURF4	793.801	0.120931	0.155682	0.7692	0.441775	0.764148	4	3
ATP5C1	51.1607	-0.221794	0.280226	-0.76914	0.44181	0.764148	4	3
SLC4A5	3.27651	0.272791	0.423434	0.769118	0.441824		4	3
ZNF214	1.93444	0.214066	0.407819	0.769099	0.441834		4	3
COG8__ENSG00000272617	44.4115	-0.232526	0.284499	-0.769038	0.441871	0.764148	4	3
CEP70	79.5487	0.203823	0.272823	0.769018	0.441882	0.764148	4	3
MRPL14	26.7891	0.243906	0.309802	0.768958	0.441918	0.764148	4	3
ATP13A1	5.58516	-0.356053	0.424815	-0.768864	0.441974		4	3
ITPKC	3.32208	-0.331647	0.425811	-0.768855	0.44198		4	3
VAMP8	131.195	0.158679	0.20003	0.768683	0.442082	0.76432	4	3
TMEM92	1.84107	-0.310926	0.398428	-0.768495	0.442193		4	3
MYH14	35.9169	0.200932	0.282336	0.768391	0.442255	0.76445	4	3
FRMD4A	107.702	0.166892	0.214504	0.768341	0.442284	0.76445	4	3
ASPHD1	4.67428	-0.339495	0.426881	-0.768317	0.442299		4	3
TEX261	57.2489	0.188614	0.230053	0.767848	0.442577	0.764461	4	3
COG5	30.1005	-0.195381	0.268766	-0.767845	0.442579	0.764461	4	3
AC003002.1	7.90272	0.297629	0.392651	0.767831	0.442588	0.764461	4	3
SPECC1L	29.0923	-0.207255	0.279011	-0.767813	0.442598	0.764461	4	3
ZC3H18	376.939	0.143312	0.18721	0.767794	0.442609	0.764461	4	3
CHP1	154.267	0.136373	0.171138	0.767486	0.442793	0.764599	4	3
ATP6AP2	855.952	-0.155897	0.209061	-0.767444	0.442818	0.764599	4	3
AHRR	8.46341	0.323241	0.411771	0.767337	0.442881	0.764599	4	3
WDR20	26.244	0.248566	0.30145	0.767156	0.442989	0.764676	4	3
WDHD1	49.4047	-0.177485	0.23344	-0.766941	0.443116	0.764737	4	3
SZT2	11.9738	0.268172	0.370855	0.766881	0.443152	0.764737	4	3
SH3BP5L	407.337	-0.13109	0.172814	-0.766675	0.443275	0.764839	4	3
AC015802.6	7.49664	0.278278	0.404877	0.76655	0.443349	0.764857	4	3
SPRR3	6.15475	-0.337664	0.42231	-0.766037	0.443655		4	3
LRRIQ3	6.55008	-0.313961	0.405978	-0.76591	0.44373	0.765403	4	3
ASF1B	72.4797	0.172878	0.219596	0.765795	0.443798	0.765412	4	3
ZNF860	3.81112	0.276603	0.423766	0.765686	0.443863		4	3
ZNF841	1.57097	0.339502	0.400904	0.765672	0.443871		4	3
WDR76	18.4723	0.261837	0.32999	0.765624	0.4439	0.765477	4	3
CDK9	9.33421	0.281775	0.376616	0.765378	0.444047	0.765583	4	3
SNIP1	75.2456	-0.14867	0.202274	-0.765234	0.444132	0.765583	4	3
FPGT	23.4094	0.231761	0.295249	0.765199	0.444153	0.765583	4	3
PRRT1	36.7961	0.233991	0.290292	0.764909	0.444326	0.765692	4	3
CYSTM1	34.2683	0.219156	0.30902	0.764748	0.444422	0.765692	4	3
ALOX15	16.6602	-0.276564	0.354837	-0.764675	0.444465	0.765692	4	3
DCAF12	223.673	-0.149502	0.195391	-0.764663	0.444472	0.765692	4	3
MAT2A	3.62961	0.345511	0.425786	0.764571	0.444527		4	3
SCN3B	2.2419	-0.305227	0.398043	-0.76457	0.444528		4	3
SKIDA1	5.02754	0.273873	0.422968	0.764521	0.444557		4	3
STYK1	4.85423	-0.329915	0.417357	-0.764457	0.444595		4	3
TMEM165	99.6111	0.159533	0.21482	0.764394	0.444633	0.765859	4	3
SLF1	108.731	-0.161802	0.206669	-0.764042	0.444842	0.76611	4	3
ACTRT3	14.4637	0.232084	0.366493	0.763907	0.444923	0.766139	4	3
S100A1	5.47124	-0.318404	0.42598	-0.763564	0.445127		4	3
LEO1	72.6608	0.160142	0.202302	0.763539	0.445142	0.766407	4	3
TOP2A	647.586	0.112024	0.147402	0.763359	0.445249	0.766445	4	3
PDE4A	12.7985	-0.311013	0.367832	-0.763138	0.445381	0.766445	4	3
TMTC1	184.997	-0.35053	0.407473	-0.763111	0.445397	0.766445	4	3
SRFBP1	55.2884	-0.183197	0.233079	-0.762909	0.445517	0.766445	4	3
NAGK	31.638	0.197574	0.255902	0.762786	0.445591	0.766445	4	3
CASP6	75.9026	0.230284	0.294815	0.762697	0.445644	0.766445	4	3
FASTKD3	6.78511	0.343374	0.408893	0.762537	0.445739	0.766445	4	3
ADRB2	2.4711	-0.328823	0.41454	-0.762469	0.44578		4	3
RTN1	32.883	-0.317855	0.404861	-0.762271	0.445898	0.766445	4	3
Z82206.1	367.448	-0.129761	0.176581	-0.762262	0.445904	0.766445	4	3
MFSD14A	4.48856	-0.317952	0.423047	-0.762024	0.446046		4	3
NLGN2	33.9502	0.226109	0.299418	0.761876	0.446134	0.766445	4	3
CIPC	34.0343	0.21826	0.279895	0.761786	0.446187	0.766445	4	3
AURKAIP1	165.94	-0.134816	0.176405	-0.761732	0.44622	0.766445	4	3
ALDH3B2	110.254	0.252506	0.331005	0.761718	0.446228	0.766445	4	3
PHKA1	12.5017	0.286515	0.35099	0.761582	0.44631	0.766445	4	3
ZNF772	23.9084	-0.239437	0.308263	-0.761525	0.446343	0.766445	4	3
METTL5	70.6999	-0.165428	0.217299	-0.761507	0.446354	0.766445	4	3
SKI	152.061	-0.16844	0.223793	-0.761477	0.446372	0.766445	4	3
NT5C3B	70.4262	-0.173789	0.229952	-0.76138	0.44643	0.766445	4	3
ZNF736	34.0425	-0.213444	0.275485	-0.761326	0.446462	0.766445	4	3
SEMA4D	15.4072	0.253977	0.327185	0.761147	0.446569	0.766445	4	3
QDPR	71.0796	-0.181564	0.236478	-0.760998	0.446658	0.766445	4	3
TMEM168	137.64	0.129356	0.165484	0.760815	0.446768	0.766445	4	3
MAP7	72.9381	0.2205	0.273761	0.76081	0.44677	0.766445	4	3
WDR1	140.077	-0.13568	0.180011	-0.760754	0.446804	0.766445	4	3
EN1	11.6624	-0.334973	0.413137	-0.760716	0.446827	0.766445	4	3
LGMN	46.516	-0.186728	0.247053	-0.760216	0.447126	0.766541	4	3
PLEKHB2	29.7287	-0.232576	0.307126	-0.760141	0.447171	0.766541	4	3
MAP3K1	286.784	-0.138355	0.182183	-0.760106	0.447191	0.766541	4	3
C4orf46	23.77	0.239521	0.32017	0.760088	0.447202	0.766541	4	3
MSRB1	18.7727	0.263764	0.340422	0.759862	0.447337	0.766662	4	3
ITM2C	84.9356	-0.233486	0.305693	-0.759304	0.447671	0.767125	4	3
AGR3	52.5334	0.432417	0.421222	0.759041	0.447828	0.767234	4	3
GAS2L1	26.104	0.247568	0.323728	0.758984	0.447862	0.767234	4	3
TOR1A	66.1654	0.166544	0.233056	0.758786	0.447981	0.767235	4	3
SPAG8	32.7348	0.233663	0.402652	0.758768	0.447991	0.767235	4	3
RBFA	10.95	-0.315378	0.383201	-0.758633	0.448072	0.767261	4	3
HLA-E	98.9941	0.206574	0.307145	0.758451	0.448181	0.767261	4	3
PVALB	9.02077	0.338654	0.426117	0.758423	0.448198	0.767261	4	3
CNNM3	27.0137	0.243826	0.297584	0.757921	0.448498	0.767581	4	3
FKBP9	18.0478	-0.24521	0.319646	-0.757896	0.448513	0.767581	4	3
OLFM2	0.992475	-0.288151	0.370277	-0.757728	0.448614		4	3
THAP6	16.1007	-0.267406	0.341922	-0.757643	0.448665	0.767731	4	3
C2orf76	3.59649	-0.30831	0.426718	-0.757488	0.448757		4	3
ZNF174	40.172	-0.169963	0.228698	-0.757435	0.448789	0.767834	4	3
NGEF	66.1334	-0.165294	0.226889	-0.757166	0.44895	0.767871	4	3
CHST1	121	-0.220804	0.304572	-0.757158	0.448955	0.767871	4	3
DNAH2	8.87997	0.169512	0.422942	0.757042	0.449025	0.767871	4	3
SUV39H1	13.7778	0.300157	0.375696	0.756971	0.449067	0.767871	4	3
UBOX5	12.1761	-0.254748	0.362226	-0.756764	0.449192	0.767975	4	3
NBL1	23.6059	0.242607	0.317987	0.756583	0.4493	0.767989	4	3
ECI2	28.4653	-0.236884	0.309779	-0.756353	0.449437	0.767989	4	3
MAGI2	10.9337	-0.272058	0.365337	-0.756254	0.449497	0.767989	4	3
ACVR1B	128.034	-0.175806	0.23543	-0.75613	0.449572	0.767989	4	3
ST7	9.22319	-0.314038	0.392337	-0.756109	0.449584	0.767989	4	3
CYSLTR1	4.91463	0.372352	0.420555	0.756002	0.449648		4	3
CLSPN	56.4306	0.166004	0.221262	0.755923	0.449695	0.768054	4	3
C1orf74	21.1828	-0.243366	0.314048	-0.755831	0.449751	0.768054	4	3
RBM12	182.565	0.10795	0.143031	0.755526	0.449933	0.768257	4	3
NCS1	24.0603	-0.238101	0.304007	-0.754886	0.450317	0.76867	4	3
BASP1	182.706	-0.236454	0.306664	-0.754813	0.450361	0.76867	4	3
ARL15	25.6941	-0.256547	0.311192	-0.754736	0.450408	0.76867	4	3
GDPD1	9.3987	-0.305347	0.391205	-0.754696	0.450431	0.76867	4	3
CD72	25.6707	0.320125	0.393477	0.754153	0.450757	0.769007	4	3
PRR5	4.21108	-0.311437	0.423891	-0.753866	0.45093		4	3
NDUFA5	952.618	0.118363	0.154253	0.753774	0.450985	0.769286	4	3
