Marker.Symbol	contrast	logFC_meaning	n_per_group	logFC	logCPM	submitter_edgeR_PValue	submitter_edgeR_FDR
Hist1h1b	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Dnajb8	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Tfap2d	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Cldn26	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Wbp2nl	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Hcrt	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gzmg	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gzmf	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gzme	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gzmd	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Olfr70	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
4930429F11Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Foxd3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Vmn2r19	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
A2m	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gm4847	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gm4846	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Nespas	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
4930402F06Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gm14354	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
U2af1l4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Dppa3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Sohlh1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Lcn11	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Obp2a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Tbpl2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Slc6a1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Kcns2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Vmn2r27	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gm436	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Hmx2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Igsf21	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Defb4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Hoxa13	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Tex101	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Lrch4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Kera	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Igfn1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Lct	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
C1ql2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
4930503H13Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
4930479M11Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Dusp21	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
1700080E11Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Klra6	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Raet1d	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Galnt9	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Onecut1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Hmx3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Foxg1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Klk1b1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ube2dnl2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Klk1b7-ps	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Nkx6-3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
9030612E09Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Kcnj6	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Kcnj4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Cps1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mnx1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ugt2b36	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Tmprss11d	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Prlhr	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Krt31	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Klra8	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gucy2e	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gucy2d	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Kcnk16	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Hes3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Cwh43	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
4930474M22Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
1700066O22Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Atp6v1e2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Cylc2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
4930480E11Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Olfr749	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Vmn1r178	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Igfl3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Nlrp2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Prss58	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
H2-M10.1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mbd3l1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Samt3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Lypd4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
BC049730	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Vmn1r180	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ms4a13	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Slxl1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
4930519F16Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mmd2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
4930404A10Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gzmc	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ctsr	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Galp	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Klra5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Klra13-ps	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Klra12	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Klra10	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Klk1b8	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
1700074P13Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Snhg9	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Kif2b	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Dmrtb1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Prss46	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Cts8	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Htr5b	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Htr5a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ifna5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ifna4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ifna2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Klk1b21	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Vwde	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
5530400C23Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gm156	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Tex36	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ifng	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ifnb1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
BC051070	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Hdgfl1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Klk1b24	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Psg23	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Olfr480	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Olfr690	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Lce1a2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Lce1c	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Olfr653	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Psg-ps1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Defb30	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Olfr870	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Fezf2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Nlrp9a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
4930432K09Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Lce1l	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Hemt1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mir3097	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mir3087	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mir467a-7	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mir669p-1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mir3085	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ifna11	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mir3094	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mir3089	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
4933406J08Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mei1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Qrfpr	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Igfbp1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Cbln4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Chrna6	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Scgb1b27	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Mir3095	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
C130079G13Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Clrn1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ifna9	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ifna7	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Ifna6	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Cyp2a22	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Elavl2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Tktl2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
9130204L05Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Tbc1d21	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Flg2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Gm4858	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
Sprr4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.37025	1	1
