gene	contrast	mean_KD	mean_CTRL	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
FAM116A	siRNA4_vs_negctrl	11.9047	11.5745	0.330171	5.077	10.2901	1.55165e-06	0.000568283	0.00909091	3	9
PCOLCE	siRNA4_vs_negctrl	8.37492	8.87436	-0.499441	-4.945	-9.88197	1.8574e-06	0.000642146	0.00909091	3	9
MYL6B	siRNA4_vs_negctrl	13.9821	13.6685	0.313678	5.00314	9.83587	1.86178e-06	0.000642146	0.00909091	3	9
PIK3R4	siRNA4_vs_negctrl	9.92246	10.2754	-0.35298	-5.42485	-11.37	1.86281e-06	0.000642146	0.00909091	3	9
WDR42A	siRNA4_vs_negctrl	8.85723	8.57164	0.285588	5.16706	10.6952	1.91706e-06	0.000642146	0.016044	3	9
ZBTB41	siRNA4_vs_negctrl	7.67877	7.21985	0.458924	4.92958	9.78552	1.95533e-06	0.000642146	0.00909091	3	9
STK19	siRNA4_vs_negctrl	10.1939	10.5049	-0.31102	-4.95727	-10.0774	1.97985e-06	0.000642146	0.00909091	3	9
TTC4	siRNA4_vs_negctrl	9.90392	10.3154	-0.41143	-5.06007	-10.4119	2.0038e-06	0.000642146	0.00909091	3	9
CITED2	siRNA4_vs_negctrl	9.19858	8.56595	0.632626	5.19612	9.97734	2.06762e-06	0.000642338	0.00909091	3	9
CDH13	siRNA4_vs_negctrl	10.2453	9.40174	0.843606	5.27805	11.0242	2.07598e-06	0.000642338	0.00909091	3	9
RAB23	siRNA4_vs_negctrl	9.21158	8.51618	0.695397	4.97049	9.70709	2.16909e-06	0.000659771	0.00909091	3	9
USP6NL	siRNA4_vs_negctrl	9.01989	8.49078	0.529108	5.22634	9.98052	2.27173e-06	0.000666089	0.00909091	3	9
CCRL2	siRNA4_vs_negctrl	6.82385	6.62271	0.20114	6.97127	12.5353	2.28404e-06	0.000666089	0.00909091	3	9
ELP4	siRNA4_vs_negctrl	11.7574	11.972	-0.214676	-5.35813	-10.1526	2.30121e-06	0.000666089	0.00909091	3	9
STAT1	siRNA4_vs_negctrl	10.4469	10.1085	0.338437	4.92395	10.1124	2.44267e-06	0.000695812	0.00909091	3	9
SPAG9	siRNA4_vs_negctrl	12.3983	11.7461	0.652214	5.16741	9.83029	2.79667e-06	0.000784204	0.00909091	3	9
CNDP2	siRNA4_vs_negctrl	11.2263	11.5119	-0.285621	-4.69907	-9.53142	3.11039e-06	0.000858755	0.00909091	3	9
SLC25A37	siRNA4_vs_negctrl	10.4691	10.1178	0.351296	4.65672	9.32708	3.19328e-06	0.000868283	0.00909091	3	9
UEVLD	siRNA4_vs_negctrl	9.53563	9.0055	0.530136	4.67345	9.50516	3.34941e-06	0.000897142	0.00909091	3	9
DDX42	siRNA4_vs_negctrl	11.2701	11.7918	-0.521688	-4.64724	-9.16974	3.4978e-06	0.000923109	0.00909091	3	9
FLJ25006	siRNA4_vs_negctrl	8.20253	8.80138	-0.598849	-5.005	-10.5229	3.94119e-06	0.00102505	0.00909091	3	9
ZFR	siRNA4_vs_negctrl	11.9974	11.6595	0.337916	4.69203	9.72957	4.49283e-06	0.00113785	0.00909091	3	9
NOM1	siRNA4_vs_negctrl	8.84528	9.31119	-0.465911	-4.6255	-9.53875	4.50168e-06	0.00113785	0.00909091	3	9
NEO1	siRNA4_vs_negctrl	11.1829	10.8461	0.336768	4.49424	8.87242	4.70411e-06	0.0011725	0.00909091	3	9
C11orf86	siRNA4_vs_negctrl	6.81934	6.70968	0.109657	4.4648	8.80898	5.01761e-06	0.00123351	0.00909091	3	9
TCF23	siRNA4_vs_negctrl	7.30908	7.80858	-0.499508	-4.41493	-8.8215	5.15762e-06	0.00125079	0.00909091	3	9
DRAM	siRNA4_vs_negctrl	10.2043	9.33208	0.872181	7.69028	13.3868	5.28001e-06	0.001259	0.00909091	3	9
DLG5	siRNA4_vs_negctrl	11.6005	11.2307	0.36979	4.86441	9.2141	5.33178e-06	0.001259	0.00909091	3	9
BHLHE41	siRNA4_vs_negctrl	8.56002	8.14943	0.410586	4.41945	9.00235	5.53989e-06	0.00129115	0.00909091	3	9
CLOCK	siRNA4_vs_negctrl	8.92514	8.32031	0.604836	4.36803	8.7842	5.67136e-06	0.00130485	0.00909091	3	9
ISOC2	siRNA4_vs_negctrl	14.4106	14.1877	0.222906	4.49983	9.29172	5.81821e-06	0.0013111	0.00909091	3	9
BCL9	siRNA4_vs_negctrl	7.21217	6.96365	0.248523	4.39272	8.94903	5.84589e-06	0.0013111	0.00909091	3	9
RP13-36C9.6	siRNA4_vs_negctrl	6.81968	7.03582	-0.21614	-4.55827	-9.47004	5.95815e-06	0.0013111	0.00909091	3	9
RANBP9	siRNA4_vs_negctrl	12.9401	12.4581	0.481998	5.2742	9.75502	5.99077e-06	0.0013111	0.00909091	3	9
JAK2	siRNA4_vs_negctrl	7.56039	7.22442	0.335964	4.38272	8.95771	6.18533e-06	0.00133737	0.00909091	3	9
ARPC1A	siRNA4_vs_negctrl	15.0245	14.8344	0.190038	4.71477	8.94424	6.66246e-06	0.00142339	0.016044	3	9
DYRK2	siRNA4_vs_negctrl	10.2441	10.6331	-0.388928	-4.73558	-8.94221	7.32444e-06	0.0015464	0.00909091	3	9
AFARP1	siRNA4_vs_negctrl	10.4276	10.7488	-0.321276	-4.16682	-8.46665	9.00316e-06	0.00187873	0.00909091	3	9
ZFYVE9	siRNA4_vs_negctrl	11.3947	10.9616	0.433153	4.28455	8.86645	9.10991e-06	0.00187915	0.00909091	3	9
TMTC2	siRNA4_vs_negctrl	8.04445	8.53076	-0.486313	-4.20961	-8.23807	9.29827e-06	0.00188449	0.00909091	3	9
SLC7A11	siRNA4_vs_negctrl	9.69408	8.75896	0.935122	5.19613	9.52472	9.34579e-06	0.00188449	0.00909091	3	9
NR1D2	siRNA4_vs_negctrl	10.005	9.54387	0.461153	4.50256	8.54333	9.78748e-06	0.00193412	0.00909091	3	9
SMARCA4	siRNA4_vs_negctrl	15.5648	15.4119	0.152863	4.10299	8.23057	9.80748e-06	0.00193412	0.00909091	3	9
PRDM11	siRNA4_vs_negctrl	10.3496	9.88935	0.4603	7.48684	12.8975	9.9273e-06	0.00193462	0.00909091	3	9
LOC100128164	siRNA4_vs_negctrl	8.1955	7.637	0.558504	4.17198	8.16661	1.00256e-05	0.00193462	0.00909091	3	9
ALB	siRNA4_vs_negctrl	10.1488	7.99216	2.1566	9.51915	15.8876	1.01473e-05	0.00193727	0.00909091	3	9
TLR3	siRNA4_vs_negctrl	7.20177	6.95794	0.24383	4.09376	8.29976	1.03236e-05	0.00195018	0.00909091	3	9
SLC35A2	siRNA4_vs_negctrl	11.7366	12.1189	-0.382301	-4.05926	-8.28658	1.17288e-05	0.00218904	0.00909091	3	9
SLC10A3	siRNA4_vs_negctrl	12.4069	12.7856	-0.378714	-4.4144	-8.36806	1.18537e-05	0.00218904	0.00909091	3	9
CD59	siRNA4_vs_negctrl	12.1123	12.8853	-0.772996	-14.0846	-22.3977	1.1954e-05	0.00218904	0.00909091	3	9
TOR1B	siRNA4_vs_negctrl	10.2553	9.86325	0.392029	3.98782	8.01353	1.25701e-05	0.0022592	0.00909091	3	9
CRELD1	siRNA4_vs_negctrl	10.5144	10.8955	-0.38107	-4.14084	-8.59265	1.26952e-05	0.0022592	0.00909091	3	9
ATRIP	siRNA4_vs_negctrl	9.37735	9.83296	-0.455613	-4.45514	-8.40004	1.27148e-05	0.0022592	0.00909091	3	9
C5orf51	siRNA4_vs_negctrl	10.9483	10.7292	0.219108	4.74294	8.78158	1.33995e-05	0.00235389	0.016044	3	9
GOT1	siRNA4_vs_negctrl	12.7891	13.0821	-0.293026	-3.99458	-7.8758	1.351e-05	0.00235389	0.00909091	3	9
CARD10	siRNA4_vs_negctrl	12.878	12.566	0.311926	4.37153	8.26515	1.37879e-05	0.00236719	0.00909091	3	9
CPZ	siRNA4_vs_negctrl	7.31192	6.8547	0.457221	4.05071	8.36283	1.38502e-05	0.00236719	0.00909091	3	9
S1PR2	siRNA4_vs_negctrl	10.7058	10.1215	0.584262	7.0098	12.0829	1.44019e-05	0.00243828	0.00909091	3	9
PHTF1	siRNA4_vs_negctrl	9.77776	9.61186	0.165904	3.92043	7.80233	1.48732e-05	0.00249452	0.00909091	3	9
UCK1	siRNA4_vs_negctrl	11.4744	11.2246	0.249872	4.21914	8.03741	1.52955e-05	0.00250858	0.00909091	3	9
DUS2L	siRNA4_vs_negctrl	9.26806	9.60809	-0.340037	-4.17971	-7.98714	1.53847e-05	0.00250858	0.00909091	3	9
RGS14	siRNA4_vs_negctrl	9.14386	9.45263	-0.308767	-3.89398	-7.79501	1.54786e-05	0.00250858	0.00909091	3	9
SLC35A4	siRNA4_vs_negctrl	11.1363	11.478	-0.341728	-3.89571	-7.86693	1.55161e-05	0.00250858	0.00909091	3	9
DNAJC28	siRNA4_vs_negctrl	7.31021	7.00334	0.306878	3.92418	7.72562	1.60015e-05	0.00252235	0.00909091	3	9
C5	siRNA4_vs_negctrl	6.98657	6.73678	0.24979	4.44011	8.31285	1.60138e-05	0.00252235	0.00909091	3	9
FASTKD1	siRNA4_vs_negctrl	10.9123	11.212	-0.29968	-6.65246	-11.5259	1.6023e-05	0.00252235	0.00909091	3	9
GRB10	siRNA4_vs_negctrl	12.2335	11.7385	0.494999	4.09365	7.86769	1.61935e-05	0.00252703	0.00909091	3	9
MRPL50	siRNA4_vs_negctrl	13.5084	12.8214	0.686963	8.7828	14.6335	1.66349e-05	0.00257353	0.00909091	3	9
RNPEP	siRNA4_vs_negctrl	10.2083	10.6165	-0.40815	-3.87972	-7.90596	1.69069e-05	0.00259325	0.00909091	3	9
LOC100132656	siRNA4_vs_negctrl	11.2597	11.7398	-0.480106	-7.00076	-12.0184	1.71628e-05	0.0026102	0.00909091	3	9
IFRD1	siRNA4_vs_negctrl	13.6963	13.0806	0.615731	3.83975	7.66305	1.76069e-05	0.00263516	0.00909091	3	9
NIT1	siRNA4_vs_negctrl	9.88796	10.242	-0.354073	-3.92187	-7.66235	1.76206e-05	0.00263516	0.00909091	3	9
PELP1	siRNA4_vs_negctrl	12.1889	12.3975	-0.208627	-3.94185	-7.66812	1.7967e-05	0.00264377	0.00909091	3	9
MAD2L1BP	siRNA4_vs_negctrl	11.8419	12.2808	-0.43892	-6.40389	-11.1273	1.80354e-05	0.00264377	0.00909091	3	9
RABGGTB	siRNA4_vs_negctrl	14.2208	14.5363	-0.315493	-6.53753	-11.3192	1.83243e-05	0.00264377	0.00909091	3	9
SLC25A11	siRNA4_vs_negctrl	11.1639	11.4594	-0.295432	-4.49995	-8.35634	1.84379e-05	0.00264377	0.00909091	3	9
ACVR1	siRNA4_vs_negctrl	9.52712	9.03191	0.49521	3.84239	7.59386	1.85315e-05	0.00264377	0.00909091	3	9
WDR79	siRNA4_vs_negctrl	9.52665	9.90738	-0.380729	-6.16527	-10.7683	1.85981e-05	0.00264377	0.00909091	3	9
VEZF1	siRNA4_vs_negctrl	12.4453	12.1679	0.277357	3.9127	8.08699	1.87094e-05	0.00264377	0.00909091	3	9
BLOC1S1	siRNA4_vs_negctrl	11.9607	11.7098	0.250929	3.81998	7.77537	1.90954e-05	0.00265726	0.00909091	3	9
GPR158	siRNA4_vs_negctrl	7.53441	7.21332	0.321091	4.0552	8.50745	1.9101e-05	0.00265726	0.00909091	3	9
NR3C1	siRNA4_vs_negctrl	9.46601	8.71384	0.752172	4.01132	8.39413	1.95615e-05	0.00270039	0.00909091	3	9
KCMF1	siRNA4_vs_negctrl	13.6923	13.4162	0.276171	3.84009	7.90006	2.03691e-05	0.00279042	0.00909091	3	9
SOD2	siRNA4_vs_negctrl	11.8871	12.2608	-0.373756	-6.27759	-10.8982	2.11386e-05	0.00287388	0.00909091	3	9
AQP11	siRNA4_vs_negctrl	7.66254	7.16432	0.498218	3.9299	7.57352	2.16949e-05	0.00292734	0.00909091	3	9
SEZ6L2	siRNA4_vs_negctrl	11.599	10.8862	0.712757	4.99896	9.01795	2.22851e-05	0.00298454	0.00909091	3	9
CSGALNACT2	siRNA4_vs_negctrl	9.58695	9.01408	0.572872	4.55791	8.37752	2.31683e-05	0.00307984	0.00909091	3	9
SPAG1	siRNA4_vs_negctrl	6.98201	6.70649	0.27552	3.90162	7.50771	2.37363e-05	0.00313214	0.00909091	3	9
CCDC92	siRNA4_vs_negctrl	10.2841	10.0184	0.265661	3.67781	7.3558	2.53145e-05	0.00326313	0.00909091	3	9
LAMP3	siRNA4_vs_negctrl	12.036	11.1013	0.934726	5.08071	9.10367	2.53657e-05	0.00326313	0.00909091	3	9
PRDM4	siRNA4_vs_negctrl	10.1198	10.5073	-0.387544	-5.99431	-10.4331	2.54582e-05	0.00326313	0.00909091	3	9
KIAA0494	siRNA4_vs_negctrl	11.9913	11.7295	0.261811	4.70495	8.56164	2.55136e-05	0.00326313	0.00909091	3	9
AGTPBP1	siRNA4_vs_negctrl	9.37698	8.70623	0.670744	5.15365	9.20501	2.58052e-05	0.00326313	0.00909091	3	9
STX6	siRNA4_vs_negctrl	10.2368	9.82773	0.4091	3.71399	7.61727	2.58199e-05	0.00326313	0.00909091	3	9
MKI67IP	siRNA4_vs_negctrl	13.271	12.9709	0.300076	3.77234	7.82607	2.66731e-05	0.00332675	0.00909091	3	9
LIMA1	siRNA4_vs_negctrl	11.1522	11.7236	-0.571409	-7.90272	-13.1932	2.66941e-05	0.00332675	0.00909091	3	9
NUP85	siRNA4_vs_negctrl	13.0644	13.2387	-0.174303	-3.76396	-7.8097	2.72075e-05	0.00336735	0.00909091	3	9
SLC25A6	siRNA4_vs_negctrl	14.6541	14.9295	-0.275351	-5.02617	-9.00119	2.78652e-05	0.00342513	0.00909091	3	9
OSTbeta	siRNA4_vs_negctrl	6.96711	6.70368	0.263431	3.65491	7.20987	2.89299e-05	0.00353181	0.00909091	3	9
TPM2	siRNA4_vs_negctrl	11.0213	10.5407	0.480662	4.14276	7.74103	2.94636e-05	0.00357267	0.00909091	3	9
EDEM3	siRNA4_vs_negctrl	10.167	10.651	-0.483922	-4.35771	-8.03094	2.99463e-05	0.00359007	0.00909091	3	9
KIAA0329	siRNA4_vs_negctrl	11.8954	10.5648	1.3306	8.84721	14.5054	3.02361e-05	0.00359007	0.00909091	3	9
ARMC10	siRNA4_vs_negctrl	13.5511	13.4556	0.0955167	3.80298	7.30595	3.03694e-05	0.00359007	0.00909091	3	9
FBXO7	siRNA4_vs_negctrl	13.2299	12.9972	0.232743	4.15457	7.74823	3.04073e-05	0.00359007	0.00909091	3	9
CYTH4	siRNA4_vs_negctrl	7.13171	6.89452	0.237194	3.83034	7.32426	3.14574e-05	0.00368846	0.00909091	3	9
NTS	siRNA4_vs_negctrl	6.38233	6.52803	-0.1457	-3.66026	-7.15361	3.16518e-05	0.00368846	0.00909091	3	9
ADAMTS14	siRNA4_vs_negctrl	9.68617	9.36069	0.325472	3.87888	7.36872	3.27686e-05	0.00379397	0.00909091	3	9
ZNF790	siRNA4_vs_negctrl	7.85669	7.68408	0.172609	3.54258	7.17501	3.49277e-05	0.00401803	0.00909091	3	9
HEATR1	siRNA4_vs_negctrl	12.4905	12.0451	0.445421	5.41052	9.49202	3.60468e-05	0.00412035	0.00909091	3	9
YWHAG	siRNA4_vs_negctrl	16.1061	15.8554	0.250691	3.52516	7.13491	3.63081e-05	0.00412396	0.00909091	3	9
TACSTD2	siRNA4_vs_negctrl	8.81543	11.8837	-3.06826	-20.5944	-30.4813	3.67336e-05	0.0041359	0.00909091	3	9
UNQ3104	siRNA4_vs_negctrl	7.80897	7.55977	0.2492	3.95153	7.4251	3.68742e-05	0.0041359	0.00909091	3	9
NUPL1	siRNA4_vs_negctrl	10.3855	11.0091	-0.623572	-3.70849	-7.12284	3.7588e-05	0.00418977	0.00909091	3	9
SEC24A	siRNA4_vs_negctrl	11.0069	10.2305	0.776442	3.96146	7.42987	3.79462e-05	0.00420359	0.00909091	3	9
TMEM54	siRNA4_vs_negctrl	10.1302	9.59072	0.539478	3.76924	7.9608	3.91429e-05	0.00429615	0.00909091	3	9
C20orf149	siRNA4_vs_negctrl	16.4905	16.2779	0.212633	4.11636	7.62322	3.99538e-05	0.00429615	0.016044	3	9
SUDS3	siRNA4_vs_negctrl	10.3666	10.0695	0.29709	3.48186	7.02713	3.99721e-05	0.00429615	0.00909091	3	9
ATL2	siRNA4_vs_negctrl	12.0311	12.2292	-0.198148	-3.48586	-6.95398	4.01667e-05	0.00429615	0.00909091	3	9
C10orf140	siRNA4_vs_negctrl	8.18255	7.35686	0.825691	5.63736	9.7911	4.02675e-05	0.00429615	0.00909091	3	9
AK5	siRNA4_vs_negctrl	7.99155	7.44192	0.549631	3.93822	7.38187	4.03757e-05	0.00429615	0.00909091	3	9
ALG10	siRNA4_vs_negctrl	8.62321	8.99823	-0.375022	-4.33116	-7.91708	4.04574e-05	0.00429615	0.00909091	3	9
PPP1R7	siRNA4_vs_negctrl	13.3631	13.2112	0.151806	3.47264	6.94693	4.10846e-05	0.00432163	0.00909091	3	9
AP3B2	siRNA4_vs_negctrl	8.33154	7.6041	0.727446	6.30743	10.753	4.1179e-05	0.00432163	0.00909091	3	9
PIM1	siRNA4_vs_negctrl	11.6223	11.1267	0.495574	5.07471	8.96684	4.21586e-05	0.00439871	0.00909091	3	9
CDH18	siRNA4_vs_negctrl	7.50846	7.72722	-0.21876	-3.50313	-7.20367	4.26422e-05	0.00442345	0.00909091	3	9
PTP4A2	siRNA4_vs_negctrl	15.2729	15.0804	0.19251	3.57715	7.46481	4.47553e-05	0.00461597	0.00909091	3	9
CAMKV	siRNA4_vs_negctrl	9.28514	8.67481	0.610338	4.42176	8.00323	4.77062e-05	0.0048922	0.00909091	3	9
PPM1G	siRNA4_vs_negctrl	13.6841	14.0549	-0.370742	-5.66578	-9.78399	4.81297e-05	0.00489562	0.00909091	3	9
DOK4	siRNA4_vs_negctrl	9.35672	9.59819	-0.241472	-3.41157	-6.93789	4.84547e-05	0.00489562	0.00909091	3	9
FUBP3	siRNA4_vs_negctrl	12.2811	11.8414	0.439704	3.6701	7.75782	4.85579e-05	0.00489562	0.00909091	3	9
DPYSL4	siRNA4_vs_negctrl	7.08928	6.87918	0.210101	3.46375	6.7731	4.99791e-05	0.00501075	0.00909091	3	9
STK10	siRNA4_vs_negctrl	11.6173	11.4068	0.210537	3.69706	7.01034	5.03984e-05	0.00502472	0.00909091	3	9
ERGIC2	siRNA4_vs_negctrl	12.6426	12.3829	0.259673	3.40132	6.71114	5.29168e-05	0.00524666	0.00909091	3	9
SRPRB	siRNA4_vs_negctrl	13.2788	12.8365	0.442246	3.86218	7.1943	5.54021e-05	0.00542346	0.00909091	3	9
ZDHHC22	siRNA4_vs_negctrl	8.3919	7.82911	0.562791	5.32871	9.25987	5.57479e-05	0.00542346	0.00909091	3	9
MORC3	siRNA4_vs_negctrl	11.1249	10.5091	0.615742	3.95765	7.31923	5.6001e-05	0.00542346	0.00909091	3	9
MDK	siRNA4_vs_negctrl	13.5209	13.0955	0.425484	3.58522	6.8424	5.61955e-05	0.00542346	0.00909091	3	9
SPRY1	siRNA4_vs_negctrl	7.47648	7.1023	0.374177	4.46344	8.02146	5.62111e-05	0.00542346	0.00909091	3	9
TBRG4	siRNA4_vs_negctrl	13.1218	13.4781	-0.356376	-5.35522	-9.28906	5.76421e-05	0.00553179	0.00909091	3	9
RTN2	siRNA4_vs_negctrl	9.85044	8.80225	1.04818	8.2545	13.4119	5.83085e-05	0.00554129	0.00909091	3	9
COPZ1	siRNA4_vs_negctrl	12.4666	12.7352	-0.268602	-4.01796	-7.38828	5.88845e-05	0.00554129	0.00909091	3	9
KLF4	siRNA4_vs_negctrl	9.60536	9.01803	0.587328	3.76732	7.05124	5.92992e-05	0.00554129	0.00909091	3	9
CSTA	siRNA4_vs_negctrl	7.37474	6.70858	0.666156	8.523	13.7792	5.97672e-05	0.00554129	0.00909091	3	9
C2orf69	siRNA4_vs_negctrl	11.5965	10.9886	0.607842	5.60872	9.64269	5.97868e-05	0.00554129	0.00909091	3	9
SLC24A1	siRNA4_vs_negctrl	8.77167	8.29818	0.473496	3.83723	7.13849	6.02758e-05	0.00554129	0.00909091	3	9
DHX16	siRNA4_vs_negctrl	10.9892	11.3079	-0.318633	-3.43552	-7.16582	6.04192e-05	0.00554129	0.00909091	3	9
ZNF207	siRNA4_vs_negctrl	12.0831	12.4614	-0.37833	-4.4591	-7.99698	6.05352e-05	0.00554129	0.00909091	3	9
TLE3	siRNA4_vs_negctrl	10.7759	11.084	-0.308048	-3.7818	-7.06424	6.05648e-05	0.00554129	0.00909091	3	9
RNF38	siRNA4_vs_negctrl	8.87914	9.16285	-0.283717	-3.31001	-6.69273	6.08288e-05	0.00554129	0.0181818	3	9
TBC1D14	siRNA4_vs_negctrl	12.056	12.381	-0.324989	-3.38064	-7.00731	6.21818e-05	0.0055966	0.00909091	3	9
