gene	contrast	mean_KD	mean_CTRL	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
MTMR6	KDpooled_vs_negctrl	9.28543	9.51842	-0.232989	-1.37761	-2.53669	0.033339	0.224251	0.0175824	6	9
LIN37	KDpooled_vs_negctrl	11.3298	11.1922	0.137633	1.29749	2.449	0.0333581	0.224295	0.0495504	6	9
SAMD9	KDpooled_vs_negctrl	9.81535	9.22384	0.591518	1.52548	2.71452	0.0334264	0.22464	0.0255744	6	9
CFD	KDpooled_vs_negctrl	10.0637	9.77622	0.287518	1.3251	2.4773	0.0334353	0.22464	0.0255744	6	9
CHODL	KDpooled_vs_negctrl	8.63347	8.8411	-0.207629	-1.28107	-2.43204	0.033447	0.22464	0.035964	6	9
LOC643779	KDpooled_vs_negctrl	15.5257	16.0543	-0.528571	-1.64767	-2.86822	0.0334671	0.224663	0.0015984	6	9
CDK7	KDpooled_vs_negctrl	12.577	13.0434	-0.466368	-1.57554	-2.77674	0.0334904	0.224663	0.0047952	6	9
PLB1	KDpooled_vs_negctrl	8.10416	7.94119	0.162967	1.49875	2.68095	0.033494	0.224663	0.011988	6	9
SPP2	KDpooled_vs_negctrl	6.9673	7.11235	-0.145057	-1.42324	-2.58909	0.0335064	0.224663	0.0175824	6	9
LOC100133788	KDpooled_vs_negctrl	13.8074	13.639	0.168397	1.33045	2.48244	0.0335227	0.224663	0.035964	6	9
TMED7	KDpooled_vs_negctrl	10.1941	9.91538	0.278684	1.49526	2.67643	0.0335255	0.224663	0.0175824	6	9
ANKRD13C	KDpooled_vs_negctrl	8.97452	8.76906	0.205458	1.37398	2.53092	0.033565	0.224676	0.035964	6	9
THAP10	KDpooled_vs_negctrl	10.0743	9.76073	0.313567	1.33838	2.49074	0.033575	0.224676	0.0663337	6	9
C1GALT1C1	KDpooled_vs_negctrl	12.3683	12.4772	-0.108935	-1.52146	-2.7085	0.0335812	0.224676	0.0015984	6	9
BYSL	KDpooled_vs_negctrl	12.5523	12.7134	-0.161066	-1.22	-2.38202	0.0335832	0.224676	0.113487	6	9
FLJ11151	KDpooled_vs_negctrl	10.6898	10.5265	0.163284	1.2711	2.42141	0.03359	0.224676	0.0255744	6	9
FOXM1	KDpooled_vs_negctrl	12.517	12.7829	-0.265824	-1.44883	-2.61909	0.0336183	0.224705	0.0337357	6	9
ICAM3	KDpooled_vs_negctrl	11.2705	11.1004	0.17014	1.49758	2.67865	0.0336227	0.224705	0.00759241	6	9
CHP	KDpooled_vs_negctrl	14.2109	14.0839	0.126923	1.45975	2.63224	0.0336319	0.224705	0.0290951	6	9
DHX58	KDpooled_vs_negctrl	9.09762	8.74545	0.352173	1.43149	2.59788	0.0336675	0.224819	0.0255744	6	9
FBXO5	KDpooled_vs_negctrl	11.1963	11.3365	-0.140204	-1.32199	-2.47216	0.033674	0.224819	0.0663337	6	9
EGLN2	KDpooled_vs_negctrl	11.9432	12.1117	-0.168527	-1.36498	-2.51963	0.0337068	0.224954	0.0495504	6	9
CCDC12	KDpooled_vs_negctrl	13.1703	13.2995	-0.129125	-1.43824	-2.60562	0.0337229	0.224978	0.035964	6	9
YPEL4	KDpooled_vs_negctrl	8.35445	8.10532	0.24913	1.18754	2.37581	0.0337763	0.225251	0.0495504	6	9
PDXP	KDpooled_vs_negctrl	10.4664	10.6139	-0.147491	-1.21553	-2.37686	0.0338273	0.225507	0.0663337	6	9
H2BFXP	KDpooled_vs_negctrl	7.34187	7.531	-0.189123	-1.42176	-2.58484	0.0338741	0.225735	0.0495504	6	9
TMEM38A	KDpooled_vs_negctrl	10.1034	10.4078	-0.304407	-1.60896	-2.816	0.0339339	0.22584	0.0015984	6	9
RAB27A	KDpooled_vs_negctrl	9.03301	9.29794	-0.264932	-1.43708	-2.60277	0.0339389	0.22584	0.0175824	6	9
TNFRSF12A	KDpooled_vs_negctrl	14.1412	13.8001	0.341013	1.33183	2.48087	0.0339407	0.22584	0.0290951	6	9
BTBD9	KDpooled_vs_negctrl	10.882	10.6429	0.239136	1.42225	2.58487	0.0339592	0.22584	0.0495504	6	9
KLF8	KDpooled_vs_negctrl	7.07611	6.74708	0.329026	1.5881	2.78944	0.0339656	0.22584	0.0047952	6	9
TP53BP1	KDpooled_vs_negctrl	10.8617	11.0192	-0.157534	-1.3635	-2.51609	0.0339711	0.22584	0.035964	6	9
APEH	KDpooled_vs_negctrl	13.5542	13.6802	-0.125949	-1.29599	-2.44258	0.033978	0.22584	0.0175824	6	9
FLJ43663	KDpooled_vs_negctrl	8.65681	8.34166	0.315151	1.25255	2.40051	0.0340789	0.226427	0.0255744	6	9
DHX40	KDpooled_vs_negctrl	9.01385	8.62658	0.387271	1.40286	2.56069	0.0341315	0.226668	0.035964	6	9
PSG2	KDpooled_vs_negctrl	7.76795	7.96131	-0.193363	-1.49775	-2.67548	0.0341404	0.226668	0.00759241	6	9
STRN3	KDpooled_vs_negctrl	9.43798	9.24679	0.191192	1.47942	2.65268	0.0341768	0.226826	0.0175824	6	9
CCDC76	KDpooled_vs_negctrl	9.23264	9.59649	-0.363851	-1.50473	-2.68376	0.0341926	0.226847	0.035964	6	9
GNAL	KDpooled_vs_negctrl	9.47919	9.30827	0.170913	1.21365	2.37112	0.0342349	0.227044	0.0879121	6	9
TMC7	KDpooled_vs_negctrl	7.40103	7.14883	0.252198	1.25046	2.39673	0.0343011	0.227233	0.0175824	6	9
NUP188	KDpooled_vs_negctrl	9.73693	9.91139	-0.174463	-1.30883	-2.45338	0.0343118	0.227233	0.035964	6	9
HLA-C	KDpooled_vs_negctrl	16.2445	16.1386	0.105906	1.28482	2.42859	0.0343261	0.227233	0.0495504	6	9
MRPS24	KDpooled_vs_negctrl	16.2267	16.0743	0.15234	1.50257	2.68021	0.0343277	0.227233	0.00759241	6	9
ANKRD42	KDpooled_vs_negctrl	7.31783	7.07605	0.241782	1.32712	2.47284	0.0343393	0.227233	0.0175824	6	9
DKFZP434C153	KDpooled_vs_negctrl	6.94617	7.33741	-0.391245	-1.37811	-2.53035	0.0343394	0.227233	0.0255744	6	9
C2orf69	KDpooled_vs_negctrl	11.3328	10.9886	0.344116	1.50612	2.6841	0.0344057	0.227588	0.0175824	6	9
TMEM206	KDpooled_vs_negctrl	9.92303	10.1768	-0.253744	-1.57813	-2.77316	0.0345369	0.228371	0.011988	6	9
TMEM163	KDpooled_vs_negctrl	9.8313	10.0286	-0.197334	-1.23018	-2.37797	0.0345751	0.228539	0.0495504	6	9
RAB3IL1	KDpooled_vs_negctrl	8.03189	7.82898	0.202912	1.24243	2.38717	0.0346124	0.228702	0.0495504	6	9
KLHL14	KDpooled_vs_negctrl	6.72056	6.91643	-0.195869	-1.17557	-2.36626	0.034719	0.229269	0.0495504	6	9
HNRPLL	KDpooled_vs_negctrl	11.6671	11.3904	0.276676	1.32581	2.46858	0.034732	0.229269	0.035964	6	9
ALPK2	KDpooled_vs_negctrl	6.844	6.99635	-0.152351	-1.185	-2.35806	0.0347455	0.229269	0.0495504	6	9
CTXN1	KDpooled_vs_negctrl	9.12854	9.28449	-0.155944	-1.37333	-2.52199	0.0347571	0.229269	0.0175824	6	9
P4HA1	KDpooled_vs_negctrl	8.85069	8.54185	0.308837	1.2172	2.36727	0.0347622	0.229269	0.035964	6	9
C5orf42	KDpooled_vs_negctrl	8.56621	8.40743	0.158788	1.20574	2.36075	0.0347926	0.229386	0.0495504	6	9
SYS1	KDpooled_vs_negctrl	9.94514	9.75322	0.191924	1.1831	2.35729	0.0348235	0.229505	0.0495504	6	9
GALK1	KDpooled_vs_negctrl	10.2211	10.3839	-0.162811	-1.29669	-2.43657	0.0348611	0.229669	0.035964	6	9
ABCB4	KDpooled_vs_negctrl	7.28512	7.06107	0.224057	1.46176	2.62587	0.0349839	0.230346	0.035964	6	9
SSB	KDpooled_vs_negctrl	14.8172	15.0226	-0.205412	-1.37324	-2.52032	0.0349896	0.230346	0.0495504	6	9
MRVI1	KDpooled_vs_negctrl	8.49548	8.18527	0.310206	1.45282	2.61483	0.0350087	0.230388	0.035964	6	9
LOC100131316	KDpooled_vs_negctrl	7.07461	7.22521	-0.150605	-1.3701	-2.51596	0.0351005	0.230907	0.0255744	6	9
CCDC23	KDpooled_vs_negctrl	11.4458	11.247	0.198766	1.28102	2.41863	0.0351177	0.230935	0.035964	6	9
DDX42	KDpooled_vs_negctrl	11.4942	11.7918	-0.297536	-1.41823	-2.57224	0.0351495	0.231059	0.0255744	6	9
LOC283143	KDpooled_vs_negctrl	7.30998	7.11203	0.197952	1.43241	2.58903	0.0351827	0.231193	0.0255744	6	9
F8A1	KDpooled_vs_negctrl	14.2836	14.0485	0.235047	1.31838	2.45713	0.0352054	0.231227	0.0255744	6	9
EXOG	KDpooled_vs_negctrl	8.26417	8.08203	0.182144	1.21275	2.35975	0.0352137	0.231227	0.0495504	6	9
PNMA1	KDpooled_vs_negctrl	13.9988	13.7788	0.220001	1.47583	2.64137	0.0352496	0.231379	0.0255744	6	9
XPNPEP1	KDpooled_vs_negctrl	9.66002	9.94183	-0.281803	-1.54909	-2.73185	0.0353012	0.231583	0.0015984	6	9
SIK2	KDpooled_vs_negctrl	8.7148	8.2918	0.423001	1.37538	2.52069	0.0353065	0.231583	0.035964	6	9
UNC5C	KDpooled_vs_negctrl	6.63607	6.93947	-0.303406	-1.21399	-2.35939	0.035321	0.231593	0.0495504	6	9
ZNF845	KDpooled_vs_negctrl	11.0375	10.6922	0.345223	1.48792	2.65526	0.0354027	0.232044	0.00759241	6	9
MBTPS2	KDpooled_vs_negctrl	8.11834	7.89118	0.227162	1.51832	2.6925	0.0354589	0.232313	0.0255744	6	9
GHR	KDpooled_vs_negctrl	6.68239	6.5975	0.0848967	1.45627	2.61608	0.0354697	0.232313	0.011988	6	9
FOXJ3	KDpooled_vs_negctrl	11.6949	12.0753	-0.380393	-1.54993	-2.73167	0.035494	0.232388	0.0047952	6	9
MVD	KDpooled_vs_negctrl	10.2006	10.4584	-0.257826	-1.41744	-2.5688	0.0355364	0.232507	0.0175824	6	9
TCHP	KDpooled_vs_negctrl	9.84821	9.61963	0.228582	1.45894	2.61886	0.0355441	0.232507	0.0175824	6	9
C2orf49	KDpooled_vs_negctrl	11.394	11.1125	0.281416	1.34245	2.48138	0.0355511	0.232507	0.0255744	6	9
KRT19	KDpooled_vs_negctrl	18.2191	18.0872	0.131855	1.28991	2.42395	0.035614	0.232834	0.0514119	6	9
TMEM161B	KDpooled_vs_negctrl	11.3022	11.1611	0.141098	1.35043	2.48982	0.0356387	0.232849	0.0879121	6	9
RHOQ	KDpooled_vs_negctrl	10.3982	10.0876	0.310622	1.40635	2.55491	0.0356422	0.232849	0.0047952	6	9
SOCS7	KDpooled_vs_negctrl	7.25363	7.13073	0.122901	1.28712	2.4205	0.0356922	0.233042	0.035964	6	9
SRCRB4D	KDpooled_vs_negctrl	10.1556	9.89273	0.262824	1.47352	2.63572	0.0356977	0.233042	0.0255744	6	9
NTHL1	KDpooled_vs_negctrl	11.9604	12.1166	-0.156233	-1.28962	-2.42246	0.0357767	0.233329	0.0255744	6	9
RPRML	KDpooled_vs_negctrl	7.86114	7.67805	0.18309	1.23902	2.37391	0.0357873	0.233329	0.035964	6	9
RPE	KDpooled_vs_negctrl	11.6281	11.4274	0.200654	1.46198	2.62103	0.0357889	0.233329	0.0495504	6	9
PPP2R3B	KDpooled_vs_negctrl	11.3378	11.5291	-0.191384	-1.25549	-2.3886	0.0357938	0.233329	0.0495504	6	9
TM7SF4	KDpooled_vs_negctrl	6.55447	6.73911	-0.184639	-1.17274	-2.34365	0.0358129	0.233369	0.00759241	6	9
BAD	KDpooled_vs_negctrl	12.4453	12.5485	-0.103258	-1.329	-2.46412	0.035877	0.233702	0.0175824	6	9
SLC25A16	KDpooled_vs_negctrl	8.27695	8.16053	0.116421	1.23232	2.36738	0.035893	0.233721	0.0663337	6	9
TROAP	KDpooled_vs_negctrl	13.3334	13.5493	-0.215853	-1.46783	-2.627	0.0359778	0.234188	0.0255744	6	9
LOC401010	KDpooled_vs_negctrl	8.50022	8.74127	-0.241055	-1.36501	-2.50419	0.0359912	0.234191	0.035964	6	9
RGL4	KDpooled_vs_negctrl	6.56979	6.79915	-0.229365	-1.16209	-2.35546	0.0360143	0.234256	0.0175824	6	9
PDE4B	KDpooled_vs_negctrl	8.02221	7.7748	0.247409	1.46828	2.62697	0.036069	0.234527	0.00759241	6	9
RPL3	KDpooled_vs_negctrl	17.2405	17.4811	-0.240538	-1.43014	-2.58017	0.0361463	0.234883	0.011988	6	9
DHCR24	KDpooled_vs_negctrl	12.1806	12.3802	-0.199573	-1.27398	-2.40376	0.03615	0.234883	0.0879121	6	9
WWC2	KDpooled_vs_negctrl	9.86606	9.60193	0.264129	1.4901	2.653	0.0361941	0.235085	0.035964	6	9
LOC645000	KDpooled_vs_negctrl	15.6522	15.8675	-0.215327	-1.33134	-2.46429	0.0362376	0.235225	0.035964	6	9
SPOCD1	KDpooled_vs_negctrl	7.78363	7.46109	0.322542	1.46885	2.62658	0.0362449	0.235225	0.035964	6	9
TCAM1	KDpooled_vs_negctrl	7.4875	7.05615	0.431356	1.57676	2.76052	0.0362595	0.235225	0.035964	6	9
PCGF1	KDpooled_vs_negctrl	10.1683	10.4628	-0.294549	-1.44096	-2.59247	0.0362681	0.235225	0.0175824	6	9
ATRX	KDpooled_vs_negctrl	10.4974	10.7597	-0.262354	-1.50846	-2.67504	0.0362976	0.23528	0.035964	6	9
LRRC37A4	KDpooled_vs_negctrl	8.80435	8.65399	0.15036	1.48725	2.64874	0.036313	0.23528	0.011988	6	9
TFAP2C	KDpooled_vs_negctrl	9.23269	9.10406	0.128634	1.39675	2.53922	0.0363159	0.23528	0.011988	6	9
RIBC1	KDpooled_vs_negctrl	9.05005	8.61464	0.435405	1.56133	2.74055	0.0363572	0.235352	0.035964	6	9
DIO3	KDpooled_vs_negctrl	12.9212	11.9914	0.929854	1.52708	2.69772	0.0363672	0.235352	0.035964	6	9
C13orf30	KDpooled_vs_negctrl	6.50587	6.41185	0.0940217	1.17037	2.33421	0.0363779	0.235352	0.0879121	6	9
PRCC	KDpooled_vs_negctrl	9.21016	9.308	-0.0978328	-1.18319	-2.33291	0.0364077	0.235352	0.035964	6	9
PTTG2	KDpooled_vs_negctrl	13.5561	13.7173	-0.161159	-1.3312	-2.46299	0.0364092	0.235352	0.035964	6	9
KPNB1	KDpooled_vs_negctrl	15.987	15.7936	0.193398	1.35689	2.49205	0.0364192	0.235352	0.035964	6	9
C1orf95	KDpooled_vs_negctrl	6.78491	6.70322	0.0816878	1.31145	2.44107	0.036428	0.235352	0.0495504	6	9
C11orf20	KDpooled_vs_negctrl	10.1174	10.2897	-0.172305	-1.31697	-2.44706	0.0364338	0.235352	0.0495504	6	9
DTNB	KDpooled_vs_negctrl	10.0111	10.241	-0.229894	-1.3661	-2.5025	0.0364451	0.235352	0.035964	6	9
KIF5B	KDpooled_vs_negctrl	10.0856	9.93137	0.154227	1.2987	2.42672	0.0365177	0.235729	0.0255744	6	9
HSPG2	KDpooled_vs_negctrl	7.43542	7.53944	-0.104017	-1.16076	-2.41509	0.0365297	0.235729	0.181019	6	9
CHST10	KDpooled_vs_negctrl	8.74348	8.86656	-0.123085	-1.2019	-2.33918	0.0365592	0.235834	0.0495504	6	9
FBXO42	KDpooled_vs_negctrl	11.2095	11.0565	0.152974	1.22883	2.35853	0.0365789	0.235877	0.0495504	6	9
DHRS2	KDpooled_vs_negctrl	14.3415	12.9879	1.35356	1.63148	2.82685	0.0366893	0.236443	0.0003996	6	9
CUL2	KDpooled_vs_negctrl	10.2524	9.98611	0.266242	1.18241	2.32902	0.0366931	0.236443	0.0495504	6	9
ZNF581	KDpooled_vs_negctrl	9.90293	10.2086	-0.305619	-1.51824	-2.68457	0.0367186	0.236482	0.035964	6	9
NANOG	KDpooled_vs_negctrl	6.69611	6.84258	-0.146473	-1.29313	-2.41935	0.0367255	0.236482	0.0663337	6	9
HIST1H4E	KDpooled_vs_negctrl	9.59327	9.89853	-0.305263	-1.26876	-2.394	0.0367603	0.236621	0.035964	6	9
KIAA0774	KDpooled_vs_negctrl	7.26025	6.79008	0.470169	1.50788	2.67135	0.0367791	0.236658	0.0663337	6	9
NMU	KDpooled_vs_negctrl	12.4637	12.8382	-0.374444	-1.53855	-2.7091	0.0368402	0.236799	0.013246	6	9
SLC24A6	KDpooled_vs_negctrl	10.026	9.55794	0.468025	1.59759	2.7831	0.0368446	0.236799	0.00759241	6	9
LTV1	KDpooled_vs_negctrl	12.4631	12.649	-0.185929	-1.45382	-2.60449	0.0368507	0.236799	0.0255744	6	9
AP3S1	KDpooled_vs_negctrl	14.6581	14.4411	0.216994	1.3901	2.52797	0.0368553	0.236799	0.0495504	6	9
CPSF3L	KDpooled_vs_negctrl	11.4452	11.5701	-0.124861	-1.31644	-2.44355	0.0368671	0.236799	0.035964	6	9
BRUNOL4	KDpooled_vs_negctrl	8.94944	9.13463	-0.185194	-1.16583	-2.32718	0.0368835	0.23682	0.0495504	6	9
RNF145	KDpooled_vs_negctrl	11.6351	11.9751	-0.340005	-1.46171	-2.61352	0.0369468	0.237141	0.00759241	6	9
KCNH6	KDpooled_vs_negctrl	7.45648	7.31104	0.145441	1.31732	2.44366	0.0369966	0.237309	0.0495504	6	9
WDR40B	KDpooled_vs_negctrl	6.6926	6.77026	-0.0776694	-1.22974	-2.35563	0.0370116	0.237309	0.0495504	6	9
DECR2	KDpooled_vs_negctrl	11.2911	11.0446	0.246529	1.33988	2.46876	0.0370164	0.237309	0.011988	6	9
NPPA	KDpooled_vs_negctrl	7.12153	6.96794	0.153587	1.29968	2.42417	0.0370373	0.237309	0.035964	6	9
CTAGE6	KDpooled_vs_negctrl	10.5511	10.8025	-0.251382	-1.44874	-2.59716	0.037039	0.237309	0.0255744	6	9
CNIH	KDpooled_vs_negctrl	13.2886	13.105	0.183571	1.43823	2.58408	0.037091	0.237557	0.0290951	6	9
VAV3	KDpooled_vs_negctrl	8.21403	7.91664	0.297386	1.31946	2.44508	0.0371393	0.237697	0.0175824	6	9
CAPZB	KDpooled_vs_negctrl	11.7671	11.9408	-0.173674	-1.38799	-2.52363	0.0371513	0.237697	0.011988	6	9
TP53TG5	KDpooled_vs_negctrl	6.98965	6.91863	0.0710222	1.37286	2.50586	0.0371526	0.237697	0.035964	6	9
PARP2	KDpooled_vs_negctrl	12.0972	12.2433	-0.146062	-1.49236	-2.64955	0.0372107	0.237852	0.0495504	6	9
XIRP1	KDpooled_vs_negctrl	6.85219	7.01079	-0.158603	-1.16105	-2.43316	0.0372231	0.237852	0.113487	6	9
WNT3	KDpooled_vs_negctrl	8.91657	8.71394	0.202629	1.36164	2.49236	0.0372268	0.237852	0.0495504	6	9
CCDC82	KDpooled_vs_negctrl	10.7868	10.9319	-0.145087	-1.33191	-2.4583	0.0372425	0.237852	0.035964	6	9
C2orf48	KDpooled_vs_negctrl	6.58931	6.74103	-0.151726	-1.27237	-2.39414	0.037243	0.237852	0.035964	6	9
SMARCA1	KDpooled_vs_negctrl	10.4509	10.7982	-0.347263	-1.52147	-2.68513	0.037285	0.238035	0.011988	6	9
MOCS1	KDpooled_vs_negctrl	6.74822	6.91998	-0.171763	-1.1527	-2.33193	0.0374046	0.238561	0.0663337	6	9
C1orf133	KDpooled_vs_negctrl	9.0845	9.5136	-0.429096	-1.50636	-2.66566	0.0374065	0.238561	0.0255744	6	9
LETM1	KDpooled_vs_negctrl	11.4369	11.5791	-0.142164	-1.34461	-2.47163	0.0374072	0.238561	0.0495504	6	9
DKC1	KDpooled_vs_negctrl	15.2051	15.0264	0.178666	1.44712	2.59276	0.037438	0.238672	0.0175824	6	9
STRA13	KDpooled_vs_negctrl	14.1443	14.3384	-0.194149	-1.38066	-2.51292	0.0374858	0.238888	0.0290951	6	9
RNF44	KDpooled_vs_negctrl	11.474	11.3058	0.168208	1.25624	2.37618	0.0374985	0.238888	0.0495504	6	9
KLRAQ1	KDpooled_vs_negctrl	9.69557	9.53297	0.162599	1.31615	2.43894	0.0375145	0.238905	0.0255744	6	9
UBE2H	KDpooled_vs_negctrl	11.5257	11.2776	0.248154	1.37392	2.50474	0.0375319	0.238931	0.0250148	6	9
SLC25A12	KDpooled_vs_negctrl	11.2087	11.4684	-0.259704	-1.51813	-2.67931	0.0375621	0.238989	0.011988	6	9
GNA13	KDpooled_vs_negctrl	11.5659	11.2834	0.282519	1.19588	2.3253	0.0375718	0.238989	0.0495504	6	9
HBG1	KDpooled_vs_negctrl	6.79685	6.57847	0.218381	1.58037	2.75694	0.0375809	0.238989	0.0495504	6	9
C21orf59	KDpooled_vs_negctrl	13.8841	14.0051	-0.120997	-1.34019	-2.46504	0.0376512	0.239351	0.0591195	6	9
ALS2	KDpooled_vs_negctrl	9.17718	9.29242	-0.115237	-1.3861	-2.51807	0.0376903	0.239493	0.0337357	6	9
HIST1H2BJ	KDpooled_vs_negctrl	10.7608	10.2957	0.465083	1.55037	2.71852	0.03772	0.239493	0.011988	6	9
NECAP1	KDpooled_vs_negctrl	8.55321	8.78229	-0.229079	-1.26063	-2.37883	0.0377283	0.239493	0.0495504	6	9
SHOX2	KDpooled_vs_negctrl	7.66288	7.35443	0.308447	1.44362	2.58666	0.0377457	0.239493	0.0175824	6	9
KIAA1191	KDpooled_vs_negctrl	14.0244	13.8834	0.140938	1.4196	2.55756	0.0377584	0.239493	0.0175824	6	9
ZRSR2	KDpooled_vs_negctrl	11.5468	11.3829	0.163894	1.25809	2.37608	0.0377606	0.239493	0.035964	6	9
AKAP12	KDpooled_vs_negctrl	12.6493	11.7921	0.857251	1.46808	2.61635	0.0377669	0.239493	0.0255744	6	9
ABCA11P	KDpooled_vs_negctrl	7.99689	7.6922	0.30469	1.44673	2.5901	0.0378014	0.239627	0.0175824	6	9
C11orf1	KDpooled_vs_negctrl	10.5739	10.3737	0.200241	1.46409	2.61117	0.0378167	0.239639	0.00759241	6	9
HMOX1	KDpooled_vs_negctrl	14.1698	13.1881	0.981696	1.47536	2.62466	0.0378704	0.239784	0.011988	6	9
CHRD	KDpooled_vs_negctrl	8.38378	8.60892	-0.225134	-1.41963	-2.55687	0.0378775	0.239784	0.035964	6	9
CLDN19	KDpooled_vs_negctrl	6.73924	6.60503	0.134209	1.38567	2.51639	0.0378796	0.239784	0.0255744	6	9
DDX10	KDpooled_vs_negctrl	13.5374	13.6542	-0.116757	-1.36828	-2.49527	0.0379956	0.240374	0.0591195	6	9
FLJ13197	KDpooled_vs_negctrl	6.72382	6.49684	0.226979	1.53954	2.70327	0.0380093	0.240374	0.011988	6	9
CENPB	KDpooled_vs_negctrl	9.65817	9.78396	-0.125792	-1.23745	-2.35447	0.038013	0.240374	0.0255744	6	9
TRA@	KDpooled_vs_negctrl	7.99791	7.75837	0.239534	1.52188	2.68064	0.0381189	0.240959	0.035964	6	9
ABHD4	KDpooled_vs_negctrl	9.61577	9.83917	-0.223394	-1.50314	-2.65686	0.0382127	0.241344	0.011988	6	9
IER2	KDpooled_vs_negctrl	16.4401	16.242	0.198055	1.18811	2.31429	0.0382151	0.241344	0.0879121	6	9
SFXN1	KDpooled_vs_negctrl	12.123	12.1989	-0.0758756	-1.1693	-2.30649	0.0382312	0.241344	0.0879121	6	9
DDA1	KDpooled_vs_negctrl	9.58105	9.76647	-0.185428	-1.31778	-2.43609	0.0382337	0.241344	0.0495504	6	9
PSTPIP1	KDpooled_vs_negctrl	8.66087	7.88039	0.780479	1.54506	2.70864	0.0382614	0.241434	0.0027972	6	9
CCDC6	KDpooled_vs_negctrl	13.9188	13.8011	0.117651	1.35835	2.48199	0.0382773	0.24145	0.0879121	6	9
PSMA3	KDpooled_vs_negctrl	14.5211	14.6741	-0.152981	-1.41593	-2.54961	0.0383458	0.241797	0.011988	6	9
LOC340888	KDpooled_vs_negctrl	6.56203	6.65932	-0.0972906	-1.2515	-2.3652	0.0383674	0.241848	0.0175824	6	9
PDE8B	KDpooled_vs_negctrl	7.74027	7.22155	0.518719	1.54347	2.70573	0.0384176	0.24208	0.0047952	6	9
CYP2C18	KDpooled_vs_negctrl	6.94823	6.80731	0.140923	1.3124	2.42873	0.0384495	0.242141	0.0255744	6	9
LOC642738	KDpooled_vs_negctrl	15.9653	15.8684	0.096975	1.25968	2.37264	0.0384635	0.242141	0.0495504	6	9
TCF12	KDpooled_vs_negctrl	11.6364	11.3384	0.297961	1.18119	2.30801	0.0384678	0.242141	0.0663337	6	9
UBE2N	KDpooled_vs_negctrl	13.7815	13.9775	-0.196066	-1.40187	-2.53165	0.0385367	0.242489	0.0495504	6	9
COL25A1	KDpooled_vs_negctrl	6.51323	6.63381	-0.120584	-1.20325	-2.32115	0.03856	0.242551	0.0879121	6	9
COTL1	KDpooled_vs_negctrl	16.4126	16.2717	0.140897	1.31812	2.43365	0.0386781	0.243208	0.0495504	6	9
C6orf129	KDpooled_vs_negctrl	10.8259	11.6161	-0.790184	-1.60043	-2.77539	0.0387036	0.243223	0.0047952	6	9
SPATA4	KDpooled_vs_negctrl	6.74369	6.61039	0.133301	1.42157	2.5541	0.0387335	0.243223	0.0255744	6	9
KRTAP3-3	KDpooled_vs_negctrl	10.2025	9.18049	1.02205	1.52911	2.68598	0.038735	0.243223	0.0175824	6	9
LOC641518	KDpooled_vs_negctrl	7.19177	6.92378	0.267994	1.54595	2.70691	0.0387427	0.243223	0.0255744	6	9
FUBP1	KDpooled_vs_negctrl	11.6019	11.8257	-0.223846	-1.4728	-2.61632	0.0387481	0.243223	0.0112106	6	9
IMPA1	KDpooled_vs_negctrl	11.5766	11.7849	-0.208288	-1.48412	-2.63013	0.0387651	0.243244	0.0175824	6	9
ANAPC7	KDpooled_vs_negctrl	9.61301	9.89363	-0.280612	-1.39424	-2.52095	0.0388073	0.243424	0.0175824	6	9
C10orf104	KDpooled_vs_negctrl	14.1251	14.0148	0.110304	1.17725	2.3022	0.0388384	0.243534	0.0879121	6	9
LOC100133781	KDpooled_vs_negctrl	8.22928	8.49135	-0.262063	-1.46263	-2.6031	0.0388777	0.243695	0.0255744	6	9
ARNTL2	KDpooled_vs_negctrl	11.4649	12.1801	-0.715136	-1.59068	-2.76183	0.0389237	0.243898	0.0027972	6	9
LRRC45	KDpooled_vs_negctrl	10.3473	10.5581	-0.210815	-1.25344	-2.36291	0.0389598	0.243962	0.035964	6	9
MPHOSPH9	KDpooled_vs_negctrl	8.87735	9.46677	-0.589422	-1.5706	-2.7364	0.0389648	0.243962	0.011988	6	9
C1orf55	KDpooled_vs_negctrl	9.54046	9.19947	0.34099	1.40423	2.53186	0.0389756	0.243962	0.035964	6	9
BCL9	KDpooled_vs_negctrl	7.10485	6.96365	0.1412	1.36429	2.48451	0.0389987	0.243962	0.0495504	6	9
RAVER2	KDpooled_vs_negctrl	7.56155	8.23747	-0.675924	-1.55939	-2.72199	0.039031	0.243962	0.0495504	6	9
CEP27	KDpooled_vs_negctrl	10.3627	10.4619	-0.0992856	-1.26288	-2.37194	0.0390325	0.243962	0.0175824	6	9
NAT5	KDpooled_vs_negctrl	13.896	14.0713	-0.175324	-1.48737	-2.63241	0.0390596	0.243962	0.0290951	6	9
NOTCH1	KDpooled_vs_negctrl	8.83207	9.17082	-0.338754	-1.45327	-2.59061	0.0390598	0.243962	0.0175824	6	9
PNPLA3	KDpooled_vs_negctrl	8.8692	8.58999	0.279204	1.35418	2.47239	0.0390599	0.243962	0.0495504	6	9
AACS	KDpooled_vs_negctrl	11.7756	11.9069	-0.131303	-1.46265	-2.60187	0.0390914	0.243962	0.011988	6	9
BMPR1A	KDpooled_vs_negctrl	9.36629	9.06643	0.299866	1.25735	2.3659	0.0390939	0.243962	0.0495504	6	9
