gene	contrast	mean_KD	mean_CTRL	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
C14orf178	siRNA1_vs_negctrl	6.81621	6.46754	0.348666	12.5605	25.4072	3.08641e-10	2.76019e-06	0.016044	3	9
TNNI3	siRNA1_vs_negctrl	11.3677	10.5	0.867689	12.7004	24.5825	3.67672e-10	2.76019e-06	0.00909091	3	9
PPAT	siRNA1_vs_negctrl	11.1298	11.8867	-0.756894	-12.3362	-25.1456	4.61416e-10	2.76019e-06	0.00909091	3	9
MAGEB6	siRNA1_vs_negctrl	7.87651	6.83289	1.04362	12.4239	25.5979	6.82889e-10	3.06378e-06	0.00909091	3	9
MUC13	siRNA1_vs_negctrl	7.8351	6.85203	0.983069	11.3065	21.7742	1.35462e-09	4.49297e-06	0.00909091	3	9
TCAM1	siRNA1_vs_negctrl	7.81425	7.05615	0.758108	10.5298	20.7489	1.50216e-09	4.49297e-06	0.00909091	3	9
KCTD20	siRNA1_vs_negctrl	9.75768	10.8509	-1.09324	-17.7715	-32.0201	1.75477e-09	4.49874e-06	0.00909091	3	9
NGFR	siRNA1_vs_negctrl	11.375	13.216	-1.84101	-10.687	-21.8988	2.14189e-09	4.8048e-06	0.00909091	3	9
AGFG2	siRNA1_vs_negctrl	9.03639	9.74508	-0.70869	-9.98362	-19.2741	4.08164e-09	8.1388e-06	0.00909091	3	9
DBNDD2	siRNA1_vs_negctrl	12.7068	13.3073	-0.600439	-9.78096	-18.9236	4.63327e-09	8.31486e-06	0.00909091	3	9
LRIG1	siRNA1_vs_negctrl	10.6744	11.6951	-1.02061	-9.49664	-18.216	8.26286e-09	1.34805e-05	0.00909091	3	9
E2F8	siRNA1_vs_negctrl	8.2136	9.43666	-1.22306	-10.3353	-19.4154	9.8193e-09	1.43693e-05	0.00909091	3	9
ADCK2	siRNA1_vs_negctrl	11.3856	10.96	0.425633	8.92957	18.2543	1.04091e-08	1.43693e-05	0.00909091	3	9
FKBP1B	siRNA1_vs_negctrl	10.439	10.1833	0.255663	8.89544	17.1491	1.28386e-08	1.46722e-05	0.00909091	3	9
MAN1A1	siRNA1_vs_negctrl	9.29548	7.97322	1.32225	8.36648	16.7337	1.32733e-08	1.46722e-05	0.00909091	3	9
SAA4	siRNA1_vs_negctrl	6.9142	8.08097	-1.16677	-8.36501	-16.564	1.34839e-08	1.46722e-05	0.00909091	3	9
CPNE3	siRNA1_vs_negctrl	11.4462	11.0178	0.428421	9.52217	19.9162	1.58632e-08	1.46722e-05	0.00909091	3	9
MRPL50	siRNA1_vs_negctrl	13.4252	12.8214	0.603823	8.77802	16.8792	1.58725e-08	1.46722e-05	0.00909091	3	9
NEFH	siRNA1_vs_negctrl	8.06299	7.37673	0.686257	10.3722	21.9548	1.65183e-08	1.46722e-05	0.00909091	3	9
ALB	siRNA1_vs_negctrl	10.5954	7.99216	2.60328	12.4693	22.6023	1.76523e-08	1.46722e-05	0.00909091	3	9
TSPAN5	siRNA1_vs_negctrl	13.9049	12.6672	1.23767	11.2388	20.6328	1.7971e-08	1.46722e-05	0.00909091	3	9
NRM	siRNA1_vs_negctrl	9.91261	10.3218	-0.409146	-8.33934	-16.2376	1.79866e-08	1.46722e-05	0.00909091	3	9
C21orf122	siRNA1_vs_negctrl	9.19781	8.48844	0.709372	10.3385	19.1293	2.26114e-08	1.76428e-05	0.00909091	3	9
FLJ40125	siRNA1_vs_negctrl	11.7069	10.7659	0.940926	12.6128	22.6893	2.67494e-08	2.00019e-05	0.00909091	3	9
ZNF558	siRNA1_vs_negctrl	10.5854	10.1134	0.472068	8.21576	16.9742	3.20361e-08	2.28835e-05	0.00909091	3	9
RAB14	siRNA1_vs_negctrl	10.3572	11.0281	-0.670923	-7.52668	-15.0368	3.64783e-08	2.28835e-05	0.00909091	3	9
NCRNA00094	siRNA1_vs_negctrl	12.9606	12.3698	0.590818	11.5238	20.8443	3.73681e-08	2.28835e-05	0.00909091	3	9
PARP16	siRNA1_vs_negctrl	11.0238	9.95328	1.0705	7.9742	16.4316	3.79013e-08	2.28835e-05	0.00909091	3	9
TALDO1	siRNA1_vs_negctrl	14.8972	15.3955	-0.498251	-7.56305	-14.8831	3.79193e-08	2.28835e-05	0.00909091	3	9
LOC100132832	siRNA1_vs_negctrl	9.0561	8.6468	0.409298	7.85887	16.1346	3.8254e-08	2.28835e-05	0.00909091	3	9
LARP5	siRNA1_vs_negctrl	9.72452	10.6835	-0.959017	-7.56221	-15.3579	4.14646e-08	2.34459e-05	0.00909091	3	9
AURKA	siRNA1_vs_negctrl	13.5362	13.9668	-0.430631	-7.78313	-15.0462	4.1807e-08	2.34459e-05	0.00909091	3	9
BAZ1A	siRNA1_vs_negctrl	9.74259	10.32	-0.577402	-7.38787	-14.9437	4.82011e-08	2.62126e-05	0.00909091	3	9
CSNK2A2	siRNA1_vs_negctrl	12.7623	12.087	0.675331	10.512	19.1129	5.55198e-08	2.93047e-05	0.00909091	3	9
BATF	siRNA1_vs_negctrl	11.5783	10.8637	0.714633	7.15849	14.3291	5.91468e-08	3.03271e-05	0.00909091	3	9
KRTAP1-5	siRNA1_vs_negctrl	8.00529	7.0553	0.949982	7.22085	14.0186	7.59824e-08	3.78772e-05	0.00909091	3	9
PFN2	siRNA1_vs_negctrl	11.3106	11.9812	-0.670547	-8.05275	-15.1697	7.94224e-08	3.8522e-05	0.00909091	3	9
CCDC103	siRNA1_vs_negctrl	9.06406	8.58325	0.480814	7.31658	15.0785	8.20977e-08	3.87717e-05	0.00909091	3	9
NELL2	siRNA1_vs_negctrl	14.2054	12.88	1.32539	7.30961	14.0605	8.73022e-08	4.01724e-05	0.00909091	3	9
LOC644246	siRNA1_vs_negctrl	10.8088	9.94503	0.863761	7.01026	14.3053	9.2181e-08	4.08066e-05	0.00909091	3	9
LRRC57	siRNA1_vs_negctrl	10.7626	10.0376	0.724964	6.83154	13.5514	9.32281e-08	4.08066e-05	0.00909091	3	9
UPF1	siRNA1_vs_negctrl	14.8851	14.3872	0.497886	7.4617	15.5345	1.01168e-07	4.32275e-05	0.00909091	3	9
ATF5	siRNA1_vs_negctrl	11.7027	10.6163	1.08634	9.46985	17.2599	1.09965e-07	4.58937e-05	0.00909091	3	9
SETD4	siRNA1_vs_negctrl	13.1845	12.0784	1.10616	10.6602	19.0472	1.43047e-07	5.75929e-05	0.00909091	3	9
C11orf68	siRNA1_vs_negctrl	10.1981	9.917	0.281141	6.51923	12.9492	1.44416e-07	5.75929e-05	0.00909091	3	9
PRDM1	siRNA1_vs_negctrl	8.33693	7.60228	0.734656	7.30283	13.8313	1.51931e-07	5.90557e-05	0.00909091	3	9
CLUAP1	siRNA1_vs_negctrl	10.554	10.0758	0.478257	7.57182	14.2237	1.54665e-07	5.90557e-05	0.00909091	3	9
NTNG2	siRNA1_vs_negctrl	10.721	9.58255	1.13847	6.42015	12.8111	1.65054e-07	6.10262e-05	0.00909091	3	9
ZKSCAN2	siRNA1_vs_negctrl	10.2425	9.89678	0.345709	6.96748	13.3177	1.66627e-07	6.10262e-05	0.00909091	3	9
CPD	siRNA1_vs_negctrl	8.92131	9.85787	-0.936554	-9.49127	-17.111	2.0082e-07	7.20784e-05	0.00909091	3	9
MUTED	siRNA1_vs_negctrl	11.6641	11.2465	0.417598	9.16404	16.5645	2.26163e-07	7.95826e-05	0.00909091	3	9
TMEM33	siRNA1_vs_negctrl	12.769	12.3746	0.394346	7.43202	13.85	2.59043e-07	8.93259e-05	0.00909091	3	9
FRY	siRNA1_vs_negctrl	7.33652	7.57075	-0.23423	-6.12381	-12.3229	2.63806e-07	8.93259e-05	0.00909091	3	9
SLC38A6	siRNA1_vs_negctrl	10.5454	11.2971	-0.751736	-6.24347	-12.1345	2.90372e-07	9.65005e-05	0.00909091	3	9
DIO3	siRNA1_vs_negctrl	13.6556	11.9914	1.66426	7.38853	13.7339	3.05768e-07	9.84902e-05	0.00909091	3	9
KIAA1257	siRNA1_vs_negctrl	7.71508	6.83015	0.884927	11.3134	19.8186	3.07336e-07	9.84902e-05	0.00909091	3	9
SRRD	siRNA1_vs_negctrl	11.1239	10.7287	0.395261	6.65189	12.62	3.28522e-07	0.000103432	0.00909091	3	9
ZNF45	siRNA1_vs_negctrl	10.3133	9.90915	0.404198	7.2932	13.5533	3.45053e-07	0.000104782	0.00909091	3	9
ADC	siRNA1_vs_negctrl	8.59008	7.99026	0.599819	13.0997	22.5383	3.49624e-07	0.000104782	0.00909091	3	9
ATF4	siRNA1_vs_negctrl	17.188	16.6994	0.488584	6.42298	12.2762	3.50325e-07	0.000104782	0.00909091	3	9
CHCHD3	siRNA1_vs_negctrl	13.4054	13.0939	0.311514	6.3605	13.2227	3.73754e-07	0.000109957	0.00909091	3	9
CCDC92	siRNA1_vs_negctrl	10.8476	10.0184	0.829191	10.4352	18.3799	3.85919e-07	0.000111705	0.00909091	3	9
RPA2	siRNA1_vs_negctrl	13.9608	13.689	0.271786	5.97147	12.2467	4.38067e-07	0.000124787	0.016044	3	9
CAP2	siRNA1_vs_negctrl	7.74876	8.75067	-1.00191	-6.51816	-12.2755	5.17033e-07	0.000143598	0.00909091	3	9
DTL	siRNA1_vs_negctrl	11.0884	11.4741	-0.385686	-6.83851	-12.7468	5.20109e-07	0.000143598	0.00909091	3	9
C19orf48	siRNA1_vs_negctrl	14.6713	14.2954	0.375929	5.81097	11.3212	5.39155e-07	0.000145015	0.00909091	3	9
MTMR14	siRNA1_vs_negctrl	13.865	13.5991	0.265994	6.52099	13.75	5.41403e-07	0.000145015	0.00909091	3	9
NUDT4	siRNA1_vs_negctrl	14.1911	13.8462	0.344939	5.68476	11.5364	5.67196e-07	0.000149293	0.00909091	3	9
RTN2	siRNA1_vs_negctrl	9.4253	8.80225	0.62305	6.03117	12.5296	5.74012e-07	0.000149293	0.00909091	3	9
C10orf97	siRNA1_vs_negctrl	10.8721	10.4774	0.394627	6.35166	11.9942	5.86164e-07	0.000150276	0.00909091	3	9
DICER1	siRNA1_vs_negctrl	10.4352	11.3785	-0.94326	-5.61079	-11.1206	5.98552e-07	0.00015129	0.00909091	3	9
PAG1	siRNA1_vs_negctrl	10.2401	8.85541	1.3847	8.27213	14.8696	6.58192e-07	0.000164054	0.00909091	3	9
BTN2A1	siRNA1_vs_negctrl	9.66439	9.12016	0.544229	5.76263	11.1262	7.08357e-07	0.000174139	0.00909091	3	9
C12orf34	siRNA1_vs_negctrl	11.3402	9.62304	1.71714	13.1651	22.345	7.41804e-07	0.000179898	0.00909091	3	9
SOX4	siRNA1_vs_negctrl	15.167	14.3903	0.776734	6.92793	12.7618	7.86108e-07	0.0001881	0.00909091	3	9
LOC400236	siRNA1_vs_negctrl	10.274	9.77217	0.501824	7.88035	14.1706	9.24557e-07	0.000218317	0.00909091	3	9
TACSTD2	siRNA1_vs_negctrl	8.6283	11.8837	-3.25539	-24.8272	-39.4869	1.02566e-06	0.000239045	0.00909091	3	9
MAP3K7	siRNA1_vs_negctrl	11.3362	10.9388	0.397382	6.69879	12.3323	1.06004e-06	0.000243884	0.00909091	3	9
BEX2	siRNA1_vs_negctrl	14.1358	13.3899	0.745944	5.91387	12.4421	1.0736e-06	0.000243884	0.00909091	3	9
LIMA1	siRNA1_vs_negctrl	10.9972	11.7236	-0.726379	-10.4323	-18.0332	1.09705e-06	0.000246096	0.00909091	3	9
NARFL	siRNA1_vs_negctrl	9.06505	9.59659	-0.53154	-5.35775	-10.9856	1.13649e-06	0.000251796	0.00909091	3	9
ZNF486	siRNA1_vs_negctrl	7.55175	7.05507	0.496672	5.62941	10.7566	1.15639e-06	0.000253081	0.00909091	3	9
RBM19	siRNA1_vs_negctrl	10.3454	11.1238	-0.778392	-7.55464	-13.5967	1.20983e-06	0.000261587	0.00909091	3	9
CORO1B	siRNA1_vs_negctrl	9.58793	9.9931	-0.405169	-5.16013	-10.277	1.26786e-06	0.000268055	0.016044	3	9
GPN2	siRNA1_vs_negctrl	12.7619	12.4339	0.328014	5.24774	10.7232	1.28346e-06	0.000268055	0.00909091	3	9
C3orf71	siRNA1_vs_negctrl	8.19661	7.64984	0.546762	6.29773	11.6786	1.28456e-06	0.000268055	0.00909091	3	9
ZNF271	siRNA1_vs_negctrl	11.079	10.6562	0.42281	5.31322	10.9415	1.33734e-06	0.00027586	0.00909091	3	9
PLEKHH3	siRNA1_vs_negctrl	8.7515	9.55642	-0.804916	-5.36585	-11.1239	1.45068e-06	0.00029584	0.00909091	3	9
GLI2	siRNA1_vs_negctrl	7.28082	7.7112	-0.430373	-5.8874	-12.4757	1.50712e-06	0.000303897	0.00909091	3	9
LONP2	siRNA1_vs_negctrl	11.2123	11.5432	-0.33084	-5.12412	-10.0402	1.56355e-06	0.000311773	0.00909091	3	9
CEP55	siRNA1_vs_negctrl	12.7625	13.3991	-0.636642	-5.04153	-10.1758	1.59915e-06	0.000315367	0.00909091	3	9
ZNF480	siRNA1_vs_negctrl	10.3755	9.91664	0.458869	5.02542	9.98875	1.62875e-06	0.000317712	0.00909091	3	9
FOXM1	siRNA1_vs_negctrl	12.3122	12.7829	-0.470711	-5.07072	-10.3567	1.72455e-06	0.000332782	0.00909091	3	9
DARS	siRNA1_vs_negctrl	14.9453	14.5756	0.369726	4.98555	9.88469	1.77684e-06	0.000339225	0.00909091	3	9
TXNDC13	siRNA1_vs_negctrl	12.6242	11.4778	1.14645	6.84467	12.3988	1.86173e-06	0.000351339	0.00909091	3	9
NUP205	siRNA1_vs_negctrl	13.4487	13.6719	-0.223258	-5.37366	-11.2421	1.88997e-06	0.000351339	0.00909091	3	9
ZNF446	siRNA1_vs_negctrl	11.5046	10.9473	0.557234	5.87993	10.9524	1.89902e-06	0.000351339	0.00909091	3	9
BARD1	siRNA1_vs_negctrl	10.5823	10.9056	-0.323316	-4.9392	-10.0066	1.97711e-06	0.000362053	0.00909091	3	9
VPS37C	siRNA1_vs_negctrl	12.8572	12.3976	0.459571	8.77142	15.3039	2.03461e-06	0.00036882	0.00909091	3	9
MPZL3	siRNA1_vs_negctrl	10.0339	9.43638	0.597531	5.9223	10.9781	2.16025e-06	0.000384401	0.00909091	3	9
GTSE1	siRNA1_vs_negctrl	10.7169	11.28	-0.563117	-7.617	-13.5302	2.16341e-06	0.000384401	0.00909091	3	9
DCUN1D1	siRNA1_vs_negctrl	11.1089	10.4315	0.677419	4.91803	9.64968	2.23119e-06	0.000392559	0.00909091	3	9
EFCAB4B	siRNA1_vs_negctrl	8.72979	8.30694	0.422858	4.95961	9.66979	2.27373e-06	0.000395428	0.00909091	3	9
PPAP2B	siRNA1_vs_negctrl	10.4251	9.71523	0.709871	9.06079	15.7064	2.29157e-06	0.000395428	0.00909091	3	9
FBXL10	siRNA1_vs_negctrl	9.19585	9.56736	-0.371507	-5.01496	-10.3554	2.33289e-06	0.000398724	0.00909091	3	9
MFSD11	siRNA1_vs_negctrl	10.2902	11.3211	-1.03089	-11.7253	-19.7027	2.41349e-06	0.000407832	0.00909091	3	9
PRH2	siRNA1_vs_negctrl	8.2867	7.83128	0.455421	4.89737	10.0277	2.43163e-06	0.000407832	0.00909091	3	9
DHX33	siRNA1_vs_negctrl	10.0502	10.9694	-0.919182	-10.2255	-17.4439	2.45666e-06	0.000408216	0.00909091	3	9
SMOX	siRNA1_vs_negctrl	11.9245	11.1738	0.750752	8.6689	15.0723	2.60991e-06	0.000429702	0.00909091	3	9
IFT20	siRNA1_vs_negctrl	11.7513	11.1943	0.557009	6.99896	12.5365	2.65441e-06	0.000433055	0.00909091	3	9
LRRC56	siRNA1_vs_negctrl	11.1931	10.3215	0.871566	9.37586	16.1198	2.79137e-06	0.000449566	0.00909091	3	9
GTPBP1	siRNA1_vs_negctrl	12.9495	12.6742	0.275219	4.81055	9.84447	2.81604e-06	0.000449566	0.00909091	3	9
LOC100009676	siRNA1_vs_negctrl	8.69546	8.04389	0.65157	5.19477	10.9125	2.85107e-06	0.000449566	0.00909091	3	9
B3GALT6	siRNA1_vs_negctrl	14.0637	13.446	0.617617	6.01671	11.0415	2.85582e-06	0.000449566	0.016044	3	9
SLC24A1	siRNA1_vs_negctrl	8.94312	8.29818	0.644939	5.27742	9.94553	3.11671e-06	0.000486369	0.00909091	3	9
TRADD	siRNA1_vs_negctrl	12.6658	12.2221	0.443689	4.94549	9.48664	3.28516e-06	0.000508238	0.00909091	3	9
MICALL1	siRNA1_vs_negctrl	8.71254	8.23498	0.47756	5.18162	10.9271	3.3355e-06	0.000510426	0.00909091	3	9
LRRC37B2	siRNA1_vs_negctrl	9.46488	9.74282	-0.277941	-4.63125	-9.26503	3.3562e-06	0.000510426	0.00909091	3	9
RRS1	siRNA1_vs_negctrl	12.6285	13.0165	-0.387998	-4.61532	-9.19515	3.49331e-06	0.000526815	0.00909091	3	9
PPARGC1B	siRNA1_vs_negctrl	7.56336	8.52593	-0.96257	-4.97998	-9.50331	3.53645e-06	0.000527866	0.00909091	3	9
RCN2	siRNA1_vs_negctrl	12.79	13.2292	-0.439141	-4.78289	-9.26083	3.58238e-06	0.000527866	0.00909091	3	9
DHX58	siRNA1_vs_negctrl	9.36076	8.74545	0.615314	4.64099	9.14501	3.58853e-06	0.000527866	0.00909091	3	9
HTRA3	siRNA1_vs_negctrl	10.5393	9.30745	1.2319	6.61935	11.8801	3.62752e-06	0.000529264	0.00909091	3	9
ZNF678	siRNA1_vs_negctrl	8.98354	8.41413	0.569412	4.59911	9.3069	3.69419e-06	0.000534644	0.00909091	3	9
LOC541469	siRNA1_vs_negctrl	9.80259	9.35931	0.443279	4.54583	9.13101	3.97151e-06	0.000570181	0.00909091	3	9
OGG1	siRNA1_vs_negctrl	11.7912	11.209	0.582174	7.42558	13.0663	4.02675e-06	0.000571206	0.00909091	3	9
PTPRU	siRNA1_vs_negctrl	8.09612	8.38403	-0.287904	-4.95864	-9.42957	4.0423e-06	0.000571206	0.00909091	3	9
AL022344.6	siRNA1_vs_negctrl	6.94995	6.77152	0.178426	4.56845	9.31218	4.18542e-06	0.000586809	0.00909091	3	9
ZNF707	siRNA1_vs_negctrl	10.4664	10.1287	0.337724	4.87886	9.30459	4.29815e-06	0.000597942	0.00909091	3	9
THNSL2	siRNA1_vs_negctrl	10.2677	9.8595	0.408197	4.53368	8.95091	4.34662e-06	0.00059826	0.00909091	3	9
LGALS3	siRNA1_vs_negctrl	14.4274	13.8351	0.5923	4.96202	9.40865	4.36711e-06	0.00059826	0.00909091	3	9
CSNK1A1L	siRNA1_vs_negctrl	11.8589	11.498	0.360864	4.76744	9.14852	4.49308e-06	0.000610854	0.00909091	3	9
CABYR	siRNA1_vs_negctrl	10.0386	9.50312	0.5355	6.07648	11.007	4.55632e-06	0.000614795	0.00909091	3	9
SNX19	siRNA1_vs_negctrl	10.4575	10.2016	0.25596	4.52896	8.89963	4.60942e-06	0.000615037	0.00909091	3	9
SMN1	siRNA1_vs_negctrl	14.7955	14.5425	0.253072	4.52895	9.25078	4.62666e-06	0.000615037	0.00909091	3	9
ASB7	siRNA1_vs_negctrl	8.4634	8.09799	0.365409	4.58147	9.43673	4.77236e-06	0.000629741	0.00909091	3	9
ZNF498	siRNA1_vs_negctrl	10.3427	9.78688	0.555812	4.57483	9.42505	4.84995e-06	0.000635308	0.00909091	3	9
ZNF101	siRNA1_vs_negctrl	10.3622	9.89265	0.469574	4.98435	9.40082	4.93077e-06	0.000641215	0.00909091	3	9
GBP5	siRNA1_vs_negctrl	7.87482	7.04241	0.832408	14.7019	23.7552	5.00595e-06	0.000643593	0.00909091	3	9
LOC222699	siRNA1_vs_negctrl	9.30604	8.76251	0.543522	4.92979	9.31965	5.04237e-06	0.000643593	0.00909091	3	9
EPHA10	siRNA1_vs_negctrl	8.73641	8.31582	0.420591	4.68393	9.00231	5.05665e-06	0.000643593	0.00909091	3	9
INHBA	siRNA1_vs_negctrl	9.02769	8.20587	0.821819	10.0737	16.9552	5.12716e-06	0.000647972	0.00909091	3	9
GPR35	siRNA1_vs_negctrl	7.582	7.1711	0.410904	4.54922	9.38175	5.1815e-06	0.00065026	0.00909091	3	9
LOC400684	siRNA1_vs_negctrl	9.03556	8.32297	0.712589	5.62637	10.3044	5.23003e-06	0.000651793	0.00909091	3	9
CMTM4	siRNA1_vs_negctrl	12.2021	12.0254	0.176709	4.44647	8.75	5.34611e-06	0.000661664	0.00909091	3	9
RG9MTD3	siRNA1_vs_negctrl	9.92878	9.53583	0.392943	4.38148	8.78976	5.50237e-06	0.000669758	0.00909091	3	9
C1orf55	siRNA1_vs_negctrl	9.79726	9.19947	0.597793	4.79155	9.10695	5.5107e-06	0.000669758	0.00909091	3	9
TYW3	siRNA1_vs_negctrl	12.2881	12.1255	0.162647	4.82703	10.167	5.55308e-06	0.000669758	0.00909091	3	9
POLA2	siRNA1_vs_negctrl	11.6662	12.2182	-0.55197	-7.2476	-12.7079	5.56079e-06	0.000669758	0.00909091	3	9
DCUN1D2	siRNA1_vs_negctrl	10.2615	9.82103	0.440424	5.78511	10.5179	5.65912e-06	0.000677057	0.00909091	3	9
MAP4K4	siRNA1_vs_negctrl	12.2421	11.9929	0.249212	4.37473	8.85164	5.73187e-06	0.000681219	0.00909091	3	9
GTF2IRD2	siRNA1_vs_negctrl	12.1101	11.7722	0.337887	4.59509	8.83453	5.93309e-06	0.000700495	0.00909091	3	9
LOC644192	siRNA1_vs_negctrl	6.82349	6.46891	0.354583	5.22172	9.67491	6.09212e-06	0.00071457	0.00909091	3	9
RNASEH2C	siRNA1_vs_negctrl	15.358	15.0107	0.347293	6.58505	11.6674	6.63684e-06	0.000773407	0.00909091	3	9
UTP14C	siRNA1_vs_negctrl	9.13425	9.52184	-0.387588	-4.28454	-8.5422	6.77184e-06	0.000784048	0.00909091	3	9
THAP8	siRNA1_vs_negctrl	11.1827	10.7756	0.407054	7.53489	13.0765	6.8908e-06	0.000792707	0.00909091	3	9
STOML1	siRNA1_vs_negctrl	12.6041	12.0459	0.558198	5.94941	10.7075	6.96638e-06	0.000796298	0.00909091	3	9
PAWR	siRNA1_vs_negctrl	10.7104	11.9618	-1.25142	-7.97347	-13.7148	7.26764e-06	0.000825475	0.00909091	3	9
SOCS2	siRNA1_vs_negctrl	10.9537	10.6931	0.260534	4.41814	8.53435	7.56728e-06	0.000849654	0.00909091	3	9
DEM1	siRNA1_vs_negctrl	10.377	10.0936	0.28339	4.22963	8.43796	7.57521e-06	0.000849654	0.00909091	3	9
EHBP1L1	siRNA1_vs_negctrl	9.43209	9.97874	-0.546653	-4.90411	-9.15919	7.70623e-06	0.000858981	0.00909091	3	9
PDRG1	siRNA1_vs_negctrl	14.4821	14.031	0.451084	6.3759	11.3066	7.96845e-06	0.000882727	0.00909091	3	9
MIZF	siRNA1_vs_negctrl	12.6717	12.2199	0.451738	4.28834	8.81533	8.05774e-06	0.000887142	0.00909091	3	9
BRI3BP	siRNA1_vs_negctrl	12.6909	12.4412	0.249697	4.20182	8.52251	8.26859e-06	0.000904806	0.00909091	3	9
SEH1L	siRNA1_vs_negctrl	14.2396	13.808	0.431611	7.30945	12.6854	8.32752e-06	0.000905731	0.016044	3	9
ZSCAN20	siRNA1_vs_negctrl	9.51101	9.07282	0.438192	4.2656	8.33623	8.43598e-06	0.000912001	0.00909091	3	9
FAM149B1	siRNA1_vs_negctrl	11.2314	10.8065	0.424877	5.85997	10.5206	8.59145e-06	0.000923246	0.00909091	3	9
VPS4B	siRNA1_vs_negctrl	11.645	11.3366	0.308457	5.58418	10.0961	9.19349e-06	0.000982062	0.00909091	3	9
HEATR1	siRNA1_vs_negctrl	12.6581	12.0451	0.612974	7.34522	12.7081	9.25047e-06	0.000982301	0.00909091	3	9
DCUN1D3	siRNA1_vs_negctrl	12.1538	11.5307	0.623124	5.47588	9.93112	9.40829e-06	0.000993184	0.00909091	3	9
CXorf51	siRNA1_vs_negctrl	6.88582	6.56774	0.318083	6.64495	11.6587	9.53303e-06	0.00100047	0.00909091	3	9
AMIGO3	siRNA1_vs_negctrl	8.8056	8.49264	0.312959	4.12194	8.34044	9.62391e-06	0.00100413	0.00909091	3	9
IRAK4	siRNA1_vs_negctrl	8.40565	7.92298	0.482677	4.23287	8.21603	1.00539e-05	0.00104294	0.00909091	3	9
GART	siRNA1_vs_negctrl	13.4894	13.914	-0.424577	-6.16286	-10.9139	1.06289e-05	0.00109624	0.00909091	3	9
LOC100130360	siRNA1_vs_negctrl	8.04265	7.72036	0.322284	4.30408	8.99436	1.08906e-05	0.00111681	0.00909091	3	9
ASNS	siRNA1_vs_negctrl	16.1884	15.7713	0.417069	4.16707	8.10488	1.11366e-05	0.00113206	0.00909091	3	9
ARRDC2	siRNA1_vs_negctrl	10.951	10.2507	0.700283	8.24404	13.9805	1.11655e-05	0.00113206	0.00909091	3	9
STUB1	siRNA1_vs_negctrl	13.5514	13.9611	-0.409617	-4.05092	-8.02653	1.14711e-05	0.00115652	0.00909091	3	9
CTNND1	siRNA1_vs_negctrl	7.80793	8.3003	-0.492364	-4.03927	-8.24344	1.21951e-05	0.00122264	0.00909091	3	9
PVRL2	siRNA1_vs_negctrl	12.7992	13.4671	-0.66784	-4.73583	-8.79374	1.2336e-05	0.0012299	0.00909091	3	9
C18orf19	siRNA1_vs_negctrl	11.4778	11.0747	0.403107	4.127	8.00169	1.27724e-05	0.00125947	0.00909091	3	9
HIST1H2BB	siRNA1_vs_negctrl	11.0946	10.6299	0.464764	4.58069	8.56861	1.2773e-05	0.00125947	0.00909091	3	9
DERL1	siRNA1_vs_negctrl	12.6861	12.3232	0.362911	4.3273	8.22315	1.31444e-05	0.00128901	0.00909091	3	9
RAD23B	siRNA1_vs_negctrl	13.7696	14.3818	-0.612197	-4.14331	-7.99322	1.35413e-05	0.00132072	0.00909091	3	9
RBM34	siRNA1_vs_negctrl	13.0841	12.7842	0.29986	3.94047	7.88003	1.39943e-05	0.00135752	0.00909091	3	9
ZNF614	siRNA1_vs_negctrl	10.1895	9.28847	0.901073	6.03326	10.6446	1.42751e-05	0.00137731	0.00909091	3	9
WDR21A	siRNA1_vs_negctrl	13.0308	12.5043	0.52651	7.63291	12.9994	1.44381e-05	0.00138559	0.00909091	3	9
BCL7C	siRNA1_vs_negctrl	10.9542	10.6196	0.334547	6.01353	10.6029	1.49741e-05	0.00142939	0.00909091	3	9
ATF1	siRNA1_vs_negctrl	10.9649	10.0904	0.874546	5.52247	9.87549	1.52903e-05	0.00145185	0.00909091	3	9
PSD3	siRNA1_vs_negctrl	8.62655	9.15817	-0.531621	-4.08599	-7.87739	1.54588e-05	0.00146012	0.00909091	3	9
TMEM50B	siRNA1_vs_negctrl	11.0885	11.4102	-0.321718	-3.91352	-7.74216	1.56821e-05	0.00147346	0.00909091	3	9
GNL1	siRNA1_vs_negctrl	11.194	11.3741	-0.180111	-4.01026	-8.31432	1.61694e-05	0.00150434	0.00909091	3	9
ROR1	siRNA1_vs_negctrl	7.86514	8.68081	-0.815674	-5.58659	-9.95506	1.61784e-05	0.00150434	0.00909091	3	9
CPNE2	siRNA1_vs_negctrl	8.48415	9.0496	-0.565444	-4.30552	-8.12431	1.64884e-05	0.00152526	0.00909091	3	9
XPO4	siRNA1_vs_negctrl	10.3281	9.89528	0.432844	4.07211	7.82537	1.69771e-05	0.00156241	0.00909091	3	9
ZNF737	siRNA1_vs_negctrl	9.36677	8.7293	0.63747	3.86557	7.85884	1.71367e-05	0.00156906	0.00909091	3	9
YPEL1	siRNA1_vs_negctrl	9.92881	9.36179	0.567023	5.83845	10.3033	1.75763e-05	0.0015962	0.00909091	3	9
NPPC	siRNA1_vs_negctrl	7.0138	6.80142	0.21238	3.97845	8.25791	1.7611e-05	0.0015962	0.00909091	3	9
