gene	contrast	mean_KO	mean_WT	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
Pde3a	Trop2_KO_vs_WT	7.07487	6.8815	0.193373	0.473867	0.74925	0.475897	0.966901	0.547619	5	5
Pigv	Trop2_KO_vs_WT	6.88027	7.01069	-0.130415	-0.476961	-0.754142	0.47601	0.966901	0.690476	5	5
Timm44	Trop2_KO_vs_WT	8.80795	8.87809	-0.0701452	-0.476014	-0.752645	0.476013	0.966901	0.690476	5	5
Stxbp5	Trop2_KO_vs_WT	9.36041	9.50811	-0.147697	-0.476448	-0.75333	0.476033	0.966901	0.547619	5	5
Rpsa-ps4	Trop2_KO_vs_WT	4.87143	4.66697	0.204456	0.477191	0.754505	0.476145	0.966901	0.420635	5	5
Thoc2l	Trop2_KO_vs_WT	7.40875	7.05634	0.352414	0.478217	0.756127	0.476186	0.966901	0.84127	5	5
Carinh	Trop2_KO_vs_WT	6.57461	6.25614	0.31847	0.478747	0.756966	0.476335	0.966901	0.420635	5	5
Gm9104	Trop2_KO_vs_WT	3.65767	3.89331	-0.235647	-0.481544	-0.761388	0.47634	0.966901	0.84127	5	5
Pigt	Trop2_KO_vs_WT	9.65354	9.86476	-0.211224	-0.489114	-0.773357	0.476392	0.966901	1	5	5
Adam33	Trop2_KO_vs_WT	8.0415	7.87883	0.162671	0.484396	0.765897	0.476429	0.966901	0.547619	5	5
Clcn2	Trop2_KO_vs_WT	6.14622	5.88561	0.260616	0.472517	0.747115	0.476471	0.966901	0.547619	5	5
Gpr146	Trop2_KO_vs_WT	8.3398	8.51223	-0.172425	-0.47735	-0.754756	0.476634	0.966901	0.547619	5	5
Pon2	Trop2_KO_vs_WT	9.50836	9.59587	-0.0875059	-0.48366	-0.764734	0.476652	0.966901	0.547619	5	5
Tmem119	Trop2_KO_vs_WT	8.58101	8.75465	-0.173642	-0.472209	-0.746629	0.476656	0.966901	0.547619	5	5
Fam72a	Trop2_KO_vs_WT	4.89117	5.1083	-0.21713	-0.472678	-0.74737	0.476694	0.966901	0.420635	5	5
Uvrag	Trop2_KO_vs_WT	8.75628	8.68759	0.0686919	0.482966	0.763636	0.476695	0.966901	0.222222	5	5
Ecm2	Trop2_KO_vs_WT	6.47369	6.70652	-0.232827	-0.482102	-0.76227	0.476715	0.966901	0.309524	5	5
Sp3	Trop2_KO_vs_WT	11.5009	11.3987	0.102179	0.472219	0.746644	0.476777	0.966901	0.690476	5	5
Gm9888	Trop2_KO_vs_WT	4.88809	4.65832	0.229775	0.48034	0.759485	0.476806	0.966901	0.547619	5	5
Rai1	Trop2_KO_vs_WT	9.68639	10.0265	-0.340108	-0.473328	-0.748397	0.476991	0.966901	0.547619	5	5
2510039O18Rik	Trop2_KO_vs_WT	9.08518	9.24818	-0.162996	-0.476026	-0.752663	0.477033	0.966901	0.547619	5	5
Snora73a	Trop2_KO_vs_WT	5.64636	5.33724	0.309115	0.47308	0.748005	0.477047	0.966901	0.547619	5	5
Tmem59l	Trop2_KO_vs_WT	3.62949	3.36981	0.259677	0.471874	0.746098	0.477078	0.966901	0.547619	5	5
Ttc14	Trop2_KO_vs_WT	10.9121	10.6664	0.245684	0.491583	0.777261	0.477083	0.966901	1	5	5
Pcdhb18	Trop2_KO_vs_WT	8.09964	7.73477	0.364878	0.473343	0.748421	0.477085	0.966901	0.690476	5	5
Cercam	Trop2_KO_vs_WT	6.56638	6.824	-0.257613	-0.480594	-0.759886	0.477137	0.966901	0.547619	5	5
Msra	Trop2_KO_vs_WT	6.55914	6.41683	0.142304	0.474277	0.749898	0.477229	0.966901	0.690476	5	5
Cracr2b	Trop2_KO_vs_WT	6.23653	6.40566	-0.169131	-0.471547	-0.745581	0.477272	0.966901	0.690476	5	5
Lrrtm2	Trop2_KO_vs_WT	8.44579	8.0355	0.410292	0.478021	0.755817	0.477273	0.966901	0.84127	5	5
Chst11	Trop2_KO_vs_WT	9.38245	9.19843	0.184027	0.480299	0.75942	0.477289	0.966901	0.547619	5	5
Gm24879	Trop2_KO_vs_WT	4.12121	3.70468	0.41653	0.474958	0.750974	0.47729	0.966901	0.547619	5	5
Tomm40	Trop2_KO_vs_WT	8.49695	8.76077	-0.263817	-0.471701	-0.745824	0.47729	0.966901	0.547619	5	5
Ints6l	Trop2_KO_vs_WT	8.00746	7.78595	0.221516	0.478956	0.757295	0.477302	0.966901	0.420635	5	5
Gm13898	Trop2_KO_vs_WT	3.52521	3.80755	-0.282335	-0.472656	-0.747335	0.477323	0.966901	0.420635	5	5
Ptpre	Trop2_KO_vs_WT	9.72833	9.87269	-0.144361	-0.471477	-0.74547	0.477436	0.966901	0.420635	5	5
Tcaf1	Trop2_KO_vs_WT	10.5405	10.2051	0.335371	0.475578	0.751955	0.477437	0.966901	0.690476	5	5
8030451A03Rik	Trop2_KO_vs_WT	6.53366	5.97893	0.554733	0.486844	0.769768	0.477477	0.966901	0.84127	5	5
Galnt16	Trop2_KO_vs_WT	5.65151	6.2032	-0.551687	-0.471454	-0.745435	0.477498	0.966901	0.547619	5	5
Slc68a1	Trop2_KO_vs_WT	6.14168	6.32938	-0.187694	-0.471625	-0.745705	0.477534	0.966901	0.690476	5	5
Tigit	Trop2_KO_vs_WT	6.1885	5.8408	0.347708	0.478082	0.755914	0.477561	0.966901	0.84127	5	5
Rpp21	Trop2_KO_vs_WT	7.36633	7.16394	0.20239	0.4713	0.745191	0.477579	0.966901	0.690476	5	5
Bend5	Trop2_KO_vs_WT	7.82445	8.0404	-0.215949	-0.471075	-0.744835	0.477688	0.966901	0.690476	5	5
Rgs10	Trop2_KO_vs_WT	7.86229	7.65789	0.204398	0.477852	0.75555	0.477703	0.966901	0.547619	5	5
Art1	Trop2_KO_vs_WT	3.93667	5.42262	-1.48596	-0.47258	-0.747214	0.477793	0.966901	0.463344	5	5
Slc6a20b	Trop2_KO_vs_WT	6.23865	5.91924	0.319416	0.47704	0.754266	0.477839	0.966901	0.547619	5	5
S100a3	Trop2_KO_vs_WT	3.1503	3.45566	-0.305357	-0.471286	-0.745169	0.477846	0.966901	0.420635	5	5
H2-T11-ps	Trop2_KO_vs_WT	7.15989	6.98823	0.171657	0.479905	0.758796	0.477877	0.966901	0.84127	5	5
Agpat2	Trop2_KO_vs_WT	8.21499	8.43695	-0.221958	-0.472109	-0.746469	0.477907	0.966901	0.84127	5	5
Adam22	Trop2_KO_vs_WT	5.98874	6.29535	-0.306613	-0.476489	-0.753396	0.477961	0.966901	0.690476	5	5
Ubp1	Trop2_KO_vs_WT	10.2486	10.1422	0.106456	0.470723	0.744278	0.478024	0.966901	0.547619	5	5
Rps3	Trop2_KO_vs_WT	12.5512	12.3075	0.243688	0.471473	0.745464	0.478058	0.966901	0.84127	5	5
Srp54c	Trop2_KO_vs_WT	8.82076	8.66645	0.154311	0.476001	0.752623	0.478099	0.966901	0.690476	5	5
Arv1	Trop2_KO_vs_WT	7.32062	7.50707	-0.186449	-0.470835	-0.744456	0.478136	0.966901	0.420635	5	5
Gm37436	Trop2_KO_vs_WT	6.08004	5.69933	0.380712	0.475121	0.751232	0.478144	0.966901	0.690476	5	5
Chaserr	Trop2_KO_vs_WT	10.3402	10.1265	0.213687	0.486035	0.768489	0.478185	0.966901	1	5	5
Chst7	Trop2_KO_vs_WT	4.42619	4.64499	-0.218801	-0.471074	-0.744834	0.478289	0.966901	0.690476	5	5
Mybpc1	Trop2_KO_vs_WT	5.30426	6.94708	-1.64282	-0.475136	-0.751256	0.47836	0.966901	0.309524	5	5
Bub1b	Trop2_KO_vs_WT	9.45748	9.61986	-0.162375	-0.470286	-0.743588	0.478398	0.966901	0.420635	5	5
Kdm6b	Trop2_KO_vs_WT	9.19839	9.59992	-0.401525	-0.475974	-0.752581	0.478458	0.966901	0.84127	5	5
Creg1	Trop2_KO_vs_WT	8.98258	8.71223	0.270357	0.470189	0.743434	0.478543	0.966901	0.547619	5	5
Rrp1	Trop2_KO_vs_WT	9.57968	9.71344	-0.133764	-0.482939	-0.763593	0.478604	0.966901	0.84127	5	5
Sec16b	Trop2_KO_vs_WT	6.07096	6.28372	-0.212753	-0.470369	-0.743719	0.47861	0.966901	0.547619	5	5
Entpd6	Trop2_KO_vs_WT	6.66425	6.79123	-0.12698	-0.483234	-0.764061	0.478908	0.966901	1	5	5
Ighg1	Trop2_KO_vs_WT	3.15422	4.30982	-1.1556	-0.471086	-0.744853	0.478966	0.966901	0.84127	5	5
Misp	Trop2_KO_vs_WT	8.69788	8.86443	-0.166546	-0.469963	-0.743077	0.479017	0.966901	0.547619	5	5
Gm2011	Trop2_KO_vs_WT	5.52348	5.7207	-0.19722	-0.47435	-0.750014	0.479055	0.966901	0.690476	5	5
Cdkn2c	Trop2_KO_vs_WT	9.84659	9.99553	-0.148938	-0.469933	-0.74303	0.479065	0.966901	0.420635	5	5
A530013C23Rik	Trop2_KO_vs_WT	5.36322	5.10915	0.254078	0.477335	0.754733	0.479129	0.966901	0.420635	5	5
Map7d3	Trop2_KO_vs_WT	3.93634	3.26255	0.673792	0.486435	0.769121	0.479151	0.966901	0.84127	5	5
Gm17477	Trop2_KO_vs_WT	7.11006	6.81571	0.294346	0.479656	0.758402	0.479172	0.966901	0.84127	5	5
Lpl	Trop2_KO_vs_WT	9.31675	9.82076	-0.50401	-0.470446	-0.74384	0.479207	0.966901	0.547619	5	5
Ubxn7	Trop2_KO_vs_WT	10.9274	11.0645	-0.13712	-0.473266	-0.748299	0.479256	0.966901	0.420635	5	5
Prkag3	Trop2_KO_vs_WT	1.89192	2.75984	-0.867925	-0.486878	-0.769822	0.47929	0.966901	0.690476	5	5
Qtrt1	Trop2_KO_vs_WT	7.4944	7.35801	0.136392	0.471063	0.744816	0.479298	0.966901	0.690476	5	5
Mtarc2	Trop2_KO_vs_WT	9.74702	9.84271	-0.0956894	-0.46927	-0.741981	0.47932	0.966901	0.84127	5	5
Anapc10	Trop2_KO_vs_WT	8.22433	8.06775	0.156586	0.470068	0.743243	0.479414	0.966901	0.420635	5	5
Nrap	Trop2_KO_vs_WT	5.82363	7.16952	-1.34589	-0.475209	-0.751372	0.479487	0.966901	0.420635	5	5
Anxa6	Trop2_KO_vs_WT	11.1515	11.285	-0.133526	-0.483041	-0.763756	0.479538	0.966901	0.690476	5	5
Spock2	Trop2_KO_vs_WT	4.16067	4.47934	-0.318666	-0.485864	-0.768218	0.479552	0.966901	0.690476	5	5
Mtmr1	Trop2_KO_vs_WT	8.53927	8.63332	-0.0940505	-0.489074	-0.773293	0.479642	0.966901	1	5	5
Dnajc3	Trop2_KO_vs_WT	11.0801	10.9673	0.112773	0.469356	0.742116	0.479709	0.966901	0.690476	5	5
Tmem127	Trop2_KO_vs_WT	10.1278	10.2428	-0.114943	-0.478934	-0.757261	0.479772	0.966901	0.690476	5	5
Srd5a3	Trop2_KO_vs_WT	8.12816	8.24634	-0.118179	-0.471497	-0.745503	0.479796	0.966901	0.690476	5	5
Ice2	Trop2_KO_vs_WT	8.94843	8.7853	0.163132	0.470716	0.744268	0.479827	0.966901	0.690476	5	5
Gm43331	Trop2_KO_vs_WT	6.38965	6.6428	-0.253152	-0.480223	-0.7593	0.479879	0.966901	1	5	5
Ppfia1	Trop2_KO_vs_WT	9.72854	9.86527	-0.136721	-0.469419	-0.742217	0.479987	0.966901	0.547619	5	5
Tmem268	Trop2_KO_vs_WT	7.91823	7.82976	0.0884747	0.469664	0.742604	0.479997	0.966901	0.84127	5	5
G430095P16Rik	Trop2_KO_vs_WT	5.56282	5.29083	0.271993	0.473471	0.748624	0.480041	0.966901	0.84127	5	5
Tram2	Trop2_KO_vs_WT	9.32149	9.598	-0.276512	-0.469544	-0.742414	0.480083	0.966901	0.420635	5	5
Txndc16	Trop2_KO_vs_WT	8.37751	8.21267	0.164832	0.483172	0.763963	0.480194	0.966901	0.690476	5	5
Wdr35	Trop2_KO_vs_WT	7.89604	7.66822	0.227819	0.474496	0.750244	0.480265	0.966901	0.84127	5	5
Fbxo6	Trop2_KO_vs_WT	8.16914	8.32081	-0.151669	-0.468216	-0.740315	0.480295	0.966901	0.84127	5	5
Gm42481	Trop2_KO_vs_WT	3.60424	3.09148	0.512762	0.489517	0.773995	0.480365	0.966901	0.690476	5	5
Meak7	Trop2_KO_vs_WT	6.92735	7.07423	-0.146883	-0.472913	-0.747741	0.48038	0.966901	0.547619	5	5
Dnajc2	Trop2_KO_vs_WT	9.33903	9.5183	-0.179265	-0.468227	-0.740332	0.480405	0.966901	0.547619	5	5
Mettl27	Trop2_KO_vs_WT	6.86076	6.67289	0.187865	0.468651	0.741002	0.480414	0.966901	0.84127	5	5
Mexis	Trop2_KO_vs_WT	5.84631	5.56505	0.281255	0.472386	0.746907	0.480425	0.966901	0.690476	5	5
Fgfbp3	Trop2_KO_vs_WT	3.8157	4.13643	-0.320723	-0.476274	-0.753055	0.480437	0.966901	0.690476	5	5
Wwp1	Trop2_KO_vs_WT	10.8627	10.9779	-0.115163	-0.474801	-0.750726	0.480451	0.966901	0.547619	5	5
Gm47427	Trop2_KO_vs_WT	3.57228	2.92953	0.642755	0.479834	0.758684	0.480528	0.966901	0.84127	5	5
Pex2	Trop2_KO_vs_WT	9.40379	9.2316	0.172188	0.468301	0.740449	0.48059	0.966901	0.690476	5	5
Zscan22	Trop2_KO_vs_WT	6.89319	7.06908	-0.175893	-0.468149	-0.740208	0.480617	0.966901	0.547619	5	5
Ly6c2	Trop2_KO_vs_WT	6.28847	5.93014	0.358328	0.471452	0.745431	0.480715	0.966901	0.547619	5	5
Gm45640	Trop2_KO_vs_WT	5.36631	5.16348	0.202828	0.477071	0.754316	0.480844	0.966901	0.690476	5	5
Gtpbp4	Trop2_KO_vs_WT	9.87194	9.74257	0.129374	0.467588	0.739322	0.480855	0.966901	1	5	5
Cox6c	Trop2_KO_vs_WT	10.7614	10.5052	0.256275	0.467343	0.738934	0.481067	0.966901	0.420635	5	5
Reno1	Trop2_KO_vs_WT	5.9781	6.2457	-0.267607	-0.469993	-0.743124	0.481204	0.966901	0.420635	5	5
Cep43	Trop2_KO_vs_WT	8.58244	8.4683	0.114143	0.4762	0.752938	0.481218	0.966901	0.547619	5	5
Gm16552	Trop2_KO_vs_WT	4.34712	3.98873	0.358397	0.467144	0.73862	0.481254	0.966901	0.420635	5	5
Rab11fip5	Trop2_KO_vs_WT	9.85486	10.0773	-0.222403	-0.482194	-0.762415	0.481267	0.966901	0.690476	5	5
Gm12266	Trop2_KO_vs_WT	4.03516	4.37892	-0.343754	-0.472462	-0.747028	0.481296	0.966901	0.420635	5	5
Zfp839	Trop2_KO_vs_WT	7.44322	7.25886	0.184356	0.467132	0.738601	0.481411	0.966901	0.309524	5	5
Echdc2	Trop2_KO_vs_WT	7.14257	7.33241	-0.189848	-0.468582	-0.740893	0.481434	0.966901	0.420635	5	5
Slc10a3	Trop2_KO_vs_WT	7.25947	7.10357	0.155897	0.47112	0.744905	0.481475	0.966901	0.420635	5	5
Zfp446	Trop2_KO_vs_WT	6.17587	6.32429	-0.148421	-0.470957	-0.744649	0.481603	0.966901	0.84127	5	5
Inpp5f	Trop2_KO_vs_WT	8.87973	8.98568	-0.105952	-0.46752	-0.739215	0.481623	0.966901	0.690476	5	5
Mzt1	Trop2_KO_vs_WT	9.51984	9.33484	0.185	0.467625	0.73938	0.481637	0.966901	0.547619	5	5
Notch4	Trop2_KO_vs_WT	7.64361	7.34844	0.295172	0.466826	0.738117	0.481696	0.966901	0.690476	5	5
Dnm1	Trop2_KO_vs_WT	7.75118	7.6163	0.134873	0.46739	0.739009	0.481782	0.966901	0.547619	5	5
Mapk12	Trop2_KO_vs_WT	7.67629	7.83564	-0.159353	-0.4722	-0.746614	0.481859	0.966901	1	5	5
Gm43588	Trop2_KO_vs_WT	5.49023	5.28149	0.208741	0.469882	0.742948	0.482	0.966901	0.547619	5	5
Rpl23a	Trop2_KO_vs_WT	12.8952	12.658	0.2372	0.468596	0.740916	0.482019	0.966901	0.547619	5	5
Tsnaxip1	Trop2_KO_vs_WT	4.03661	3.73118	0.305438	0.468115	0.740154	0.482038	0.966901	0.547619	5	5
Gm29630	Trop2_KO_vs_WT	4.52697	4.76344	-0.236466	-0.470633	-0.744136	0.482088	0.966901	0.420635	5	5
Slc35e3	Trop2_KO_vs_WT	7.91453	8.0637	-0.14917	-0.477333	-0.75473	0.482092	0.966901	0.547619	5	5
Ctu2	Trop2_KO_vs_WT	7.02315	7.24463	-0.221487	-0.466988	-0.738372	0.482235	0.966901	0.420635	5	5
Rev1	Trop2_KO_vs_WT	9.00396	8.88057	0.123387	0.473368	0.748461	0.482286	0.966901	0.547619	5	5
Pik3ca	Trop2_KO_vs_WT	10.8526	10.9738	-0.121129	-0.474732	-0.750617	0.482359	0.966901	0.690476	5	5
Gm37144	Trop2_KO_vs_WT	4.19268	4.01041	0.182271	0.46592	0.736684	0.482456	0.966901	0.547619	5	5
Themis2	Trop2_KO_vs_WT	8.53857	8.31359	0.224976	0.465831	0.736543	0.482473	0.966901	0.690476	5	5
Gm22358	Trop2_KO_vs_WT	5.30658	5.03391	0.272673	0.466542	0.737668	0.482506	0.966901	0.547619	5	5
Sparc	Trop2_KO_vs_WT	13.4005	13.5712	-0.170746	-0.478671	-0.756845	0.482535	0.966901	0.547619	5	5
6430573P05Rik	Trop2_KO_vs_WT	3.99933	3.63119	0.368134	0.471939	0.746201	0.482537	0.966901	0.547619	5	5
Gm13812	Trop2_KO_vs_WT	3.41107	3.64933	-0.238266	-0.473359	-0.748447	0.482575	0.966901	0.84127	5	5
Zfc3h1	Trop2_KO_vs_WT	11.3253	11.0538	0.271456	0.470612	0.744103	0.482612	0.966901	0.84127	5	5
Rnasel	Trop2_KO_vs_WT	8.4005	8.30526	0.0952443	0.465936	0.736709	0.482619	0.966901	0.84127	5	5
Eid3	Trop2_KO_vs_WT	6.02046	5.75571	0.264751	0.465612	0.736198	0.482772	0.966901	0.547619	5	5
Rabep2	Trop2_KO_vs_WT	6.84649	6.69001	0.15648	0.466133	0.737021	0.482845	0.966901	0.84127	5	5
Sgk3	Trop2_KO_vs_WT	9.69923	9.56501	0.134217	0.470052	0.743218	0.482922	0.966901	0.84127	5	5
Dnajc30	Trop2_KO_vs_WT	6.72025	6.92974	-0.209483	-0.474886	-0.75086	0.48301	0.966901	0.84127	5	5
Adcy3	Trop2_KO_vs_WT	8.54136	8.36023	0.181128	0.482667	0.763164	0.483052	0.966901	0.420635	5	5
Dlc1	Trop2_KO_vs_WT	8.68551	8.84451	-0.158999	-0.466257	-0.737218	0.483096	0.966901	0.84127	5	5
Kcnj9	Trop2_KO_vs_WT	4.22297	3.99434	0.228632	0.4693	0.742029	0.483155	0.966901	0.420635	5	5
LOC118568041	Trop2_KO_vs_WT	4.04826	4.40758	-0.359322	-0.465614	-0.7362	0.483185	0.966901	0.84127	5	5
Flrt1	Trop2_KO_vs_WT	4.14474	4.68064	-0.535906	-0.477937	-0.755684	0.483217	0.966901	0.420635	5	5
Kdm4b	Trop2_KO_vs_WT	8.60058	8.4046	0.195982	0.469499	0.742344	0.483242	0.966901	0.547619	5	5
Zfp180	Trop2_KO_vs_WT	8.15936	8.06553	0.0938267	0.480229	0.759309	0.483309	0.966901	0.84127	5	5
1700095J12Rik	Trop2_KO_vs_WT	3.53361	3.21042	0.32319	0.465575	0.736138	0.483336	0.966901	0.420635	5	5
Gm43311	Trop2_KO_vs_WT	3.79876	3.51927	0.279484	0.48081	0.760227	0.483411	0.966901	0.84127	5	5
Yod1	Trop2_KO_vs_WT	8.35193	8.53356	-0.18163	-0.468198	-0.740286	0.483422	0.966901	0.84127	5	5
Gm7363	Trop2_KO_vs_WT	5.13853	4.92686	0.211665	0.467846	0.739729	0.483458	0.966901	0.547619	5	5
Zcchc9	Trop2_KO_vs_WT	8.34053	8.22502	0.115516	0.464503	0.734443	0.483649	0.966901	0.547619	5	5
Ca12	Trop2_KO_vs_WT	8.56124	8.29652	0.264727	0.464833	0.734966	0.483813	0.966901	0.690476	5	5
Fance	Trop2_KO_vs_WT	8.07847	7.92757	0.150902	0.46446	0.734376	0.483827	0.966901	0.690476	5	5
Kif21a	Trop2_KO_vs_WT	7.4884	7.65957	-0.171174	-0.464317	-0.73415	0.483863	0.966901	0.690476	5	5
Lrrc1	Trop2_KO_vs_WT	7.77419	7.92618	-0.151991	-0.477596	-0.755145	0.483923	0.966901	0.547619	5	5
Ankrd49	Trop2_KO_vs_WT	8.51764	8.36026	0.157386	0.464938	0.735131	0.483957	0.966901	0.690476	5	5
Prrc2b	Trop2_KO_vs_WT	10.7759	11.1365	-0.360556	-0.466904	-0.73824	0.484054	0.966901	0.690476	5	5
Arnt2	Trop2_KO_vs_WT	3.32962	3.7918	-0.462174	-0.477536	-0.75505	0.484068	0.966901	0.84127	5	5
Arpc3	Trop2_KO_vs_WT	9.41349	9.1789	0.234596	0.470205	0.743459	0.484078	0.966901	0.690476	5	5
Txlng	Trop2_KO_vs_WT	8.74469	8.61064	0.134047	0.477592	0.755138	0.484159	0.966901	1	5	5
Tmem51os1	Trop2_KO_vs_WT	3.94106	3.61271	0.328343	0.465623	0.736214	0.48418	0.966901	0.547619	5	5
Polr3c	Trop2_KO_vs_WT	8.5733	8.68697	-0.113664	-0.463944	-0.733559	0.484182	0.966901	0.690476	5	5
Rlig1	Trop2_KO_vs_WT	7.05646	6.8533	0.20316	0.465208	0.735559	0.484361	0.966901	0.222222	5	5
Phf1	Trop2_KO_vs_WT	8.49861	8.30853	0.190078	0.465671	0.736291	0.484372	0.966901	0.690476	5	5
Tpd52	Trop2_KO_vs_WT	10.9488	11.0295	-0.0806887	-0.480881	-0.760339	0.484408	0.966901	0.222222	5	5
Tmem258	Trop2_KO_vs_WT	9.92446	9.71094	0.213521	0.464686	0.734734	0.48441	0.966901	0.420635	5	5
Gdi1	Trop2_KO_vs_WT	9.87747	9.75445	0.123017	0.463841	0.733397	0.484479	0.966901	0.690476	5	5
Gm43848	Trop2_KO_vs_WT	6.06366	5.80912	0.254546	0.475129	0.751245	0.484482	0.966901	1	5	5
Zfp868	Trop2_KO_vs_WT	8.35658	8.25963	0.096951	0.468468	0.740713	0.484556	0.966901	0.690476	5	5
Rad54b	Trop2_KO_vs_WT	7.61609	7.77512	-0.159027	-0.468693	-0.741069	0.484661	0.966901	0.547619	5	5
Clpp	Trop2_KO_vs_WT	7.82191	8.02306	-0.201152	-0.467152	-0.738632	0.484664	0.966901	0.84127	5	5
Glyr1	Trop2_KO_vs_WT	10.0814	10.0093	0.0721095	0.471781	0.745952	0.484828	0.966901	0.309524	5	5
Get4	Trop2_KO_vs_WT	8.60898	8.79354	-0.184557	-0.464167	-0.733913	0.484895	0.966901	0.690476	5	5
Axin1	Trop2_KO_vs_WT	9.09369	9.24424	-0.150548	-0.480331	-0.759471	0.484908	0.966901	1	5	5
Zswim9	Trop2_KO_vs_WT	7.68542	7.58654	0.0988741	0.477011	0.754221	0.484968	0.966901	0.222222	5	5
Agtpbp1	Trop2_KO_vs_WT	8.93064	9.03133	-0.100688	-0.463889	-0.733473	0.485055	0.966901	0.547619	5	5
Serpina3f	Trop2_KO_vs_WT	7.02319	6.79406	0.229131	0.463721	0.733207	0.485064	0.966901	0.420635	5	5
mt-Atp8	Trop2_KO_vs_WT	6.6083	6.83538	-0.227082	-0.462925	-0.731949	0.48513	0.966901	0.547619	5	5
Kcnj8	Trop2_KO_vs_WT	6.02902	5.76073	0.268284	0.464233	0.734017	0.485192	0.966901	0.547619	5	5
H2-Q1	Trop2_KO_vs_WT	7.07344	6.90156	0.171882	0.465896	0.736646	0.485257	0.966901	0.420635	5	5
Lonp2	Trop2_KO_vs_WT	9.50816	9.63211	-0.123958	-0.463522	-0.732892	0.485298	0.966901	0.547619	5	5
Wnt16	Trop2_KO_vs_WT	3.49558	3.82168	-0.326098	-0.467434	-0.739078	0.485372	0.966901	0.309524	5	5
Gm37296	Trop2_KO_vs_WT	8.13399	7.87474	0.259252	0.473469	0.74862	0.485409	0.966901	0.84127	5	5
Ndufa1	Trop2_KO_vs_WT	8.04684	7.79013	0.256711	0.462664	0.731535	0.485525	0.966901	0.547619	5	5
Poldip2	Trop2_KO_vs_WT	8.81676	8.99984	-0.18308	-0.471289	-0.745173	0.485529	0.966901	0.690476	5	5
Vwa8	Trop2_KO_vs_WT	9.39221	9.23249	0.159721	0.462631	0.731484	0.485544	0.966901	0.309524	5	5
Serpinh1	Trop2_KO_vs_WT	12.3337	12.1589	0.174837	0.463843	0.733401	0.485547	0.966901	0.690476	5	5
Gm16096	Trop2_KO_vs_WT	4.98413	4.73079	0.253339	0.465825	0.736533	0.485623	0.966901	0.547619	5	5
E030030I06Rik	Trop2_KO_vs_WT	6.08372	5.93152	0.152201	0.462343	0.731028	0.485734	0.966901	0.547619	5	5
Gm10441	Trop2_KO_vs_WT	4.94964	5.34254	-0.392904	-0.470026	-0.743176	0.485777	0.966901	0.84127	5	5
Gm42700	Trop2_KO_vs_WT	3.63584	3.30409	0.331747	0.468948	0.741473	0.485782	0.966901	1	5	5
Rpl18	Trop2_KO_vs_WT	10.7483	10.4961	0.252177	0.465728	0.736381	0.485881	0.966901	0.690476	5	5
Smc1a	Trop2_KO_vs_WT	10.3259	10.4967	-0.170795	-0.468162	-0.740229	0.48591	0.966901	0.309524	5	5
Xpnpep2	Trop2_KO_vs_WT	5.27361	5.41941	-0.145797	-0.46219	-0.730787	0.486009	0.966901	0.547619	5	5
Arfgef2	Trop2_KO_vs_WT	9.29524	9.49712	-0.20188	-0.461884	-0.730303	0.486055	0.966901	0.420635	5	5
Zfp790	Trop2_KO_vs_WT	7.67338	7.54361	0.129768	0.470278	0.743575	0.486107	0.966901	0.84127	5	5
Gk	Trop2_KO_vs_WT	8.81201	8.99271	-0.180702	-0.473618	-0.748856	0.48615	0.966901	0.690476	5	5
Lonp1	Trop2_KO_vs_WT	9.08829	9.23168	-0.143396	-0.468524	-0.740801	0.48633	0.966901	0.690476	5	5
Cebpg	Trop2_KO_vs_WT	9.75982	9.89747	-0.137649	-0.466851	-0.738157	0.486371	0.966901	0.547619	5	5
Lrrc25	Trop2_KO_vs_WT	7.49789	7.22357	0.274328	0.469867	0.742924	0.486399	0.966901	0.690476	5	5
Tbc1d32	Trop2_KO_vs_WT	8.73483	8.59676	0.138077	0.474487	0.750229	0.48644	0.966901	0.309524	5	5
Gm26387	Trop2_KO_vs_WT	5.09948	4.90796	0.191513	0.462181	0.730773	0.486489	0.966901	0.547619	5	5
Gm37254	Trop2_KO_vs_WT	6.91391	6.65486	0.259046	0.463713	0.733194	0.48649	0.966901	1	5	5
Rbfox2	Trop2_KO_vs_WT	10.8252	10.8895	-0.0643178	-0.464127	-0.733849	0.486511	0.966901	0.547619	5	5
Zmynd15	Trop2_KO_vs_WT	7.4885	7.25412	0.234377	0.462251	0.730883	0.486523	0.966901	0.420635	5	5
Cep20	Trop2_KO_vs_WT	8.9203	8.72602	0.194282	0.461335	0.729435	0.486637	0.966901	0.420635	5	5
Gm19774	Trop2_KO_vs_WT	3.76191	4.02521	-0.263299	-0.473343	-0.748421	0.486734	0.966901	0.690476	5	5
Evi5	Trop2_KO_vs_WT	10.1183	10.2722	-0.153934	-0.461113	-0.729084	0.486767	0.966901	0.690476	5	5
Col6a2	Trop2_KO_vs_WT	10.3501	10.597	-0.246932	-0.471194	-0.745024	0.486829	0.966901	0.84127	5	5
Msx1	Trop2_KO_vs_WT	5.47908	5.09706	0.382017	0.46376	0.733269	0.48688	0.966901	0.690476	5	5
Gm28791	Trop2_KO_vs_WT	6.63088	6.3692	0.261678	0.471528	0.745551	0.486902	0.966901	1	5	5
Abhd2	Trop2_KO_vs_WT	13.2515	12.9195	0.331957	0.464052	0.73373	0.486956	0.966901	0.547619	5	5
