gene	contrast	mean_KD	mean_CTRL	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
GOLGA9P	KDpooled_vs_matchedreps	9.259	9.66335	-0.404358	-1.45993	-2.28615	0.0572611	0.362728	0.166667	6	3
LOC653314	KDpooled_vs_matchedreps	17.5544	17.4166	0.13777	1.43308	2.27471	0.0572965	0.362784	0.166667	6	3
SOX2	KDpooled_vs_matchedreps	9.32189	8.39087	0.931025	1.39264	2.35878	0.0573105	0.362784	0.0952381	6	3
RDH12	KDpooled_vs_matchedreps	7.5838	7.28525	0.298548	1.40014	2.27663	0.0573396	0.362841	0.0952381	6	3
DIMT1L	KDpooled_vs_matchedreps	12.8621	12.6211	0.240948	1.43934	2.27607	0.0573673	0.362888	0.0952381	6	3
RBM26	KDpooled_vs_matchedreps	10.3823	10.2175	0.164865	2.31828	3.07536	0.0574557	0.363194	0.0238095	6	3
SCNN1A	KDpooled_vs_matchedreps	9.88254	10.29	-0.407498	-1.38854	-2.29455	0.0574561	0.363194	0.0952381	6	3
OR1F2P	KDpooled_vs_matchedreps	7.42367	7.82752	-0.403847	-2.05021	-2.81163	0.0575108	0.363412	0.0952381	6	3
SLC12A7	KDpooled_vs_matchedreps	14.9214	14.74	0.181383	1.8703	2.63655	0.057559	0.363588	0.047619	6	3
LTBP3	KDpooled_vs_matchedreps	11.3352	11.6571	-0.321908	-1.66947	-2.44798	0.0576071	0.363696	0.0952381	6	3
KPTN	KDpooled_vs_matchedreps	9.93266	9.76667	0.165997	1.40159	2.2709	0.0576334	0.363696	0.166667	6	3
NAT14	KDpooled_vs_matchedreps	12.5832	12.8388	-0.255648	-1.41433	-2.26804	0.0576434	0.363696	0.166667	6	3
EDA	KDpooled_vs_matchedreps	8.75316	8.84445	-0.0912883	-1.43672	-2.27243	0.0576624	0.363696	0.166667	6	3
C14orf106	KDpooled_vs_matchedreps	10.2418	10.4643	-0.222498	-1.39154	-2.27963	0.0576774	0.363696	0.166667	6	3
ESCO2	KDpooled_vs_matchedreps	10.5969	10.8072	-0.210288	-1.44825	-2.27666	0.0577217	0.363847	0.0952381	6	3
GCG	KDpooled_vs_matchedreps	6.833	6.66747	0.165535	1.38836	2.34848	0.0577701	0.364025	0.0952381	6	3
LPAR5	KDpooled_vs_matchedreps	7.87828	7.57851	0.299763	1.72102	2.4938	0.0578511	0.364312	0.0952381	6	3
ZNF618	KDpooled_vs_matchedreps	10.5041	10.0762	0.42786	1.38405	2.30114	0.0578562	0.364312	0.261905	6	3
HIST1H4D	KDpooled_vs_matchedreps	12.854	13.6141	-0.76008	-1.51519	-2.31658	0.0579901	0.364777	0.0952381	6	3
TBKBP1	KDpooled_vs_matchedreps	11.6712	12.0569	-0.38566	-1.40633	-2.26353	0.0580577	0.364777	0.166667	6	3
JMJD1C	KDpooled_vs_matchedreps	9.79143	9.5159	0.275528	1.58258	2.3696	0.0580577	0.364777	0.0952381	6	3
TFB1M	KDpooled_vs_matchedreps	11.5031	11.5972	-0.0941033	-1.54563	-2.33941	0.0580617	0.364777	0.166667	6	3
RILPL2	KDpooled_vs_matchedreps	12.936	12.7772	0.158805	1.38242	2.31306	0.0580652	0.364777	0.166667	6	3
CARS	KDpooled_vs_matchedreps	11.1201	10.7908	0.329307	1.64794	2.42618	0.0580712	0.364777	0.0952381	6	3
LOC100128398	KDpooled_vs_matchedreps	6.92572	6.65661	0.269112	1.39985	2.40331	0.0580725	0.364777	0.166667	6	3
HSP90AB3P	KDpooled_vs_matchedreps	12.1489	12.6808	-0.531898	-1.39792	-2.26518	0.0581248	0.364978	0.0952381	6	3
PCDHB11	KDpooled_vs_matchedreps	8.97741	8.49174	0.485663	1.50997	2.31167	0.0581593	0.365067	0.0952381	6	3
TMEM106B	KDpooled_vs_matchedreps	10.8554	10.5554	0.299953	1.47206	2.28558	0.0582386	0.365372	0.166667	6	3
SUSD2	KDpooled_vs_matchedreps	8.9754	8.57726	0.39814	1.38118	2.29643	0.0582485	0.365372	0.261905	6	3
NDUFC2	KDpooled_vs_matchedreps	15.9652	15.7593	0.205897	1.38535	2.3467	0.0582837	0.365443	0.166667	6	3
BSPRY	KDpooled_vs_matchedreps	10.6397	10.896	-0.256277	-1.41179	-2.26042	0.0583007	0.365443	0.0952381	6	3
GPLD1	KDpooled_vs_matchedreps	7.07834	6.90155	0.176795	1.40231	2.41541	0.0583336	0.365478	0.0238095	6	3
CORO1A	KDpooled_vs_matchedreps	9.29651	9.5716	-0.275093	-1.38013	-2.30825	0.0583723	0.365478	0.261905	6	3
CD300LB	KDpooled_vs_matchedreps	8.1556	8.30156	-0.145958	-1.38553	-2.35058	0.0583959	0.365478	0.166667	6	3
NMNAT3	KDpooled_vs_matchedreps	10.7232	10.2949	0.428247	1.46069	2.27767	0.0584032	0.365478	0.166667	6	3
CAMSAP1L1	KDpooled_vs_matchedreps	9.15564	8.66773	0.487907	1.42936	2.26266	0.0584495	0.365478	0.0952381	6	3
DGCR6	KDpooled_vs_matchedreps	11.6284	11.4811	0.14725	1.94407	2.70307	0.0584631	0.365478	0.047619	6	3
HYOU1	KDpooled_vs_matchedreps	10.4305	10.6684	-0.237882	-1.44176	-2.26739	0.0584749	0.365478	0.0952381	6	3
NRD1	KDpooled_vs_matchedreps	12.4377	12.5751	-0.137418	-1.38013	-2.31906	0.0584901	0.365478	0.166667	6	3
NUP188	KDpooled_vs_matchedreps	9.73693	9.94072	-0.20379	-1.62118	-2.40012	0.0585183	0.365478	0.047619	6	3
FAM84B	KDpooled_vs_matchedreps	11.3644	11.6731	-0.308758	-1.38763	-2.26643	0.0585277	0.365478	0.261905	6	3
C21orf122	KDpooled_vs_matchedreps	8.84533	8.44304	0.402288	1.37876	2.30436	0.058552	0.365478	0.166667	6	3
LCN8	KDpooled_vs_matchedreps	7.37547	7.66951	-0.294035	-1.4165	-2.25816	0.0585629	0.365478	0.166667	6	3
MCM3AP	KDpooled_vs_matchedreps	12.3274	12.5588	-0.231338	-1.46617	-2.27961	0.058571	0.365478	0.0952381	6	3
RIOK3	KDpooled_vs_matchedreps	11.6051	11.1752	0.42989	1.76058	2.52655	0.0586405	0.365785	0.0952381	6	3
HDAC1	KDpooled_vs_matchedreps	13.953	14.0696	-0.11662	-1.37818	-2.31313	0.0587168	0.366133	0.261905	6	3
AKR1A1	KDpooled_vs_matchedreps	12.8083	12.6725	0.135817	1.50567	2.30473	0.0587555	0.366247	0.166667	6	3
PES1	KDpooled_vs_matchedreps	10.5523	10.7106	-0.15828	-1.41459	-2.25551	0.0587876	0.36632	0.166667	6	3
CD36	KDpooled_vs_matchedreps	8.39883	6.5937	1.80514	1.40379	2.42637	0.0588286	0.366331	0.0952381	6	3
MTHFD2L	KDpooled_vs_matchedreps	6.62747	6.45608	0.171387	1.40458	2.42907	0.0588436	0.366331	0.166667	6	3
METTL6	KDpooled_vs_matchedreps	10.9729	10.6777	0.295213	1.70541	2.47415	0.0588506	0.366331	0.0952381	6	3
AGAP8	KDpooled_vs_matchedreps	9.57836	9.77199	-0.193623	-2.02656	-2.78115	0.0588788	0.36638	0.0238095	6	3
MXD3	KDpooled_vs_matchedreps	9.54965	9.79784	-0.248188	-1.49859	-2.29852	0.0589306	0.366575	0.0952381	6	3
CRLF3	KDpooled_vs_matchedreps	10.2266	11.3287	-1.10216	-1.40088	-2.41932	0.059028	0.36694	0.0952381	6	3
LOC401010	KDpooled_vs_matchedreps	8.50022	8.71703	-0.216808	-1.38899	-2.25608	0.0590302	0.36694	0.0952381	6	3
PACSIN3	KDpooled_vs_matchedreps	9.82357	10.1394	-0.315835	-2.34577	-3.09292	0.0590565	0.366976	0.0238095	6	3
CCDC132	KDpooled_vs_matchedreps	9.30657	8.9557	0.350865	2.1683	2.91862	0.0591007	0.367124	0.047619	6	3
DNAJC6	KDpooled_vs_matchedreps	6.70966	6.63809	0.071565	1.70156	2.46916	0.0591286	0.36717	0.0952381	6	3
RBM7	KDpooled_vs_matchedreps	11.2104	10.9509	0.259415	1.42236	2.25365	0.059181	0.367369	0.0952381	6	3
C13orf1	KDpooled_vs_matchedreps	10.7992	10.6	0.199215	1.38375	2.25567	0.0593015	0.367832	0.166667	6	3
C14orf139	KDpooled_vs_matchedreps	11.9103	12.3755	-0.465225	-1.44451	-2.26192	0.0593195	0.367832	0.166667	6	3
ELL2	KDpooled_vs_matchedreps	10.6564	10.4043	0.25211	1.60747	2.38376	0.05933	0.367832	0.047619	6	3
ZNF708	KDpooled_vs_matchedreps	7.91955	7.64768	0.271873	2.08621	2.83695	0.0593377	0.367832	0.047619	6	3
MCAT	KDpooled_vs_matchedreps	14.6676	14.8497	-0.18206	-1.47349	-2.27845	0.0593782	0.36787	0.047619	6	3
MDH1B	KDpooled_vs_matchedreps	7.76394	7.53352	0.230425	1.37304	2.28248	0.0593848	0.36787	0.166667	6	3
ICA1L	KDpooled_vs_matchedreps	7.08836	7.27567	-0.187308	-1.98405	-2.73652	0.0594901	0.368395	0.0952381	6	3
LOC285908	KDpooled_vs_matchedreps	9.68933	9.45547	0.23386	2.31746	3.06222	0.0595618	0.368588	0.047619	6	3
NFE2	KDpooled_vs_matchedreps	11.6562	11.9145	-0.25835	-1.37944	-2.34814	0.0595623	0.368588	0.261905	6	3
LYRM5	KDpooled_vs_matchedreps	10.9934	10.5326	0.460738	1.84999	2.60638	0.0596193	0.368643	0.0952381	6	3
STAG3L4	KDpooled_vs_matchedreps	8.5245	8.01877	0.505735	1.37579	2.33179	0.0596216	0.368643	0.166667	6	3
APLF	KDpooled_vs_matchedreps	8.21538	8.73754	-0.522162	-1.38659	-2.37821	0.0596353	0.368643	0.261905	6	3
C9orf131	KDpooled_vs_matchedreps	6.98194	7.19029	-0.208355	-1.46024	-2.26825	0.0596534	0.368643	0.0952381	6	3
PHF11	KDpooled_vs_matchedreps	9.62201	9.28165	0.340362	1.80865	2.56666	0.0596751	0.36865	0.047619	6	3
LINGO2	KDpooled_vs_matchedreps	7.40426	6.92685	0.477413	1.39433	2.40606	0.0597065	0.368718	0.0952381	6	3
MAD2L1BP	KDpooled_vs_matchedreps	12.021	12.2365	-0.215463	-1.37491	-2.25834	0.0597696	0.36898	0.166667	6	3
EMX1	KDpooled_vs_matchedreps	10.4327	10.9011	-0.468462	-1.4159	-2.24588	0.0598085	0.369094	0.261905	6	3
EPS8L3	KDpooled_vs_matchedreps	7.93494	7.68831	0.246627	1.41099	2.24427	0.059841	0.369167	0.0952381	6	3
S100A6	KDpooled_vs_matchedreps	17.3437	17.1795	0.164125	1.38699	2.24385	0.0599084	0.369301	0.047619	6	3
ZNF521	KDpooled_vs_matchedreps	7.09651	6.7783	0.318208	1.40013	2.24177	0.0599266	0.369301	0.166667	6	3
RP11-631M21.2	KDpooled_vs_matchedreps	13.093	13.418	-0.325022	-1.39034	-2.24253	0.059928	0.369301	0.166667	6	3
AHSA1	KDpooled_vs_matchedreps	13.9399	14.1458	-0.205852	-1.36925	-2.27306	0.0599568	0.369301	0.0952381	6	3
LOC285986	KDpooled_vs_matchedreps	12.1174	11.9381	0.179298	1.36855	2.28875	0.0599791	0.369301	0.166667	6	3
PIM3	KDpooled_vs_matchedreps	15.0776	14.8995	0.178128	1.7307	2.49171	0.0599862	0.369301	0.0952381	6	3
SLC39A7	KDpooled_vs_matchedreps	11.7849	12.1698	-0.384915	-1.53308	-2.3178	0.0600352	0.369427	0.047619	6	3
ZNF611	KDpooled_vs_matchedreps	10.3228	10.0024	0.320472	1.44938	2.25904	0.0600478	0.369427	0.0952381	6	3
LOC729608	KDpooled_vs_matchedreps	13.8203	13.5316	0.28868	2.21255	2.9564	0.0601018	0.369486	0.047619	6	3
CPSF3L	KDpooled_vs_matchedreps	11.4452	11.5745	-0.129258	-1.48605	-2.28209	0.0601076	0.369486	0.0952381	6	3
C15orf37	KDpooled_vs_matchedreps	7.62495	7.31461	0.310337	1.36808	2.29625	0.0601192	0.369486	0.261905	6	3
WHSC1	KDpooled_vs_matchedreps	12.432	12.2534	0.178588	1.37191	2.32571	0.0601736	0.369693	0.166667	6	3
DPAGT1	KDpooled_vs_matchedreps	10.8446	11.1044	-0.259833	-1.98784	-2.73618	0.0602629	0.369961	0.047619	6	3
C17orf86	KDpooled_vs_matchedreps	10.1841	9.86482	0.319253	1.71451	2.47505	0.0603061	0.369961	0.047619	6	3
FGD3	KDpooled_vs_matchedreps	7.53063	7.27254	0.258092	1.38576	2.38473	0.0603116	0.369961	0.0952381	6	3
ZNHIT1	KDpooled_vs_matchedreps	14.8775	14.7217	0.15575	1.79136	2.54697	0.0603238	0.369961	0.047619	6	3
LOC100132409	KDpooled_vs_matchedreps	7.8968	8.18377	-0.286975	-1.40951	-2.23912	0.0603423	0.369961	0.0952381	6	3
CMTM1	KDpooled_vs_matchedreps	9.33116	9.15008	0.181085	1.44325	2.2534	0.0603501	0.369961	0.0952381	6	3
LOC442249	KDpooled_vs_matchedreps	17.0102	17.1907	-0.180442	-1.36734	-2.26183	0.0603731	0.369961	0.261905	6	3
CDK2AP1	KDpooled_vs_matchedreps	13.2797	13.4578	-0.178118	-1.36553	-2.27796	0.0604008	0.369961	0.0952381	6	3
KLRAQ1	KDpooled_vs_matchedreps	9.69557	9.50321	0.192367	1.5862	2.35961	0.0604064	0.369961	0.166667	6	3
RAB9A	KDpooled_vs_matchedreps	13.3366	13.0975	0.239097	1.70575	2.46628	0.0604383	0.369961	0.0952381	6	3
B3GAT2	KDpooled_vs_matchedreps	6.85509	6.78576	0.06933	1.51339	2.30008	0.0604439	0.369961	0.0952381	6	3
SNN	KDpooled_vs_matchedreps	10.2186	10.0072	0.211395	1.53716	2.31798	0.060569	0.370093	0.0952381	6	3
DKFZP434B0335	KDpooled_vs_matchedreps	11.3621	11.6771	-0.314995	-1.36903	-2.24974	0.060573	0.370093	0.166667	6	3
LOC654350	KDpooled_vs_matchedreps	15.2647	15.3389	-0.0741717	-1.3709	-2.24605	0.0605798	0.370093	0.261905	6	3
C20orf54	KDpooled_vs_matchedreps	10.0467	9.82216	0.224528	1.36579	2.30066	0.060585	0.370093	0.0952381	6	3
PARP2	KDpooled_vs_matchedreps	12.0972	12.2356	-0.138368	-1.39418	-2.23414	0.0606007	0.370093	0.261905	6	3
TMEM177	KDpooled_vs_matchedreps	12.3722	12.2277	0.144545	1.36865	2.24971	0.0606059	0.370093	0.261905	6	3
GNLY	KDpooled_vs_matchedreps	6.47798	6.38223	0.0957533	1.50563	2.29317	0.0606155	0.370093	0.0952381	6	3
ZC3H12A	KDpooled_vs_matchedreps	9.38105	9.51894	-0.137897	-1.3644	-2.2665	0.0606304	0.370093	0.166667	6	3
PTPN9	KDpooled_vs_matchedreps	8.19705	8.33313	-0.136075	-1.37442	-2.34782	0.0606756	0.370202	0.047619	6	3
SAMD4B	KDpooled_vs_matchedreps	9.64149	9.7435	-0.102018	-1.47874	-2.27324	0.0606956	0.370202	0.0952381	6	3
MICALL1	KDpooled_vs_matchedreps	8.57056	8.1747	0.395862	2.12191	2.86446	0.0607101	0.370202	0.0238095	6	3
PCP4	KDpooled_vs_matchedreps	11.4047	10.8851	0.51959	1.46739	2.26514	0.0607639	0.370404	0.166667	6	3
C1orf225	KDpooled_vs_matchedreps	11.2208	10.6816	0.539187	1.36485	2.30317	0.0608162	0.370488	0.166667	6	3
CDV3	KDpooled_vs_matchedreps	13.0542	12.728	0.326232	1.9009	2.64903	0.0608516	0.370488	0.0952381	6	3
SYT8	KDpooled_vs_matchedreps	7.07129	6.77348	0.297803	1.36823	2.32381	0.0608563	0.370488	0.0952381	6	3
LOC400590	KDpooled_vs_matchedreps	11.9753	12.3446	-0.369257	-1.44733	-2.25199	0.0608603	0.370488	0.0952381	6	3
FCER2	KDpooled_vs_matchedreps	6.9091	7.0163	-0.107202	-1.38332	-2.23153	0.0609116	0.370506	0.166667	6	3
MSH6	KDpooled_vs_matchedreps	14.6638	14.889	-0.225202	-1.76418	-2.5183	0.0609253	0.370506	0.047619	6	3
LOC151146	KDpooled_vs_matchedreps	10.0538	10.3573	-0.303472	-1.36515	-2.24726	0.0609958	0.370506	0.166667	6	3
TEX10	KDpooled_vs_matchedreps	13.6187	13.2685	0.350202	2.21759	2.95633	0.0610048	0.370506	0.047619	6	3
FAM24B	KDpooled_vs_matchedreps	11.0794	10.8231	0.25632	1.4781	2.27082	0.0610058	0.370506	0.0952381	6	3
EGFR	KDpooled_vs_matchedreps	9.63574	8.89204	0.743707	1.9013	2.64861	0.0610087	0.370506	0.0238095	6	3
NDUFS4	KDpooled_vs_matchedreps	13.5658	13.3255	0.240358	1.37365	2.23434	0.0610327	0.370506	0.166667	6	3
ZNF385B	KDpooled_vs_matchedreps	6.74517	6.51515	0.230015	1.3898	2.22919	0.0610436	0.370506	0.261905	6	3
ATP5B	KDpooled_vs_matchedreps	14.9563	15.0338	-0.0774767	-1.37424	-2.3539	0.0610862	0.370506	0.166667	6	3
NR1D1	KDpooled_vs_matchedreps	11.6626	11.1737	0.488965	1.94179	2.6872	0.0611074	0.370506	0.0952381	6	3
MXI1	KDpooled_vs_matchedreps	9.72066	9.54985	0.170815	1.38636	2.39659	0.0611099	0.370506	0.166667	6	3
NEK1	KDpooled_vs_matchedreps	8.03167	7.62884	0.402828	2.72256	3.4472	0.0611396	0.370506	0.0238095	6	3
HIST1H2AG	KDpooled_vs_matchedreps	13.1477	13.2298	-0.0821467	-1.4879	-2.27677	0.0611632	0.370506	0.166667	6	3
ZNF498	KDpooled_vs_matchedreps	9.99399	9.61293	0.381057	1.3818	2.38235	0.0611816	0.370506	0.166667	6	3
RPP21	KDpooled_vs_matchedreps	13.0673	12.7889	0.278417	1.36027	2.26379	0.0611826	0.370506	0.166667	6	3
FAM150A	KDpooled_vs_matchedreps	6.34484	6.47327	-0.128428	-1.89499	-2.6416	0.0611935	0.370506	0.0952381	6	3
LOC727941	KDpooled_vs_matchedreps	8.51642	8.13063	0.385787	1.36658	2.23839	0.0612347	0.370549	0.166667	6	3
SMAD6	KDpooled_vs_matchedreps	7.18417	7.30853	-0.124358	-2.11562	-2.85548	0.061242	0.370549	0.047619	6	3
ENTPD5	KDpooled_vs_matchedreps	6.83169	6.71471	0.116985	1.46546	2.26037	0.0612946	0.370654	0.166667	6	3
KRT18	KDpooled_vs_matchedreps	18.0346	18.1917	-0.15713	-1.3663	-2.23669	0.0613329	0.370654	0.243305	6	3
ENO1	KDpooled_vs_matchedreps	16.5151	16.6745	-0.159365	-1.38142	-2.22631	0.0613588	0.370654	0.261905	6	3
DKFZP564C196	KDpooled_vs_matchedreps	9.35157	9.76287	-0.4113	-1.39792	-2.22662	0.0613723	0.370654	0.0952381	6	3
CLSPN	KDpooled_vs_matchedreps	7.69444	8.01752	-0.323077	-2.22392	-2.96045	0.0613783	0.370654	0.0238095	6	3
MSL1	KDpooled_vs_matchedreps	10.9709	11.1707	-0.199777	-1.36	-2.29107	0.0614092	0.370654	0.166667	6	3
DISC1	KDpooled_vs_matchedreps	7.49566	7.24003	0.255638	1.3747	2.22785	0.0614114	0.370654	0.166667	6	3
KDELR2	KDpooled_vs_matchedreps	14.2323	13.9665	0.265778	2.11871	2.85732	0.0614622	0.370654	0.047619	6	3
HYAL2	KDpooled_vs_matchedreps	11.8486	12.0711	-0.222548	-1.78217	-2.53251	0.0614768	0.370654	0.047619	6	3
TK1	KDpooled_vs_matchedreps	16.4035	16.527	-0.123463	-1.40103	-2.22628	0.0614833	0.370654	0.166667	6	3
GNL3	KDpooled_vs_matchedreps	13.7121	13.8586	-0.146503	-2.68249	-3.40607	0.0614979	0.370654	0.0238095	6	3
NFKBIE	KDpooled_vs_matchedreps	11.7185	11.4681	0.250387	1.36626	2.23317	0.0615072	0.370654	0.166667	6	3
C2orf56	KDpooled_vs_matchedreps	12.6572	12.3917	0.265508	1.45186	2.25006	0.0615324	0.370682	0.166667	6	3
FSD1	KDpooled_vs_matchedreps	9.71653	9.59586	0.120673	1.59877	2.36419	0.0615836	0.370866	0.0952381	6	3
LOC220429	KDpooled_vs_matchedreps	7.40633	7.24746	0.15887	1.65747	2.41605	0.0616431	0.3711	0.091925	6	3
NUF2	KDpooled_vs_matchedreps	11.9165	12.214	-0.297535	-1.38709	-2.22135	0.0617581	0.371667	0.0952381	6	3
LOC390414	KDpooled_vs_matchedreps	14.7212	14.5444	0.176833	1.63179	2.39216	0.0618055	0.371809	0.0952381	6	3
GOSR1	KDpooled_vs_matchedreps	10.6092	10.7375	-0.128292	-1.39212	-2.22116	0.0618257	0.371809	0.166667	6	3
CHCHD1	KDpooled_vs_matchedreps	13.8007	14.0308	-0.23012	-1.37162	-2.3556	0.0618578	0.371809	0.0952381	6	3
DRD5	KDpooled_vs_matchedreps	6.97789	6.91104	0.0668567	1.35624	2.28048	0.0618661	0.371809	0.166667	6	3
ANKRD43	KDpooled_vs_matchedreps	9.0676	9.7499	-0.682295	-1.3826	-2.3933	0.0618917	0.371809	0.166667	6	3
ZP3	KDpooled_vs_matchedreps	10.9434	10.5789	0.364477	1.37378	2.36429	0.0619282	0.371809	0.166667	6	3
ZNF259	KDpooled_vs_matchedreps	13.1054	12.8991	0.206348	1.78677	2.53462	0.0619287	0.371809	0.0952381	6	3
DGCR5	KDpooled_vs_matchedreps	7.00094	6.73847	0.26247	1.43458	2.23697	0.0619475	0.371809	0.0952381	6	3
KLHL30	KDpooled_vs_matchedreps	6.85774	6.93404	-0.0763017	-1.7232	-2.47473	0.0619789	0.371873	0.0952381	6	3
LETMD1	KDpooled_vs_matchedreps	11.3934	11.5474	-0.15401	-1.35736	-2.29667	0.0620589	0.372197	0.261905	6	3
ICOSLG	KDpooled_vs_matchedreps	9.89859	10.3239	-0.425333	-1.36301	-2.22584	0.0620926	0.372197	0.166667	6	3
RC3H2	KDpooled_vs_matchedreps	10.8819	10.6896	0.192312	1.35405	2.25288	0.062095	0.372197	0.166667	6	3
TMEM106C	KDpooled_vs_matchedreps	14.3016	14.7624	-0.460853	-1.37098	-2.35777	0.0621836	0.372603	0.166667	6	3
NPW	KDpooled_vs_matchedreps	8.67032	8.37323	0.297088	1.35501	2.23811	0.0622533	0.372814	0.0952381	6	3
MMP11	KDpooled_vs_matchedreps	8.57797	7.91078	0.66719	1.37536	2.2164	0.0622603	0.372814	0.261905	6	3
MME	KDpooled_vs_matchedreps	7.56757	6.97841	0.589157	1.3739	2.36951	0.0623065	0.372966	0.166667	6	3
LOC729356	KDpooled_vs_matchedreps	7.17832	7.25468	-0.0763633	-1.43208	-2.23262	0.0623614	0.37315	0.166667	6	3
DCK	KDpooled_vs_matchedreps	10.1765	10.3661	-0.18962	-1.90959	-2.64973	0.0623788	0.37315	0.0952381	6	3
SLC25A20	KDpooled_vs_matchedreps	9.4314	9.78717	-0.355772	-1.54488	-2.31411	0.0623997	0.373151	0.0952381	6	3
RAB3D	KDpooled_vs_matchedreps	8.09639	7.8397	0.256688	1.35572	2.29759	0.0624217	0.373158	0.166667	6	3
LEMD2	KDpooled_vs_matchedreps	12.2833	12.1265	0.156782	2.02561	2.76149	0.0624675	0.37325	0.047619	6	3
IRX2	KDpooled_vs_matchedreps	10.7399	11.0909	-0.350965	-1.39196	-2.21473	0.0624914	0.37325	0.166667	6	3
IL7R	KDpooled_vs_matchedreps	7.17529	6.99689	0.1784	1.35118	2.25035	0.0624995	0.37325	0.047619	6	3
GART	KDpooled_vs_matchedreps	13.6698	13.9266	-0.256785	-1.43483	-2.23272	0.0625688	0.37354	0.166667	6	3
GNPTAB	KDpooled_vs_matchedreps	10.872	10.606	0.265957	1.72818	2.47604	0.062655	0.37393	0.0952381	6	3
KIAA1683	KDpooled_vs_matchedreps	8.16027	8.0049	0.155367	1.46333	2.24963	0.0627528	0.374389	0.0952381	6	3
C10orf12	KDpooled_vs_matchedreps	12.0857	12.3185	-0.232818	-1.54372	-2.31104	0.0627907	0.374491	0.0952381	6	3
SRBD1	KDpooled_vs_matchedreps	9.42948	9.65448	-0.225005	-1.47206	-2.25508	0.0628556	0.374629	0.166667	6	3
SART3	KDpooled_vs_matchedreps	10.7851	10.9673	-0.18223	-1.8103	-2.55231	0.062869	0.374629	0.0952381	6	3
OLA1	KDpooled_vs_matchedreps	13.194	13.3429	-0.148867	-1.55008	-2.31585	0.0628798	0.374629	0.0952381	6	3
MUC13	KDpooled_vs_matchedreps	7.35495	6.82321	0.531732	1.35081	2.23052	0.0628975	0.374629	0.261905	6	3
CDS1	KDpooled_vs_matchedreps	9.28614	9.49994	-0.213805	-1.36876	-2.35964	0.0629274	0.374683	0.166667	6	3
CDK7	KDpooled_vs_matchedreps	12.577	13.0126	-0.435583	-1.39459	-2.21069	0.0630171	0.37502	0.0952381	6	3
TSPAN33	KDpooled_vs_matchedreps	10.774	10.9201	-0.146097	-1.41223	-2.21715	0.0630746	0.37502	0.0952381	6	3
C9orf163	KDpooled_vs_matchedreps	11.5182	11.8061	-0.287918	-1.34743	-2.23986	0.0630989	0.37502	0.380952	6	3
C19orf50	KDpooled_vs_matchedreps	15.3428	15.1516	0.191148	1.38455	2.20711	0.0631413	0.37502	0.261905	6	3
C14orf142	KDpooled_vs_matchedreps	10.9126	10.6724	0.240208	1.38791	2.20737	0.0631875	0.37502	0.166667	6	3
ECSIT	KDpooled_vs_matchedreps	12.9526	12.8062	0.146433	1.40175	2.21166	0.0631989	0.37502	0.0952381	6	3
PCNA	KDpooled_vs_matchedreps	15.1009	15.2639	-0.16299	-1.34628	-2.24466	0.0632118	0.37502	0.166667	6	3
HBEGF	KDpooled_vs_matchedreps	9.20399	8.73173	0.472262	1.51938	2.28893	0.0632164	0.37502	0.166667	6	3
GADD45G	KDpooled_vs_matchedreps	9.25598	8.80181	0.454167	1.82481	2.56436	0.0632262	0.37502	0.047619	6	3
IER5L	KDpooled_vs_matchedreps	12.5689	12.7675	-0.19859	-1.35858	-2.21003	0.0632566	0.37502	0.261905	6	3
NMT1	KDpooled_vs_matchedreps	14.3305	14.5511	-0.220607	-2.00264	-2.73514	0.0632709	0.37502	0.047619	6	3
KIF14	KDpooled_vs_matchedreps	7.59877	8.11706	-0.518293	-1.43308	-2.22681	0.0632807	0.37502	0.0952381	6	3
GADD45B	KDpooled_vs_matchedreps	13.8359	13.2421	0.593757	2.10034	2.82986	0.0632843	0.37502	0.047619	6	3
SC5DL	KDpooled_vs_matchedreps	11.9132	11.5115	0.40172	1.60726	2.3629	0.0632864	0.37502	0.047619	6	3
ARID1A	KDpooled_vs_matchedreps	9.57309	9.82673	-0.25364	-1.34678	-2.2675	0.0632974	0.37502	0.166667	6	3
YIPF4	KDpooled_vs_matchedreps	10.8822	10.6422	0.239943	1.40766	2.2131	0.0633307	0.375084	0.0952381	6	3
KIAA1274	KDpooled_vs_matchedreps	10.5697	10.7267	-0.157013	-1.48231	-2.25957	0.06335	0.375084	0.0952381	6	3
USO1	KDpooled_vs_matchedreps	11.9006	12.0559	-0.155235	-1.34669	-2.27227	0.06342	0.375374	0.166667	6	3
SSR4	KDpooled_vs_matchedreps	14.6102	14.4884	0.12176	1.35917	2.33275	0.0634816	0.375615	0.166667	6	3
KIAA2013	KDpooled_vs_matchedreps	13.1581	13.3795	-0.221343	-1.45922	-2.24109	0.0636776	0.376651	0.0952381	6	3
DIO3	KDpooled_vs_matchedreps	12.9212	12.0591	0.862118	1.37315	2.20007	0.0637257	0.376811	0.166667	6	3
MPP5	KDpooled_vs_matchedreps	10.8401	11.1127	-0.272657	-1.46268	-2.24306	0.0637499	0.37683	0.0952381	6	3
CCDC57	KDpooled_vs_matchedreps	10.2965	10.6003	-0.303833	-1.34498	-2.27451	0.0638167	0.3771	0.261905	6	3
