gene_short_name	note	MCF7_KO	MCF7_WT	T47D_KO	T47D_WT	log2FC_T47D_KO_vs_WT	log2FC_MCF7_KO_vs_WT	log2FC_mean_bothlines	same_direction_both_lines
AKAP8	group-mean FPKM only; no per-replicate data in GEO	9.55657	10.5068	10.0569	10.4136	-0.0479408	-0.130257	-0.0890988	True
SSSCA1-AS1	group-mean FPKM only; no per-replicate data in GEO	1.38185	1.47629	0.894878	1.0024	-0.10713	-0.070643	-0.0888865	True
IGFLR1,U2AF1L4	group-mean FPKM only; no per-replicate data in GEO	11.0118	12.3689	8.15458	8.25713	-0.0169943	-0.160775	-0.0888848	True
UNC45A	group-mean FPKM only; no per-replicate data in GEO	21.1799	24.5386	37.6881	36.8977	0.0301736	-0.207796	-0.0888111	False
KAT8	group-mean FPKM only; no per-replicate data in GEO	25.8063	25.8832	17.2194	19.4783	-0.173104	-0.00421121	-0.0886576	True
SOCS2-AS1	group-mean FPKM only; no per-replicate data in GEO	0.24365	0	0.750415	1.60257	-0.749747	0.572696	-0.0885256	False
ABHD10	group-mean FPKM only; no per-replicate data in GEO	35.8914	40.7513	44.9511	44.8312	0.00381086	-0.180842	-0.0885156	False
DHFR	group-mean FPKM only; no per-replicate data in GEO	19.8062	24.4803	26.4054	24.2253	0.121908	-0.298871	-0.0884814	False
CALML4	group-mean FPKM only; no per-replicate data in GEO	1.03393	1.2286	1.01422	1.01904	-0.00458503	-0.172371	-0.0884782	True
BTD	group-mean FPKM only; no per-replicate data in GEO	14.0845	14.1672	18.5438	20.9045	-0.168593	-0.00815756	-0.0883752	True
POLRMT	group-mean FPKM only; no per-replicate data in GEO	5.76103	5.86027	6.83441	7.66061	-0.153996	-0.022688	-0.088342	True
RPL39	group-mean FPKM only; no per-replicate data in GEO	885.045	911.168	1669.26	1832.18	-0.134314	-0.0419429	-0.0881285	True
DPH7	group-mean FPKM only; no per-replicate data in GEO	18.1409	19.3728	17.9504	19.0551	-0.0838928	-0.0923236	-0.0881082	True
NCOR1	group-mean FPKM only; no per-replicate data in GEO	37.8125	34.1058	88.5825	110.931	-0.322937	0.146801	-0.0880677	False
RPL13A	group-mean FPKM only; no per-replicate data in GEO	475.054	436.882	862.565	1059.68	-0.296768	0.120715	-0.0880264	False
SORBS3	group-mean FPKM only; no per-replicate data in GEO	4.54548	4.89897	9.61192	10.1726	-0.0778547	-0.0976927	-0.0877737	True
CSRNP2	group-mean FPKM only; no per-replicate data in GEO	8.70866	9.32927	6.86932	7.2971	-0.0814061	-0.094093	-0.0877496	True
PDCD2	group-mean FPKM only; no per-replicate data in GEO	60.3477	67.7954	85.6572	86.1886	-0.00887092	-0.166586	-0.0877283	True
SERTAD1	group-mean FPKM only; no per-replicate data in GEO	12.1293	13.0673	9.41573	9.92318	-0.0720046	-0.103359	-0.0876818	True
ZCCHC3	group-mean FPKM only; no per-replicate data in GEO	4.95026	4.8729	4.16963	4.84862	-0.195858	0.0206241	-0.0876172	False
SAFB2	group-mean FPKM only; no per-replicate data in GEO	9.20853	10.7955	9.60179	9.3027	0.0433599	-0.218423	-0.0875317	False
PRR25	group-mean FPKM only; no per-replicate data in GEO	2.13135	1.61202	0.925223	1.50469	-0.492191	0.31718	-0.0875059	False
PDIA3	group-mean FPKM only; no per-replicate data in GEO	55.8692	64.3749	58.876	57.7448	0.0277507	-0.202753	-0.0875013	False
SFXN4	group-mean FPKM only; no per-replicate data in GEO	28.2452	23.2641	23.3785	32.1072	-0.449478	0.274537	-0.0874705	False
LINC00641	group-mean FPKM only; no per-replicate data in GEO	2.06961	2.52846	3.27622	3.11685	0.0622091	-0.237035	-0.0874129	False
RBBP4	group-mean FPKM only; no per-replicate data in GEO	23.7995	27.3618	31.0898	30.5995	0.0225674	-0.197362	-0.0873972	False
TEAD3	group-mean FPKM only; no per-replicate data in GEO	7.80959	8.25629	5.26215	5.67169	-0.0990584	-0.0755424	-0.0873004	True
PARD6B	group-mean FPKM only; no per-replicate data in GEO	93.0515	104.926	47.6412	47.7124	-0.00213214	-0.172398	-0.0872651	True
FXYD6	group-mean FPKM only; no per-replicate data in GEO	3.73758	2.89826	1.81289	2.75489	-0.492912	0.318444	-0.0872339	False
ICMT	group-mean FPKM only; no per-replicate data in GEO	20.2467	24.5822	20.3748	18.9839	0.0994799	-0.273782	-0.0871511	False
TSEN54	group-mean FPKM only; no per-replicate data in GEO	52.2449	46.547	49.6344	62.9237	-0.339221	0.164929	-0.0871462	False
KIAA1217	group-mean FPKM only; no per-replicate data in GEO	8.55783	7.60157	3.19296	4.15888	-0.335206	0.160964	-0.0871208	False
C5orf42	group-mean FPKM only; no per-replicate data in GEO	3.33708	6.0264	22.2807	14.6125	0.59207	-0.766279	-0.0871044	False
LINC01578	group-mean FPKM only; no per-replicate data in GEO	6.05591	8.65883	20.6329	16.5651	0.308442	-0.482367	-0.0869627	False
ZNF558	group-mean FPKM only; no per-replicate data in GEO	5.39188	5.69681	7.10993	7.66073	-0.100815	-0.0727977	-0.0868064	True
SLC39A9	group-mean FPKM only; no per-replicate data in GEO	37.5109	40.2561	34.077	35.8682	-0.0728648	-0.100603	-0.0867338	True
FBXO27	group-mean FPKM only; no per-replicate data in GEO	11.9663	12.0065	3.82996	4.36695	-0.168664	-0.00464476	-0.0866545	True
KBTBD4	group-mean FPKM only; no per-replicate data in GEO	23.0303	28.6383	34.0547	30.9657	0.135102	-0.308397	-0.0866475	False
RBM23	group-mean FPKM only; no per-replicate data in GEO	32.4355	36.856	27.0693	26.9083	0.00844979	-0.181697	-0.0866234	False
MTFP1	group-mean FPKM only; no per-replicate data in GEO	21.6571	18.8806	27.0378	34.9998	-0.366398	0.193156	-0.0866209	False
SERPINF1	group-mean FPKM only; no per-replicate data in GEO	2.11625	1.57533	1.39023	2.18676	-0.507306	0.33416	-0.086573	False
SLC23A2	group-mean FPKM only; no per-replicate data in GEO	3.51582	4.00271	2.755	2.7731	-0.00800014	-0.165099	-0.0865495	True
ZNF12	group-mean FPKM only; no per-replicate data in GEO	16.9693	16.9887	15.1141	17.0794	-0.171036	-0.00160125	-0.0863188	True
FAM86B3P	group-mean FPKM only; no per-replicate data in GEO	2.64721	1.66279	1.63682	3.00441	-0.713706	0.54118	-0.0862632	False
TRPM7,USP50	group-mean FPKM only; no per-replicate data in GEO	171.491	233.536	230.773	191.043	0.271929	-0.444397	-0.0862344	False
HTRA1	group-mean FPKM only; no per-replicate data in GEO	10.212	8.75713	5.89128	7.83413	-0.382927	0.210591	-0.0861679	False
SHPRH	group-mean FPKM only; no per-replicate data in GEO	5.97745	6.83542	7.66921	7.629	0.00711868	-0.179454	-0.0861675	False
ZWILCH	group-mean FPKM only; no per-replicate data in GEO	24.6862	25.2951	32.2806	35.5659	-0.137793	-0.0344636	-0.0861284	True
RBBP6	group-mean FPKM only; no per-replicate data in GEO	13.7627	15.8998	12.8435	12.5763	0.0291828	-0.201431	-0.0861242	False
FAM86B1	group-mean FPKM only; no per-replicate data in GEO	0.756253	0.840389	1.27381	1.37306	-0.0785456	-0.0935247	-0.0860352	True
SVIL	group-mean FPKM only; no per-replicate data in GEO	8.09022	6.15178	1.81763	2.87198	-0.540946	0.368955	-0.0859955	False
RPS27	group-mean FPKM only; no per-replicate data in GEO	1619.43	1493.93	1881.26	2297.35	-0.288202	0.116336	-0.0859329	False
ARHGAP10	group-mean FPKM only; no per-replicate data in GEO	25.6156	28.3739	27.303	27.8243	-0.0267997	-0.144854	-0.0858269	True
PYROXD1	group-mean FPKM only; no per-replicate data in GEO	6.88949	9.70148	10.6758	8.61792	0.293601	-0.465232	-0.0858152	False
TPT1-AS1	group-mean FPKM only; no per-replicate data in GEO	0.869486	1.20218	1.54393	1.35209	0.142192	-0.313749	-0.0857788	False
SFT2D3	group-mean FPKM only; no per-replicate data in GEO	5.17875	4.90207	5.86879	7.03988	-0.243522	0.0720611	-0.0857306	False
COBL	group-mean FPKM only; no per-replicate data in GEO	7.9289	5.05498	10.5215	18.334	-0.773019	0.601563	-0.0857281	False
LYPD6B	group-mean FPKM only; no per-replicate data in GEO	17.5102	18.0687	4.98302	5.48911	-0.127371	-0.0440586	-0.0857148	True
MLLT4	group-mean FPKM only; no per-replicate data in GEO	18.534	17.0541	14.7642	18.1391	-0.28818	0.116771	-0.0857047	False
PDXDC2P	group-mean FPKM only; no per-replicate data in GEO	9.36128	9.93394	9.38798	10.0242	-0.0899628	-0.0814372	-0.0857	True
CASP9	group-mean FPKM only; no per-replicate data in GEO	6.40394	6.54484	10.0139	11.1034	-0.14225	-0.029147	-0.0856983	True
SHMT2	group-mean FPKM only; no per-replicate data in GEO	83.8993	98.7238	57.6584	55.1969	0.0623905	-0.233455	-0.0855323	False
CWF19L1	group-mean FPKM only; no per-replicate data in GEO	24.2326	21.6811	17.8877	22.5827	-0.328071	0.157083	-0.085494	False
GOLGA3	group-mean FPKM only; no per-replicate data in GEO	23.5863	26.0724	14.5001	14.8075	-0.0292666	-0.141716	-0.0854912	True
HCN2	group-mean FPKM only; no per-replicate data in GEO	1.50949	1.68155	1.45642	1.52862	-0.0522825	-0.118524	-0.0854033	True
SLC26A1	group-mean FPKM only; no per-replicate data in GEO	2.59555	2.39532	0.84754	1.1218	-0.267268	0.096473	-0.0853974	False
ABCB10	group-mean FPKM only; no per-replicate data in GEO	5.00967	5.82963	7.05249	6.89949	0.0295265	-0.200155	-0.0853144	False
COX16,SYNJ2BP	group-mean FPKM only; no per-replicate data in GEO	57.7864	70.9519	77.1746	70.8157	0.123223	-0.293813	-0.0852949	False
WDHD1	group-mean FPKM only; no per-replicate data in GEO	22.7507	22.5967	21.2125	24.0993	-0.180091	0.00958741	-0.085252	False
ANAPC2	group-mean FPKM only; no per-replicate data in GEO	11.5832	11.9523	10.8994	11.9486	-0.127026	-0.0434097	-0.0852176	True
NEK3	group-mean FPKM only; no per-replicate data in GEO	5.81398	7.12664	12.0321	11.1761	0.10207	-0.272498	-0.0852141	False
PIGZ	group-mean FPKM only; no per-replicate data in GEO	7.13554	6.58177	7.44032	9.13421	-0.278969	0.10862	-0.0851745	False
DNA2	group-mean FPKM only; no per-replicate data in GEO	12.644	11.2708	10.3834	13.1761	-0.329528	0.159192	-0.0851678	False
MAFB	group-mean FPKM only; no per-replicate data in GEO	1.40844	2.38125	1.50243	0.992521	0.424001	-0.594301	-0.0851502	False
MIAT,MIATNB	group-mean FPKM only; no per-replicate data in GEO	12.0502	8.22517	4.81555	8.10376	-0.694748	0.524455	-0.0851465	False
ZNF624	group-mean FPKM only; no per-replicate data in GEO	3.28819	3.56427	5.05876	5.3297	-0.0686585	-0.101488	-0.0850731	True
ZNF672	group-mean FPKM only; no per-replicate data in GEO	2.5077	3.0395	0.0230582	0	0.0650434	-0.234885	-0.0849208	False
CYFIP1	group-mean FPKM only; no per-replicate data in GEO	8.84749	9.86908	8.01218	8.13202	-0.0201695	-0.149637	-0.0849033	True
STOM	group-mean FPKM only; no per-replicate data in GEO	30.0586	20.7567	12.5516	20.6061	-0.693433	0.523661	-0.0848863	False
FAM35A	group-mean FPKM only; no per-replicate data in GEO	26.1902	25.493	19.5278	22.6331	-0.207955	0.038187	-0.0848838	False
RAP1GDS1	group-mean FPKM only; no per-replicate data in GEO	21.7494	24.7189	26.5313	26.3252	0.011042	-0.180739	-0.0848485	False
PTPN9	group-mean FPKM only; no per-replicate data in GEO	5.13986	6.89356	11.1118	9.46201	0.221083	-0.39061	-0.0847635	False
RBM5	group-mean FPKM only; no per-replicate data in GEO	26.8061	32.5381	26.1657	24.283	0.105634	-0.274907	-0.0846365	False
MBLAC1	group-mean FPKM only; no per-replicate data in GEO	1.93978	1.20517	0.585624	1.24656	-0.685992	0.516835	-0.0845781	False
CGN	group-mean FPKM only; no per-replicate data in GEO	8.20585	12.5375	4.10603	2.95804	0.413569	-0.58261	-0.0845205	False
NEK7	group-mean FPKM only; no per-replicate data in GEO	21.0393	25.5343	47.1788	43.8447	0.104586	-0.273442	-0.084428	False
ABCF2	group-mean FPKM only; no per-replicate data in GEO	54.3229	52.3196	29.7301	34.7642	-0.222219	0.0537053	-0.0842566	False
FLNB	group-mean FPKM only; no per-replicate data in GEO	19.7471	17.5199	19.5559	24.8245	-0.336507	0.168124	-0.0841914	False
TTLL9	group-mean FPKM only; no per-replicate data in GEO	0.282444	0.448865	2.71502	2.47919	0.109908	-0.278215	-0.0841539	False
TAF1	group-mean FPKM only; no per-replicate data in GEO	8.75517	10.5253	10.3309	9.71644	0.0842606	-0.252487	-0.084113	False
ZNF200	group-mean FPKM only; no per-replicate data in GEO	8.37929	9.36951	8.82663	8.92765	-0.0155423	-0.152534	-0.0840382	True
DNAJC9	group-mean FPKM only; no per-replicate data in GEO	49.2061	47.0483	41.5352	48.8594	-0.231727	0.0640292	-0.0838489	False
C16orf74	group-mean FPKM only; no per-replicate data in GEO	20.2067	21.534	18.9574	20.0347	-0.0777449	-0.0896338	-0.0836893	True
TEX19	group-mean FPKM only; no per-replicate data in GEO	3.79412	2.6983	1.78828	2.9502	-0.592416	0.425057	-0.0836796	False
ANKRD34A	group-mean FPKM only; no per-replicate data in GEO	4.47447	6.23281	4.61988	3.74762	0.269455	-0.436666	-0.0836053	False
OR7E156P	group-mean FPKM only; no per-replicate data in GEO	26.6493	13.1449	8.21997	18.9807	-1.15965	0.992553	-0.0835486	False
NDUFB5	group-mean FPKM only; no per-replicate data in GEO	47.7538	49.1166	64.2024	70.1431	-0.126729	-0.0401803	-0.0834549	True
RNF219	group-mean FPKM only; no per-replicate data in GEO	13.0803	13.1391	9.3115	10.4674	-0.160676	-0.0062331	-0.0834545	True
UBLCP1	group-mean FPKM only; no per-replicate data in GEO	11.215	14.9859	19.6902	16.6469	0.235707	-0.402598	-0.0834454	False
SCAI	group-mean FPKM only; no per-replicate data in GEO	12.3775	13.815	12.5246	12.6527	-0.0141199	-0.152675	-0.0833975	True
FTH1	group-mean FPKM only; no per-replicate data in GEO	456.021	487.048	346.308	364.02	-0.0718608	-0.094863	-0.0833619	True
YWHAH	group-mean FPKM only; no per-replicate data in GEO	66.5151	80.0688	121.175	113.097	0.099108	-0.265735	-0.0833135	False
MIR4720	group-mean FPKM only; no per-replicate data in GEO	11.7163	12.8678	8.8131	9.05279	-0.0366607	-0.129955	-0.0833077	True
PYGO2,SHC1	group-mean FPKM only; no per-replicate data in GEO	17.8525	18.1607	10.7817	11.9536	-0.142578	-0.0240265	-0.0833024	True
GMDS	group-mean FPKM only; no per-replicate data in GEO	12.7079	11.1342	9.63983	12.4197	-0.349539	0.183029	-0.083255	False
SMPD1	group-mean FPKM only; no per-replicate data in GEO	1.90677	1.81944	0.926642	1.16129	-0.219681	0.0533218	-0.0831794	False
THSD4	group-mean FPKM only; no per-replicate data in GEO	4.25674	2.93414	6.02326	9.63868	-0.636205	0.470024	-0.0830902	False
IGSF9	group-mean FPKM only; no per-replicate data in GEO	6.48284	8.73659	7.63188	6.39759	0.237497	-0.403546	-0.0830249	False
HDHD2	group-mean FPKM only; no per-replicate data in GEO	13.1569	15.6736	17.1933	16.2617	0.0780347	-0.244011	-0.0829881	False
CITED1	group-mean FPKM only; no per-replicate data in GEO	0.451823	1.07151	0.576207	0.231218	0.557582	-0.723386	-0.0829021	False
CA12	group-mean FPKM only; no per-replicate data in GEO	24.9667	35.3047	22.4074	17.7775	0.325745	-0.491537	-0.082896	False
RNF216P1	group-mean FPKM only; no per-replicate data in GEO	15.5007	14.6801	11.2328	13.3719	-0.241618	0.0759537	-0.0828322	False
CHD4	group-mean FPKM only; no per-replicate data in GEO	44.8707	55.3686	49.1842	44.7568	0.134653	-0.300277	-0.0828121	False
CCDC134	group-mean FPKM only; no per-replicate data in GEO	3.73855	3.20041	1.55266	2.13718	-0.361501	0.195886	-0.0828078	False
ZBTB21	group-mean FPKM only; no per-replicate data in GEO	10.5014	11.7301	8.63327	8.71489	-0.0128355	-0.152749	-0.0827923	True
E2F8	group-mean FPKM only; no per-replicate data in GEO	10.7651	11.6739	9.54976	9.93044	-0.053639	-0.111931	-0.0827851	True
UMPS	group-mean FPKM only; no per-replicate data in GEO	27.0127	28.7006	25.9021	27.3937	-0.0792866	-0.0859003	-0.0825935	True
ZNF678	group-mean FPKM only; no per-replicate data in GEO	18.7834	22.9852	33.2059	30.5319	0.119249	-0.284392	-0.0825717	False
NHP2L1	group-mean FPKM only; no per-replicate data in GEO	83.9718	92.5638	85.9285	87.4547	-0.0252535	-0.13975	-0.0825019	True
SPPL3	group-mean FPKM only; no per-replicate data in GEO	7.68262	6.56157	3.822	5.11496	-0.377577	0.212574	-0.0825014	False
TNNT1	group-mean FPKM only; no per-replicate data in GEO	21.6478	12.5887	9.42071	18.3212	-0.923843	0.758842	-0.0825009	False
GMEB1	group-mean FPKM only; no per-replicate data in GEO	5.09817	6.75698	6.27315	5.35722	0.209611	-0.374414	-0.0824016	False
SH2B1	group-mean FPKM only; no per-replicate data in GEO	8.52346	8.90793	4.51637	4.89345	-0.104565	-0.0601966	-0.0823806	True
LOC100133286	group-mean FPKM only; no per-replicate data in GEO	10.5601	10.8676	16.5948	18.1438	-0.125138	-0.0395633	-0.0823508	True
ANXA9	group-mean FPKM only; no per-replicate data in GEO	10.0038	13.8451	9.41067	7.63404	0.285011	-0.449647	-0.0823181	False
ACADVL	group-mean FPKM only; no per-replicate data in GEO	75.3832	78.7795	86.198	92.5113	-0.101407	-0.0631673	-0.0822873	True
ZNF621	group-mean FPKM only; no per-replicate data in GEO	3.86746	4.3242	2.45448	2.49794	-0.0210673	-0.143495	-0.0822813	True
ZNF324	group-mean FPKM only; no per-replicate data in GEO	3.1603	3.46693	2.5996	2.70557	-0.0484989	-0.116061	-0.08228	True
ADGRE5	group-mean FPKM only; no per-replicate data in GEO	1.69599	2.23495	2.08643	1.82758	0.152131	-0.316643	-0.0822558	False
MLLT4-AS1	group-mean FPKM only; no per-replicate data in GEO	3.41566	1.87479	1.66501	3.50093	-0.885962	0.721456	-0.0822531	False
CDK13	group-mean FPKM only; no per-replicate data in GEO	11.9434	12.0307	10.8511	12.1322	-0.154274	-0.0100863	-0.08218	True
TBC1D15	group-mean FPKM only; no per-replicate data in GEO	15.095	17.6685	20.1415	19.3538	0.0561326	-0.220356	-0.0821116	False
TMEM63B	group-mean FPKM only; no per-replicate data in GEO	14.1555	15.0638	8.23878	8.7205	-0.0774131	-0.0867522	-0.0820826	True
KLHL24	group-mean FPKM only; no per-replicate data in GEO	6.62931	9.15497	15.1269	12.4296	0.273354	-0.437509	-0.0820777	False
KIF1B	group-mean FPKM only; no per-replicate data in GEO	10.7333	11.4146	6.58457	6.98419	-0.0791659	-0.0849487	-0.0820573	True
TMEM132A	group-mean FPKM only; no per-replicate data in GEO	31.1261	28.6229	21.1125	25.7973	-0.283049	0.118962	-0.0820435	False
SPTBN2	group-mean FPKM only; no per-replicate data in GEO	6.91485	4.91857	4.53369	7.21789	-0.61659	0.452505	-0.0820424	False
CBFA2T2	group-mean FPKM only; no per-replicate data in GEO	3.26295	3.36976	3.20832	3.54002	-0.123597	-0.04038	-0.0819883	True
LOC730101	group-mean FPKM only; no per-replicate data in GEO	2.78739	2.49205	2.42374	3.09897	-0.299769	0.135808	-0.0819804	False
LRRC75A	group-mean FPKM only; no per-replicate data in GEO	5.76247	4.89747	3.05618	4.12267	-0.378398	0.214448	-0.0819748	False
MAPK8IP1	group-mean FPKM only; no per-replicate data in GEO	3.04146	2.89716	3.36568	4.01473	-0.223917	0.0600151	-0.0819512	False
MYL12A	group-mean FPKM only; no per-replicate data in GEO	380.066	425.664	552.859	553.095	-0.000615158	-0.163262	-0.0819386	True
DNM2	group-mean FPKM only; no per-replicate data in GEO	40.9076	56.0289	61.0374	49.9977	0.285246	-0.449093	-0.0819236	False
UQCR10	group-mean FPKM only; no per-replicate data in GEO	130.93	126.447	150.749	174.922	-0.213904	0.0500683	-0.0819179	False
GUK1	group-mean FPKM only; no per-replicate data in GEO	119.45	114.989	99.2801	115.587	-0.218382	0.0546777	-0.0818523	False
LOC100289511	group-mean FPKM only; no per-replicate data in GEO	16.7567	18.2398	18.9171	19.5279	-0.0446834	-0.118949	-0.0818162	True
GDE1	group-mean FPKM only; no per-replicate data in GEO	36.7743	37.1828	25.909	28.757	-0.147752	-0.0157249	-0.0817385	True
METTL9	group-mean FPKM only; no per-replicate data in GEO	54.9904	52.8149	27.661	32.3249	-0.221092	0.0576994	-0.0816963	False
CPSF1	group-mean FPKM only; no per-replicate data in GEO	7.62007	8.85014	14.0157	13.6162	0.0402624	-0.203496	-0.0816167	False
RWDD2B	group-mean FPKM only; no per-replicate data in GEO	25.7301	29.9336	28.3364	27.329	0.051302	-0.214442	-0.0815698	False
AKAP11	group-mean FPKM only; no per-replicate data in GEO	7.86619	10.2328	12.2803	10.6542	0.196335	-0.359384	-0.0815246	False
03-9	group-mean FPKM only; no per-replicate data in GEO	2.05549	2.39538	2.0429	2.0127	0.0172363	-0.180153	-0.0814582	False
VDAC1	group-mean FPKM only; no per-replicate data in GEO	313.679	325.889	291.087	313.725	-0.107872	-0.0550057	-0.0814386	True
FANCE	group-mean FPKM only; no per-replicate data in GEO	3.68228	3.63588	3.17273	3.65762	-0.178905	0.0160953	-0.0814049	False
SMIM4	group-mean FPKM only; no per-replicate data in GEO	15.4608	19.2371	35.2293	31.8405	0.143766	-0.306377	-0.0813057	False
