gene	contrast	mean_log2ratio_KD_over_control	n_arrays_with_value	t_stat_vs_zero	p_onesample_t	q_onesample_BH	n_biological_replicates	caveat	log2ratio_GSM558700	log2ratio_GSM558701	log2ratio_GSM558702
FOS	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.113433	3	-0.0928067	0.934517	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.9434	2.2928	-1.6897
KIAA0574	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.144867	3	0.092617	0.93465	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.9434	1.257	2.121
C15orf25	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.1535	3	-0.0925946	0.934666	0.999418	3	reference arm is CLDN4-overexpressing, not parental	3.1619	-1.8365	-1.7859
HSPH1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.1621	3	0.0923567	0.934833	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.2176	3.6473	-1.9434
ODF2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0120667	3	0.0923355	0.934848	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2219	-0.2278	0.0421
POLR1B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0433333	3	0.0923299	0.934852	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.93	-0.1332	-0.6668
LRDD	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0674611	3	0.0920474	0.93505	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.241233	-1.01913	1.46275
SYNGAP1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0972	3	0.0917286	0.935274	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.5564	-1.3219	2.1699
CAMK2B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.08365	3	-0.0917172	0.935282	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.7054	-1.2863	-0.67005
ECHDC1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0486667	3	0.0911522	0.935679	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.0086	-0.8554	0.9928
CLEC1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0931167	3	0.0910314	0.935764	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.94265	-1.9434	1.2801
SLITRK4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.1149	3	0.0909132	0.935847	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.6229	-2.3959	1.1177
ZNF598	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0473333	3	-0.0907744	0.935945	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2388	-1.0589	0.6781
BDNF	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0498694	3	0.0907157	0.935986	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.00566667	1.02337	-0.879425
PANK2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0681333	3	0.0906694	0.936018	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7908	-1.4344	0.848
F23269	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.157717	3	-0.0904406	0.936179	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.4951	-3.6439	1.67565
EDNRA	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.117428	3	-0.0903215	0.936263	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.21335	2.26327	-0.4022
PPP2R5D	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.125233	3	0.0902592	0.936307	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.0841	-2.5564	0.848
EPHA2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.127233	3	-0.0901629	0.936374	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.0589	2.6206	-0.9434
ZNF84	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0283167	3	0.090128	0.936399	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2155	0.4542	-0.58475
TEX27	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0609333	3	-0.089947	0.936526	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6897	1.2928	-0.7859
MLL	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0513833	3	0.0898151	0.936619	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.39045	-0.64175	1.18635
TES	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0175333	3	-0.089696	0.936703	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.304	0.3561	-0.1047
RNF32	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0288667	3	-0.0895616	0.936797	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.563233	-0.545633	-0.1042
C4orf14	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0928333	3	0.0895506	0.936805	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.1635	-1.737	1.852
TEX15	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.137567	3	0.0895082	0.936835	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.8365	3.1651	-0.9159
LOC92346	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.1172	3	-0.0893278	0.936961	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0635	1.3219	-2.737
ARP3BETA	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0419167	3	0.0892961	0.936984	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.92305	-0.679267	-0.118033
PRKACA	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.153933	3	-0.089257	0.937011	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.3161	-3.4739	0.696
EXOSC4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0973	3	0.0891625	0.937078	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6229	-2	1.669
DNAJB9	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.1181	3	0.089105	0.937118	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3219	2.7655	-1.0893
LOC90637	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.1636	3	-0.0887059	0.937398	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.3785	-3.8365	1.9672
KIAA1843	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0461	3	0.0886422	0.937443	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.384467	1.08137	-0.5586
MACF1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.17415	3	-0.0882313	0.937732	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.3085	3.76895	-1.9829
FADS3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0457167	3	-0.0881509	0.937789	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.30505	-1.06645	0.62425
CSEN	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0562333	3	0.0879753	0.937912	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.53395	1.3334	-0.63075
MGC45441	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0925833	3	0.0879537	0.937927	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.17715	-1.77145	1.87205
PEBP4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0599167	3	-0.0877617	0.938062	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.91	0.28745	-1.3772
DYX1C1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0416333	3	-0.0877295	0.938085	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.5275	0.3316	-0.984
SNAPC4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0769333	3	0.0875033	0.938244	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6215	-0.9714	1.8237
NUP43	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0693333	3	0.087369	0.938338	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.774	-1.5146	0.9486
MS4A3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0914833	3	0.0873667	0.93834	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.1763	1.86125	-1.7631
PRIM2A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0733	3	0.0873438	0.938356	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7908	-1.5995	1.0286
TRAF6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0967667	3	-0.0871554	0.938489	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.5995	2.0704	-0.7612
GRK6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0871333	3	-0.0870997	0.938528	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.10955	-2.0741	0.70315
MSH3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0208333	3	0.0870723	0.938547	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3734	0.45285	-0.01695
LOC159090	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0719333	3	-0.0869704	0.938619	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3959	1.4489	-0.2688
F20887	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.159133	3	-0.0867771	0.938755	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.9255	3.3302	-2.8821
DKFZP434N1817	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.125233	3	0.0866082	0.938873	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.991	-0.9714	-1.6439
EIF5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0265333	3	-0.086523	0.938933	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.5059	-0.0291	-0.5564
p44S10	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0444	3	0.0865143	0.938939	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.8365	0.9411	0.0286
SH2D4A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0667333	3	-0.0864875	0.938958	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.152	1.3103	-1.3585
CHPT1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0872	3	-0.0864197	0.939006	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2688	1.7442	-1.737
WDR22	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0444333	3	-0.0864114	0.939012	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7049	0.1909	-1.0291
CPA5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.131867	3	-0.0863863	0.939029	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.3505	-3.1844	1.4383
LSM2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0409	3	0.0859977	0.939303	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.57245	-0.908	0.45825
MGC16291	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0561333	3	0.0852185	0.939851	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.3505	-0.80345	-0.37865
OPRS1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.119533	3	-0.0850622	0.93996	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.903	-2.89795	1.63635
GNA11	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0263778	3	-0.084948	0.940041	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.447767	-0.6108	0.0839
PRKAB2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0818333	3	-0.084869	0.940096	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2	1.0496	0.7049
ARID1B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0559083	3	0.0848045	0.940142	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.812525	-1.25756	0.61276
PSG11	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.2056	3	-0.0847203	0.940201	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.269	-5.0589	2.1731
C10orf18	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0278	3	0.0846544	0.940247	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2176	0.6781	-0.3771
ELL2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.159233	3	0.0844292	0.940406	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.854	-3.4739	1.0976
HSPC157	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0895	3	0.0843622	0.940453	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.1763	-1.2863	-0.6215
LRP11	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0445667	3	0.0841247	0.94062	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.23875	1.0704	-0.69795
E2IG5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0161667	3	0.0837072	0.940914	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.11215	-0.35585	0.2922
ZNF551	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0760333	3	-0.0835009	0.941059	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.2079	0.4005	-1.8365
UQCRFS1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0771667	3	0.0832078	0.941265	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0322	-1.77735	0.97665
DKFZP566D1346	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0507	3	0.0831233	0.941324	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.0477	1.1529	-0.9531
CD2AP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0747333	3	-0.0829964	0.941413	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7859	1.7137	-1.152
DKFZp434P162	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.133833	3	0.0828773	0.941497	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3401	3.1375	-2.3959
LOC148137	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0458722	3	0.0828745	0.941499	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.02593	0.00165	-0.889967
ALPP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0871333	3	-0.0828363	0.941526	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2	1.6276	0.111
BRAF	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.116817	3	-0.0828007	0.941551	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.5921	1.89395	-2.8365
ARHGEF12	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.071	3	-0.0827954	0.941555	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8074	-1.7859	0.7655
ICMT	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0964	3	0.0827602	0.94158	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.201	1.5795	0.9107
TINF2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.130933	3	-0.0827396	0.941594	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.6897	3.0339	-1.737
LOC80298	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0540667	3	0.0825975	0.941694	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.2515	0.7908	0.6229
LOC284123	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.1036	3	0.0825934	0.941697	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.9714	2.6041	-1.3219
RFNG	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0324667	3	0.0823661	0.941857	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.63305	-0.00075	0.7312
CNN1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0973333	3	-0.0823615	0.94186	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.1844	1.9069	-0.0145
C9orf19	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0481667	3	0.0823368	0.941878	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.0439	1.1043	-0.9159
KNSL7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0317667	3	-0.0823001	0.941903	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.4392	0.7398	-0.3959
STYK1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0704	3	-0.0822455	0.941942	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2176	1.4803	-1.4739
GSTT1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.049	3	0.0821793	0.941988	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3103	-1.0893	0.926
STK29	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0298167	3	-0.0820484	0.94208	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.46905	0.1785	-0.737
ACVR1C	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0681667	3	0.0820104	0.942107	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.0893	1.5801	-1.2863
CCBL1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.055	3	0.0819319	0.942162	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.38985	-0.737	-0.48785
FLJ32096	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0756333	3	-0.0819127	0.942176	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.6462	-1.5146	-0.3585
PRKCABP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0537333	3	0.0817772	0.942271	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.3277	-0.304	-0.8625
FLJ22578	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.147333	3	-0.0816951	0.942329	0.999418	3	reference arm is CLDN4-overexpressing, not parental	3.1522	-3.0589	-0.5353
FASTK	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.06635	3	0.0815317	0.942444	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.71035	-1.55015	1.03885
NET1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0623333	3	0.0814984	0.942467	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.152	1.4751	-0.1361
HOXB5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0407333	3	-0.081469	0.942488	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3219	-1.0291	0.585
DDX27	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0385667	3	0.0814352	0.942512	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.9486	-0.6439	-0.189
EEF2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0980333	3	-0.0812209	0.942663	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.31595	-1.3112	-1.29885
L1CAM	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0388667	3	0.0811808	0.942691	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.4406	-0.4392	0.9964
TRPS1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0495	3	0.0808983	0.94289	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0922	0.2388	1.0019
NFKBIZ	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.124833	3	0.0808461	0.942926	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3219	3.211	-1.5146
SMARCD3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0511167	3	-0.0807847	0.94297	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0536	1.119	-0.21875
KCNJ14	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0981667	3	-0.0807691	0.942981	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.1635	-2.3219	1.8639
PGM5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.152333	3	0.0805853	0.94311	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.6897	3.9326	-1.7859
HNRPM	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0409667	3	0.0804896	0.943177	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2688	1.0356	-0.6439
B3GNT4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0133667	3	0.0803704	0.943261	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.33305	-0.22605	-0.0669
PHF19	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0559833	3	0.0802814	0.943324	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.81995	-1.3365	0.6845
EGFL5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.118433	3	0.0801584	0.94341	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.737	2.2048	0.8875
APBB3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0241333	3	-0.0801541	0.943413	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.56695	-0.22005	-0.4193
TM7SF1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0943	3	-0.0800358	0.943497	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3585	2.26	-1.1844
ARHGAP15	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.163833	3	0.0799818	0.943535	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.3219	3.7708	0.0426
FLJ13273	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.04785	3	0.079918	0.943579	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.795	-1.13615	0.4847
FLJ39822	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.216833	3	-0.0799066	0.943588	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.5261	2.4673	-5.6439
KCNJ3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.135433	3	-0.0798906	0.943599	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.4739	2.0461	1.0215
RNPEPL1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.171867	3	-0.0798549	0.943624	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.2515	4.1318	-2.3959
PKD1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0648833	3	-0.0798511	0.943627	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8875	-1.68145	0.5993
PICALM	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0778833	3	-0.0796766	0.943749	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.29845	1.85495	-0.79015
FGFR1OP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0252167	3	0.0796559	0.943764	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.57695	0.4957	0.1569
LIN7B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.1498	3	-0.0795984	0.943804	0.999418	3	reference arm is CLDN4-overexpressing, not parental	3.4764	-2.8365	-1.0893
TMEPAI	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0348333	3	-0.0795902	0.94381	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.06625	0.6676	-0.83835
SLC6A5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0242667	3	-0.0795553	0.943835	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.5656	-0.454	-0.1844
DOCK8	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.09545	3	0.0794919	0.943879	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.82815	1.7097	-2.2515
KCNK6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0688333	3	-0.079401	0.943943	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.737	1.6508	-1.1203
DIRC2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.0376	3	-0.0793921	0.94395	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.34625	0.89225	-0.6588
ULBP2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0978667	3	0.0793657	0.943968	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6229	1.9222	-2.2515
KIAA1117	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.0488833	3	0.0793004	0.944014	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2863	1.24395	-0.811
FLJ23049	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.142194	3	0.0792275	0.944065	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.678267	3.57875	-2.4739
