gene	contrast	mean_KD	mean_CTRL	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
HSPB11	KDpooled_vs_mock	13.1281	13.3294	-0.201247	-2.56686	-4.22077	0.00427825	0.0419486	0.047619	6	3
GSTT1	KDpooled_vs_mock	10.7548	10.9988	-0.243937	-3.02532	-4.54818	0.00428077	0.0419486	0.0238095	6	3
KIAA0101	KDpooled_vs_mock	14.9039	14.6855	0.218363	3.5511	5.14603	0.00428331	0.0419486	0.0238095	6	3
SIP1	KDpooled_vs_mock	11.4153	11.858	-0.442687	-2.59603	-4.15257	0.00428462	0.0419486	0.0238095	6	3
PVRL3	KDpooled_vs_mock	7.16331	6.66614	0.497172	2.56366	4.2017	0.00428903	0.041964	0.0238095	6	3
EXOSC3	KDpooled_vs_mock	13.8923	13.6723	0.22002	2.56499	4.21561	0.00429087	0.041964	0.0238095	6	3
MRPL27	KDpooled_vs_mock	13.4793	13.6452	-0.16593	-2.56269	-4.18625	0.00429405	0.0419722	0.0238095	6	3
C1orf109	KDpooled_vs_mock	11.218	10.8687	0.3493	2.82206	4.87404	0.00430793	0.0420849	0.0238095	6	3
OSTCL	KDpooled_vs_mock	13.2244	12.9838	0.240548	2.84396	4.92165	0.00431027	0.0420849	0.0238095	6	3
CHD2	KDpooled_vs_mock	11.4624	11.1892	0.273142	2.77706	4.77594	0.00431652	0.0421231	0.0238095	6	3
EDARADD	KDpooled_vs_mock	15.9199	16.2932	-0.37333	-3.34603	-4.9069	0.00432595	0.0421921	0.0238095	6	3
PDE4B	KDpooled_vs_mock	8.02221	7.59144	0.430777	2.58624	4.14229	0.0043375	0.0422434	0.0238095	6	3
LIG3	KDpooled_vs_mock	8.99153	9.5469	-0.55537	-3.77602	-5.40455	0.00433868	0.0422434	0.0238095	6	3
LSM4	KDpooled_vs_mock	14.8695	15.2752	-0.405708	-3.20187	-4.74183	0.00433881	0.0422434	0.0238095	6	3
ADAM10	KDpooled_vs_mock	8.35123	7.91265	0.438578	2.55967	4.20945	0.00434062	0.0422434	0.047619	6	3
EPHA4	KDpooled_vs_mock	11.687	10.4555	1.23152	2.56687	4.24878	0.00435271	0.042338	0.0238095	6	3
HLA-C	KDpooled_vs_mock	16.2445	15.9727	0.271838	3.48508	5.06476	0.00436672	0.0424514	0.0238095	6	3
CCR7	KDpooled_vs_mock	11.445	9.87654	1.56845	2.68062	4.56084	0.00437282	0.0424876	0.0238095	6	3
ADORA2B	KDpooled_vs_mock	11.3187	10.7392	0.579452	2.73457	4.68543	0.00437689	0.0425041	0.0238095	6	3
KIAA1704	KDpooled_vs_mock	10.3974	10.1153	0.28213	3.10225	4.62718	0.0043843	0.0425531	0.0238095	6	3
MIF4GD	KDpooled_vs_mock	9.46572	9.91367	-0.447955	-6.43343	-8.49371	0.00439502	0.0426166	0.0238095	6	3
CHD1	KDpooled_vs_mock	9.88842	9.61875	0.269668	2.55478	4.20869	0.00439741	0.0426166	0.0238095	6	3
KHDRBS3	KDpooled_vs_mock	10.8559	10.4665	0.3894	2.7972	4.82592	0.00439797	0.0426166	0.0238095	6	3
FAT1	KDpooled_vs_mock	11.8879	11.4056	0.482308	2.6916	4.58912	0.00440298	0.0426421	0.0238095	6	3
LIMK1	KDpooled_vs_mock	10.8894	10.3952	0.49414	2.70261	4.615	0.00440801	0.0426678	0.0238095	6	3
CES3	KDpooled_vs_mock	7.0618	7.38438	-0.322585	-2.7206	-4.22513	0.0044169	0.0427308	0.0238095	6	3
C1QTNF5	KDpooled_vs_mock	7.89132	8.28849	-0.39717	-2.61556	-4.406	0.0044254	0.04279	0.0238095	6	3
NDUFA5	KDpooled_vs_mock	12.9679	13.24	-0.27204	-2.74161	-4.24358	0.00443024	0.0428009	0.0238095	6	3
TCEA2	KDpooled_vs_mock	10.7817	11.148	-0.366297	-3.28232	-4.82795	0.00443228	0.0428009	0.0238095	6	3
SCYL1	KDpooled_vs_mock	14.8111	14.6349	0.176193	2.81485	4.86685	0.00443541	0.0428009	0.0238095	6	3
ULK4	KDpooled_vs_mock	8.78235	8.517	0.265353	2.54786	4.18504	0.00443606	0.0428009	0.0238095	6	3
FNDC3B	KDpooled_vs_mock	10.6645	9.48634	1.17813	2.71404	4.64382	0.00444151	0.0428304	0.0238095	6	3
SEPT6	KDpooled_vs_mock	8.66884	9.2002	-0.531357	-2.55405	-4.12676	0.00445412	0.0429289	0.0238095	6	3
hCG_1818231	KDpooled_vs_mock	9.19428	8.29825	0.896032	2.57931	4.12164	0.00445716	0.0429351	0.0238095	6	3
SMPD3	KDpooled_vs_mock	9.95068	9.06448	0.8862	2.62843	4.44272	0.00446226	0.0429613	0.0238095	6	3
C11orf2	KDpooled_vs_mock	12.9587	13.3113	-0.352558	-2.56834	-4.11867	0.004467	0.0429759	0.0238095	6	3
GPR108	KDpooled_vs_mock	9.74508	10.0371	-0.29205	-2.61547	-4.41069	0.00446986	0.0429759	0.0238095	6	3
STRADA	KDpooled_vs_mock	9.3083	9.70912	-0.40082	-2.56835	-4.27928	0.00447096	0.0429759	0.0238095	6	3
IDH3B	KDpooled_vs_mock	13.9284	14.2258	-0.297415	-3.13957	-4.66369	0.00447648	0.0430059	0.0238095	6	3
PES1	KDpooled_vs_mock	10.5523	10.8847	-0.332417	-2.79726	-4.29405	0.00448305	0.0430459	0.047619	6	3
PLEC1	KDpooled_vs_mock	11.6161	10.9292	0.686892	2.55798	4.11258	0.00450509	0.0432263	0.0238095	6	3
SULT1A2	KDpooled_vs_mock	12.0953	12.4687	-0.373402	-2.53967	-4.13631	0.00450665	0.0432263	0.0238095	6	3
MORN1	KDpooled_vs_mock	6.90655	7.28427	-0.377728	-4.6495	-6.41512	0.00451556	0.0432886	0.0238095	6	3
LOC442249	KDpooled_vs_mock	17.0102	17.3459	-0.335655	-2.54929	-4.22496	0.00452589	0.0433553	0.0238095	6	3
LPAR3	KDpooled_vs_mock	7.9338	8.37791	-0.444115	-2.57436	-4.30684	0.00453057	0.0433553	0.0238095	6	3
ABLIM3	KDpooled_vs_mock	7.3689	6.70153	0.667372	2.67377	4.55805	0.00453079	0.0433553	0.0238095	6	3
SLC20A2	KDpooled_vs_mock	12.0409	11.6433	0.39767	3.57731	5.16221	0.0045331	0.0433553	0.0238095	6	3
POLDIP3	KDpooled_vs_mock	12.3316	12.6721	-0.340555	-2.62481	-4.4411	0.00453684	0.0433553	0.0238095	6	3
FAM102B	KDpooled_vs_mock	9.57795	9.7852	-0.207253	-2.65584	-4.51653	0.00453913	0.0433553	0.0238095	6	3
KIF1A	KDpooled_vs_mock	10.2886	10.8548	-0.566197	-2.53658	-4.16813	0.00453943	0.0433553	0.0238095	6	3
RBBP6	KDpooled_vs_mock	12.2202	11.9611	0.259117	2.53329	4.13466	0.00455708	0.0434649	0.0238095	6	3
ITGB3BP	KDpooled_vs_mock	11.26	11.4325	-0.172473	-2.56333	-4.27809	0.00455747	0.0434649	0.0238095	6	3
PHLDB2	KDpooled_vs_mock	13.3637	12.618	0.745628	2.58454	4.33911	0.00455817	0.0434649	0.0238095	6	3
ZNF45	KDpooled_vs_mock	10.0979	9.64114	0.456712	2.53219	4.1335	0.00456682	0.0435237	0.0238095	6	3
TIMP2	KDpooled_vs_mock	14.0449	13.6803	0.364653	2.56045	4.10082	0.00456919	0.0435237	0.0238095	6	3
KIAA1143	KDpooled_vs_mock	10.9888	10.6229	0.36584	2.54158	4.20749	0.00457628	0.0435447	0.0238095	6	3
OXSR1	KDpooled_vs_mock	13.0613	12.6536	0.407683	2.5309	4.13216	0.00457832	0.0435447	0.0238095	6	3
RDM1	KDpooled_vs_mock	9.77636	10.5069	-0.730533	-2.80047	-4.84493	0.00458062	0.0435447	0.0238095	6	3
ZMAT2	KDpooled_vs_mock	12.1254	12.673	-0.547623	-2.535	-4.11166	0.0045811	0.0435447	0.0238095	6	3
NCF2	KDpooled_vs_mock	8.24305	7.26585	0.977207	2.75331	4.74195	0.00458384	0.0435477	0.0238095	6	3
SPRR2C	KDpooled_vs_mock	10.4484	9.16211	1.28632	2.65993	4.5307	0.00459304	0.0435898	0.0238095	6	3
C14orf129	KDpooled_vs_mock	12.789	12.4945	0.294447	2.60498	4.39685	0.00459313	0.0435898	0.0238095	6	3
DHRS11	KDpooled_vs_mock	10.3511	10.8328	-0.481705	-2.52918	-4.15708	0.00460882	0.0437156	0.0238095	6	3
IL20RB	KDpooled_vs_mock	9.59678	9.25868	0.3381	2.66489	4.15986	0.0046191	0.0437899	0.0238095	6	3
LAPTM4A	KDpooled_vs_mock	15.0601	14.6943	0.365778	4.09988	5.76596	0.0046266	0.043831	0.0238095	6	3
TMEM159	KDpooled_vs_mock	10.5148	9.33192	1.1829	2.69964	4.62508	0.0046296	0.043831	0.0238095	6	3
MGC34796	KDpooled_vs_mock	10.7706	11.1947	-0.424098	-2.78051	-4.26742	0.00463113	0.043831	0.0238095	6	3
ATOX1	KDpooled_vs_mock	13.0125	12.8101	0.202455	2.53093	4.09858	0.00463694	0.043831	0.0238095	6	3
ZNF695	KDpooled_vs_mock	10.1939	10.6739	-0.480018	-2.52715	-4.15912	0.0046371	0.043831	0.047619	6	3
PPP4C	KDpooled_vs_mock	11.6477	11.9101	-0.262402	-2.56951	-4.30761	0.00463809	0.043831	0.047619	6	3
SSR2	KDpooled_vs_mock	15.6248	15.3505	0.274322	2.80186	4.85175	0.0046419	0.0438439	0.0238095	6	3
IPO9	KDpooled_vs_mock	10.5309	10.9038	-0.372952	-5.46458	-7.35454	0.00464468	0.0438472	0.0238095	6	3
ZNF76	KDpooled_vs_mock	8.3759	8.65726	-0.281362	-3.03723	-4.53976	0.00465022	0.0438744	0.0238095	6	3
SAC3D1	KDpooled_vs_mock	13.0181	13.3554	-0.337245	-2.87554	-4.36414	0.00465246	0.0438744	0.0238095	6	3
B4GALT5	KDpooled_vs_mock	13.0249	12.5855	0.439347	2.52815	4.09575	0.00465818	0.0439053	0.0238095	6	3
AP2A2	KDpooled_vs_mock	11.184	11.474	-0.29004	-2.66526	-4.5488	0.00466428	0.0439397	0.0238095	6	3
SOCS7	KDpooled_vs_mock	7.25363	7.06164	0.191993	2.69337	4.61392	0.00467213	0.0439905	0.0238095	6	3
SH3D19	KDpooled_vs_mock	11.8027	10.8553	0.947418	2.54916	4.25328	0.0046756	0.0440002	0.0238095	6	3
ZRSR2	KDpooled_vs_mock	11.5468	11.1993	0.3475	3.00474	4.50228	0.00467915	0.0440078	0.0238095	6	3
DUT	KDpooled_vs_mock	14.8361	15.1684	-0.332315	-2.535	-4.20751	0.00468216	0.0440078	0.0238095	6	3
MTF1	KDpooled_vs_mock	12.3104	11.6425	0.667895	2.62254	4.44911	0.00468378	0.0440078	0.0238095	6	3
NRL	KDpooled_vs_mock	7.88652	7.5707	0.31582	3.14782	4.66141	0.00468622	0.0440078	0.0238095	6	3
KIAA1128	KDpooled_vs_mock	9.95226	10.3015	-0.349292	-3.50119	-5.06556	0.00468914	0.0440122	0.0238095	6	3
TAF1C	KDpooled_vs_mock	11.5554	11.9364	-0.38106	-2.52867	-4.08349	0.00469779	0.0440683	0.0238095	6	3
TSC22D2	KDpooled_vs_mock	8.03151	7.34523	0.686277	2.53327	4.08013	0.00470003	0.0440683	0.047619	6	3
AP1M2	KDpooled_vs_mock	10.788	11.5473	-0.759312	-2.55078	-4.26302	0.00470737	0.0441019	0.0238095	6	3
PKM2	KDpooled_vs_mock	13.7398	14.1337	-0.393945	-2.51853	-4.09845	0.00470853	0.0441019	0.0238095	6	3
MCM4	KDpooled_vs_mock	11.8216	12.3416	-0.520047	-2.56409	-4.30218	0.00471476	0.0441167	0.0238095	6	3
ZNF581	KDpooled_vs_mock	9.90293	10.415	-0.512103	-2.68156	-4.59012	0.00471503	0.0441167	0.0238095	6	3
ASH1L	KDpooled_vs_mock	8.72752	7.8203	0.90722	2.52315	4.17058	0.00472231	0.0441619	0.0238095	6	3
ACCS	KDpooled_vs_mock	10.4383	10.826	-0.387695	-2.52837	-4.07714	0.00472479	0.0441621	0.0238095	6	3
PCTP	KDpooled_vs_mock	12.4471	12.0803	0.366803	2.62341	4.45552	0.00473336	0.0442191	0.0238095	6	3
C3orf37	KDpooled_vs_mock	12.0182	12.3603	-0.342045	-2.77227	-4.79396	0.00474708	0.0443242	0.0275319	6	3
C16orf55	KDpooled_vs_mock	9.47516	9.90668	-0.431518	-2.51887	-4.16069	0.00475348	0.0443609	0.0238095	6	3
FBXO21	KDpooled_vs_mock	12.8471	12.5622	0.284847	4.06754	5.72035	0.00476285	0.0444252	0.0238095	6	3
PSMD14	KDpooled_vs_mock	15.0444	14.8734	0.171035	2.64691	4.51389	0.00476581	0.0444298	0.0275319	6	3
LOC730235	KDpooled_vs_mock	11.2507	10.7905	0.46025	2.55017	4.27102	0.00477816	0.0444827	0.0238095	6	3
PLD1	KDpooled_vs_mock	9.93366	9.23882	0.694837	2.68152	4.59453	0.00477816	0.0444827	0.0238095	6	3
MYO1B	KDpooled_vs_mock	10.4837	10.7928	-0.309085	-2.72463	-4.20271	0.00477893	0.0444827	0.0238095	6	3
FLJ31306	KDpooled_vs_mock	10.2427	9.98468	0.258065	2.80817	4.28466	0.00480451	0.0446977	0.0238095	6	3
ZMIZ1	KDpooled_vs_mock	10.5718	10.0626	0.509202	2.50692	4.08891	0.0048089	0.0447153	0.0238095	6	3
BHLHE41	KDpooled_vs_mock	8.30883	7.73473	0.574105	2.50547	4.09384	0.0048185	0.0447814	0.0238095	6	3
MRPL11	KDpooled_vs_mock	12.6462	12.8908	-0.24467	-2.53573	-4.23547	0.00482854	0.0448515	0.0238095	6	3
SIGLEC11	KDpooled_vs_mock	6.58259	6.75889	-0.176302	-3.27844	-4.80192	0.00483338	0.0448732	0.0238095	6	3
C20orf111	KDpooled_vs_mock	13.2116	12.8368	0.374803	3.48365	5.03718	0.00484303	0.0449078	0.0238095	6	3
C20orf24	KDpooled_vs_mock	15.9822	15.6785	0.303755	4.56427	6.29492	0.0048436	0.0449078	0.0238095	6	3
ZNF512	KDpooled_vs_mock	9.46198	9.78989	-0.327903	-2.81494	-4.28895	0.00485002	0.0449078	0.0238095	6	3
CENPM	KDpooled_vs_mock	10.9351	11.5722	-0.637045	-2.71145	-4.18531	0.00485024	0.0449078	0.0238095	6	3
D2HGDH	KDpooled_vs_mock	11.7648	12.1164	-0.351675	-2.50929	-4.14767	0.00485411	0.0449078	0.0238095	6	3
BRF2	KDpooled_vs_mock	10.0579	9.73392	0.324022	2.62092	4.45974	0.00485678	0.0449078	0.0238095	6	3
PELP1	KDpooled_vs_mock	12.3165	12.6026	-0.286043	-2.57025	-4.06807	0.00485763	0.0449078	0.0238095	6	3
PML	KDpooled_vs_mock	11.5095	11.2392	0.270245	3.15841	4.66408	0.00486226	0.0449078	0.0238095	6	3
MOS	KDpooled_vs_mock	10.3606	10.893	-0.532323	-2.62084	-4.10355	0.00486341	0.0449078	0.0238095	6	3
POLH	KDpooled_vs_mock	7.93458	8.18131	-0.246735	-2.69466	-4.63005	0.00486421	0.0449078	0.0238095	6	3
FNIP1	KDpooled_vs_mock	6.86155	6.59987	0.261678	3.35305	4.88572	0.00486464	0.0449078	0.0238095	6	3
TSTA3	KDpooled_vs_mock	10.6672	10.991	-0.323805	-2.5966	-4.0846	0.0048676	0.044912	0.0238095	6	3
C14orf49	KDpooled_vs_mock	7.10657	6.72178	0.384787	2.74846	4.22006	0.00487162	0.044926	0.0238095	6	3
OXCT1	KDpooled_vs_mock	10.3892	10.8856	-0.496332	-2.65403	-4.13033	0.00487978	0.0449771	0.0238095	6	3
KIAA0391	KDpooled_vs_mock	9.98557	10.1797	-0.194117	-2.5956	-4.08259	0.00488216	0.0449771	0.0238095	6	3
TUBA1B	KDpooled_vs_mock	17.9859	18.1293	-0.143382	-2.55733	-4.05755	0.00488915	0.0449819	0.0275319	6	3
TRIM8	KDpooled_vs_mock	10.6436	10.2909	0.352708	2.58491	4.07417	0.00489145	0.0449819	0.047619	6	3
SEC23B	KDpooled_vs_mock	11.1997	11.5347	-0.335062	-2.67812	-4.15104	0.00489382	0.0449819	0.0238095	6	3
SLC25A40	KDpooled_vs_mock	9.52839	10.1432	-0.614783	-2.60185	-4.41706	0.0048952	0.0449819	0.0238095	6	3
C12orf60	KDpooled_vs_mock	7.62877	8.044	-0.415228	-2.50706	-4.14981	0.00489684	0.0449819	0.0238095	6	3
MAZ	KDpooled_vs_mock	9.70868	10.1192	-0.410517	-3.11584	-4.61428	0.00489772	0.0449819	0.0238095	6	3
XPC	KDpooled_vs_mock	9.28676	9.88355	-0.596787	-2.72656	-4.70345	0.00490336	0.0450106	0.0238095	6	3
CDC37L1	KDpooled_vs_mock	9.36856	8.67402	0.69454	3.36975	4.90266	0.00490828	0.0450327	0.0238095	6	3
BTBD1	KDpooled_vs_mock	12.9289	13.292	-0.363078	-2.67523	-4.58976	0.00491619	0.0450822	0.0238095	6	3
ATF1	KDpooled_vs_mock	10.7191	9.98001	0.739118	2.76119	4.78021	0.00491998	0.0450939	0.0238095	6	3
SFRS2IP	KDpooled_vs_mock	10.9742	10.6024	0.371848	2.72349	4.19034	0.0049526	0.0453684	0.0238095	6	3
ACOT8	KDpooled_vs_mock	10.8099	11.0476	-0.237703	-2.58742	-4.07023	0.00495498	0.0453684	0.047619	6	3
RPS6KB1	KDpooled_vs_mock	11.1913	10.7866	0.404658	3.769	5.36144	0.00496808	0.0454651	0.0275319	6	3
TAF2	KDpooled_vs_mock	10.7863	10.5627	0.223608	2.84698	4.31551	0.00497256	0.0454829	0.0238095	6	3
C14orf2	KDpooled_vs_mock	13.1894	13.6311	-0.441668	-3.30232	-4.82151	0.00498482	0.0455421	0.0238095	6	3
KRT18P42	KDpooled_vs_mock	17.4293	17.8342	-0.40491	-2.62596	-4.48142	0.00498505	0.0455421	0.0238095	6	3
THSD4	KDpooled_vs_mock	8.41939	7.66873	0.75066	2.6251	4.4797	0.00498878	0.0455421	0.0238095	6	3
IL13RA1	KDpooled_vs_mock	13.2097	12.6734	0.536238	2.52989	4.03402	0.00498917	0.0455421	0.0238095	6	3
AATK	KDpooled_vs_mock	8.81658	9.2338	-0.41722	-3.26388	-4.7771	0.00499477	0.0455637	0.0238095	6	3
PIN1	KDpooled_vs_mock	12.9138	13.286	-0.37221	-2.48868	-4.08905	0.00499721	0.0455637	0.0238095	6	3
PTP4A3	KDpooled_vs_mock	9.78249	10.2178	-0.435315	-2.75145	-4.21524	0.00499916	0.0455637	0.047619	6	3
USP14	KDpooled_vs_mock	12.4663	12.7214	-0.255098	-2.6552	-4.1215	0.00501845	0.0455713	0.0238095	6	3
HLA-DPB1	KDpooled_vs_mock	7.59184	7.96423	-0.372393	-2.49303	-4.03446	0.00501847	0.0455713	0.0238095	6	3
SERPINE2	KDpooled_vs_mock	9.71056	8.73539	0.975173	2.73476	4.72858	0.00502234	0.0455713	0.0238095	6	3
HAX1	KDpooled_vs_mock	13.4968	13.7291	-0.232312	-2.49702	-4.02962	0.00502259	0.0455713	0.047619	6	3
USP33	KDpooled_vs_mock	11.0252	10.5222	0.50296	2.61478	4.08603	0.00502321	0.0455713	0.0238095	6	3
IGFBP7	KDpooled_vs_mock	13.1752	12.5183	0.656822	2.85741	4.32376	0.00502358	0.0455713	0.0238095	6	3
TMEM79	KDpooled_vs_mock	10.0705	9.71483	0.355637	3.04711	4.53091	0.00502402	0.0455713	0.0238095	6	3
ERCC3	KDpooled_vs_mock	11.2518	11.6161	-0.364292	-4.31424	-5.99311	0.00502412	0.0455713	0.0238095	6	3
PIGO	KDpooled_vs_mock	10.8973	11.2362	-0.33892	-2.68218	-4.61252	0.00502531	0.0455713	0.0238095	6	3
NPEPPS	KDpooled_vs_mock	13.6643	13.0093	0.655015	2.48641	4.04689	0.00502538	0.0455713	0.047619	6	3
SEL1L	KDpooled_vs_mock	9.20289	8.66334	0.539555	2.50719	4.02458	0.00503093	0.0455985	0.0238095	6	3
AGPAT5	KDpooled_vs_mock	12.5724	11.9941	0.578305	2.72287	4.7039	0.00504547	0.0457072	0.0238095	6	3
C18orf16	KDpooled_vs_mock	7.10798	7.27509	-0.167118	-2.50045	-4.15755	0.00504898	0.0457159	0.0238095	6	3
CCDC91	KDpooled_vs_mock	11.8433	11.1857	0.657578	3.04563	4.52777	0.00505357	0.0457344	0.0238095	6	3
ATP5G1	KDpooled_vs_mock	13.9176	14.281	-0.363345	-2.77257	-4.23218	0.00507594	0.0459138	0.0238095	6	3
LOC284244	KDpooled_vs_mock	6.78909	7.07831	-0.289213	-2.5513	-4.30761	0.00508214	0.0459343	0.0238095	6	3
SRPK2	KDpooled_vs_mock	11.664	11.3152	0.348828	2.49403	4.01801	0.00508564	0.0459343	0.0238095	6	3
ERAP2	KDpooled_vs_mock	8.97867	8.59772	0.380945	2.59274	4.41046	0.00508589	0.0459343	0.047619	6	3
TULP4	KDpooled_vs_mock	10.2771	9.97466	0.302402	2.56335	4.33891	0.00509017	0.0459497	0.0238095	6	3
SOCS3	KDpooled_vs_mock	9.50912	8.63132	0.8778	2.71349	4.6864	0.00509819	0.0459991	0.0238095	6	3
FARP1	KDpooled_vs_mock	13.3097	12.9148	0.39487	2.56446	4.3428	0.00510297	0.046019	0.0238095	6	3
RPS6KC1	KDpooled_vs_mock	9.83572	9.51399	0.321727	5.27073	7.09783	0.00510596	0.0460229	0.0238095	6	3
LOC348926	KDpooled_vs_mock	12.5479	12.2173	0.33062	2.49522	4.01114	0.00512061	0.0461317	0.0238095	6	3
PMP22	KDpooled_vs_mock	12.8426	12.0712	0.771427	2.66832	4.58796	0.00512895	0.0461837	0.0238095	6	3
CSTF3	KDpooled_vs_mock	12.3688	12.9645	-0.595717	-2.56178	-4.03641	0.00513432	0.0462089	0.0238095	6	3
ANGPTL4	KDpooled_vs_mock	7.93733	6.82382	1.11351	2.66546	4.58207	0.00513736	0.046213	0.0238095	6	3
BDH2	KDpooled_vs_mock	10.7016	11.2662	-0.564595	-2.4839	-4.11703	0.0051508	0.0462959	0.047619	6	3
LOC100128760	KDpooled_vs_mock	14.594	14.9361	-0.342088	-2.68992	-4.63752	0.00515173	0.0462959	0.0238095	6	3
EZH2	KDpooled_vs_mock	13.5897	13.3647	0.225012	2.67107	4.12705	0.00515673	0.0463176	0.047619	6	3
AMD1	KDpooled_vs_mock	13.9515	14.2455	-0.294007	-2.55989	-4.33652	0.00516273	0.0463484	0.0238095	6	3
SKAP1	KDpooled_vs_mock	12.548	12.1714	0.376553	2.51715	4.22657	0.00518	0.0464695	0.0238095	6	3
C5orf39	KDpooled_vs_mock	7.94892	8.37388	-0.424958	-2.68663	-4.14034	0.00518141	0.0464695	0.0238095	6	3
LOC642550	KDpooled_vs_mock	12.9412	12.51	0.431183	2.48725	4.00118	0.00518834	0.0465085	0.0238095	6	3
ZNF507	KDpooled_vs_mock	9.88541	9.6428	0.242607	2.55846	4.33591	0.0051974	0.0465602	0.0238095	6	3
RNF123	KDpooled_vs_mock	9.20673	9.55747	-0.35074	-2.71472	-4.69491	0.0051993	0.0465602	0.0238095	6	3
NRTN	KDpooled_vs_mock	7.05665	7.46807	-0.411422	-2.6431	-4.53576	0.00520323	0.0465722	0.0238095	6	3
SLC35A4	KDpooled_vs_mock	11.2789	11.6629	-0.38395	-2.6645	-4.11703	0.00521733	0.0466583	0.0238095	6	3
CENPQ	KDpooled_vs_mock	10.5124	10.1591	0.353302	2.55428	4.32727	0.0052185	0.0466583	0.0238095	6	3
SYT1	KDpooled_vs_mock	10.1977	9.1982	0.999513	2.76976	4.22117	0.00522065	0.0466583	0.0238095	6	3
CCDC71	KDpooled_vs_mock	9.11065	9.76349	-0.652847	-2.70922	-4.15931	0.00523293	0.0467371	0.0238095	6	3
PAN3	KDpooled_vs_mock	10.6902	10.3943	0.295915	2.48438	4.13494	0.00523468	0.0467371	0.0238095	6	3
SNX1	KDpooled_vs_mock	12.5201	12.7609	-0.240855	-2.83843	-4.29198	0.00524147	0.0467744	0.0238095	6	3
C3orf1	KDpooled_vs_mock	13.8791	14.0204	-0.14127	-2.46578	-4.01153	0.00524539	0.0467862	0.0238095	6	3
SPRY4	KDpooled_vs_mock	10.5733	10.0289	0.54441	2.70236	4.67058	0.00524815	0.0467876	0.0238095	6	3
HTR7	KDpooled_vs_mock	8.2889	7.78027	0.508632	3.1808	4.66984	0.00525697	0.0468429	0.0238095	6	3
CD151	KDpooled_vs_mock	11.2705	11.6148	-0.344223	-2.5265	-4.00223	0.00526469	0.0468679	0.0238095	6	3
IGSF3	KDpooled_vs_mock	9.06488	8.67244	0.392445	2.65421	4.56468	0.005265	0.0468679	0.047619	6	3
LOC440900	KDpooled_vs_mock	7.54772	7.28105	0.266673	2.466	4.0748	0.00528753	0.0470315	0.047619	6	3
SDCBP	KDpooled_vs_mock	12.0712	11.6465	0.424717	2.52358	4.25514	0.00528862	0.0470315	0.0238095	6	3
SLC25A39	KDpooled_vs_mock	12.9793	13.3435	-0.364147	-3.88771	-5.48155	0.00531525	0.0472449	0.0238095	6	3
C20orf199	KDpooled_vs_mock	15.9249	15.4898	0.435123	2.51296	4.23006	0.00532077	0.0472705	0.0238095	6	3
CEBPG	KDpooled_vs_mock	13.6682	13.0265	0.641743	4.41959	6.09828	0.00533341	0.0473109	0.0238095	6	3
TCP10	KDpooled_vs_mock	7.76134	8.36793	-0.606587	-2.70624	-4.68389	0.00533443	0.0473109	0.0238095	6	3
KIAA0494	KDpooled_vs_mock	11.7745	11.3103	0.464168	2.45536	4.01675	0.00533455	0.0473109	0.0238095	6	3
MPST	KDpooled_vs_mock	13.4105	13.8763	-0.465852	-2.6888	-4.6457	0.00533586	0.0473109	0.0238095	6	3
NOVA1	KDpooled_vs_mock	8.16929	8.47164	-0.302355	-2.67292	-4.61116	0.00534529	0.0473532	0.0238095	6	3
HIST1H2AL	KDpooled_vs_mock	7.94131	8.25178	-0.310465	-2.48351	-3.97692	0.00534604	0.0473532	0.0952381	6	3
UIMC1	KDpooled_vs_mock	13.5337	13.2651	0.2686	3.09563	4.56932	0.00534959	0.0473532	0.0238095	6	3
TPX2	KDpooled_vs_mock	13.1898	13.5746	-0.384805	-2.65708	-4.57648	0.00535471	0.0473532	0.0238095	6	3
PEX12	KDpooled_vs_mock	9.02752	8.79135	0.236168	2.54602	4.00669	0.00535552	0.0473532	0.047619	6	3
ZNF140	KDpooled_vs_mock	8.21309	7.65255	0.56054	2.55915	4.35024	0.00535645	0.0473532	0.0238095	6	3
GALK2	KDpooled_vs_mock	11.6483	11.2215	0.426768	2.69298	4.1352	0.00537304	0.0474764	0.0238095	6	3
SERPINB8	KDpooled_vs_mock	10.9275	10.2318	0.695748	2.4708	3.97247	0.00537964	0.0475013	0.047619	6	3
TCP10L	KDpooled_vs_mock	10.0722	10.6447	-0.572488	-2.62317	-4.50176	0.00538252	0.0475013	0.0238095	6	3
COG2	KDpooled_vs_mock	11.7971	12.0499	-0.252873	-2.50103	-4.20411	0.00538379	0.0475013	0.0238095	6	3
EML3	KDpooled_vs_mock	8.04159	8.50818	-0.466597	-3.95504	-5.55576	0.00539365	0.047552	0.0238095	6	3
CCDC124	KDpooled_vs_mock	12.3886	12.7172	-0.328593	-2.50733	-3.97924	0.00539484	0.047552	0.047619	6	3
PRSS22	KDpooled_vs_mock	10.1964	9.23112	0.965308	2.53818	4.30203	0.00539837	0.0475596	0.0238095	6	3
UBTD2	KDpooled_vs_mock	9.48027	8.99337	0.486898	2.47766	4.1383	0.00540101	0.0475596	0.0238095	6	3
NPW	KDpooled_vs_mock	8.67032	9.2259	-0.555578	-2.46015	-3.97122	0.00541183	0.0476315	0.047619	6	3
