sample	patient	n	rho_cldn4_logn	rho_ifn_logn	rho_same	rho_same_lib	rho_quintile_mean	rho_quintiles	rho_within_fov_mean	rho_within_fov_lib_mean	n_fov	n_fov_neg
LUAD-5 R1	Lung5	18130	0.1364601687260879	0.5307596736370577	0.08092937256781553	-0.015010233773457355	0.005472791510687039	0.043,-0.024,0.003,0.003,0.002	0.10379192503333572	-0.00764281513647207	23	0
LUAD-5 R2	Lung5	18780	0.13493610304456508	0.5533925931004272	0.09224857108066703	-0.0019654400442902756	0.01862674476684329	0.052,0.031,0.015,-0.003,-0.001	0.11453964695304447	-0.029276856530590235	25	2
LUAD-5 R3	Lung5	15964	0.19633907036329878	0.5339255630823704	0.11532152938993478	0.005495085226632194	0.01767402547187994	0.024,-0.008,0.023,0.022,0.028	0.11860263374181658	-0.0063346549723191465	24	1
LUSC-6	Lung6	64010	0.18733478239288676	0.5073863469199021	0.09715154843937795	0.003363128256288949	0.004673422813346325	0.016,0.018,0.008,-0.006,-0.013	0.06766681318681347	-0.0016132428242642937	29	1
LUAD-9 R1	Lung9	37956	0.19938169729169924	0.5631761360833721	0.13938120621049147	0.011662595031335569	0.03645084235833044	0.062,0.012,0.034,0.029,0.046	0.1288165413917636	-0.002426805885449866	19	0
LUAD-9 R2	Lung9	89764	0.21752381934846696	0.5224431118098706	0.11467996910201925	-0.002634066853525242	0.0032191744437638546	0.018,-0.001,-0.011,-0.006,0.017	0.11555622093979295	0.00975121483121262	45	0
LUAD-12	Lung12	17067	0.3913528400537883	0.6362359689844103	0.23809413296136975	-0.0006301164436575234	-0.006547104718016598	0.024,-0.008,-0.030,-0.019,0.001	0.21057592144530823	0.00199271081032456	28	0
LUAD-13	Lung13	25797	0.20328792919069827	0.6014438608531234	0.08783939709320535	-0.055311709442832376	-0.040366460556308395	0.011,-0.038,-0.093,-0.062,-0.020	0.08789787803257548	-0.05180605196449663	20	1
