sample	patient	histology	n_tumor_qc	n_fov	n_core_genes	core_genes	detect_cldn4	detect_stat1	rho_stat1_same	rho_stat1_same_krt	core_same	core_same_krt	core_same_krt_lib	core_same_imm	core_delta_high_minus_low	core_split_rule	core_n_elig	core_neigh	core_partial	core_neigh_krt	core_partial_krt	core_same_on_elig	core_same_on_elig_krt	core_neigh_20	core_partial_20	core_neigh_100	core_partial_100	broad_same	hallmark_same	broad_same_krt	hallmark_same_krt	broad_neigh	hallmark_neigh	broad_partial	hallmark_partial	broad_partial_krt	hallmark_partial_krt	broad_delta_high_minus_low	hallmark_delta_high_minus_low
LUAD-5 R1	Lung5	LUAD	18130	23	17	STAT1,IFIT1,IFITM1,IFITM3,MX1,OAS1,OAS2,OAS3,OASL,IFI27,CXCL9,CXCL10,IDO1,CD274,DDX58,IFIH1,NLRC5	0.7009376723662438	0.21196911196911197	0.02468260738792518	0.08211518841280395	0.0809294327616496	0.06567996239810378	-0.011098403084692511	0.0837825505401985	0.038115771616248365	median	17624	0.009969280509508651	-0.018359870190591595	0.007816570854504577	-0.015765570196215686	0.07460107168643106	0.06317397676162398	0.024909304170401797	0.003512122911646536	0.010481880386171195	-0.019528882304982547	0.1157329845430613	0.09792000034858063	0.10481550266407035	0.0912521645130969	0.008033837129036454	-0.01251352830093647	-0.03936211230893375	-0.05630013075823197	-0.03298170348799173	-0.04910308439275731	0.053283596595376695	0.032353190860179334
LUAD-5 R2	Lung5	LUAD	18780	25	17	STAT1,IFIT1,IFITM1,IFITM3,MX1,OAS1,OAS2,OAS3,OASL,IFI27,CXCL9,CXCL10,IDO1,CD274,DDX58,IFIH1,NLRC5	0.6740149094781682	0.2239084132055378	0.040640625145899216	0.10309289894846309	0.09224917019582787	0.07485358246095725	0.0011569486026195806	0.09352741865152438	0.04252619242043823	median	18082	0.004296023989259455	-0.028112502765988534	-0.0035335588563748925	-0.03121330004900574	0.0764021859498614	0.06646907900676388	0.010460913651695202	-0.011123956177247703	-0.002523169418652079	-0.032184857881446066	0.11925941887906615	0.11017482924078381	0.10622155389356636	0.10021112280224363	0.007906812849242923	-0.0006782647806808209	-0.042417884519898814	-0.043549083297163775	-0.04238232205066084	-0.04505133402613455	0.05301149279741955	0.03537567150402905
LUAD-5 R3	Lung5	LUAD	15964	24	17	STAT1,IFIT1,IFITM1,IFITM3,MX1,OAS1,OAS2,OAS3,OASL,IFI27,CXCL9,CXCL10,IDO1,CD274,DDX58,IFIH1,NLRC5	0.6294161864194437	0.19174392382861438	0.04604898620791545	0.12572664438575773	0.11532204461628813	0.10562202542156365	0.00652721887314719	0.11162795942301647	0.06519860667617534	median	15346	0.08264406606102762	0.04651326892202675	0.08257497416464037	0.04967895503486241	0.11224786656783357	0.10488062708383664	0.06977656926914723	0.04340472269065086	0.08322329149290479	0.047111223722500185	0.1613129944818905	0.14570451120643432	0.15184771089995455	0.13788353309768314	0.09668954200119959	0.07378375359200844	0.03153182433273752	0.014832400781644663	0.035209198901181335	0.018615547551900785	0.0789185982804016	0.05219517851009395
LUSC-6	Lung6	LUSC	64010	29	17	STAT1,IFIT1,IFITM1,IFITM3,MX1,OAS1,OAS2,OAS3,OASL,IFI27,CXCL9,CXCL10,IDO1,CD274,DDX58,IFIH1,NLRC5	0.25480393688486175	0.377269176691142	0.05188388392695228	0.21667820796527093	0.09715158950698732	0.07160404728291091	0.0034297250239682135	0.05942264730990812	0.08363594603357291	detected_vs_zero	63651	0.08281457569804075	0.04770144609705616	0.06385240884787328	0.03855041750368994	0.09617889146212623	0.07113945088783673	0.042092964547804576	0.018913354203736597	0.08803105758197448	0.05488276603038969	0.10973522513037812	0.11443763896558752	0.07720001705075466	0.08219490488421569	0.07535067536304085	0.05906175822053192	0.02504076678043864	0.0063596559468067975	0.021537982650238107	0.006780681108751525	0.09010072219745036	0.07258351109189935
LUAD-9 R1	Lung9	LUAD	37956	19	17	STAT1,IFIT1,IFITM1,IFITM3,MX1,OAS1,OAS2,OAS3,OASL,IFI27,CXCL9,CXCL10,IDO1,CD274,DDX58,IFIH1,NLRC5	0.731689324480978	0.39682790599641693	0.058233952178475594	0.10540007809100711	0.13938204902791784	0.1296344160003958	0.00989464422752081	0.16032086473884297	0.06939825942730991	median	37713	0.10505078064313468	0.02890159754485038	0.09971349971155359	0.029321858455534654	0.1353996688625588	0.1256144209128804	0.09467125842825903	0.025838060375979143	0.08615091364518263	0.02137762838826291	0.1527847994151285	0.1582216087681528	0.1521855535338991	0.1556519892293897	0.08673698344942044	0.08998816796671036	0.004285000768531172	0.022153574026607368	0.00890426653845283	0.02670673560089353	0.07328646330792314	0.05505434508463819
LUAD-9 R2	Lung9	LUAD	89764	45	17	STAT1,IFIT1,IFITM1,IFITM3,MX1,OAS1,OAS2,OAS3,OASL,IFI27,CXCL9,CXCL10,IDO1,CD274,DDX58,IFIH1,NLRC5	0.6396328149369458	0.23054899514281896	0.04022039125121219	0.13585965105970832	0.1146780388353589	0.11061458671953685	-0.0024355052506044054	0.1080142530195227	0.05696171388921434	median	88958	0.09230720292990041	0.032407867188662474	0.08719756184124687	0.03135558919798891	0.1088283202961259	0.10503045144598698	0.06659469757310882	0.023546755905190387	0.07714125469590263	0.024344611745874926	0.137696550814067	0.13576998256384123	0.137992983284716	0.13750940475732923	0.0839128703904505	0.08878890175518589	0.013316456484039705	0.03084608921280329	0.016309417668476604	0.032094568483917674	0.06262807641285197	0.04205071541571107
LUAD-12	Lung12	LUAD	17067	28	17	STAT1,IFIT1,IFITM1,IFITM3,MX1,OAS1,OAS2,OAS3,OASL,IFI27,CXCL9,CXCL10,IDO1,CD274,DDX58,IFIH1,NLRC5	0.42227690865412787	0.17642233550125974	0.08853390669736336	0.11361642320833112	0.23809443268271493	0.17087677345521995	0.0008782636059723482	0.2192921408362467	0.1999389725446103	detected_vs_zero	14859	0.17070061905063916	0.1135625327589192	0.12050703437306418	0.08924859838617948	0.21329231509812005	0.16065250506828568	0.06563346384572363	0.038200004181485975	0.20963998355164956	0.14459433183607387	0.3015003919715677	0.3144252789959558	0.22218527547159517	0.24004927489589636	0.1959652371129489	0.18644907663513727	0.09349286883933	0.07297834985464234	0.07494559709105468	0.05965170995902772	0.2337843239767112	0.20671039960493948
LUAD-13	Lung13	LUAD	25797	20	17	STAT1,IFIT1,IFITM1,IFITM3,MX1,OAS1,OAS2,OAS3,OASL,IFI27,CXCL9,CXCL10,IDO1,CD274,DDX58,IFIH1,NLRC5	0.7421405589797263	0.6446873667480715	0.0023925203664504433	0.039388567732608855	0.08784085226592121	0.0815059468194159	-0.05532732698156678	0.09680170796633494	0.03756589443033228	median	25525	0.06560733653170193	0.03889326131763307	0.05612467046706675	0.03190189016573669	0.08222933670816661	0.07623781734828997	0.05078787955528464	0.02369673427223921	0.07330118624561477	0.04753322522759231	0.12969094000768447	0.1351922897863825	0.13332050018145905	0.13989916662958607	0.0884060449274064	0.07585294029275622	0.038861913726098964	0.02026345496121809	0.0373967332511219	0.01852570540436969	0.06041040803682493	0.04597427514321248
