sample	patient	gene	detect	rho_same	rho_same_krt	in_core
LUAD-5 R1	Lung5	STAT1	0.21196911196911197	0.02468260738792518	0.08211518841280395	True
LUAD-5 R1	Lung5	IFIT1	0.061003861003861	0.027021926492875863	0.11504069222612627	True
LUAD-5 R1	Lung5	IFITM1	0.277992277992278	0.03413668518123245	0.08389741085269968	True
LUAD-5 R1	Lung5	IFITM3	0.6111969111969112	0.026258358699992667	0.03944916616026426	True
LUAD-5 R1	Lung5	MX1	0.23066740209597353	0.03134943257481679	0.08276952743875603	True
LUAD-5 R1	Lung5	OAS1	0.21031439602868174	0.02202952499779368	0.0758715895579652	True
LUAD-5 R1	Lung5	OAS2	0.1832873690016547	0.027105342769589275	0.08773592886203359	True
LUAD-5 R1	Lung5	OAS3	0.2702702702702703	0.03857125105838422	0.0790370979258518	True
LUAD-5 R1	Lung5	OASL	0.15968008825151683	0.033532310600191316	0.09644220655939162	True
LUAD-5 R1	Lung5	IFI27	0.5492553778268064	0.04249654848269816	0.05027652655832598	True
LUAD-5 R1	Lung5	CXCL9	0.0782680639823497	0.017837861582154568	0.10512727025159553	True
LUAD-5 R1	Lung5	CXCL10	0.07870932156646443	0.02002518294957808	0.1051197323140405	True
LUAD-5 R1	Lung5	IDO1	0.07231108659680088	0.021437204410092118	0.10810377464949714	True
LUAD-5 R1	Lung5	CD274	0.0728626585769443	0.009021166515273267	0.1047466950110284	True
LUAD-5 R1	Lung5	DDX58	0.11125206839492553	0.014854911571770943	0.10120663352696392	True
LUAD-5 R1	Lung5	IFIH1	0.10981798124655268	0.020348715553307365	0.09775577711330083	True
LUAD-5 R1	Lung5	NLRC5	0.11136238279095421	0.03580136987931458	0.11251377679752325	True
LUAD-5 R1	Lung5	HLA-A	0.7163265306122449	0.05750947749942174	0.07974351690182428	False
LUAD-5 R1	Lung5	HLA-B	0.6015995587424159	0.08542380261524972	0.10752224221007732	False
LUAD-5 R1	Lung5	HLA-C	0.7888030888030888	0.1200331402130607	0.13796065010945094	False
LUAD-5 R1	Lung5	B2M	0.8112520683949256	0.0915971232488515	0.10595659632646567	False
LUAD-5 R1	Lung5	TAP1	0.18720353006067292	0.023768795792866487	0.08403340919454699	False
LUAD-5 R1	Lung5	TAP2	0.16514065085493657	0.04049516853489243	0.10288782797029851	False
LUAD-5 R1	Lung5	CIITA	0.08907887479316051	0.020432458529335742	0.10960760877046252	False
LUAD-5 R1	Lung5	JAK1	0.3716492002206288	0.01371372508483905	0.04927184548559202	False
LUAD-5 R1	Lung5	JAK2	0.17589630446773305	0.009448484251874556	0.07269504861411118	False
LUAD-5 R1	Lung5	IFNGR1	0.2769442912300055	0.05607788434890433	0.09789679543161015	False
LUAD-5 R1	Lung5	IFNGR2	0.3960838389409818	0.011051875907195316	0.04280593757986614	False
LUAD-5 R1	Lung5	CCL5	0.07473800330943188	0.015976754206257306	0.10799256993919414	False
LUAD-5 R2	Lung5	STAT1	0.2239084132055378	0.040640625145899216	0.10309289894846309	True
LUAD-5 R2	Lung5	IFIT1	0.0764643237486688	0.01590664490247895	0.11570550383268191	True
LUAD-5 R2	Lung5	IFITM1	0.2980298189563365	0.034678522338932094	0.08594091984178225	True
LUAD-5 R2	Lung5	IFITM3	0.5906283280085197	0.025739684842182857	0.036645889820748526	True
LUAD-5 R2	Lung5	MX1	0.2419062832800852	0.04140017709494923	0.09723969932555045	True
LUAD-5 R2	Lung5	OAS1	0.19014909478168265	0.03648373192562443	0.10064111764936227	True
