n_a	n_b	mean_a	mean_b	median_a	median_b	U	p	note	contrast
50	22	0.313489905744791	0.24300043217160486	0.23985806852579117	0.22901730239391327	610.0	0.464553331072026	cell_level_pseudoreplication_n_library=1_vs_1	tumor_myeloid_nfkb_anti_vs_iso
50	22	0.26385006606578826	0.2771823507818309	0.26253607869148254	0.3009953200817108	486.5	0.439534701181974	cell_level_pseudoreplication_n_library=1_vs_1	tumor_myeloid_stat_anti_vs_iso
50	22	0.19591898441314698	0.4287837120619687	0.0	0.0	478.5	0.14887107191919038	cell_level_pseudoreplication_n_library=1_vs_1	tumor_myeloid_lilrb2_anti_vs_iso
50	22	1.6701148164272308	1.8479519906369122	1.6913986802101135	1.8906117677688599	450.0	0.22385442519528542	cell_level_pseudoreplication_n_library=1_vs_1	tumor_myeloid_mhci_anti_vs_iso
50	22	0.22855739295482635	0.24291446805000305	0.25232240557670593	0.294235959649086	510.0	0.6174651707669804	cell_level_pseudoreplication_n_library=1_vs_1	tumor_myeloid_suppress_anti_vs_iso
4164	1228	0.29291584530145676	0.2515702873031557	0.0	0.0	2789133.0	5.5964917657346684e-08	cell_level_pseudoreplication_n_library=1_vs_1	tumor_tnk_cytotox_anti_vs_iso
4164	1228	0.1613846725992694	0.22268389014326984	0.0	0.0	2297520.5	1.4662349833243624e-09	cell_level_pseudoreplication_n_library=1_vs_1	tumor_tnk_exhaust_anti_vs_iso
6940	4261	0.0003347096680220678	0.0002539378184999163	0.0	0.0	14785123.5	0.9284291641179016	cell_level_pseudoreplication_n_library=1_vs_1	tumor_all_cldn4_anti_vs_iso
